Forest,Agriculture,Other,Area_Total,forest_sp,agriculture_sp,generalist_sp,Sp_Total
729790000,810290000,959920000,2500000000,32,24,83,139
975380000,623670000,900950000,2500000000,34,19,83,136
108100000,282300000,1992080000,2382480000,31,30,70,131
32610000,129250000,2266090000,2427950000,29,29,76,134
0,15670000,1463900000,1479570000,14,28,57,99
759080000,261390000,1479530000,2500000000,38,29,70,137
349430000,587950000,1562620000,2500000000,41,36,90,167
660700000,138190000,1701110000,2500000000,38,27,71,136
513630000,215760000,1770610000,2500000000,32,27,78,137
609610000,86340000,1804050000,2500000000,31,28,70,129
1168520000,416040000,915440000,2500000000,45,21,83,149
695800000,269280000,1534920000,2500000000,33,30,76,139
193230000,88850000,2217920000,2500000000,35,23,61,119
553710000,127030000,1819260000,2500000000,33,28,69,130
640000,19720000,1742450000,1762810000,25,23,69,117
414420000,238640000,1846940000,2500000000,29,24,80,133
1040180000,493340000,966480000,2500000000,43,27,89,159
1238490000,549960000,711550000,2500000000,33,24,79,136
425610000,90270000,1984120000,2500000000,43,18,68,129
907330000,440130000,1152540000,2500000000,47,21,84,152
1014620000,225930000,1259450000,2500000000,45,21,84,150
1310080000,64310000,1125610000,2500000000,44,18,75,137
751150000,186960000,1561890000,2500000000,37,23,83,143
1155640000,124580000,1219780000,2500000000,45,19,70,134
69600000,25090000,1805130000,1899820000,29,18,72,119
832480000,39240000,1628280000,2500000000,44,17,69,130
636190000,58860000,1804950000,2500000000,38,16,71,125
660220000,1211800000,627980000,2500000000,43,21,88,152
913430000,998440000,588130000,2500000000,42,20,83,145
679890000,72440000,1747670000,2500000000,45,17,79,141
573650000,56500000,1869850000,2500000000,39,17,74,130
560470000,129780000,1809750000,2500000000,41,16,74,131
641600000,281420000,1576980000,2500000000,39,17,75,131
640210000,1210870000,648920000,2500000000,48,30,94,172
980110000,217910000,1301980000,2500000000,47,26,93,166
646080000,670430000,1183490000,2500000000,48,24,83,155
595110000,174580000,1730310000,2500000000,46,19,85,150
1209080000,606010000,684910000,2500000000,40,23,83,146
983190000,579200000,937610000,2500000000,43,19,80,142
846320000,1118110000,535570000,2500000000,41,32,90,163
933110000,992900000,573990000,2500000000,48,27,89,164
944110000,269240000,1286650000,2500000000,35,21,72,128
517880000,1795080000,187040000,2500000000,24,16,76,116
1064310000,1190360000,245330000,2500000000,25,16,69,110
190850000,2074520000,234630000,2500000000,20,25,84,129
935320000,478700000,1085980000,2500000000,31,16,65,112
1041540000,82170000,1376290000,2500000000,43,13,66,122
396060000,1708930000,395010000,2500000000,33,30,90,153
1110260000,485770000,903970000,2500000000,41,24,88,153
183600000,1961030000,355370000,2500000000,26,24,80,130
724880000,182280000,1592840000,2500000000,45,19,81,145
594390000,61630000,1843980000,2500000000,45,15,76,136
402410000,27610000,2069980000,2500000000,43,20,72,135
1270130000,78660000,1151210000,2500000000,47,20,86,153
1301920000,503400000,694680000,2500000000,47,22,80,149
794460000,1120330000,585210000,2500000000,48,23,84,155
842490000,1061330000,596180000,2500000000,42,22,87,151
714450000,680780000,1104770000,2500000000,48,29,90,167
629000000,238150000,1589850000,2457000000,35,21,75,131
597670000,1616530000,285800000,2500000000,34,28,92,154
1550980000,281200000,667820000,2500000000,30,14,71,115
243830000,1966070000,290100000,2500000000,27,26,87,140
1606910000,654120000,238970000,2500000000,33,16,65,114
1024410000,578300000,897290000,2500000000,45,23,88,156
34550000,1713660000,751790000,2500000000,25,23,75,123
1239530000,447660000,812810000,2500000000,46,22,87,155
37280000,2119880000,342840000,2500000000,26,22,75,123
690020000,57130000,1752850000,2500000000,46,14,75,135
1031840000,98560000,1369600000,2500000000,46,18,84,148
400140000,8950000,2090910000,2500000000,42,15,68,125
783390000,121970000,1594640000,2500000000,45,18,84,147
480140000,921750000,1098110000,2500000000,40,30,90,160
878650000,236710000,1384640000,2500000000,49,21,82,152
798640000,60840000,1640520000,2500000000,47,27,85,159
853310000,27900000,1618790000,2500000000,43,21,70,134
501390000,542470000,1456140000,2500000000,19,19,69,107
1216750000,996140000,287110000,2500000000,24,15,64,103
409460000,1089130000,1001410000,2500000000,18,21,81,120
1541900000,612110000,345990000,2500000000,37,29,91,157
536460000,1284280000,679260000,2500000000,24,24,80,128
1343560000,826630000,329810000,2500000000,33,20,76,129
893740000,1404890000,201370000,2500000000,24,16,67,107
44820000,2109150000,346030000,2500000000,20,25,80,125
803680000,1391890000,304430000,2500000000,32,21,82,135
18500000,2292360000,189140000,2500000000,16,24,76,116
483710000,1619160000,397130000,2500000000,30,25,86,141
1428450000,266610000,804940000,2500000000,46,19,73,138
94710000,1807480000,597810000,2500000000,32,26,80,138
1412780000,471920000,615300000,2500000000,44,21,77,142
216350000,1928740000,354910000,2500000000,24,21,73,118
551600000,83850000,1864550000,2500000000,44,17,78,139
1087540000,200940000,1211520000,2500000000,45,17,77,139
1528790000,402640000,568570000,2500000000,48,20,76,144
986300000,3360000,1510340000,2500000000,45,23,79,147
841060000,21000000,1637940000,2500000000,42,17,65,124
1280930000,11660000,1207410000,2500000000,46,28,77,151
850970000,74050000,1574980000,2500000000,45,16,73,134
204720000,872360000,1338080000,2415160000,21,23,77,121
575720000,1643750000,280530000,2500000000,25,20,72,117
728890000,1435370000,335740000,2500000000,24,23,73,120
1473480000,824930000,201590000,2500000000,32,14,64,110
1292470000,924620000,282910000,2500000000,36,18,73,127
9930000,2292730000,197340000,2500000000,14,22,68,104
67570000,2184610000,247820000,2500000000,21,27,85,133
828810000,1162140000,509050000,2500000000,43,19,76,138
116080000,2033440000,350480000,2500000000,19,18,62,99
1175420000,81250000,1243330000,2500000000,43,17,70,130
1394590000,207740000,897670000,2500000000,48,19,73,140
1415590000,43110000,1041300000,2500000000,47,26,79,152
680840000,14600000,1804560000,2500000000,41,11,59,111
1074340000,252850000,1172810000,2500000000,41,18,73,132
969480000,745490000,785030000,2500000000,38,18,69,125
1156350000,752920000,590730000,2500000000,40,20,72,132
1264620000,588790000,646590000,2500000000,37,17,68,122
276810000,1327810000,895380000,2500000000,36,35,84,155
640730000,958310000,900960000,2500000000,40,31,85,156
692870000,252330000,1554800000,2500000000,36,27,74,137
793160000,413980000,1292860000,2500000000,40,28,78,146
214440000,1127880000,1157680000,2500000000,37,43,93,173
283850000,1175320000,1040830000,2500000000,35,42,82,159
255720000,1658200000,586080000,2500000000,34,34,78,146
446520000,934250000,1119230000,2500000000,33,30,76,139
263940000,715570000,1520490000,2500000000,41,44,90,175
205840000,610980000,1683180000,2500000000,42,42,90,174
166910000,1707590000,625500000,2500000000,35,41,86,162
365600000,1534670000,599730000,2500000000,34,37,80,151
15230000,436570000,2048200000,2500000000,35,43,94,172
22180000,601810000,1876010000,2500000000,36,41,85,162
964370000,806040000,729590000,2500000000,36,29,88,153
1468510000,411360000,620130000,2500000000,41,19,71,131
1327370000,752710000,419920000,2500000000,40,24,77,141
1067810000,1002000000,430190000,2500000000,44,29,88,161
806860000,855670000,837470000,2500000000,37,25,87,149
467430000,1280980000,751590000,2500000000,35,30,92,157
956170000,459100000,1084730000,2500000000,34,19,71,124
922820000,792310000,784870000,2500000000,36,25,81,142
1136900000,647150000,715950000,2500000000,39,18,73,130
683540000,1293670000,522790000,2500000000,40,26,80,146
859130000,905500000,735370000,2500000000,39,34,85,158
789370000,822960000,887670000,2500000000,39,30,88,157
1288110000,140890000,1071000000,2500000000,39,20,67,126
1264570000,62770000,1172660000,2500000000,41,18,74,133
1222410000,375670000,901920000,2500000000,41,20,72,133
1125080000,523750000,851170000,2500000000,40,24,78,142
318550000,1485600000,695850000,2500000000,34,32,81,147
264370000,1628380000,607250000,2500000000,40,27,77,144
354230000,1293010000,852760000,2500000000,38,30,80,148
661100000,1125350000,713550000,2500000000,39,27,77,143
269150000,1348830000,882020000,2500000000,36,36,82,154
303880000,1820060000,376060000,2500000000,39,37,81,157
232610000,1069780000,1197610000,2500000000,39,36,81,156
212030000,1713210000,574760000,2500000000,35,37,83,155
127890000,505330000,1866780000,2500000000,34,38,83,155
28320000,298730000,2172950000,2500000000,34,40,89,163
204620000,470980000,1824400000,2500000000,38,38,85,161
35070000,631080000,1833850000,2500000000,39,44,91,174
32010000,4790000,1470490000,1507290000,26,31,68,125
180130000,1746720000,573150000,2500000000,36,39,88,163
39690000,967930000,1492380000,2500000000,33,39,88,160
1029850000,810560000,659590000,2500000000,45,28,85,158
1351690000,405250000,743060000,2500000000,43,24,77,144
1238160000,675910000,585930000,2500000000,41,20,74,135
1080860000,450890000,968250000,2500000000,40,18,71,129
1300710000,713230000,486060000,2500000000,36,22,76,134
1127600000,877270000,495130000,2500000000,37,28,91,156
883170000,812090000,804740000,2500000000,41,32,90,163
1004760000,918320000,576920000,2500000000,39,25,83,147
1211980000,368600000,919420000,2500000000,39,20,73,132
1407410000,542010000,550580000,2500000000,37,17,78,132
1085970000,742850000,671180000,2500000000,43,21,76,140
566870000,1534910000,398220000,2500000000,40,24,84,148
955100000,922870000,622030000,2500000000,44,22,76,142
1059450000,707110000,733440000,2500000000,38,19,69,126
974220000,963370000,562410000,2500000000,41,24,79,144
1001140000,600140000,898720000,2500000000,42,24,81,147
749020000,1307250000,443730000,2500000000,39,27,75,141
984680000,1010610000,504710000,2500000000,39,22,74,135
532150000,1502560000,465290000,2500000000,41,27,84,152
908530000,1112960000,478510000,2500000000,42,26,79,147
476110000,1209880000,814010000,2500000000,38,30,81,149
530840000,1250530000,718630000,2500000000,42,35,87,164
1231720000,754020000,514260000,2500000000,40,30,82,152
887240000,1007720000,605040000,2500000000,42,31,92,165
160830000,942900000,1396270000,2500000000,39,38,85,162
257620000,1150380000,1092000000,2500000000,39,39,86,164
340200000,1237640000,922160000,2500000000,41,34,81,156
456670000,738670000,1304660000,2500000000,42,37,86,165
147200000,1516480000,836320000,2500000000,37,37,80,154
152640000,1039260000,1308100000,2500000000,41,40,85,166
31540000,505340000,1963120000,2500000000,35,39,84,158
172310000,980360000,1347330000,2500000000,40,37,89,166
198830000,1818670000,482500000,2500000000,34,34,81,149
90200000,1672980000,736820000,2500000000,34,34,87,155
71080000,758850000,1670070000,2500000000,33,33,86,152
924050000,726400000,849550000,2500000000,41,19,73,133
894270000,895140000,710590000,2500000000,39,26,83,148
794200000,1063030000,642770000,2500000000,41,28,83,152
674350000,822520000,1003130000,2500000000,40,25,80,145
990520000,1126850000,382630000,2500000000,36,18,70,124
796390000,1030520000,673090000,2500000000,37,20,74,131
556370000,1586080000,357550000,2500000000,33,20,75,128
923410000,705260000,871330000,2500000000,41,20,72,133
987320000,972950000,539730000,2500000000,41,26,85,152
1003420000,974470000,522110000,2500000000,42,30,88,160
1110350000,680680000,708970000,2500000000,40,20,74,134
1104810000,694970000,700220000,2500000000,43,24,80,147
397850000,1757560000,344590000,2500000000,41,29,83,153
1170090000,648810000,681100000,2500000000,42,25,79,146
327990000,1832170000,339840000,2500000000,40,35,87,162
1052370000,896820000,550810000,2500000000,43,23,80,146
387090000,1676860000,436050000,2500000000,39,27,86,152
1304160000,748530000,447310000,2500000000,43,28,86,157
248220000,1736240000,515540000,2500000000,43,31,93,167
261390000,1836180000,402430000,2500000000,45,31,91,167
777340000,1308020000,414640000,2500000000,42,29,86,157
676480000,1190880000,632640000,2500000000,42,30,88,160
682640000,1116580000,700780000,2500000000,42,35,89,166
733430000,1157540000,609030000,2500000000,40,36,92,168
214660000,1254410000,1030930000,2500000000,42,35,89,166
642520000,1178310000,679170000,2500000000,43,35,92,170
323390000,1351510000,825100000,2500000000,42,35,95,172
694180000,1147540000,658280000,2500000000,43,29,87,159
98180000,671680000,1730140000,2500000000,39,36,88,163
13100000,72780000,2414120000,2500000000,33,26,73,132
649260000,1215730000,635010000,2500000000,39,23,78,140
620120000,678750000,1201130000,2500000000,43,27,79,149
507820000,1505190000,486990000,2500000000,39,24,73,136
777180000,541720000,1181100000,2500000000,44,29,88,161
752940000,1057330000,689730000,2500000000,38,23,78,139
747380000,1133410000,619210000,2500000000,42,32,83,157
1098130000,715280000,686590000,2500000000,40,25,81,146
907070000,1189870000,403060000,2500000000,42,26,86,154
416480000,1641940000,441580000,2500000000,41,28,81,150
762960000,633690000,1103350000,2500000000,44,25,81,150
1262090000,118760000,1119150000,2500000000,42,24,70,136
308070000,63710000,1742820000,2114600000,37,33,77,147
210500000,26710000,2262790000,2500000000,35,18,67,120
265160000,30460000,2204380000,2500000000,27,22,50,99
383690000,19000000,2097310000,2500000000,23,20,59,102
606570000,70190000,1823240000,2500000000,37,25,65,127
670290000,110220000,1719490000,2500000000,33,17,56,106
718380000,129570000,1652050000,2500000000,27,20,55,102
43040000,83950000,2178920000,2305910000,20,21,52,93
652630000,147160000,1700210000,2500000000,27,24,64,115
8020000,68250000,1436430000,1512700000,23,34,70,127
105770000,1436530000,957700000,2500000000,33,37,85,155
222050000,1818210000,459740000,2500000000,31,34,78,143
1968860000,135570000,395570000,2500000000,42,26,70,138
566180000,51510000,1647090000,2264780000,37,31,72,140
1381980000,114950000,1003070000,2500000000,42,31,80,153
38630000,5380000,1054940000,1098950000,21,17,49,87
1128660000,35670000,1335670000,2500000000,34,15,59,108
1078440000,23910000,1397650000,2500000000,28,12,60,100
1724200000,57340000,718460000,2500000000,42,22,56,120
1982860000,30920000,486220000,2500000000,38,17,59,114
567120000,22190000,1910690000,2500000000,27,23,61,111
1146720000,51540000,1301740000,2500000000,40,21,62,123
583630000,46890000,1869480000,2500000000,24,24,60,108
400680000,82100000,2017220000,2500000000,26,25,56,107
1077190000,127230000,1295580000,2500000000,37,26,67,130
429670000,98220000,1972110000,2500000000,25,24,57,106
688480000,271630000,1539890000,2500000000,34,31,67,132
617480000,99070000,1783450000,2500000000,34,24,63,121
826390000,146600000,1527010000,2500000000,40,30,71,141
272410000,50790000,2176800000,2500000000,22,22,56,100
551760000,95740000,1852500000,2500000000,38,31,65,134
152900000,1703390000,643710000,2500000000,33,37,80,150
434000000,1621480000,444520000,2500000000,35,33,78,146
200640000,1324940000,974420000,2500000000,33,36,80,149
192750000,1326190000,981060000,2500000000,33,34,83,150
100920000,1144010000,1255070000,2500000000,32,39,89,160
109420000,1193370000,1197210000,2500000000,35,36,85,156
24420000,910000,1034960000,1060290000,16,10,34,60
1842920000,221370000,435710000,2500000000,44,30,72,146
1145350000,61760000,1280700000,2487810000,42,31,77,150
776810000,552920000,1170270000,2500000000,44,36,84,164
76930000,72320000,1712390000,1861640000,31,30,65,126
1705560000,96110000,698330000,2500000000,36,16,55,107
1823960000,176220000,499820000,2500000000,44,31,71,146
1576720000,328880000,594400000,2500000000,45,30,76,151
1293810000,383590000,822600000,2500000000,46,31,79,156
985690000,138840000,1375470000,2500000000,34,21,64,119
1466770000,93490000,939740000,2500000000,33,16,63,112
1186140000,360780000,953080000,2500000000,46,30,81,157
1270100000,361550000,868350000,2500000000,40,28,72,140
562990000,116090000,1820920000,2500000000,30,31,66,127
1105580000,138590000,1255830000,2500000000,42,30,72,144
1054430000,116720000,1328850000,2500000000,31,25,69,125
650470000,152580000,1696950000,2500000000,42,28,73,143
367460000,87210000,2045330000,2500000000,36,25,73,134
769750000,151120000,1579130000,2500000000,43,23,68,134
708870000,102100000,1689030000,2500000000,33,30,72,135
169700000,181010000,2149290000,2500000000,34,29,70,133
884890000,234800000,1380310000,2500000000,46,34,76,156
803980000,194620000,1501400000,2500000000,35,27,71,133
802550000,370130000,1327320000,2500000000,45,35,82,162
47800000,212970000,1963460000,2224230000,27,27,67,121
56380000,196370000,2210960000,2463710000,29,30,74,133
1106740000,416820000,976440000,2500000000,47,36,87,170
497720000,269980000,1719130000,2486830000,45,35,86,166
1310580000,600840000,588580000,2500000000,43,35,84,162
892930000,204960000,1402110000,2500000000,40,33,83,156
1827770000,156840000,515390000,2500000000,38,26,66,130
1792380000,344000000,363620000,2500000000,42,28,68,138
1282000000,702750000,515250000,2500000000,42,27,75,144
1485930000,572130000,441940000,2500000000,44,34,79,157
1403140000,115130000,981730000,2500000000,40,26,79,145
1273730000,404060000,822210000,2500000000,40,37,82,159
984550000,39410000,1476040000,2500000000,34,27,68,129
1484930000,29750000,985320000,2500000000,37,21,67,125
552550000,90260000,1857190000,2500000000,31,25,67,123
950920000,115990000,1433090000,2500000000,37,27,70,134
629070000,489730000,1381200000,2500000000,41,37,84,162
624900000,147020000,1728080000,2500000000,42,30,72,144
53310000,14980000,2377420000,2445710000,19,16,50,85
448360000,49270000,2002370000,2500000000,33,23,64,120
734460000,173720000,1591820000,2500000000,29,23,61,113
1089910000,229300000,1180790000,2500000000,37,25,69,131
242530000,53230000,2204240000,2500000000,22,19,53,94
340980000,414640000,1743110000,2498730000,22,20,64,106
541710000,336020000,1456070000,2333800000,19,14,49,82
265500000,255450000,1714810000,2235760000,19,13,51,83
1045640000,415830000,1038530000,2500000000,28,18,62,108
784890000,791750000,923360000,2500000000,15,14,48,77
827240000,1193430000,479330000,2500000000,31,19,74,124
1353660000,783320000,363020000,2500000000,30,18,63,111
193080000,1060360000,1246560000,2500000000,22,18,65,105
451610000,1765220000,283170000,2500000000,21,21,70,112
69130000,700600000,1689360000,2459090000,19,18,72,109
705190000,1410250000,384560000,2500000000,26,17,68,111
725910000,1592440000,181650000,2500000000,20,18,65,103
481230000,1564240000,454530000,2500000000,28,20,78,126
1238460000,892460000,369080000,2500000000,27,17,65,109
18440000,345760000,1936580000,2300780000,17,30,84,131
36860000,1199530000,1263610000,2500000000,19,28,89,136
348410000,1740180000,411410000,2500000000,37,19,79,135
8390000,1114030000,1377580000,2500000000,15,26,78,119
74290000,764520000,1575780000,2414590000,17,16,53,86
352620000,745790000,1401590000,2500000000,20,12,54,86
1163150000,997550000,339300000,2500000000,29,16,70,115
584210000,1469330000,446460000,2500000000,26,16,65,107
616170000,694140000,1189690000,2500000000,30,19,73,122
1004160000,977020000,518820000,2500000000,28,19,71,118
907690000,1164570000,427740000,2500000000,28,21,71,120
1231250000,798090000,470660000,2500000000,27,18,71,116
337490000,1799530000,362980000,2500000000,28,18,73,119
1137290000,689480000,673230000,2500000000,27,19,70,116
41310000,724320000,1516110000,2281740000,19,16,69,104
648860000,1510710000,340430000,2500000000,32,17,72,121
35690000,2026440000,437870000,2500000000,27,30,88,145
267740000,1101210000,1131050000,2500000000,39,32,99,170
159640000,282030000,1722820000,2164490000,28,25,80,133
1344560000,71200000,1084240000,2500000000,41,16,65,122
1329850000,515690000,654460000,2500000000,46,25,86,157
1524580000,183190000,792230000,2500000000,45,21,75,141
1332070000,547030000,620900000,2500000000,47,25,79,151
1447230000,15280000,1037490000,2500000000,45,19,71,135
720170000,10860000,1768970000,2500000000,42,18,69,129
1413060000,16730000,1070210000,2500000000,46,22,71,139
991320000,7930000,1500750000,2500000000,41,16,65,122
45920000,220230000,1907700000,2173850000,13,15,54,82
750580000,1299360000,450060000,2500000000,30,22,73,125
762160000,1177710000,560130000,2500000000,24,16,67,107
473080000,1431420000,595500000,2500000000,31,20,72,123
1219970000,496620000,783410000,2500000000,29,17,70,116
52680000,710660000,1519980000,2283320000,15,18,65,98
505630000,1741450000,252920000,2500000000,23,23,73,119
13540000,180320000,1356600000,1550460000,10,15,52,77
57550000,890800000,1359040000,2307390000,9,12,57,78
418830000,125340000,1955830000,2500000000,32,17,70,119
1532740000,485950000,481310000,2500000000,50,33,89,172
1369870000,543220000,586910000,2500000000,42,31,99,172
1635300000,494930000,369770000,2500000000,49,32,90,171
1801770000,80300000,617930000,2500000000,46,16,77,139
1465620000,333710000,700670000,2500000000,45,23,80,148
1675880000,317490000,506630000,2500000000,49,20,76,145
1373870000,623800000,502330000,2500000000,44,24,77,145
1585150000,477370000,437480000,2500000000,48,29,85,162
1411150000,18600000,1070250000,2500000000,44,21,68,133
1251960000,53590000,1194450000,2500000000,37,17,61,115
1759600000,10470000,729930000,2500000000,46,19,70,135
1535670000,154350000,809980000,2500000000,41,20,74,135
980560000,1079210000,440230000,2500000000,30,19,71,120
1121870000,911160000,466970000,2500000000,32,17,72,121
236810000,2124850000,138340000,2500000000,19,16,56,91
771090000,1371290000,357620000,2500000000,24,18,76,118
8550000,1999790000,491660000,2500000000,9,24,68,101
379330000,1964080000,156590000,2500000000,21,19,59,99
65220000,1748290000,686490000,2500000000,14,21,69,104
546460000,560720000,1392820000,2500000000,24,22,63,109
113990000,485980000,1900030000,2500000000,20,26,67,113
380550000,545860000,1573590000,2500000000,24,26,73,123
1661730000,334760000,503510000,2500000000,32,19,58,109
1368060000,903600000,228340000,2500000000,43,27,81,151
1461750000,628480000,409770000,2500000000,39,19,78,136
699520000,1130120000,670360000,2500000000,32,24,81,137
1002000000,939930000,558070000,2500000000,29,18,66,113
1406180000,660310000,433510000,2500000000,46,22,81,149
1269430000,894900000,335670000,2500000000,45,24,86,155
784740000,1514270000,200990000,2500000000,37,28,89,154
854970000,1263790000,381240000,2500000000,39,31,94,164
1879650000,44750000,575600000,2500000000,42,17,66,125
1481500000,364600000,653900000,2500000000,44,22,73,139
1536440000,544800000,418760000,2500000000,44,20,73,137
996100000,1290410000,213490000,2500000000,43,21,80,144
378680000,1706240000,415080000,2500000000,24,22,70,116
62630000,780800000,1641210000,2484640000,17,18,52,87
132650000,1940250000,427100000,2500000000,16,19,60,95
195530000,1873440000,431030000,2500000000,13,19,53,85
406370000,248240000,1845390000,2500000000,23,21,61,105
558110000,457040000,1484850000,2500000000,23,23,74,120
1199030000,954200000,346770000,2500000000,25,20,70,115
1677690000,270440000,551870000,2500000000,23,15,59,97
978130000,1363680000,158190000,2500000000,31,22,78,131
704170000,1361440000,434390000,2500000000,24,22,71,117
796040000,983290000,720670000,2500000000,30,23,80,133
857100000,1228190000,414710000,2500000000,28,22,80,130
1102070000,888360000,509570000,2500000000,28,22,79,129
1001090000,1081520000,417390000,2500000000,34,30,78,142
656820000,1352140000,491040000,2500000000,32,24,80,136
648140000,964160000,887700000,2500000000,36,32,90,158
834930000,1123650000,541420000,2500000000,30,23,83,136
634850000,1333050000,532100000,2500000000,38,35,100,173
737350000,1478290000,284360000,2500000000,36,25,83,144
355140000,1678380000,466480000,2500000000,32,29,94,155
627450000,1349000000,523550000,2500000000,30,25,79,134
628980000,1251470000,619550000,2500000000,43,36,94,173
276940000,579830000,1643230000,2500000000,29,28,86,143
1013320000,310780000,1175900000,2500000000,36,24,75,135
967500000,1308240000,224260000,2500000000,19,17,59,95
1521030000,537750000,441220000,2500000000,28,14,52,94
643310000,1448220000,408470000,2500000000,27,22,82,131
1077270000,1059650000,363080000,2500000000,32,26,79,137
440600000,1598380000,461020000,2500000000,32,27,84,143
780220000,1278020000,441760000,2500000000,33,23,74,130
402720000,1702470000,394810000,2500000000,37,29,92,158
727620000,924260000,848120000,2500000000,33,26,88,147
291110000,426020000,1782870000,2500000000,40,33,81,154
234220000,1016020000,1249760000,2500000000,42,40,95,177
77750000,1121030000,1301220000,2500000000,40,41,87,168
2570000,343850000,1756860000,2103280000,27,32,74,133
481590000,1598240000,420170000,2500000000,36,24,75,135
644060000,840360000,1015580000,2500000000,46,28,82,156
563470000,1282630000,653900000,2500000000,39,25,79,143
783720000,910570000,805710000,2500000000,42,25,78,145
1124670000,677650000,697680000,2500000000,45,33,88,166
651060000,1225110000,623830000,2500000000,43,28,87,158
824080000,1070640000,605280000,2500000000,45,23,84,152
1414200000,109140000,976660000,2500000000,45,20,72,137
1249270000,505120000,745610000,2500000000,47,31,87,165
1130730000,681330000,687940000,2500000000,45,28,89,162
739140000,909360000,851500000,2500000000,47,31,94,172
921180000,1188830000,389990000,2500000000,44,26,87,157
449400000,1293200000,757400000,2500000000,45,28,85,158
309600000,1728750000,461650000,2500000000,43,28,86,157
745250000,855620000,899130000,2500000000,44,25,82,151
1084270000,932670000,483060000,2500000000,43,27,84,154
1032440000,852640000,614920000,2500000000,42,30,87,159
849860000,1131160000,518980000,2500000000,43,32,90,165
1182250000,680050000,637700000,2500000000,42,27,88,157
582900000,587070000,1330030000,2500000000,43,32,92,167
369660000,1428180000,702160000,2500000000,39,32,86,157
643140000,1134480000,722380000,2500000000,40,29,90,159
309990000,1563920000,626090000,2500000000,40,36,89,165
807070000,1081140000,611790000,2500000000,43,31,91,165
90440000,105480000,2113280000,2309200000,39,26,76,141
435700000,836690000,1227610000,2500000000,43,38,89,170
18410000,399790000,1423480000,1841680000,29,29,73,131
975490000,722320000,802190000,2500000000,43,22,77,142
582280000,1428500000,489220000,2500000000,47,26,81,154
1211520000,864940000,423540000,2500000000,43,24,71,138
839790000,1068090000,592120000,2500000000,46,24,78,148
766350000,1287300000,446350000,2500000000,49,29,97,175
1156960000,594180000,748860000,2500000000,48,37,99,184
707480000,1432960000,359560000,2500000000,42,25,92,159
948640000,915730000,635630000,2500000000,46,34,100,180
416980000,1791730000,291290000,2500000000,46,31,90,167
1144790000,968020000,387190000,2500000000,46,28,88,162
525890000,1606570000,367540000,2500000000,42,30,90,162
687550000,1273670000,538780000,2500000000,44,26,89,159
816030000,933170000,750800000,2500000000,45,29,87,161
1021450000,637360000,841190000,2500000000,47,27,89,163
802790000,983060000,714150000,2500000000,45,31,94,170
1075150000,676130000,748720000,2500000000,44,27,88,159
1297360000,570550000,632090000,2500000000,43,30,87,160
946720000,729000000,824280000,2500000000,44,35,92,171
1490040000,594250000,415710000,2500000000,43,33,89,165
1241000000,584560000,674440000,2500000000,44,32,90,166
968050000,954140000,577810000,2500000000,42,35,96,173
913740000,964270000,621990000,2500000000,43,35,91,169
708290000,1325780000,465930000,2500000000,40,36,88,164
791520000,1245420000,463060000,2500000000,41,41,95,177
393540000,737660000,1368800000,2500000000,42,39,92,173
482550000,1426630000,590820000,2500000000,39,33,93,165
487020000,375540000,1637440000,2500000000,39,34,90,163
949280000,701200000,849520000,2500000000,43,33,93,169
27890000,40310000,1312320000,1380520000,34,28,79,141
306260000,485620000,1496140000,2288020000,42,32,83,157
1184390000,1114920000,200690000,2500000000,45,25,83,153
1165950000,879770000,454280000,2500000000,45,25,74,144
514690000,1751810000,233500000,2500000000,42,24,84,150
1360620000,586090000,553290000,2500000000,46,23,79,148
740190000,1454290000,305520000,2500000000,45,27,86,158
846850000,1394420000,258730000,2500000000,43,27,86,156
777900000,1414100000,308000000,2500000000,44,29,90,163
648100000,1671860000,180040000,2500000000,43,31,95,169
552410000,1648970000,298620000,2500000000,42,32,97,171
598910000,1593680000,307410000,2500000000,43,29,95,167
727690000,1274720000,497590000,2500000000,44,30,92,166
661330000,1424610000,414060000,2500000000,44,30,93,167
1141720000,998910000,359370000,2500000000,41,26,88,155
1045930000,724970000,729100000,2500000000,46,27,87,160
596970000,1502470000,400560000,2500000000,41,32,89,162
926920000,881280000,691800000,2500000000,45,29,90,164
1422860000,739120000,338020000,2500000000,39,28,88,155
1230820000,898100000,371080000,2500000000,41,26,86,153
918880000,1105290000,475830000,2500000000,38,29,84,151
885510000,1153930000,460560000,2500000000,42,33,86,161
965230000,1187530000,347240000,2500000000,40,28,89,157
1257440000,778310000,464250000,2500000000,39,35,90,164
1588450000,559260000,352290000,2500000000,41,30,87,158
1199320000,1051280000,249400000,2500000000,41,29,88,158
773560000,1206140000,520300000,2500000000,42,31,87,160
741960000,1309430000,448610000,2500000000,37,32,89,158
1087640000,1054870000,357490000,2500000000,41,27,83,151
1244340000,807730000,447930000,2500000000,41,29,90,160
1062840000,1021350000,415810000,2500000000,41,31,87,159
455470000,392940000,1567130000,2415540000,42,33,86,161
1103760000,1033810000,362430000,2500000000,40,30,79,149
446640000,1789840000,263520000,2500000000,38,33,94,165
361850000,1544410000,593740000,2500000000,40,36,95,171
941890000,1266640000,291470000,2500000000,39,29,90,158
307580000,1730770000,461650000,2500000000,37,33,95,165
1045110000,1094210000,360680000,2500000000,43,24,89,156
326190000,1870520000,303290000,2500000000,43,33,102,178
592680000,1480780000,426540000,2500000000,49,31,100,180
