"polygon_id","Forest_t0","Agriculture_t0","Urban_t0","Grassland_t0","Other_t0","Area_Total_t0","forest_sp_t0","agriculture_sp_t0","generalist_sp_t0","Sp_Total_t0","Forest_t1","Agriculture_t1","Urban_t1","Grassland_t1","Other_t1","Area_Total_t1","forest_sp_t1","agriculture_sp_t1","generalist_sp_t1","Sp_Total_t1","delta_forest_sp","delta_agriculture_sp","delta_generalist_sp"
"1_1278",498510000,1229280000,547100000,101390000,123720000,2.5e+09,34,28,68,130,451520000,1128250000,5.94e+08,119690000,206540000,2.5e+09,20,25,71,116,-14,-3,3
"1_1279",455620000,1344500000,157140000,389210000,153530000,2.5e+09,37,27,69,133,444560000,1194570000,185360000,400330000,275180000,2.5e+09,21,28,76,125,-16,1,7
"1_1280",779960000,1555340000,62220000,70050000,32430000,2.5e+09,27,26,54,107,774510000,1548840000,69480000,4.9e+07,58170000,2.5e+09,14,12,51,77,-13,-14,-3
"1_1281",1214020000,772020000,33290000,81840000,398830000,2.5e+09,29,23,56,108,1280690000,732240000,37850000,85980000,363240000,2.5e+09,15,15,47,77,-14,-8,-9
"1_1282",245090000,1919640000,180780000,25670000,128820000,2.5e+09,34,30,75,139,231790000,1889420000,203100000,31470000,144220000,2.5e+09,22,23,67,112,-12,-7,-8
"1_1283",111300000,1878300000,277910000,57340000,175150000,2.5e+09,34,29,74,137,104510000,1814790000,301320000,49090000,230290000,2.5e+09,22,24,74,120,-12,-5,0
"1_1284",18280000,2031620000,108850000,232870000,108380000,2.5e+09,37,32,81,150,15560000,2.048e+09,111940000,218610000,105890000,2.5e+09,21,25,71,117,-16,-7,-10
"1_1285",118610000,1845840000,169330000,154310000,211910000,2.5e+09,43,36,88,167,118690000,1832470000,182600000,148320000,217920000,2.5e+09,25,29,81,135,-18,-7,-7
"1_1286",4420000,2205220000,132610000,103310000,54440000,2.5e+09,33,28,62,123,5650000,2276610000,112360000,74410000,30970000,2.5e+09,19,19,61,99,-14,-9,-1
"1_1287",13350000,1943900000,122860000,276610000,143280000,2.5e+09,42,34,88,164,14020000,1961030000,118010000,255750000,151190000,2.5e+09,21,23,62,106,-21,-11,-26
"1_1288",206050000,1753170000,98370000,327570000,114840000,2.5e+09,36,30,77,143,268700000,1623180000,107860000,360990000,139270000,2.5e+09,22,28,79,129,-14,-2,2
"1_1289",217600000,1715230000,167490000,268470000,131210000,2.5e+09,37,32,83,152,254650000,1618250000,176400000,294900000,155800000,2.5e+09,24,30,81,135,-13,-2,-2
"1_1290",30660000,2200640000,93030000,151910000,23760000,2.5e+09,30,27,63,120,35840000,2.187e+09,99400000,154970000,22790000,2.5e+09,21,17,65,103,-9,-10,2
"1_1291",33740000,2123600000,117100000,176800000,48760000,2.5e+09,32,26,66,124,33570000,2154280000,108850000,173390000,29910000,2.5e+09,23,25,74,122,-9,-1,8
"1_1292",183020000,1898240000,139590000,194140000,85010000,2.5e+09,30,28,70,128,169700000,1829550000,153980000,218760000,128010000,2.5e+09,22,22,66,110,-8,-6,-4
"1_1293",98670000,1627860000,120700000,449690000,203080000,2.5e+09,38,35,83,156,106090000,1566320000,128980000,475880000,222730000,2.5e+09,24,29,80,133,-14,-6,-3
"1_1294",557150000,1067240000,24750000,285390000,565470000,2.5e+09,38,40,83,161,612460000,994960000,30560000,280590000,581430000,2.5e+09,20,16,62,98,-18,-24,-21
"1_1295",771510000,897340000,25910000,228640000,576600000,2.5e+09,41,43,96,180,744960000,832580000,36840000,284620000,6.01e+08,2.5e+09,26,31,86,143,-15,-12,-10
"1_1296",904590000,523770000,12560000,455610000,603470000,2.5e+09,29,32,63,124,843330000,509850000,14850000,474020000,657950000,2.5e+09,22,13,67,102,-7,-19,4
"1_1297",803310000,798660000,30820000,350200000,517010000,2.5e+09,38,40,95,173,811520000,734850000,49750000,320840000,583040000,2.5e+09,22,18,59,99,-16,-22,-36
"1_1298",680050000,1547450000,108170000,32820000,131510000,2.5e+09,26,25,50,101,737680000,1480700000,116800000,22330000,142490000,2.5e+09,16,17,53,86,-10,-8,3
"1_1299",448790000,1535330000,77590000,163800000,274490000,2.5e+09,40,33,86,159,479230000,1465210000,79910000,199020000,276630000,2.5e+09,25,27,81,133,-15,-6,-5
"1_1300",1698430000,360480000,31410000,297380000,112300000,2.5e+09,28,25,61,114,1794860000,312840000,32580000,3.19e+08,40720000,2.5e+09,16,12,53,81,-12,-13,-8
"1_1301",1689470000,414450000,13860000,148940000,233280000,2.5e+09,26,24,59,109,1721180000,417870000,14300000,99510000,247140000,2.5e+09,18,13,59,90,-8,-11,0
"1_1302",222730000,1718550000,173830000,334670000,50220000,2.5e+09,27,27,61,115,220590000,1676420000,187930000,356580000,58480000,2.5e+09,20,19,60,99,-7,-8,-1
"1_1303",146580000,1935010000,109370000,272330000,36710000,2.5e+09,27,23,51,101,159970000,1895810000,99470000,301470000,43280000,2.5e+09,18,22,60,100,-9,-1,9
"1_1304",871980000,979670000,148540000,400110000,99700000,2.5e+09,27,25,56,108,881870000,1021920000,105500000,404440000,86270000,2.5e+09,17,14,53,84,-10,-11,-3
"1_1305",1213840000,703960000,89010000,381630000,111560000,2.5e+09,29,20,58,107,1268350000,696540000,70590000,416210000,48310000,2.5e+09,12,11,50,73,-17,-9,-8
"1_1306",134290000,1664970000,152550000,443510000,104680000,2.5e+09,34,32,70,136,134790000,1684670000,146590000,429770000,104180000,2.5e+09,22,28,75,125,-12,-4,5
"1_1307",89840000,1905540000,181350000,225660000,97610000,2.5e+09,28,26,60,114,86870000,2003600000,170990000,192940000,45600000,2.5e+09,20,20,62,102,-8,-6,2
"1_1308",707150000,1166510000,139150000,413840000,73350000,2.5e+09,32,27,68,127,701340000,1279800000,107340000,364740000,46780000,2.5e+09,19,21,64,104,-13,-6,-4
"1_1309",1181020000,802580000,119240000,284800000,112360000,2.5e+09,32,23,55,110,1199140000,868670000,88090000,293640000,50460000,2.5e+09,17,17,57,91,-15,-6,2
"1_1310",97510000,1451940000,126650000,661980000,161920000,2.5e+09,35,31,77,143,91580000,1392620000,148540000,690170000,177090000,2.5e+09,24,30,83,137,-11,-1,6
"1_1311",53070000,1811230000,87500000,490190000,58010000,2.5e+09,34,29,65,128,60010000,1760910000,91750000,521270000,66060000,2.5e+09,22,27,80,129,-12,-2,15
"1_1312",705900000,1323250000,141450000,186790000,142610000,2.5e+09,32,28,65,125,722230000,1203200000,154620000,199340000,220610000,2.5e+09,22,26,66,114,-10,-2,1
"1_1313",262660000,1634620000,197590000,319190000,85940000,2.5e+09,32,24,64,120,271730000,1658860000,195610000,306760000,67040000,2.5e+09,22,25,69,116,-10,1,5
"1_1314",440070000,1335980000,62010000,13490000,648450000,2.5e+09,39,41,93,173,441530000,1274430000,88580000,16860000,678600000,2.5e+09,23,24,63,110,-16,-17,-30
"1_1315",98020000,926560000,95720000,37040000,1342660000,2.5e+09,33,28,66,127,118710000,918090000,127630000,18930000,1316640000,2.5e+09,20,19,62,101,-13,-9,-4
"1_1316",840710000,767920000,33030000,202540000,655800000,2.5e+09,34,34,75,143,789160000,723550000,42380000,198920000,745990000,2.5e+09,24,17,69,110,-10,-17,-6
"1_1317",355020000,1830740000,65060000,96410000,152770000,2.5e+09,33,33,67,133,378760000,1775280000,92630000,91440000,161890000,2.5e+09,16,18,49,83,-17,-15,-18
"1_1318",902830000,980490000,54200000,179670000,382810000,2.5e+09,39,40,101,180,895120000,1002800000,6.4e+07,119320000,418760000,2.5e+09,28,26,90,144,-11,-14,-11
"1_1319",298380000,1402340000,93280000,227660000,478340000,2.5e+09,34,31,72,137,355380000,1352440000,135030000,183120000,474030000,2.5e+09,24,12,60,96,-10,-19,-12
"1_1320",1185440000,596370000,29760000,388850000,299580000,2.5e+09,27,33,68,128,1188270000,623260000,31810000,327010000,329650000,2.5e+09,22,19,68,109,-5,-14,0
"1_1321",893120000,799700000,73730000,349780000,383670000,2.5e+09,41,42,87,170,879890000,839650000,86690000,344190000,349580000,2.5e+09,25,21,74,120,-16,-21,-13
"1_1322",1224340000,527870000,30670000,318370000,398750000,2.5e+09,41,44,87,172,1182050000,592900000,36040000,286860000,402150000,2.5e+09,25,18,69,112,-16,-26,-18
"1_1323",996820000,577090000,71830000,369760000,484500000,2.5e+09,35,40,78,153,999170000,600020000,70850000,425280000,404680000,2.5e+09,24,27,76,127,-11,-13,-2
"1_1324",453890000,1171720000,3.37e+08,254160000,283230000,2.5e+09,38,40,90,168,441800000,1166930000,350290000,263870000,277110000,2.5e+09,24,25,77,126,-14,-15,-13
"1_1325",177350000,1800300000,166670000,108490000,247190000,2.5e+09,34,30,60,124,144730000,1867100000,145500000,136270000,206400000,2.5e+09,19,23,68,110,-15,-7,8
"1_1326",1351580000,471380000,57360000,450260000,169420000,2.5e+09,25,23,47,95,1434170000,368640000,53520000,549470000,94200000,2.5e+09,13,12,48,73,-12,-11,1
"1_1327",438380000,1612300000,148640000,217320000,83360000,2.5e+09,24,22,43,89,457890000,1646510000,100900000,272900000,21800000,2.5e+09,15,13,50,78,-9,-9,7
"1_1328",1531850000,247660000,33270000,428180000,259040000,2.5e+09,22,26,45,93,1584840000,221110000,25620000,422510000,245920000,2.5e+09,14,11,46,71,-8,-15,1
"1_1329",1468860000,429790000,65630000,440010000,95710000,2.5e+09,30,25,56,111,1481110000,402860000,53440000,475980000,86610000,2.5e+09,19,13,57,89,-11,-12,1
"1_1330",1593940000,428560000,133460000,294700000,49340000,2.5e+09,24,23,43,90,1640900000,438470000,63330000,300260000,57040000,2.5e+09,13,9,46,68,-11,-14,3
"1_1331",1263160000,337930000,58920000,735020000,104970000,2.5e+09,27,22,60,109,1279140000,418460000,55240000,669150000,78010000,2.5e+09,19,14,56,89,-8,-8,-4
"1_1332",229170000,1684820000,190430000,342230000,53350000,2.5e+09,28,24,60,112,231200000,1750720000,182720000,295840000,39520000,2.5e+09,20,19,59,98,-8,-5,-1
"1_1333",865330000,657180000,31350000,280100000,666040000,2.5e+09,32,34,74,140,892260000,606310000,37180000,298640000,665610000,2.5e+09,23,14,71,108,-9,-20,-3
"1_1334",372390000,1343980000,47250000,26530000,709850000,2.5e+09,34,34,72,140,396610000,1313360000,60670000,22760000,706600000,2.5e+09,17,13,55,85,-17,-21,-17
"1_1335",1589580000,433600000,35130000,149640000,292050000,2.5e+09,35,41,73,149,1585060000,438900000,45160000,133760000,297120000,2.5e+09,24,20,72,116,-11,-21,-1
"1_1336",906210000,864230000,97940000,275430000,356190000,2.5e+09,35,38,75,148,906630000,883910000,96050000,267650000,345760000,2.5e+09,20,17,64,101,-15,-21,-11
"1_1337",1190460000,721460000,100570000,160550000,326960000,2.5e+09,35,38,70,143,1216440000,727890000,104090000,175760000,275820000,2.5e+09,23,23,69,115,-12,-15,-1
"1_1338",248420000,1703620000,141780000,172980000,233200000,2.5e+09,33,24,62,119,237100000,1813140000,109240000,173860000,166660000,2.5e+09,23,26,73,122,-10,2,11
"1_1339",369140000,1312980000,150390000,554660000,112830000,2.5e+09,34,33,73,140,364850000,1281540000,148790000,643710000,61110000,2.5e+09,21,21,67,109,-13,-12,-6
"1_1340",1185710000,386310000,98400000,610300000,219280000,2.5e+09,32,25,66,123,1303630000,329190000,83100000,736290000,47790000,2.5e+09,14,16,49,79,-18,-9,-17
"1_1341",702430000,1202440000,307140000,101990000,1.86e+08,2.5e+09,37,30,84,151,751980000,1166730000,329210000,103190000,148890000,2.5e+09,20,30,71,121,-17,0,-13
"1_1342",370240000,1466240000,401880000,124290000,137350000,2.5e+09,41,36,94,171,393450000,1300640000,517020000,142450000,146440000,2.5e+09,25,33,79,137,-16,-3,-15
"1_1343",853930000,747360000,528480000,179110000,191120000,2.5e+09,40,33,90,163,897310000,524170000,620300000,283780000,174440000,2.5e+09,18,32,67,117,-22,-1,-23
"1_1344",746410000,1282040000,237930000,122650000,110970000,2.5e+09,42,35,94,171,825150000,958740000,421540000,151400000,143170000,2.5e+09,23,33,75,131,-19,-2,-19
"1_1345",533790000,1665820000,97980000,187600000,14810000,2.5e+09,38,32,80,150,547560000,1614550000,120650000,185590000,31650000,2.5e+09,16,23,62,101,-22,-9,-18
"1_1346",1231500000,919040000,84050000,185940000,79470000,2.5e+09,41,31,82,154,1253530000,897580000,104730000,183910000,60250000,2.5e+09,23,32,72,127,-18,1,-10
"1_1347",688300000,1245920000,107600000,328250000,129930000,2.5e+09,39,31,83,153,741120000,1120290000,1.44e+08,333670000,160920000,2.5e+09,16,29,61,106,-23,-2,-22
"1_1348",791850000,1187790000,186260000,272130000,61970000,2.5e+09,39,34,83,156,811110000,988330000,268560000,316340000,115660000,2.5e+09,16,29,66,111,-23,-5,-17
"1_1349",516050000,1473500000,84120000,339380000,86950000,2.5e+09,38,32,82,152,528890000,1334950000,130520000,378700000,126940000,2.5e+09,18,32,73,123,-20,0,-9
"1_1350",425550000,1691230000,111720000,198790000,72710000,2.5e+09,39,34,87,160,446370000,1613610000,144140000,218660000,77220000,2.5e+09,18,31,70,119,-21,-3,-17
"1_1351",226490000,1916270000,67760000,272090000,17390000,2.5e+09,43,34,84,161,217050000,1860520000,101090000,268680000,52660000,2.5e+09,15,30,68,113,-28,-4,-16
"1_1352",521870000,1476130000,286660000,181340000,3.4e+07,2.5e+09,38,35,85,158,542350000,1336420000,349360000,220280000,51590000,2.5e+09,18,29,67,114,-20,-6,-18
"1_1353",700690000,1409180000,128640000,149140000,112350000,2.5e+09,39,28,81,148,761390000,1.28e+09,212470000,158850000,87290000,2.5e+09,19,28,66,113,-20,0,-15
"1_1354",232120000,1996750000,36050000,86670000,148410000,2.5e+09,36,31,83,150,243690000,1909870000,72240000,95690000,178510000,2.5e+09,19,32,67,118,-17,1,-16
"1_1355",558640000,1757300000,28650000,90700000,64710000,2.5e+09,39,32,86,157,608100000,1664970000,68750000,93960000,64220000,2.5e+09,22,34,69,125,-17,2,-17
"1_1356",553380000,1685170000,53370000,89800000,118280000,2.5e+09,43,35,87,165,534220000,1636820000,77920000,88240000,162800000,2.5e+09,21,32,73,126,-22,-3,-14
"1_1357",1045030000,1216210000,41320000,140570000,56870000,2.5e+09,40,33,82,155,1058940000,1134270000,73920000,151690000,81180000,2.5e+09,16,28,66,110,-24,-5,-16
"1_1358",779930000,1469030000,39990000,124560000,86490000,2.5e+09,39,32,84,155,790250000,1.394e+09,72420000,137690000,105640000,2.5e+09,20,30,66,116,-19,-2,-18
"1_1359",350640000,1861170000,62120000,145250000,80820000,2.5e+09,39,32,84,155,379250000,1745790000,116710000,155920000,102330000,2.5e+09,24,30,70,124,-15,-2,-14
"1_1360",440010000,1833380000,40810000,111370000,74430000,2.5e+09,41,32,87,160,460950000,1741170000,89870000,98350000,109660000,2.5e+09,23,34,69,126,-18,2,-18
"1_1361",425100000,358770000,69310000,91800000,1526350000,2471330000,41,37,79,157,388230000,326410000,98540000,133830000,1524320000,2471330000,20,31,64,115,-21,-6,-15
"1_1362",727670000,1243680000,190190000,77160000,261300000,2.5e+09,40,33,81,154,746250000,1.097e+09,280670000,102370000,273710000,2.5e+09,21,33,71,125,-19,0,-10
"1_1363",74770000,918940000,5e+07,42780000,1413510000,2.5e+09,43,35,93,171,80980000,8.89e+08,82100000,30730000,1417190000,2.5e+09,21,31,71,123,-22,-4,-22
"1_1364",1319450000,802100000,119220000,147970000,111260000,2.5e+09,33,26,67,126,1387350000,780940000,131100000,152590000,48020000,2.5e+09,21,20,63,104,-12,-6,-4
"1_1365",487390000,1808690000,129270000,26660000,47990000,2.5e+09,41,37,91,169,519760000,1780750000,130730000,29800000,38960000,2.5e+09,21,24,76,121,-20,-13,-15
"1_1366",1226820000,765830000,83570000,286010000,137770000,2.5e+09,39,34,79,152,1353780000,744280000,95650000,251020000,55270000,2.5e+09,21,19,69,109,-18,-15,-10
"1_1367",904780000,1228320000,110810000,189280000,66810000,2.5e+09,38,36,84,158,904040000,1132080000,111340000,224230000,128310000,2.5e+09,23,25,71,119,-15,-11,-13
"1_1368",1530960000,568530000,133040000,184620000,82850000,2.5e+09,41,36,83,160,1505600000,522150000,150160000,208920000,113170000,2.5e+09,22,21,65,108,-19,-15,-18
"1_1369",911100000,1104210000,123870000,272890000,87930000,2.5e+09,38,33,89,160,993130000,901640000,188510000,294770000,121950000,2.5e+09,24,30,71,125,-14,-3,-18
"1_1370",1414160000,705360000,128030000,168350000,84100000,2.5e+09,40,40,85,165,1410670000,653960000,147250000,194700000,93420000,2.5e+09,24,28,73,125,-16,-12,-12
"1_1371",1289370000,557880000,84510000,363160000,205080000,2.5e+09,32,35,73,140,1310700000,486290000,108330000,330170000,264510000,2.5e+09,21,24,62,107,-11,-11,-11
"1_1372",1594340000,338710000,88640000,303440000,174870000,2.5e+09,39,40,84,163,1645580000,342950000,99940000,267130000,144400000,2.5e+09,22,21,67,110,-17,-19,-17
"1_1373",375680000,1910940000,110290000,93300000,9790000,2.5e+09,39,29,84,152,389630000,1796860000,201050000,99460000,1.3e+07,2.5e+09,16,26,60,102,-23,-3,-24
"1_1374",630020000,1528510000,200950000,104210000,36310000,2.5e+09,36,33,79,148,725120000,1158030000,395910000,141450000,79490000,2.5e+09,21,27,68,116,-15,-6,-11
"1_1375",199950000,1818670000,114630000,322860000,43890000,2.5e+09,37,33,89,159,222940000,1712480000,173220000,334660000,56700000,2.5e+09,20,31,74,125,-17,-2,-15
"1_1376",710840000,1517690000,107360000,103740000,60370000,2.5e+09,36,33,85,154,736190000,1398240000,172060000,101380000,92130000,2.5e+09,18,29,66,113,-18,-4,-19
"1_1377",816940000,1231790000,97250000,273980000,80040000,2.5e+09,37,32,83,152,820410000,1140610000,137860000,272270000,128850000,2.5e+09,18,33,66,117,-19,1,-17
"1_1378",843080000,1196760000,66740000,336640000,56780000,2.5e+09,37,34,83,154,847850000,1134050000,99900000,338160000,80040000,2.5e+09,19,31,67,117,-18,-3,-16
"1_1379",1079600000,955180000,96800000,225920000,142500000,2.5e+09,37,33,88,158,1180250000,780500000,157760000,217470000,164020000,2.5e+09,18,32,69,119,-19,-1,-19
"1_1380",737710000,1296230000,150040000,262220000,53800000,2.5e+09,37,36,91,164,774410000,1122960000,231460000,296520000,74650000,2.5e+09,22,31,67,120,-15,-5,-24
"1_1381",315240000,1850460000,97940000,207150000,29210000,2.5e+09,38,32,85,155,303530000,1792710000,157460000,184750000,61550000,2.5e+09,17,30,69,116,-21,-2,-16
"1_1382",633180000,1549430000,155920000,125110000,36360000,2.5e+09,39,34,86,159,612020000,1489560000,186750000,131140000,80530000,2.5e+09,16,32,65,113,-23,-2,-21
"1_1383",536630000,1415140000,335270000,157130000,55830000,2.5e+09,37,33,83,153,547260000,1254800000,423230000,156240000,118470000,2.5e+09,21,34,73,128,-16,1,-10
"1_1384",506880000,1707440000,65910000,188480000,31290000,2.5e+09,38,35,85,158,503400000,1664140000,79130000,187540000,65790000,2.5e+09,18,30,68,116,-20,-5,-17
"1_1385",605200000,1359610000,29340000,464190000,41660000,2.5e+09,36,32,78,146,634790000,1283280000,67090000,465960000,48880000,2.5e+09,19,32,70,121,-17,0,-8
"1_1386",382180000,1891170000,49980000,103010000,73660000,2.5e+09,40,34,88,162,355390000,1851060000,87610000,99800000,106140000,2.5e+09,19,31,68,118,-21,-3,-20
"1_1387",456110000,1679560000,42380000,293100000,28850000,2.5e+09,35,32,71,138,472500000,1591200000,86460000,298280000,51560000,2.5e+09,17,29,63,109,-18,-3,-8
"1_1388",471290000,1679530000,81720000,216260000,51200000,2.5e+09,39,33,88,160,497340000,1594400000,138140000,179370000,90750000,2.5e+09,20,33,69,122,-19,0,-19
"1_1389",730090000,1506290000,33650000,91340000,138630000,2.5e+09,40,32,81,153,774980000,1309730000,82450000,125430000,207410000,2.5e+09,20,30,70,120,-20,-2,-11
"1_1390",639830000,1566610000,33980000,170660000,88920000,2.5e+09,38,32,79,149,689060000,1424290000,97570000,157640000,131440000,2.5e+09,21,28,65,114,-17,-4,-14
"1_1391",703650000,1507490000,65060000,125700000,98100000,2.5e+09,42,38,86,166,747120000,1306660000,113380000,182730000,150110000,2.5e+09,21,32,70,123,-21,-6,-16
"1_1392",1267440000,825580000,29450000,240720000,136810000,2.5e+09,41,36,83,160,1302370000,700370000,73070000,251970000,172220000,2.5e+09,22,30,67,119,-19,-6,-16
"1_1393",0,0,0,0,2.24e+08,2.24e+08,42,35,88,165,0,0,0,0,2.24e+08,2.24e+08,22,33,68,123,-20,-2,-20
"1_1394",443040000,913790000,17370000,58360000,521890000,1954450000,42,32,84,158,469100000,847330000,37960000,50620000,556140000,1961150000,20,33,70,123,-22,1,-14
"1_1395",0,0,0,0,0,0,43,43,92,178,0,0,0,0,0,0,22,33,69,124,-21,-10,-23
"1_1396",313450000,922230000,13860000,63050000,16480000,1329070000,41,38,86,165,346770000,818750000,25230000,74730000,71100000,1336580000,22,32,70,124,-19,-6,-16
"1_1397",11570000,0,960000,0,918770000,931300000,32,29,58,119,10470000,0,880000,0,918630000,929980000,13,21,54,88,-19,-8,-4
"1_1398",1252450000,950200000,72480000,158390000,66480000,2.5e+09,39,37,87,163,1225890000,940640000,78100000,141790000,113580000,2.5e+09,23,23,67,113,-16,-14,-20
"1_1399",1319740000,671990000,125990000,263140000,119140000,2.5e+09,36,33,72,141,1293710000,594350000,128230000,283080000,200630000,2.5e+09,20,21,67,108,-16,-12,-5
"1_1400",1207450000,788870000,80990000,278450000,144240000,2.5e+09,38,38,87,163,1198500000,761530000,83860000,261980000,194130000,2.5e+09,23,24,66,113,-15,-14,-21
"1_1401",867190000,1146370000,190890000,189490000,106060000,2.5e+09,34,27,71,132,826770000,1056540000,202760000,227430000,186500000,2.5e+09,22,29,70,121,-12,2,-1
"1_1402",1042100000,680430000,86880000,501490000,189100000,2.5e+09,33,35,68,136,1010750000,622940000,155910000,454650000,255750000,2.5e+09,22,27,66,115,-11,-8,-2
"1_1403",1425360000,379670000,68830000,301080000,325060000,2.5e+09,35,33,67,135,1269990000,380770000,77250000,267350000,504640000,2.5e+09,18,18,59,95,-17,-15,-8
"1_1404",1247410000,860550000,100290000,212090000,79660000,2.5e+09,37,34,86,157,1304550000,785940000,125720000,246110000,37680000,2.5e+09,20,22,66,108,-17,-12,-20
"1_1405",1238780000,726180000,94270000,209290000,231480000,2.5e+09,37,34,80,151,1314150000,706970000,103050000,201170000,174660000,2.5e+09,21,20,62,103,-16,-14,-18
"1_1406",631150000,1540310000,110260000,146840000,71440000,2.5e+09,38,33,85,156,676160000,1400430000,172240000,143450000,107720000,2.5e+09,20,29,69,118,-18,-4,-16
"1_1407",565450000,1733140000,113310000,78250000,9850000,2.5e+09,38,30,80,148,649820000,1578450000,153610000,83560000,34560000,2.5e+09,20,28,64,112,-18,-2,-16
"1_1408",626140000,1484930000,153980000,164990000,69960000,2.5e+09,40,34,82,156,651960000,1302080000,238510000,162540000,144910000,2.5e+09,20,32,65,117,-20,-2,-17
"1_1409",520050000,1713140000,103360000,119650000,43800000,2.5e+09,38,31,87,156,527080000,1567260000,185830000,116490000,103340000,2.5e+09,18,32,68,118,-20,1,-19
"1_1410",407870000,1836090000,97490000,108470000,50080000,2.5e+09,40,38,86,164,473400000,1678770000,152430000,118640000,76760000,2.5e+09,20,33,73,126,-20,-5,-13
"1_1411",851470000,1307490000,102100000,153930000,85010000,2.5e+09,44,37,92,173,880820000,1193850000,155880000,156390000,113060000,2.5e+09,20,29,69,118,-24,-8,-23
"1_1412",703670000,1165590000,346650000,232470000,51620000,2.5e+09,40,33,87,160,751610000,898040000,498560000,236310000,115480000,2.5e+09,19,34,77,130,-21,1,-10
"1_1413",791880000,1294010000,92950000,230410000,90750000,2.5e+09,42,34,87,163,891620000,1070270000,154550000,243370000,140190000,2.5e+09,22,33,73,128,-20,-1,-14
"1_1414",534300000,1453720000,74230000,411360000,26390000,2.5e+09,39,34,80,153,587370000,1280350000,158790000,407640000,65850000,2.5e+09,21,31,71,123,-18,-3,-9
"1_1415",537160000,1517830000,81140000,298130000,65740000,2.5e+09,40,36,85,161,603050000,1376070000,1.34e+08,310450000,76430000,2.5e+09,20,32,75,127,-20,-4,-10
"1_1416",787990000,1105310000,39990000,526770000,39940000,2.5e+09,39,33,84,156,809680000,1008030000,85710000,540500000,56080000,2.5e+09,21,32,74,127,-18,-1,-10
"1_1417",771560000,1262770000,82640000,314150000,68880000,2.5e+09,41,34,87,162,810380000,1039120000,180690000,351980000,117830000,2.5e+09,22,34,77,133,-19,0,-10
"1_1418",547710000,1476760000,49080000,409840000,16610000,2.5e+09,40,39,88,167,530110000,1397160000,109200000,412640000,50890000,2.5e+09,21,35,76,132,-19,-4,-12
"1_1419",682270000,1400500000,62580000,320510000,34140000,2.5e+09,36,36,88,160,712660000,1311530000,111300000,317630000,46880000,2.5e+09,17,32,70,119,-19,-4,-18
"1_1420",614390000,1426460000,37320000,138460000,283370000,2.5e+09,44,35,89,168,651520000,1316130000,74530000,1.48e+08,309820000,2.5e+09,23,32,75,130,-21,-3,-14
"1_1421",1216060000,542850000,12540000,643870000,84680000,2.5e+09,41,33,82,156,1238950000,484970000,38940000,631480000,105660000,2.5e+09,20,32,67,119,-21,-1,-15
"1_1422",701200000,1344380000,30670000,165700000,258050000,2.5e+09,41,34,84,159,708530000,1247490000,61130000,180350000,302500000,2.5e+09,23,32,70,125,-18,-2,-14
"1_1423",683420000,1254510000,31690000,486370000,44010000,2.5e+09,43,41,93,177,647510000,1193230000,74680000,475110000,109470000,2.5e+09,21,37,75,133,-22,-4,-18
"1_1424",0,0,0,0,0,0,39,38,84,161,0,0,0,0,0,0,26,35,72,133,-13,-3,-12
"1_1425",181460000,776390000,9690000,60470000,51300000,1079310000,38,34,83,155,203250000,730630000,18140000,74530000,60340000,1086890000,22,32,72,126,-16,-2,-11
"1_1426",26920000,43920000,10400000,17460000,7190000,105890000,35,31,73,139,7210000,2710000,1740000,8320000,5220000,25200000,20,29,68,117,-15,-2,-5
"1_1427",364990000,689060000,9330000,58550000,22590000,1144520000,43,36,85,164,391240000,646550000,16760000,61970000,37980000,1154500000,22,34,72,128,-21,-2,-13
"1_1428",630340000,1255350000,120390000,86220000,407700000,2.5e+09,41,36,88,165,643020000,1114020000,158920000,145320000,438720000,2.5e+09,24,28,80,132,-17,-8,-8
"1_1429",258570000,618690000,32800000,251610000,619660000,1781330000,45,42,96,183,238140000,514770000,26100000,230950000,539780000,1549740000,28,35,82,145,-17,-7,-14
"1_1430",761730000,1367100000,48710000,216720000,105740000,2.5e+09,42,35,92,169,802660000,1121160000,42360000,385350000,148470000,2.5e+09,21,30,68,119,-21,-5,-24
"1_1431",723580000,1255760000,80340000,241790000,179630000,2481100000,40,33,81,154,735830000,1103740000,64790000,317190000,172280000,2393830000,28,34,77,139,-12,1,-4
"1_1432",896910000,1208050000,166250000,143900000,84890000,2.5e+09,35,34,84,153,878240000,1160570000,177120000,152680000,131390000,2.5e+09,23,28,69,120,-12,-6,-15
"1_1433",216220000,1720120000,119810000,327560000,116290000,2.5e+09,39,35,84,158,199360000,1629880000,141040000,343070000,186650000,2.5e+09,24,27,76,127,-15,-8,-8
"1_1434",193820000,1496450000,148090000,193970000,72480000,2104810000,40,37,91,168,223810000,1477550000,153660000,163820000,95370000,2114210000,25,31,80,136,-15,-6,-11
"1_1435",367770000,1644500000,189330000,206800000,91570000,2499970000,34,30,72,136,388970000,1476740000,226760000,171780000,2.35e+08,2499250000,22,23,73,118,-12,-7,1
"1_1436",1396830000,761790000,65150000,231110000,45120000,2.5e+09,34,26,70,130,1462070000,647630000,75790000,297120000,17390000,2.5e+09,20,17,61,98,-14,-9,-9
"1_1437",1165500000,1019750000,145480000,79050000,90220000,2.5e+09,33,31,74,138,1214160000,970480000,162780000,105650000,46930000,2.5e+09,20,21,61,102,-13,-10,-13
