"cell50x50","ccv","log_ccv"
"33VVE1",37.5005277222863,3.34956255968146
"33VVE2",42.0675673100041,3.42473614186299
"33VVE3",44.5265265842681,3.41442453028892
"33VVE4",38.2926006402294,3.3169657580986
"33VVF1",29.9859557825912,3.20124963081923
"33VVF2",62.4218434992351,3.88682456715779
"33VVF3",36.22834415282,3.26836499362909
"33VVF4",41.5816215038256,3.33407163352506
"33VVG1",21.8623041942336,2.88962346545859
"33VVG2",20.803522437455,2.8909277209022
"33VVG3",30.9581786123561,3.16722285648397
"33VVG4",30.1099961047604,3.20201870098199
"33VVH1",18.9634947270767,2.72161380919662
"33VVH2",23.4552509807305,2.89287282253319
"33VVH3",16.649597860319,2.62525977779466
"33VVH4",29.5656334930029,3.04328109461381
"33VVJ1",19.4788752430248,2.76135881103139
"33VVJ2",24.821343782977,2.93712031797427
"33VVJ3",26.9317570292067,3.09362453254577
"33VVJ4",24.9462056138934,2.83488956959588
"33VVK1",12.3778613346818,2.29609563766803
"33VVK2",18.5750857024343,2.68523593870498
"33VVK3",24.3305232338917,2.96305596424345
"33VVK4",33.5623107572251,3.23568403095008
"33VVL1",18.2732973091675,2.12170586592944
"33VVL2",14.4666632305262,2.39108075608766
"33VVL3",19.2560685721809,2.70404663906967
"33VVL4",30.637822991241,3.17686082189715
"33VWC1",47.2408292995154,3.71443850859484
"33VWC2",29.1796927766124,3.25692187146017
"33VWC3",34.677580497815,3.43759757300968
"33VWD1",41.5404522434606,3.58686050067484
"33VWD2",32.478723197266,3.38568568386322
"33VWD3",63.8038310856952,3.90235932825571
"33VWD4",69.7759384692895,3.91677037470215
"33VWE1",51.7002371478332,3.75134673985696
"33VWE2",53.5649423596537,3.61748685501902
"33VWE3",106.213902902763,4.2898195172926
"33VWE4",48.3520654188593,3.76770027271383
"33VWF1",45.8332644940952,3.59351375274173
"33VWF2",62.1190966396782,3.90064871725886
"33VWF3",62.5769092637083,3.91408144688711
"33VWF4",73.9813785136614,4.01679582210267
"33VWG1",33.6480109904099,3.2070940672228
"33VWG2",28.8305871769117,3.22093464088718
"33VWG3",42.3919447727046,3.47686784232752
"33VWG4",36.1671340055757,3.46768321878941
"33VWH1",26.702825428879,3.06859710239853
"33VWH2",29.0899069456069,3.06567563299532
"33VWH3",32.9810737088593,3.2575535923507
"33VWH4",29.0273821020527,3.15627876606976
"33VWJ1",35.1645911191668,3.16243880295283
"33VWJ2",43.7317602658222,3.41611083030834
"33VWJ3",20.4786796126063,2.83787558721708
"33VWJ4",26.2742799762963,2.91645956630844
"33VWK1",50.4265999072821,3.46172504653298
"33VWK2",38.667478182908,3.13234707907577
"33VWK3",26.3387752588662,3.02607888758574
"33VWK4",23.3228383475103,2.94370088520418
"33VWL1",41.6768228100334,3.49646610876266
"33VWL2",34.0874769686874,3.32321368132039
"33VWL3",34.8318398960758,3.2913699676799
"33VWL4",24.1850518553753,3.00026805207485
"33VXD2",42.6876183450717,3.60489780312231
"33VXF1",73.2451825094926,3.90848671710543
"33VXF2",65.7031700100525,3.95745992958559
"33VXF3",46.6589683412309,3.57873057349152
"33VXF4",42.1694624782797,3.57643591177594
"33VXG1",105.711237928651,4.38273621562095
"33VXG2",48.7726648100058,3.77875641862391
"33VXH1",37.7435089420457,3.45014480310374
"33VXH2",76.3179405052997,4.07153654349795
"33VXJ1",24.0790470350946,3.00330126867443
"33VXJ2",29.0325579938209,3.18386798103581
"33VXK1",20.4250277414236,2.81904409714672
"33VXK2",21.1257073193975,2.87280078126579
"33VXL1",38.6187390462688,3.42446197927472
"33VXL2",27.609395009373,3.01574846358157
"33WUM3",7.60806823405016,1.69145241419054
"33WUM4",8.6830046923301,1.86699827078586
"33WUN3",4.28314218901102,1.18308072374413
"33WUN4",6.05192897789382,1.44845373835649
"33WUP4",11.4274472914174,2.05827585423465
"33WVM1",10.650991793147,2.0755189960485
"33WVM2",10.6741562997641,2.0676478909072
"33WVM3",14.7323611684737,2.43283115236245
"33WVM4",14.6644486051535,2.31699947057078
"33WVN1",5.02008822557174,1.3145852650059
"33WVN2",6.07152516126258,1.53869139337404
"33WVN3",11.463721333334,2.08937099040527
"33WVN4",14.1359176478359,2.34393889518947
"33WVP1",4.90708337273896,1.20546462954531
"33WVP2",4.65189228423837,1.30703377403687
"33WVP3",4.82510531213378,1.29795734332996
"33WVP4",5.79506603195528,1.54453038794624
"33WVQ2",6.20102713730763,1.53418541396658
"33WVQ3",7.62402473251479,1.74106884499726
"33WVQ4",4.44769701202391,1.18329042582025
"33WVR4",4.98269076196996,1.47896164329596
"33WWM1",18.8802287001672,2.63690391539772
"33WWM2",25.6337486768044,2.90526817737385
"33WWM3",34.1964297961457,3.23166301189697
"33WWM4",39.8973813488711,3.36340374035379
"33WWN1",11.9603536589454,2.15574651461922
"33WWN2",18.8401786374839,2.39690143270899
"33WWN3",18.0499799986018,2.70714315644621
"33WWN4",25.1333396514547,2.95836454029062
"33WWP1",8.06956396635331,1.81631265795664
"33WWP2",9.34772272749854,1.95683848771068
"33WWP3",11.961713459986,2.23336127022922
"33WWP4",18.1010265902872,2.63370946844177
"33WWQ1",5.5364167029374,1.43746599120626
"33WWQ2",5.53932019309071,1.41302096186667
"33WWQ3",9.2737131003113,1.93124428965328
"33WWQ4",8.30567470872565,1.85236381885472
"33WWR1",9.80737607453709,1.84773583537844
"33WWR2",7.75816155212914,1.63430515077685
"33WWR3",7.01182342305415,1.39681687213194
"33WWR4",8.87842514602925,1.74509241091004
"33WWS3",7.37550899947799,1.7494119955955
"33WWS4",5.71385967520544,1.51695775593644
"33WXM1",35.2950468416972,3.38762265045948
"33WXM2",42.2840448095897,3.54187850064178
"33WXN1",33.2264002605275,3.20889429515179
"33WXN2",50.9276548130595,3.37129625360584
"33WXP1",20.2184464113066,2.66879609366176
"33WXP2",28.6484092523422,2.91392508355227
"33WXQ1",5.82815289463798,1.51111152287114
"33WXQ2",11.2070258080847,2.07166804128465
"33WXR1",8.19673018738799,1.65214028217444
"33WXR2",7.11543698551275,1.66718610482991
"33WXS2",6.2171810657463,1.48524639402428
"34SBK4",36.7433498046172,3.34728448073333
"34SCK4",5.1528579444161,1.32556734813435
"34SDH3",4.12006095986374,1.16668544895531
"34SDJ1",6.66889422487009,1.70275708098285
"34SDJ2",NA,NA
"34SDJ3",5.92545336970489,1.47108391083879
"34SDJ4",16.9536847776866,2.11626894112246
"34SDK2",4.03185949212499,1.07346787680128
"34SDK4",3.85238847608665,1.11593131537721
"34SEF3",6.31110039264835,1.68605724186303
"34SEG1",17.4137545642228,2.63170596501052
"34SEG3",4.79077011294573,1.36901144989675
"34SEG4",4.82936076637528,1.29244698084684
"34SEH1",8.81765761663997,1.75650436247177
"34SEH2",20.1232345789442,2.41165125112933
"34SEH3",4.40942646008678,1.2881867844688
"34SEH4",4.50374809556592,1.20485037352968
"34SEJ1",3.56367104435532,1.03106547762504
"34SEJ2",4.75832450615274,1.31919558140819
"34SEJ3",45.4724650751224,2.39582364255306
"34SEJ4",5.46137557856361,1.31102637765129
"34SEK2",7.27838930590025,1.63771003586135
"34SEK4",5.62568545785217,1.52256371439452
"34SFF1",5.34662452471095,1.15198647548296
"34SFF2",5.75832459419498,1.74912566727814
"34SFF3",5.39878432587888,1.42076394273955
"34SFF4",7.67373502629434,1.88010858223426
"34SFG1",4.46076287769041,1.30272374452085
"34SFG2",4.79282019945233,1.30348838055845
"34SFG3",5.88427072257571,1.52868480712705
"34SFG4",5.16619539392213,1.25791785178322
"34SFH1",2.44553480929653,0.633755819832107
"34SFH2",2.41911275761898,0.801887418410826
"34SFH3",10.7426149188742,1.96493767574522
"34SFH4",5.45937591151467,1.39930446515988
"34SFJ1",34.9171873338814,2.96375834273298
"34SFJ2",8.33751070811971,1.51868026757719
"34SFJ3",7.38610495550834,1.5345001645868
"34SFJ4",5.88616351497862,1.56975918401404
"34SFK2",3.99179141672996,0.954037343411611
"34SFK4",1.57875047486726,0.439308033369259
"34SGG1",9.40818035806946,2.01526205522995
"34SGG2",6.15544103976175,1.60789544470228
"34SGH1",5.38925872032739,1.46938629749982
"34SGH2",6.77095433182901,1.65241226288006
"34SGJ2",3.24356917481736,1.14671601879586
"34SGK2",12.6646009930871,2.09647664895756
"34TBK3",71.8829343887044,4.10342815756245
"34TBL4",NA,NA
"34TBM3",NA,NA
"34TBN3",6.21961734711994,1.57779132244072
