"cell50x50","SR_natural_ebba1","SR_human_dominated_ebba1","SR_natural_ebba2","SR_human_dominated_ebba2","deltaSR_bird_natural","deltaSR_bird_human_dominated","SR_natural_m_b2000","SR_human_dominated_m_b2000","SR_natural_m_a2015","SR_human_dominated_m_a2015","deltaSR_mammal_natural","deltaSR_mammal_human_dominated"
"34VDH4",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"34VDR1",35,116,34,128,-1,12,6,10,6,31,0,21
"34VDR2",34,109,32,116,-2,7,4,6,5,21,1,15
"34VDR3",35,122,38,133,3,11,8,13,5,32,-3,19
"34VEH1",20,132,29,148,9,16,NA,NA,1,6,NA,NA
"34VEH2",21,145,29,142,8,-3,NA,3,2,15,NA,12
"34VEH3",18,127,27,132,9,5,NA,NA,NA,1,NA,NA
"34VEH4",19,137,22,124,3,-13,NA,1,NA,10,NA,9
"34VEJ2",18,120,28,142,10,22,NA,NA,NA,4,NA,NA
"34VEJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
"34VEJ4",16,125,25,134,9,9,NA,NA,NA,3,NA,NA
"34VEK4",19,103,28,128,9,25,3,19,2,16,-1,-3
"34VEM3",36,130,40,136,4,6,4,13,7,28,3,15
"34VEN1",37,126,42,139,5,13,6,19,7,24,1,5
"34VEN2",36,125,41,141,5,16,3,6,6,22,3,16
"34VEN3",27,128,32,148,5,20,6,15,5,19,-1,4
"34VEN4",28,129,38,141,10,12,4,19,7,29,3,10
"34VEP1",41,138,46,150,5,12,5,8,6,15,1,7
"34VEP2",39,138,44,150,5,12,4,18,6,22,2,4
"34VEP3",26,112,29,138,3,26,2,8,7,15,5,7
"34VEP4",29,125,34,143,5,18,8,19,5,21,-3,2
"34VEQ1",41,133,44,143,3,10,3,8,6,16,3,8
"34VEQ2",39,131,45,148,6,17,5,9,7,20,2,11
"34VEQ3",25,116,31,134,6,18,6,16,5,16,-1,0
"34VEQ4",26,110,29,136,3,26,3,8,6,15,3,7
"34VER2",37,118,41,142,4,24,4,9,4,21,0,12
"34VER3",34,124,43,144,9,20,1,5,3,10,2,5
"34VER4",35,116,45,144,10,28,4,7,7,15,3,8
"34VFH1",15,115,23,134,8,19,NA,NA,NA,2,NA,NA
"34VFH2",15,124,21,122,6,-2,NA,NA,NA,13,NA,NA
"34VFH3",17,124,23,133,6,9,NA,NA,NA,1,NA,NA
"34VFH4",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"34VFJ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"34VFJ2",22,139,31,145,9,6,NA,NA,NA,6,NA,NA
"34VFJ4",23,138,27,140,4,2,NA,NA,NA,5,NA,NA
"34VFK1",27,131,32,127,5,-4,6,24,4,24,-2,0
"34VFK3",32,141,39,152,7,11,6,25,6,31,0,6
"34VFK4",22,116,28,133,6,17,NA,9,2,19,NA,10
"34VFL1",22,108,23,110,1,2,7,19,4,18,-3,-1
"34VFL2",33,136,30,148,-3,12,5,25,5,30,0,5
"34VFL3",25,131,32,144,7,13,6,26,6,30,0,4
"34VFL4",28,139,30,149,2,10,8,27,6,35,-2,8
"34VFM1",31,135,36,143,5,8,7,27,9,28,2,1
"34VFM2",34,127,38,134,4,7,6,26,6,15,0,-11
"34VFN1",27,126,29,138,2,12,9,23,8,29,-1,6
"34VFN2",26,122,28,135,2,13,6,24,7,26,1,2
"34VFP1",27,115,30,137,3,22,7,13,9,20,2,7
"34VFP2",28,124,32,151,4,27,8,20,7,23,-1,3
"34VFQ1",29,118,30,137,1,19,5,11,6,14,1,3
"34VFQ2",27,114,31,136,4,22,6,17,7,16,1,-1
"34VFR1",34,125,40,143,6,18,8,14,7,16,-1,2
"34VFR2",29,119,34,135,5,16,5,15,4,11,-1,-4
"34VXH2",NA,NA,NA,NA,NA,NA,2,8,4,19,2,11
"34WCS3",27,99,27,105,0,6,3,2,6,17,3,15
"34WCS4",25,99,23,89,-2,-10,2,NA,4,10,2,NA
"34WCT3",27,93,24,90,-3,-3,2,1,6,8,4,7
"34WCT4",NA,NA,NA,NA,NA,NA,1,1,5,6,4,5
"34WCU3",NA,NA,NA,NA,NA,NA,4,3,3,5,-1,2
"34WCU4",NA,NA,NA,NA,NA,NA,1,1,4,4,3,3
"34WCV4",NA,NA,NA,NA,NA,NA,5,1,5,7,0,6
"34WDA1",NA,NA,NA,NA,NA,NA,9,11,8,12,-1,1
"34WDA2",NA,NA,NA,NA,NA,NA,5,6,5,10,0,4
"34WDA3",33,82,22,54,-11,-28,5,3,6,6,1,3
"34WDA4",NA,NA,NA,NA,NA,NA,9,14,7,13,-2,-1
"34WDB1",36,82,33,87,-3,5,10,13,9,17,-1,4
"34WDB2",26,70,18,69,-8,-1,10,9,11,12,1,3
"34WDB3",32,72,31,90,-1,18,9,11,9,11,0,0
"34WDB4",26,57,23,64,-3,7,5,4,4,3,-1,-1
"34WDC2",33,74,35,95,2,21,7,13,9,16,2,3
"34WDC3",24,50,22,48,-2,-2,6,6,5,5,-1,-1
"34WDC4",20,69,20,61,0,-8,4,7,9,11,5,4
"34WDS1",27,102,28,96,1,-6,4,1,5,16,1,15
"34WDS2",26,99,23,99,-3,0,4,6,7,16,3,10
"34WDS3",25,108,26,120,1,12,4,11,6,21,2,10
"34WDS4",30,110,33,119,3,9,3,2,7,20,4,18
"34WDT1",28,94,26,98,-2,4,8,7,5,11,-3,4
"34WDT2",28,99,30,112,2,13,6,7,3,15,-3,8
"34WDT3",NA,NA,NA,NA,NA,NA,5,7,6,11,1,4
"34WDT4",27,100,20,92,-7,-8,2,3,7,11,5,8
"34WDU1",NA,NA,NA,NA,NA,NA,8,10,6,13,-2,3
"34WDU2",28,90,18,69,-10,-21,2,1,4,8,2,7
"34WDU3",NA,NA,NA,NA,NA,NA,4,5,5,14,1,9
"34WDU4",27,94,27,96,0,2,5,7,6,12,1,5
"34WDV1",NA,NA,NA,NA,NA,NA,9,6,6,6,-3,0
"34WDV2",31,86,26,83,-5,-3,5,5,8,8,3,3
"34WDV3",33,89,28,85,-5,-4,9,10,7,12,-2,2
"34WDV4",NA,NA,NA,NA,NA,NA,8,10,5,11,-3,1
"34WEA1",34,84,22,64,-12,-20,6,5,5,6,-1,1
"34WEA2",27,82,28,79,1,-3,10,11,3,8,-7,-3
"34WEA3",NA,NA,NA,NA,NA,NA,6,8,4,5,-2,-3
"34WEA4",29,83,18,68,-11,-15,2,3,3,5,1,2
"34WEB1",NA,NA,NA,NA,NA,NA,3,2,6,2,3,0
"34WEB2",31,73,29,83,-2,10,2,1,6,2,4,1
"34WEB3",24,63,18,57,-6,-6,6,7,4,5,-2,-2
"34WEB4",24,69,25,70,1,1,9,10,5,4,-4,-6
"34WEC1",NA,NA,NA,NA,NA,NA,3,6,8,11,5,5
"34WEC2",NA,NA,NA,NA,NA,NA,7,6,8,9,1,3
"34WEC3",NA,NA,NA,NA,NA,NA,8,11,10,11,2,0
"34WEC4",20,43,22,58,2,15,8,9,9,6,1,-3
"34WED2",NA,NA,NA,NA,NA,NA,4,2,4,NA,0,NA
"34WED4",NA,NA,NA,NA,NA,NA,6,5,4,5,-2,0
"34WES1",29,104,30,116,1,12,2,4,4,14,2,10
"34WES2",30,107,33,119,3,12,3,6,6,19,3,13
"34WET1",NA,NA,NA,NA,NA,NA,5,10,7,18,2,8
"34WET2",NA,NA,NA,NA,NA,NA,1,5,5,11,4,6
"34WET3",33,108,35,122,2,14,4,9,6,23,2,14
"34WEU1",NA,NA,NA,NA,NA,NA,2,1,6,10,4,9
"34WEU2",NA,NA,NA,NA,NA,NA,2,4,8,19,6,15
"34WEU3",NA,NA,NA,NA,NA,NA,3,2,6,10,3,8
"34WEU4",32,106,29,110,-3,4,4,6,5,18,1,12
"34WEV1",26,86,21,71,-5,-15,2,NA,4,10,2,NA
"34WEV2",NA,NA,NA,NA,NA,NA,2,2,5,10,3,8
"34WEV3",29,85,19,88,-10,3,1,1,4,10,3,9
"34WEV4",NA,NA,NA,NA,NA,NA,3,1,3,7,0,6
"34WFA1",32,91,40,109,8,18,9,6,6,5,-3,-1
"34WFA2",34,85,37,109,3,24,9,11,5,8,-4,-3
"34WFB2",24,69,26,70,2,1,2,1,3,1,1,0
"34WFS2",38,119,42,140,4,21,5,6,6,10,1,4
"34WFU1",31,105,35,113,4,8,4,10,5,13,1,3
"34WFU2",NA,NA,NA,NA,NA,NA,3,3,5,18,2,15
"34WFV1",33,93,38,106,5,13,6,9,7,8,1,-1
"34WFV2",32,100,34,116,2,16,1,5,6,8,5,3
"35SKB3",NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA
"35SKC4",NA,NA,NA,NA,NA,NA,NA,1,NA,8,NA,7
"35SKE4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"35TKE3",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1
"35TKF3",19,119,25,119,6,0,NA,NA,1,15,NA,NA
"35TKF4",21,138,19,121,-2,-17,NA,NA,NA,7,NA,NA
"35TKG3",NA,NA,NA,NA,NA,NA,3,23,1,7,-2,-16
"35TKG4",19,103,20,117,1,14,3,21,1,13,-2,-8
"35TKH3",11,96,15,120,4,24,1,21,NA,7,NA,-14
"35TKH4",14,118,20,126,6,8,2,17,1,6,-1,-11
"35TKJ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"35TKJ4",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"35TKK3",NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,2
"35TKK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"35TKL3",13,100,19,118,6,18,NA,NA,NA,7,NA,NA
"35TKL4",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"35TLF1",16,121,20,114,4,-7,1,10,NA,9,NA,-1
"35TLF2",24,151,20,122,-4,-29,NA,2,NA,10,NA,8
"35TLF3",13,120,17,125,4,5,NA,15,1,4,NA,-11
"35TLF4",15,129,15,114,0,-15,NA,2,1,12,NA,10
"35TLG1",NA,NA,NA,NA,NA,NA,2,22,1,12,-1,-10
"35TLG2",19,126,24,125,5,-1,3,22,1,7,-2,-15
"35TLG3",NA,NA,NA,NA,NA,NA,NA,16,1,20,NA,4
"35TLG4",18,130,23,133,5,3,NA,12,3,13,NA,1
"35TLH1",NA,NA,NA,NA,NA,NA,NA,14,1,16,NA,2
"35TLH2",22,138,25,147,3,9,2,21,2,19,0,-2
"35TLH3",NA,NA,NA,NA,NA,NA,1,14,2,9,1,-5
"35TLH4",20,126,25,128,5,2,1,21,1,19,0,-2
"35TLJ2",NA,NA,NA,NA,NA,NA,NA,3,NA,7,NA,4
"35TLJ3",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0
"35TLJ4",NA,NA,NA,NA,NA,NA,NA,6,NA,8,NA,2
"35TLK1",NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA
"35TLK3",NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,0
"35TLK4",NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,2
"35TLL1",NA,NA,NA,NA,NA,NA,NA,1,2,13,NA,12
"35TLL2",NA,NA,NA,NA,NA,NA,NA,NA,1,12,NA,NA
"35TLL3",NA,NA,NA,NA,NA,NA,NA,1,1,13,NA,12
"35TLL4",16,88,21,105,5,17,1,1,2,22,1,21
"35TLM1",20,122,21,126,1,4,NA,1,NA,8,NA,7
"35TLM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
"35TLM3",19,112,20,114,1,2,NA,3,3,14,NA,11
"35TLM4",21,113,27,125,6,12,NA,NA,5,28,NA,NA
"35TLN1",13,81,15,89,2,8,NA,NA,6,30,NA,NA
"35TLN2",NA,NA,NA,NA,NA,NA,2,13,NA,2,NA,-11
"35TLN3",12,66,16,83,4,17,1,2,3,16,2,14
"35TLN4",14,80,17,86,3,6,NA,2,1,10,NA,8
"35TMF1",14,117,19,123,5,6,NA,15,1,9,NA,-6
"35TMF2",27,154,24,149,-3,-5,NA,NA,1,11,NA,NA
"35TMF3",6,75,10,89,4,14,NA,NA,NA,1,NA,NA
"35TMG1",NA,NA,NA,NA,NA,NA,NA,7,1,10,NA,3
"35TMG2",16,127,21,135,5,8,NA,16,3,18,NA,2
"35TMG3",11,111,15,125,4,14,1,28,1,10,0,-18
"35TMG4",9,94,13,117,4,23,NA,2,NA,4,NA,2
"35TMH1",10,100,16,115,6,15,2,19,NA,5,NA,-14
"35TMH2",19,128,20,139,1,11,2,14,NA,11,NA,-3
"35TMH3",15,125,17,123,2,-2,2,16,NA,5,NA,-11
"35TMH4",16,126,24,141,8,15,2,23,NA,6,NA,-17
"35TMJ1",15,113,20,129,5,16,NA,9,1,10,NA,1
"35TMJ2",23,147,19,132,-4,-15,NA,18,NA,9,NA,-9
"35TMJ3",16,123,23,141,7,18,NA,2,1,4,NA,2
"35TMJ4",7,113,12,110,5,-3,1,20,1,2,0,-18
"35TMK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
"35TMK2",9,93,17,109,8,16,NA,5,NA,11,NA,6
"35TMK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"35TMK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"35TML1",14,104,18,110,4,6,NA,1,2,13,NA,12
"35TML2",9,73,16,89,7,16,NA,NA,1,11,NA,NA
"35TML3",15,105,16,91,1,-14,NA,NA,5,11,NA,NA
"35TML4",NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,6
"35TMM1",12,78,20,89,8,11,NA,NA,NA,4,NA,NA
"35TMM2",NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA
"35TMM3",NA,NA,NA,NA,NA,NA,NA,NA,1,7,NA,NA
"35TMM4",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"35TMN1",NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
"35TMN2",13,95,15,99,2,4,NA,NA,NA,7,NA,NA
"35TMN3",11,85,17,107,6,22,NA,NA,NA,9,NA,NA
"35TMN4",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"35TNG1",24,147,28,144,4,-3,1,19,2,13,1,-6
"35TNG2",NA,NA,NA,NA,NA,NA,NA,8,3,10,NA,2
"35TNG3",22,131,25,146,3,15,1,27,2,29,1,2
"35TNG4",NA,NA,NA,NA,NA,NA,2,13,NA,4,NA,-9
"35TNH1",16,130,17,126,1,-4,1,19,NA,12,NA,-7
"35TNH2",32,156,29,161,-3,5,2,20,1,13,-1,-7
"35TNH3",24,146,23,145,-1,-1,1,16,NA,9,NA,-7
"35TNH4",21,128,22,148,1,20,NA,6,1,4,NA,-2
"35TNJ1",20,134,26,149,6,15,2,29,1,8,-1,-21
"35TNJ2",5,117,9,102,4,-15,1,15,NA,2,NA,-13
"35TNJ3",NA,NA,NA,NA,NA,NA,1,29,2,19,1,-10
"35TNJ4",10,109,15,124,5,15,2,28,NA,5,NA,-23
"35TNK1",10,84,14,99,4,15,NA,NA,NA,2,NA,NA
"35TNK2",NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
"35TNK3",NA,NA,NA,NA,NA,NA,NA,11,1,11,NA,0
"35TNK4",NA,NA,NA,NA,NA,NA,2,22,2,14,0,-8
"35TNL1",NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA
"35TNL2",NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA
"35TNL3",19,132,21,130,2,-2,NA,2,NA,2,NA,0
"35TNL4",NA,NA,NA,NA,NA,NA,1,24,2,12,1,-12
"35TNM1",7,80,8,94,1,14,NA,NA,NA,NA,NA,NA
"35TNM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"35TNM3",9,95,16,116,7,21,NA,NA,NA,4,NA,NA
"35TNM4",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"35TNN1",18,125,22,125,4,0,NA,1,NA,2,NA,1
"35TNN2",12,107,22,124,10,17,NA,NA,1,11,NA,NA
"35TNN4",16,120,19,118,3,-2,NA,NA,NA,9,NA,NA
"35TPJ1",NA,NA,NA,NA,NA,NA,3,25,1,15,-2,-10
"35TPJ2",15,129,24,137,9,8,1,19,1,11,0,-8
"35TPK1",21,127,24,132,3,5,5,32,3,18,-2,-14
"35TPK2",NA,NA,NA,NA,NA,NA,2,13,2,22,0,9
"35TPK3",23,113,24,124,1,11,2,27,2,8,0,-19
"35TPK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
"35TPL2",18,122,30,139,12,17,2,33,3,19,1,-14
"35TPL4",22,113,28,134,6,21,2,26,1,18,-1,-8
"35TQK1",NA,NA,NA,NA,NA,NA,1,16,1,8,0,-8
"35TQL2",NA,NA,NA,NA,NA,NA,NA,23,1,11,NA,-12
"35ULA1",19,141,26,142,7,1,NA,1,2,20,NA,19
"35ULA2",17,130,25,135,8,5,NA,NA,4,17,NA,NA
"35ULA3",16,126,24,144,8,18,NA,2,5,24,NA,22
"35ULA4",19,132,26,147,7,15,NA,NA,1,12,NA,NA
"35ULB1",14,113,22,124,8,11,NA,NA,1,11,NA,NA
"35ULB2",14,124,19,120,5,-4,NA,NA,NA,9,NA,NA
"35ULB3",16,131,21,130,5,-1,NA,NA,1,12,NA,NA
"35ULB4",16,129,21,128,5,-1,NA,NA,2,15,NA,NA
"35ULP2",16,94,19,101,3,7,2,16,6,33,4,17
"35ULP4",15,99,17,103,2,4,1,4,5,30,4,26
"35ULR1",14,130,21,142,7,12,NA,7,1,7,NA,0
"35ULS2",15,135,18,133,3,-2,2,13,1,26,-1,13
"35ULV1",18,128,26,147,8,19,NA,NA,NA,8,NA,NA
"35ULV3",NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA
"35UMA1",17,128,28,143,11,15,NA,NA,1,12,NA,NA
"35UMA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"35UMA3",21,138,27,147,6,9,NA,NA,NA,8,NA,NA
"35UMB1",17,127,29,143,12,16,NA,1,4,18,NA,17
"35UMB2",19,133,29,153,10,20,NA,1,2,23,NA,22
"35UMB3",17,136,31,151,14,15,NA,NA,NA,8,NA,NA
"35UMB4",17,133,29,156,12,23,NA,NA,1,9,NA,NA
"35UMP2",NA,NA,NA,NA,NA,NA,1,2,1,16,0,14
"35UMP4",18,118,17,126,-1,8,1,4,NA,NA,NA,NA
"35UMV1",NA,NA,NA,NA,NA,NA,NA,NA,2,10,NA,NA
"35UNB1",25,132,31,155,6,23,NA,NA,1,4,NA,NA
"35UNP2",14,118,14,115,0,-3,NA,NA,NA,3,NA,NA
"35VLC1",17,108,23,130,6,22,NA,NA,NA,3,NA,NA
"35VLC2",12,106,21,122,9,16,NA,NA,NA,4,NA,NA
"35VLC3",19,119,25,135,6,16,NA,NA,NA,1,NA,NA
"35VLC4",16,119,25,134,9,15,NA,NA,2,6,NA,NA
"35VLD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"35VLD2",21,133,30,142,9,9,NA,NA,NA,10,NA,NA
"35VLD3",19,122,25,137,6,15,NA,NA,NA,5,NA,NA
"35VLD4",18,124,25,133,7,9,NA,NA,3,10,NA,NA
"35VLE3",31,138,33,148,2,10,9,28,6,33,-3,5
"35VLE4",31,135,31,144,0,9,7,26,6,35,-1,9
"35VLF3",30,140,32,140,2,0,9,26,7,36,-2,10
"35VLF4",19,118,25,128,6,10,8,26,7,36,-1,10
"35VLG3",36,136,42,151,6,15,12,37,11,36,-1,-1
"35VLG4",NA,NA,NA,NA,NA,NA,6,20,6,21,0,1
"35VLH3",30,131,32,144,2,13,10,29,9,27,-1,-2
"35VLH4",30,124,31,146,1,22,11,29,8,28,-3,-1
"35VLJ3",27,114,31,141,4,27,9,15,9,21,0,6
"35VLJ4",28,122,32,140,4,18,8,23,9,23,1,0
"35VLK3",27,116,28,136,1,20,4,7,7,13,3,6
"35VLK4",27,106,31,135,4,29,9,19,9,20,0,1
"35VLL3",25,110,29,135,4,25,3,9,7,12,4,3
"35VLL4",31,116,33,127,2,11,5,1,7,8,2,7
"35VMC1",19,125,24,132,5,7,NA,NA,NA,NA,NA,NA
"35VMC2",NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,4
"35VMC3",28,141,33,149,5,8,NA,NA,NA,3,NA,NA
"35VMC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
"35VMD1",19,121,24,133,5,12,NA,NA,NA,4,NA,NA
"35VMD2",19,111,25,130,6,19,NA,NA,1,1,NA,NA
"35VMD3",20,125,23,129,3,4,7,29,4,22,-3,-7
"35VMD4",22,120,24,140,2,20,NA,NA,1,2,NA,NA
"35VME1",22,130,28,128,6,-2,7,29,6,31,-1,2
"35VME2",21,122,25,135,4,13,7,27,6,33,-1,6
"35VME3",25,140,30,144,5,4,7,29,6,40,-1,11
"35VME4",19,121,26,130,7,9,7,29,6,31,-1,2
"35VMF1",34,131,32,135,-2,4,7,26,7,34,0,8
"35VMF2",20,119,25,119,5,0,6,24,5,33,-1,9
"35VMF3",25,127,33,141,8,14,8,26,8,31,0,5
"35VMF4",23,128,26,137,3,9,9,29,6,33,-3,4
"35VMG1",35,125,41,143,6,18,6,27,8,26,2,-1
"35VMG2",25,122,35,130,10,8,7,26,7,22,0,-4
"35VMG3",30,104,34,123,4,19,3,20,3,15,0,-5
"35VMG4",NA,NA,NA,NA,NA,NA,7,22,3,10,-4,-12
"35VMH1",29,137,30,136,1,-1,9,22,7,25,-2,3
"35VMH2",26,122,30,139,4,17,7,25,9,25,2,0
"35VMH3",27,124,33,141,6,17,7,20,6,19,-1,-1
"35VMH4",31,133,36,150,5,17,5,13,6,23,1,10
"35VMJ1",28,121,33,133,5,12,8,20,8,19,0,-1
"35VMJ2",25,114,27,134,2,20,8,12,7,18,-1,6
"35VMJ3",25,116,29,131,4,15,5,8,5,14,0,6
"35VMJ4",26,109,28,119,2,10,7,13,7,20,0,7
"35VMK1",27,118,32,126,5,8,5,11,8,16,3,5
"35VMK2",30,118,34,133,4,15,6,10,8,20,2,10
"35VMK3",27,122,30,125,3,3,11,20,5,8,-6,-12
"35VMK4",30,121,33,131,3,10,8,19,5,16,-3,-3
"35VML1",26,110,33,132,7,22,6,13,6,9,0,-4
"35VML2",27,113,30,135,3,22,8,9,6,12,-2,3
"35VML3",26,108,30,129,4,21,11,13,8,8,-3,-5
"35VML4",25,111,28,124,3,13,6,8,4,8,-2,0
"35VNC1",16,112,22,136,6,24,NA,NA,NA,4,NA,NA
"35VNC2",11,110,25,130,14,20,NA,NA,NA,5,NA,NA
"35VNC3",NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
"35VNC4",25,129,31,151,6,22,NA,3,2,12,NA,9
"35VND1",20,119,25,122,5,3,6,25,2,23,-4,-2
"35VND2",15,113,25,135,10,22,NA,NA,1,1,NA,NA
"35VND3",NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,2
"35VNE1",19,123,27,140,8,17,7,28,5,33,-2,5
"35VNE2",20,132,27,131,7,-1,6,31,6,28,0,-3
"35VNF1",22,128,29,145,7,17,6,27,5,24,-1,-3
"35VNF2",18,123,24,135,6,12,6,24,4,20,-2,-4
"35VNF3",NA,NA,NA,NA,NA,NA,5,17,3,10,-2,-7
"35VNH1",27,114,28,136,1,22,6,12,7,16,1,4
"35VNH2",36,134,42,150,6,16,7,22,5,28,-2,6
"35VNH3",30,130,33,147,3,17,7,21,8,32,1,11
"35VNH4",NA,NA,NA,NA,NA,NA,5,20,4,17,-1,-3
"35VNJ1",27,114,29,134,2,20,6,13,6,19,0,6
"35VNJ2",25,110,32,133,7,23,5,13,8,20,3,7
"35VNJ3",28,115,27,129,-1,14,6,19,3,11,-3,-8
"35VNJ4",25,113,23,121,-2,8,7,6,5,16,-2,10
"35VNK1",26,111,31,131,5,20,14,25,6,18,-8,-7
"35VNK2",28,113,31,137,3,24,13,24,6,18,-7,-6
"35VNK3",27,107,28,129,1,22,10,15,6,15,-4,0
"35VNK4",27,113,24,114,-3,1,8,11,6,16,-2,5
"35VNL1",23,109,29,121,6,12,11,21,10,20,-1,-1
"35VNL2",29,126,32,133,3,7,11,21,9,21,-2,0
"35VNL3",25,100,31,120,6,20,11,13,6,10,-5,-3
"35VNL4",25,110,28,123,3,13,11,16,7,10,-4,-6
"35VPH1",NA,NA,NA,NA,NA,NA,3,15,4,12,1,-3
"35VPJ1",27,117,30,138,3,21,11,18,8,20,-3,2
"35VPJ2",28,128,32,143,4,15,7,10,7,15,0,5
"35VPK1",26,120,33,143,7,23,6,15,8,15,2,0
"35VPK2",29,125,34,141,5,16,6,17,7,23,1,6
"35VPL1",25,105,26,122,1,17,13,16,6,9,-7,-7
"35VPL2",27,112,31,128,4,16,9,8,5,10,-4,2
"35WLM3",39,140,47,149,8,9,7,15,8,13,1,-2
"35WLM4",26,114,36,143,10,29,8,14,8,11,0,-3
"35WLN3",35,116,41,137,6,21,2,10,6,11,4,1
"35WLP3",31,99,34,101,3,2,2,3,4,8,2,5
"35WLP4",30,112,31,132,1,20,6,14,6,14,0,0
"35WLQ4",NA,NA,NA,NA,NA,NA,3,6,4,6,1,0
"35WMM1",36,135,40,153,4,18,7,18,9,18,2,0
"35WMM2",30,114,30,130,0,16,7,15,6,10,-1,-5
"35WMM3",30,113,33,136,3,23,8,18,6,8,-2,-10
"35WMM4",30,114,33,131,3,17,5,9,6,10,1,1
"35WMN1",34,118,42,128,8,10,10,16,4,9,-6,-7
"35WMN2",38,130,48,156,10,26,13,24,9,18,-4,-6
"35WMN3",32,104,27,111,-5,7,6,5,3,4,-3,-1
"35WMN4",29,107,32,122,3,15,7,12,6,7,-1,-5
"35WMP1",29,106,36,128,7,22,12,14,7,13,-5,-1
"35WMP2",30,97,31,120,1,23,9,7,4,6,-5,-1
"35WMP3",28,98,31,116,3,18,11,12,4,7,-7,-5
"35WMP4",32,99,29,104,-3,5,5,7,4,6,-1,-1
"35WMQ1",27,82,30,99,3,17,1,6,3,3,2,-3
"35WMQ2",29,91,28,100,-1,9,5,3,4,4,-1,1
"35WMQ3",29,93,29,105,0,12,8,8,4,5,-4,-3
"35WMQ4",28,90,28,94,0,4,4,3,3,5,-1,2
"35WMR1",27,74,30,89,3,15,1,NA,5,2,4,NA
"35WMR2",28,90,32,103,4,13,9,13,6,6,-3,-7
"35WMR3",30,82,26,86,-4,4,2,NA,5,2,3,NA
"35WMR4",32,89,30,99,-2,10,10,12,4,4,-6,-8
"35WMS1",18,52,20,62,2,10,4,5,4,3,0,-2
"35WMS2",28,77,29,79,1,2,4,2,3,3,-1,1
"35WMS3",30,84,34,84,4,0,6,3,2,4,-4,1
"35WMS4",33,91,36,96,3,5,3,NA,6,4,3,NA
"35WMT1",36,80,37,93,1,13,7,10,10,11,3,1
"35WMT2",27,65,24,66,-3,1,8,8,7,10,-1,2
"35WMT3",23,59,25,68,2,9,4,5,4,4,0,-1
"35WMT4",33,85,34,97,1,12,7,7,9,6,2,-1
"35WMU1",36,52,29,39,-7,-13,4,1,3,2,-1,1
"35WMU2",25,64,25,61,0,-3,8,8,9,10,1,2
"35WMU3",NA,NA,NA,NA,NA,NA,4,3,4,2,0,-1
"35WMU4",NA,NA,NA,NA,NA,NA,4,3,7,5,3,2
"35WNM1",26,101,30,120,4,19,10,11,7,10,-3,-1
"35WNM2",NA,NA,NA,NA,NA,NA,9,12,7,13,-2,1
"35WNM3",25,100,29,119,4,19,11,9,5,6,-6,-3
"35WNM4",26,107,30,129,4,22,13,20,8,15,-5,-5
"35WNN1",31,102,34,118,3,16,11,10,6,7,-5,-3
