"cell50x50","SR_natural_ebba1","SR_human_dominated_ebba1","SR_natural_ebba2","SR_human_dominated_ebba2","deltaSR_bird_natural","deltaSR_bird_human_dominated","SR_natural_m_b2000","SR_human_dominated_m_b2000","SR_natural_m_a2015","SR_human_dominated_m_a2015","deltaSR_mammal_natural","deltaSR_mammal_human_dominated"
"32VNR3",34,90,30,101,-4,11,9,20,7,19,-2,-1
"32VNR4",32,101,36,124,4,23,11,23,8,27,-3,4
"32VPH1",12,100,11,107,-1,7,3,23,3,27,0,4
"32VPH2",12,110,17,114,5,4,3,22,3,30,0,8
"32VPK3",29,126,35,134,6,8,5,27,7,36,2,9
"32VPK4",28,121,32,132,4,11,3,26,7,39,4,13
"32VPL1",31,125,33,128,2,3,6,27,8,30,2,3
"32VPL2",24,111,29,125,5,14,5,22,7,27,2,5
"32VPL3",22,100,19,109,-3,9,5,25,7,33,2,8
"32VPL4",18,103,21,115,3,12,5,24,5,32,0,8
"32VPM1",21,112,19,123,-2,11,7,27,9,32,2,5
"32VPM2",24,123,24,131,0,8,6,29,8,34,2,5
"32VPN1",25,110,27,115,2,5,10,23,10,28,0,5
"32VPN2",28,120,24,132,-4,12,6,25,7,24,1,-1
"32VPP1",32,88,28,98,-4,10,11,17,9,14,-2,-3
"32VPP2",29,90,26,97,-3,7,10,21,10,16,0,-5
"32VPQ1",33,85,29,92,-4,7,9,13,11,17,2,4
"32VPQ2",30,87,30,102,0,15,9,17,9,20,0,3
"32VPR1",36,108,33,126,-3,18,7,18,8,25,1,7
"32VPR2",32,91,33,109,1,18,10,19,8,20,-2,1
"32WNS2",NA,NA,NA,NA,NA,NA,1,3,1,4,0,1
"32WNS3",16,52,19,65,3,13,4,14,3,13,-1,-1
"32WNS4",31,77,30,87,-1,10,6,11,6,9,0,-2
"32WPS1",35,91,21,90,-14,-1,5,11,6,14,1,3
"32WPS2",26,90,25,104,-1,14,8,16,8,17,0,1
"32WPT2",28,82,22,71,-6,-11,3,7,4,8,1,1
"33SWC3",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"33SWC4",6,74,9,92,3,18,NA,2,NA,9,NA,7
"33SWD3",6,62,5,73,-1,11,NA,NA,1,3,NA,NA
"33SWD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
"33SWE2",8,87,6,73,-2,-14,NA,NA,1,3,NA,NA
"33SWE4",9,85,12,91,3,6,NA,NA,2,15,NA,NA
"33SXC1",8,77,3,72,-5,-5,1,1,1,6,0,5
"33SXC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"33SXD1",9,97,11,108,2,11,NA,NA,NA,7,NA,NA
"33SXD2",10,94,9,98,-1,4,NA,NA,2,11,NA,NA
"33SXD3",NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA
"33SXD4",8,81,9,91,1,10,NA,NA,NA,6,NA,NA
"33SXE2",NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA
"33TTF3",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"33TTG3",8,98,6,101,-2,3,NA,NA,3,21,NA,NA
"33TTG4",7,94,10,95,3,1,1,4,2,20,1,16
"33TTH3",11,90,9,98,-2,8,NA,NA,2,16,NA,NA
"33TTH4",11,97,8,91,-3,-6,NA,1,3,16,NA,15
"33TTJ3",9,98,14,109,5,11,NA,NA,NA,23,NA,NA
"33TTJ4",8,92,10,94,2,2,NA,NA,NA,15,NA,NA
"33TTK3",11,104,16,113,5,9,NA,NA,NA,14,NA,NA
"33TTK4",15,105,18,116,3,11,NA,1,NA,14,NA,13
"33TTL3",26,123,20,114,-6,-9,NA,NA,2,19,NA,NA
"33TTL4",13,88,14,103,1,15,NA,2,NA,12,NA,10
"33TUF1",6,89,7,76,1,-13,NA,NA,NA,14,NA,NA
"33TUF3",6,82,8,74,2,-8,NA,NA,1,12,NA,NA
"33TUG1",13,114,12,99,-1,-15,NA,3,3,22,NA,19
"33TUG2",10,107,11,93,1,-14,NA,NA,3,20,NA,NA
"33TUG3",13,99,16,103,3,4,2,5,2,17,0,12
"33TUG4",15,111,14,101,-1,-10,NA,NA,4,20,NA,NA
"33TUH1",10,97,13,103,3,6,NA,NA,1,14,NA,NA
"33TUH2",13,109,17,97,4,-12,NA,NA,1,17,NA,NA
"33TUH3",12,87,15,101,3,14,NA,NA,1,9,NA,NA
"33TUH4",13,104,13,101,0,-3,1,NA,3,19,2,NA
"33TUJ1",6,86,6,94,0,8,NA,1,1,10,NA,9
"33TUJ2",13,106,11,106,-2,0,NA,NA,1,19,NA,NA
"33TUJ4",NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA
"33TUK3",NA,NA,NA,NA,NA,NA,2,12,NA,4,NA,-8
"33TUL1",14,118,20,122,6,4,NA,NA,1,25,NA,NA
"33TUL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
"33TUL3",19,131,25,141,6,10,1,9,1,27,0,18
"33TUL4",10,103,13,117,3,14,3,14,NA,12,NA,-2
"33TUM1",19,86,21,99,2,13,9,48,6,25,-3,-23
"33TUM2",20,111,26,128,6,17,NA,2,7,33,NA,31
"33TUM3",20,97,22,117,2,20,7,36,4,29,-3,-7
"33TUM4",21,113,24,126,3,13,2,10,6,28,4,18
"33TUN1",19,107,22,111,3,4,10,49,9,36,-1,-13
"33TUN2",21,94,22,105,1,11,11,47,6,36,-5,-11
"33TUN3",23,104,24,113,1,9,11,54,8,49,-3,-5
"33TUN4",19,79,20,100,1,21,11,49,7,39,-4,-10
"33TVE1",NA,NA,NA,NA,NA,NA,1,1,NA,4,NA,3
"33TVE3",5,64,7,71,2,7,NA,NA,1,4,NA,NA
"33TVF1",12,103,13,108,1,5,1,NA,3,16,2,NA
"33TVF2",NA,NA,NA,NA,NA,NA,NA,2,NA,17,NA,15
"33TVF3",NA,NA,NA,NA,NA,NA,NA,NA,3,20,NA,NA
"33TVF4",7,92,10,94,3,2,NA,1,2,9,NA,8
"33TVG1",17,114,15,103,-2,-11,2,5,3,15,1,10
"33TVG2",17,115,15,98,-2,-17,2,4,2,26,0,22
"33TVG3",7,80,4,90,-3,10,NA,NA,2,6,NA,NA
"33TVG4",6,97,9,106,3,9,NA,NA,3,16,NA,NA
"33TVH1",4,59,5,71,1,12,NA,NA,NA,3,NA,NA
"33TVH2",9,89,4,71,-5,-18,NA,NA,1,3,NA,NA
"33TVK1",NA,NA,NA,NA,NA,NA,NA,10,NA,20,NA,10
"33TVK3",19,95,14,102,-5,7,6,19,1,16,-5,-3
"33TVK4",NA,NA,NA,NA,NA,NA,NA,6,NA,8,NA,2
"33TVL1",21,123,25,144,4,21,3,27,6,28,3,1
"33TVL2",16,121,25,144,9,23,4,22,2,22,-2,0
"33TVL3",20,135,27,144,7,9,3,22,5,30,2,8
"33TVL4",17,117,21,115,4,-2,4,23,3,18,-1,-5
"33TVM1",22,109,25,121,3,12,5,34,6,36,1,2
"33TVM2",22,112,25,118,3,6,3,22,5,21,2,-1
"33TVM3",19,112,21,122,2,10,1,8,4,20,3,12
"33TVM4",21,112,29,132,8,20,3,23,4,30,1,7
"33TVN1",20,101,23,109,3,8,9,31,9,31,0,0
"33TVN2",18,88,18,94,0,6,10,39,4,29,-6,-10
"33TVN3",20,98,23,111,3,13,6,30,10,37,4,7
"33TVN4",18,96,22,112,4,16,1,1,4,28,3,27
"33TWE1",12,105,16,100,4,-5,NA,2,NA,14,NA,12
"33TWE3",12,102,15,101,3,-1,NA,NA,1,16,NA,NA
"33TWF1",6,87,5,83,-1,-4,NA,NA,1,9,NA,NA
"33TWF2",9,110,13,102,4,-8,1,3,3,8,2,5
"33TWF3",7,71,11,87,4,16,NA,NA,1,2,NA,NA
"33TWF4",8,96,7,88,-1,-8,NA,NA,2,6,NA,NA
"33TWG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"33TWG2",10,103,5,96,-5,-7,NA,NA,NA,5,NA,NA
"33TWG4",13,122,9,96,-4,-26,1,1,1,12,0,11
"33TWJ1",12,100,11,101,-1,1,2,7,NA,9,NA,2
"33TWJ3",10,100,12,106,2,6,1,6,6,14,5,8
"33TWJ4",NA,NA,NA,NA,NA,NA,1,5,NA,5,NA,0
"33TWK1",12,88,14,93,2,5,4,20,2,14,-2,-6
"33TWK2",NA,NA,NA,NA,NA,NA,3,15,1,14,-2,-1
"33TWK3",NA,NA,NA,NA,NA,NA,NA,7,1,10,NA,3
"33TWK4",NA,NA,NA,NA,NA,NA,2,12,NA,8,NA,-4
"33TWL1",15,106,23,127,8,21,1,16,3,23,2,7
"33TWL2",13,111,18,117,5,6,3,19,4,24,1,5
"33TWL3",14,118,18,117,4,-1,3,32,2,21,-1,-11
"33TWL4",10,91,11,103,1,12,1,8,NA,15,NA,7
"33TWM1",19,105,24,123,5,18,1,16,6,38,5,22
"33TWM2",16,114,25,132,9,18,2,17,1,13,-1,-4
"33TWM3",16,125,19,134,3,9,1,18,5,34,4,16
"33TWM4",21,128,27,138,6,10,1,17,3,20,2,3
"33TWN1",18,100,20,104,2,4,2,4,6,17,4,13
"33TWN2",15,100,22,116,7,16,NA,1,7,50,NA,49
"33TWN3",17,100,23,114,6,14,NA,NA,5,28,NA,NA
"33TWN4",17,115,22,120,5,5,NA,2,6,31,NA,29
"33TXE1",5,86,10,101,5,15,NA,NA,1,10,NA,NA
"33TXE3",7,75,6,78,-1,3,NA,NA,1,7,NA,NA
"33TXF1",NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA
"33TXF2",4,71,6,85,2,14,NA,NA,NA,12,NA,NA
"33TXF3",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"33TXF4",2,62,5,75,3,13,NA,NA,NA,8,NA,NA
"33TXH3",9,72,9,92,0,20,2,7,NA,14,NA,7
"33TXJ1",NA,NA,NA,NA,NA,NA,5,15,NA,10,NA,-5
"33TXJ2",13,99,12,103,-1,4,2,16,NA,18,NA,2
"33TXJ3",NA,NA,NA,NA,NA,NA,4,19,1,6,-3,-13
"33TXJ4",NA,NA,NA,NA,NA,NA,2,13,3,13,1,0
"33TXK1",12,88,17,97,5,9,NA,1,NA,2,NA,1
"33TXK2",7,68,9,87,2,19,1,11,NA,3,NA,-8
"33TXK3",14,104,17,114,3,10,NA,2,NA,6,NA,4
"33TXK4",NA,NA,NA,NA,NA,NA,2,16,NA,1,NA,-15
"33TXL1",9,98,14,101,5,3,NA,17,2,15,NA,-2
"33TXL2",15,104,16,116,1,12,1,17,2,11,1,-6
"33TXL3",19,120,17,112,-2,-8,1,14,NA,5,NA,-9
"33TXL4",16,112,17,111,1,-1,2,18,1,10,-1,-8
"33TXM1",14,119,16,125,2,6,1,14,1,9,0,-5
"33TXM2",11,106,16,119,5,13,1,20,2,14,1,-6
"33TXM3",19,124,23,134,4,10,2,15,NA,12,NA,-3
"33TXM4",13,111,17,118,4,7,NA,5,NA,7,NA,2
"33TXN1",18,135,26,146,8,11,NA,19,3,41,NA,22
"33TXN2",12,106,18,126,6,20,NA,1,2,19,NA,18
"33TXN3",9,112,21,132,12,20,1,7,NA,20,NA,13
"33TXN4",7,100,15,117,8,17,NA,2,1,5,NA,3
"33TYE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
"33TYF2",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
"33TYH1",16,96,18,124,2,28,2,11,NA,6,NA,-5
"33TYH2",NA,NA,NA,NA,NA,NA,1,5,NA,2,NA,-3
"33TYJ1",NA,NA,NA,NA,NA,NA,NA,12,1,NA,NA,NA
"33TYJ2",14,94,16,115,2,21,3,17,1,5,-2,-12
"33TYK1",10,94,9,85,-1,-9,1,14,NA,2,NA,-12
"33TYK2",10,72,14,80,4,8,2,9,NA,3,NA,-6
"33TYL1",11,98,17,112,6,14,1,16,1,5,0,-11
"33TYL2",18,104,20,116,2,12,2,21,4,14,2,-7
"33TYM1",17,112,21,121,4,9,1,11,NA,12,NA,1
"33TYM2",11,111,13,116,2,5,NA,6,NA,14,NA,8
"33TYN1",17,126,22,134,5,8,1,2,1,8,0,6
"33TYN2",16,123,22,124,6,1,1,6,NA,12,NA,6
"33UUA2",21,120,22,129,1,9,1,3,3,31,2,28
"33UUA4",24,134,28,146,4,12,1,3,3,28,2,25
"33UUB3",21,122,24,142,3,20,7,33,7,40,0,7
"33UUB4",17,117,17,114,0,-3,5,22,5,31,0,9
"33UUP1",12,110,18,114,6,4,2,5,4,23,2,18
"33UUP2",16,120,28,127,12,7,5,41,5,48,0,7
"33UUP3",15,114,22,118,7,4,2,23,6,33,4,10
"33UUP4",15,110,24,119,9,9,7,49,4,44,-3,-5
"33UUQ1",19,130,27,137,8,7,2,15,3,18,1,3
"33UUQ2",16,126,24,132,8,6,1,7,3,29,2,22
"33UUQ3",22,132,23,126,1,-6,NA,2,1,14,NA,12
"33UUQ4",20,128,22,114,2,-14,3,12,8,35,5,23
"33UUR1",20,123,23,140,3,17,2,9,4,22,2,13
"33UUR2",20,128,25,135,5,7,2,8,2,16,0,8
"33UUR3",19,129,28,143,9,14,NA,3,1,16,NA,13
"33UUR4",18,130,22,131,4,1,NA,NA,2,14,NA,NA
"33UUS1",NA,NA,NA,NA,NA,NA,NA,1,5,45,NA,44
"33UUS2",14,120,22,133,8,13,NA,3,4,33,NA,30
"33UUS3",13,119,24,131,11,12,1,5,3,21,2,16
"33UUS4",15,116,21,126,6,10,NA,3,4,35,NA,32
"33UUT1",14,121,19,132,5,11,NA,1,4,30,NA,29
"33UUT2",16,129,26,146,10,17,NA,1,4,34,NA,33
"33UUT3",13,121,23,133,10,12,NA,12,4,29,NA,17
"33UUT4",13,117,23,138,10,21,NA,NA,4,31,NA,NA
"33UUU1",NA,NA,NA,NA,NA,NA,1,NA,2,17,1,NA
"33UUU2",NA,NA,NA,NA,NA,NA,1,7,4,35,3,28
"33UUU3",16,126,22,134,6,8,3,17,4,31,1,14
"33UUU4",16,132,24,141,8,9,1,22,4,46,3,24
"33UUV1",15,123,21,133,6,10,NA,9,4,35,NA,26
"33UUV2",19,132,24,132,5,0,NA,1,3,32,NA,31
"33UUV3",16,129,23,140,7,11,NA,5,3,29,NA,24
"33UUV4",18,119,25,137,7,18,NA,4,3,27,NA,23
"33UVA2",19,120,21,117,2,-3,NA,1,2,26,NA,25
"33UVB1",25,129,24,143,-1,14,8,37,10,42,2,5
"33UVB2",11,108,19,110,8,2,2,15,4,31,2,16
"33UVP1",15,101,21,118,6,17,5,28,7,39,2,11
"33UVP2",18,110,28,125,10,15,7,54,7,42,0,-12
"33UVP3",18,110,19,116,1,6,5,20,6,33,1,13
"33UVP4",17,110,26,120,9,10,9,51,6,43,-3,-8
"33UVQ1",22,130,30,143,8,13,1,3,1,14,0,11
"33UVQ2",25,136,29,155,4,19,3,4,3,16,0,12
"33UVQ3",18,130,25,132,7,2,NA,2,1,5,NA,3
"33UVQ4",26,146,31,149,5,3,NA,12,4,21,NA,9
"33UVR1",16,130,24,140,8,10,NA,1,1,22,NA,21
"33UVR2",17,123,26,134,9,11,NA,2,2,28,NA,26
"33UVR3",13,125,23,136,10,11,1,2,3,29,2,27
"33UVR4",17,127,23,132,6,5,NA,9,4,35,NA,26
"33UVS1",16,126,24,134,8,8,NA,NA,4,32,NA,NA
"33UVS2",18,130,23,138,5,8,NA,1,1,39,NA,38
"33UVS3",19,132,26,141,7,9,1,2,3,34,2,32
"33UVS4",18,129,21,134,3,5,1,1,3,28,2,27
"33UVT1",16,130,22,135,6,5,NA,5,3,26,NA,21
"33UVT2",14,118,26,143,12,25,NA,NA,4,25,NA,NA
"33UVT3",13,123,23,139,10,16,1,11,3,23,2,12
"33UVT4",15,130,25,139,10,9,2,14,3,22,1,8
"33UVU1",19,131,25,147,6,16,2,12,5,35,3,23
"33UVU2",16,128,23,142,7,14,3,29,8,43,5,14
"33UVU3",21,140,22,140,1,0,1,3,3,18,2,15
"33UVU4",18,145,26,149,8,4,3,18,3,30,0,12
"33UVV1",17,122,25,147,8,25,NA,4,3,26,NA,22
"33UVV2",19,132,23,140,4,8,1,5,3,23,2,18
"33UVV3",21,142,23,138,2,-4,1,16,2,20,1,4
"33UVV4",18,145,26,141,8,-4,2,21,3,33,1,12
"33UWA2",12,116,19,120,7,4,NA,3,1,6,NA,3
"33UWA4",18,131,23,131,5,0,1,2,NA,13,NA,11
"33UWP1",15,115,21,130,6,15,NA,6,2,29,NA,23
"33UWP2",17,109,24,120,7,11,1,10,5,29,4,19
"33UWP3",11,115,24,126,13,11,1,3,3,39,2,36
"33UWP4",18,112,21,125,3,13,3,14,6,37,3,23
"33UWQ1",14,124,24,133,10,9,NA,NA,1,20,NA,NA
"33UWQ2",20,130,22,130,2,0,NA,1,2,15,NA,14
"33UWQ3",13,122,26,135,13,13,NA,5,3,10,NA,5
"33UWQ4",19,127,29,139,10,12,1,NA,2,23,1,NA
"33UWR1",16,132,26,145,10,13,NA,1,2,20,NA,19
"33UWR2",18,132,24,141,6,9,NA,2,NA,12,NA,10
"33UWR3",22,138,25,140,3,2,2,14,3,31,1,17
"33UWR4",18,135,24,141,6,6,NA,NA,2,13,NA,NA
"33UWS1",16,124,22,131,6,7,5,12,1,15,-4,3
"33UWS2",18,130,26,132,8,2,5,16,4,20,-1,4
"33UWS3",16,131,23,136,7,5,5,24,1,14,-4,-10
"33UWS4",16,129,23,138,7,9,4,23,4,29,0,6
"33UWT1",14,125,19,134,5,9,2,19,4,23,2,4
"33UWT2",18,125,20,129,2,4,2,14,1,9,-1,-5
"33UWT3",15,134,17,131,2,-3,1,6,1,14,0,8
"33UWT4",16,133,21,137,5,4,3,19,4,9,1,-10
"33UWU1",16,135,24,130,8,-5,NA,2,1,14,NA,12
"33UWU2",15,132,22,140,7,8,4,28,4,16,0,-12
"33UWU3",18,134,22,134,4,0,3,27,2,19,-1,-8
"33UWU4",15,130,21,134,6,4,1,21,2,16,1,-5
"33UWV1",14,121,23,135,9,14,1,19,1,12,0,-7
"33UWV2",18,130,22,134,4,4,NA,7,3,18,NA,11
"33UWV3",13,117,21,128,8,11,1,14,NA,8,NA,-6
"33UWV4",15,119,23,136,8,17,1,15,1,19,0,4
"33UXA1",NA,NA,NA,NA,NA,NA,NA,10,NA,10,NA,0
"33UXA2",17,126,22,135,5,9,1,16,2,12,1,-4
"33UXA3",19,127,23,136,4,9,NA,9,2,12,NA,3
"33UXA4",17,124,20,127,3,3,1,19,1,14,0,-5
"33UXP1",16,120,24,139,8,19,NA,1,5,23,NA,22
"33UXP2",19,133,25,144,6,11,1,16,6,54,5,38
"33UXP3",18,144,22,134,4,-10,NA,NA,4,19,NA,NA
"33UXP4",20,139,27,140,7,1,1,10,3,29,2,19
"33UXQ1",16,121,22,131,6,10,1,4,3,31,2,27
"33UXQ2",23,143,30,148,7,5,1,5,3,22,2,17
"33UXQ3",21,137,34,146,13,9,NA,NA,5,28,NA,NA
"33UXQ4",25,141,31,146,6,5,NA,1,2,19,NA,18
"33UXR1",18,125,24,141,6,16,5,27,3,28,-2,1
"33UXR2",19,125,26,136,7,11,NA,2,2,20,NA,18
"33UXR3",19,127,26,146,7,19,2,33,3,25,1,-8
"33UXR4",23,137,27,140,4,3,NA,8,1,19,NA,11
"33UXS1",17,134,21,141,4,7,2,19,4,25,2,6
"33UXS2",16,113,24,143,8,30,3,19,4,22,1,3
"33UXS3",16,135,22,140,6,5,2,7,4,22,2,15
"33UXS4",15,132,24,133,9,1,3,27,1,20,-2,-7
"33UXT1",17,142,20,143,3,1,1,20,1,21,0,1
"33UXT2",17,131,21,140,4,9,1,11,1,13,0,2
"33UXT3",15,137,20,138,5,1,3,26,2,19,-1,-7
"33UXT4",17,137,21,142,4,5,3,18,2,17,-1,-1
"33UXU1",14,139,22,140,8,1,2,23,1,18,-1,-5
"33UXU2",14,131,19,136,5,5,4,27,3,28,-1,1
"33UXU3",14,129,20,133,6,4,1,15,1,18,0,3
"33UXU4",14,117,20,131,6,14,1,13,1,17,0,4
"33UXV1",17,116,21,127,4,11,1,16,2,12,1,-4
"33UXV2",14,127,21,134,7,7,1,20,1,13,0,-7
"33UXV3",18,130,21,134,3,4,2,19,1,13,-1,-6
"33UXV4",19,132,20,131,1,-1,3,19,2,24,-1,5
"33UYP1",16,119,24,125,8,6,NA,NA,3,21,NA,NA
"33UYP2",12,124,24,127,12,3,NA,3,NA,2,NA,-1
"33VUC2",14,111,24,130,10,19,4,31,3,36,-1,5
"33VUC3",25,122,34,137,9,15,4,29,8,39,4,10
"33VUC4",26,127,23,136,-3,9,6,31,8,41,2,10
"33VUD1",28,118,29,133,1,15,3,22,6,36,3,14
"33VUD2",23,123,28,136,5,13,3,20,6,36,3,16
"33VUD3",20,113,20,127,0,14,4,11,6,34,2,23
"33VUD4",21,115,20,127,-1,12,5,20,6,32,1,12
"33VUE3",21,119,28,137,7,18,4,20,5,29,1,9
"33VUE4",19,113,21,129,2,16,4,11,5,36,1,25
"33VUF3",20,109,25,129,5,20,3,14,4,29,1,15
"33VUF4",18,109,23,128,5,19,1,14,4,30,3,16
"33VUG3",19,96,19,111,0,15,8,20,8,27,0,7
"33VUG4",20,105,22,125,2,20,9,16,7,28,-2,12
"33VUH3",24,95,26,105,2,10,9,18,10,21,1,3
"33VUH4",22,93,24,108,2,15,7,21,7,20,0,-1
"33VUJ3",NA,NA,NA,NA,NA,NA,8,13,10,12,2,-1
"33VUJ4",33,107,30,110,-3,3,10,20,10,22,0,2
"33VUK3",NA,NA,NA,NA,NA,NA,9,12,9,12,0,0
"33VUK4",NA,NA,NA,NA,NA,NA,9,15,8,17,-1,2
"33VUL3",33,84,25,90,-8,6,7,11,10,17,3,6
"33VUL4",34,89,34,98,0,9,6,9,8,17,2,8
"33VVC1",19,118,22,125,3,7,5,23,8,36,3,13
"33VVC2",23,128,26,136,3,8,6,32,8,41,2,9
"33VVC3",20,117,24,127,4,10,6,25,8,34,2,9
"33VVC4",32,130,34,142,2,12,4,23,9,38,5,15
"33VVD1",21,115,25,122,4,7,3,18,7,37,4,19
"33VVD2",22,120,23,128,1,8,3,19,7,36,4,17
"33VVD3",18,108,24,127,6,19,3,19,7,32,4,13
"33VVD4",18,115,22,127,4,12,4,24,7,34,3,10
"33VVE1",20,123,27,137,7,14,7,27,7,41,0,14
"33VVE2",19,113,28,130,9,17,4,20,8,39,4,19
"33VVE3",22,124,29,132,7,8,5,23,7,34,2,11
"33VVE4",19,109,26,133,7,24,6,24,7,38,1,14
"33VVF1",23,112,28,132,5,20,3,15,8,32,5,17
"33VVF2",22,110,23,130,1,20,1,8,5,33,4,25
"33VVF3",23,113,28,137,5,24,8,22,9,33,1,11
"33VVF4",23,115,27,132,4,17,7,13,9,30,2,17
"33VVG1",21,95,19,102,-2,7,5,21,6,20,1,-1
"33VVG2",20,106,25,120,5,14,5,8,6,21,1,13
"33VVG3",18,100,21,122,3,22,6,9,8,24,2,15
"33VVG4",19,99,19,119,0,20,6,12,6,29,0,17
"33VVH1",23,95,22,110,-1,15,5,10,4,16,-1,6
"33VVH2",23,93,24,116,1,23,6,6,5,22,-1,16
"33VVH3",27,107,27,127,0,20,6,18,8,25,2,7
"33VVH4",NA,NA,NA,NA,NA,NA,3,6,5,20,2,14
"33VVJ1",29,89,26,81,-3,-8,3,2,6,10,3,8
"33VVJ2",23,93,24,84,1,-9,2,4,5,8,3,4
"33VVJ3",24,95,22,96,-2,1,4,4,5,13,1,9
"33VVJ4",23,92,21,87,-2,-5,5,7,6,11,1,4
"33VVK1",30,91,30,84,0,-7,2,6,8,13,6,7
"33VVK2",30,93,31,97,1,4,9,5,8,12,-1,7
"33VVK3",27,98,25,105,-2,7,3,5,7,15,4,10
"33VVK4",24,93,26,99,2,6,4,3,6,11,2,8
"33VVL1",NA,NA,NA,NA,NA,NA,2,1,8,12,6,11
"33VVL2",32,98,30,112,-2,14,5,9,10,20,5,11
"33VVL3",NA,NA,NA,NA,NA,NA,4,5,4,10,0,5
"33VVL4",NA,NA,NA,NA,NA,NA,8,14,8,22,0,8
"33VWC1",19,115,20,118,1,3,2,8,7,31,5,23
"33VWC2",30,125,34,146,4,21,5,32,8,38,3,6
"33VWC3",31,132,34,149,3,17,6,26,7,34,1,8
"33VWD1",17,108,21,123,4,15,6,20,7,36,1,16
"33VWD2",18,112,20,124,2,12,3,12,7,30,4,18
"33VWD3",27,120,29,131,2,11,3,9,7,32,4,23
"33VWD4",27,120,26,131,-1,11,4,21,10,37,6,16
"33VWE1",21,117,28,135,7,18,5,25,8,38,3,13
"33VWE2",19,108,25,125,6,17,4,17,7,31,3,14
"33VWE3",31,122,33,133,2,11,3,20,6,36,3,16
"33VWE4",NA,NA,NA,NA,NA,NA,3,20,7,33,4,13
"33VWF1",24,118,29,137,5,19,5,29,9,37,4,8
"33VWF2",19,112,25,127,6,15,4,15,6,31,2,16
"33VWF3",20,113,25,136,5,23,4,19,7,36,3,17
"33VWF4",19,114,29,131,10,17,3,16,7,36,4,20
"33VWG1",22,110,25,133,3,23,8,19,8,30,0,11
"33VWG2",21,112,24,126,3,14,7,19,8,29,1,10
"33VWG3",19,114,26,130,7,16,3,15,5,30,2,15
"33VWG4",21,124,27,141,6,17,5,16,9,38,4,22
"33VWH1",24,100,26,109,2,9,4,7,5,16,1,9
"33VWH2",NA,NA,NA,NA,NA,NA,7,11,8,32,1,21
"33VWH3",24,106,24,127,0,21,3,11,6,22,3,11
"33VWH4",22,101,24,127,2,26,5,10,7,29,2,19
"33VWJ1",26,101,22,104,-4,3,4,10,6,16,2,6
"33VWJ2",25,111,26,118,1,7,3,4,5,13,2,9
"33VWJ3",25,107,26,121,1,14,2,11,6,20,4,9
"33VWJ4",25,110,25,125,0,15,5,12,5,19,0,7
"33VWK1",25,92,25,90,0,-2,3,9,8,16,5,7
"33VWK2",24,100,25,101,1,1,2,7,7,18,5,11
"33VWK3",24,97,21,101,-3,4,3,4,6,20,3,16
"33VWK4",24,99,23,111,-1,12,4,4,5,20,1,16
"33VWL1",26,93,26,105,0,12,2,7,8,18,6,11
"33VWL2",26,94,26,102,0,8,2,2,7,15,5,13
"33VWL3",26,99,20,81,-6,-18,1,6,6,12,5,6
"33VWL4",28,101,21,95,-7,-6,3,5,5,17,2,12
"33VXD2",22,120,29,135,7,15,1,20,4,29,3,9
"33VXF1",19,114,30,131,11,17,6,28,5,37,-1,9
"33VXF2",27,118,33,141,6,23,3,24,7,36,4,12
"33VXF3",26,119,26,131,0,12,10,37,9,38,-1,1
"33VXF4",28,116,31,131,3,15,5,27,6,32,1,5
"33VXG1",22,122,30,138,8,16,5,24,8,35,3,11
"33VXG2",20,120,28,139,8,19,6,30,9,37,3,7
"33VXH1",28,118,26,123,-2,5,2,5,7,25,5,20
"33VXH2",31,124,37,139,6,15,3,14,6,29,3,15
"33VXJ1",29,108,33,131,4,23,5,9,5,19,0,10
"33VXJ2",26,114,33,128,7,14,4,7,7,17,3,10
"33VXK1",26,109,29,124,3,15,3,7,6,24,3,17
"33VXK2",33,127,34,137,1,10,5,16,7,26,2,10
"33VXL1",27,98,18,80,-9,-18,3,2,5,9,2,7
"33VXL2",25,101,25,115,0,14,2,6,5,17,3,11
"33WUM3",21,78,20,87,-1,9,5,14,6,14,1,0
"33WUM4",28,83,22,90,-6,7,7,17,6,17,-1,0
"33WUN3",24,80,21,78,-3,-2,3,11,7,9,4,-2
"33WUN4",27,72,22,76,-5,4,5,7,6,11,1,4
"33WUP4",29,79,29,94,0,15,2,12,4,14,2,2
"33WVM1",31,83,28,85,-3,2,7,9,9,16,2,7
"33WVM2",32,84,28,87,-4,3,8,15,9,15,1,0
"33WVM3",31,85,27,82,-4,-3,8,8,10,13,2,5
