"","Class","Order","Family","Species","Habitats_IUCN"
"108","Aves","Charadriiformes","Laridae","Sterna paradisaea","Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Grassland - Tundra [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Pelagic [Suitable]"
"109","Aves","Charadriiformes","Laridae","Sternula albifrons","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Pelagic [Marginal]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]"
"110","Aves","Charadriiformes","Laridae","Thalasseus sandvicensis","Marine Neritic - Pelagic [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Marginal]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]"
"111","Aves","Charadriiformes","Recurvirostridae","Himantopus himantopus","Marine Neritic - Estuaries [Suitable]; Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats [Suitable]; Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Estuaries [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]"
"112","Aves","Charadriiformes","Recurvirostridae","Recurvirostra avosetta","Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Permanent Inland Deltas [Suitable]; Wetlands (inland) - Permanent Inland Deltas [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes [Suitable]"
"113","Aves","Charadriiformes","Scolopacidae","Actitis hypoleucos","Marine Neritic - Estuaries [Suitable]; Artificial/Aquatic - Canals and Drainage Channels, Ditches [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Grassland - Temperate [Suitable]; Marine Neritic - Estuaries [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]"
"114","Aves","Charadriiformes","Scolopacidae","Arenaria interpres","Grassland - Tundra [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Marine Neritic - Estuaries [Suitable]; Outer Reef Channel [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Back Slope [Suitable]; Inter-Reef Rubble Substrate [Suitable]; Foreslope (Outer Reef Slope) [Suitable]; Lagoon [Suitable]; Inter-Reef Soft Substrate [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Marine Intertidal - Tidepools [Suitable]"
"115","Aves","Charadriiformes","Scolopacidae","Calidris alpina","Artificial/Terrestrial - Arable Land [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]"
"116","Aves","Charadriiformes","Scolopacidae","Calidris falcinellus","Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]"
"117","Aves","Charadriiformes","Scolopacidae","Calidris maritima","Grassland - Tundra [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]"
"118","Aves","Charadriiformes","Scolopacidae","Calidris melanotos","Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Grassland - Tundra [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Wetlands (inland) - Alpine Wetlands (includes temporary waters from snowmelt) [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]"
"119","Aves","Charadriiformes","Scolopacidae","Calidris minuta","Grassland - Tundra [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Intertidal - Tidepools [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]"
"120","Aves","Charadriiformes","Scolopacidae","Calidris pugnax","Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Grassland - Temperate [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Estuaries [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]"
"121","Aves","Charadriiformes","Scolopacidae","Calidris temminckii","Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Canals and Drainage Channels, Ditches [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Neritic - Estuaries [Suitable]; Grassland - Tundra [Suitable]"
"122","Aves","Charadriiformes","Scolopacidae","Gallinago gallinago","Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Forest - Boreal [Suitable]; Marine Neritic - Estuaries [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]"
"123","Aves","Charadriiformes","Scolopacidae","Gallinago media","Artificial/Terrestrial - Arable Land [NA]; Savanna - Dry [Suitable]; Shrubland - Boreal [Suitable]; Grassland - Subarctic [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]; Grassland - Subtropical/Tropical High Altitude [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Grassland - Tundra [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]"
"124","Aves","Charadriiformes","Scolopacidae","Limosa lapponica","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Estuaries [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]"
"125","Aves","Charadriiformes","Scolopacidae","Limosa limosa","Artificial/Aquatic - Aquaculture Ponds [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Marine Neritic - Estuaries [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]"
"126","Aves","Charadriiformes","Scolopacidae","Lymnocryptes minimus","Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Forest - Temperate [Suitable]; Forest - Boreal [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]"
