cell50x50,occ_ebba1,SR_ebba1,occ_ebba2,SR_ebba2,deltaSR_birds,occ_m_b2000,SR_m_b2000,occ_m_a2015,SR_m_a2015,deltaSR_mammals,delta_occ_m,deltaT,ccv,log_ccv
33TWF3,89,89,101,101,12,NA,3,5,NA,NA,NA,0.878854842413039,22.1135255200356,2.92106416981053
33TWF4,110,110,99,99,-11,NA,8,10,NA,NA,NA,0.785629227047875,6.88534928727691,1.7410232469419
33TWG1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,0.916667938232422,NA,NA
33TWG2,123,123,104,104,-19,NA,5,5,NA,NA,NA,0.866650911202108,20.2190909803364,2.67531598678907
33TWG4,147,147,109,109,-38,3,13,29,2,11,26,0.907452552299189,11.0360774702011,1.9371957463166
33TWJ1,122,122,113,113,-9,26,9,13,9,0,-13,1.1038144195781,26.768666803808,2.89614558187864
33TWJ3,121,121,123,123,2,13,20,59,7,13,46,1.12949501673381,9.31069931208556,1.99518778019027
33TWJ4,NA,NA,NA,NA,NA,8,5,23,6,-1,15,1.13174287734493,10.5297021653987,2.19451365670648
33TWK1,108,108,109,109,1,64,16,68,24,-8,4,1.10988636016846,9.87579866286297,1.99059448242327
33TWK2,NA,NA,NA,NA,NA,34,15,62,18,-3,28,1.1151139040171,11.7359171593586,1.73811634268643
33TWK3,NA,NA,NA,NA,NA,9,11,25,7,4,16,1.12680893172761,16.1100093990113,2.3679907546573302
33TWK4,NA,NA,NA,NA,NA,22,8,10,14,-6,-12,1.142260129524,8.57127091087381,1.77907133458236
33TWL1,131,131,151,151,20,62,26,333,17,9,271,1.07354417479182,12.8441001231595,2.18972974440549
33TWL2,134,134,136,136,2,48,28,88,22,6,40,1.08033334732056,23.3853375110654,2.66872107410358
33TWL3,142,142,137,137,-5,106,23,139,35,-12,33,1.07988097054618,33.1473306623968,3.05084047454639
33TWL4,109,109,113,113,4,13,15,415,9,6,402,1.0800260424614,44.0984683117594,3.5077233376656
33TWM1,134,134,149,149,15,37,44,645,17,27,608,1.06621689417145,26.8683324215535,2.50261425661253
33TWM2,139,139,155,155,16,46,14,30,19,-5,-16,1.08629261363636,16.8371545846214,2.3148608716361
33TWM3,151,151,154,154,3,53,39,500,19,20,447,1.10603785943128,45.1934350797969,3.66219299636475
33TWM4,160,160,164,164,4,46,23,63,18,5,17,1.10579543836189,42.7107522386219,3.26601220260573
33TWN1,127,127,125,125,-2,7,23,419,6,17,412,0.991171860694885,6.74043895521586,1.69936809884036
33TWN2,124,124,139,139,15,2,57,1464,1,56,1462,1.05029598420317,14.8862054599636,2.03530483045504
33TWN3,125,125,137,137,12,NA,33,381,NA,NA,NA,1.03798177540302,8.48365431579946,1.83623269125374
33TWN4,142,142,144,144,2,4,37,649,2,35,645,1.08721590042114,49.910372477689,3.42145478873729
33TXE1,100,100,116,116,16,NA,11,36,NA,NA,NA,0.729730904102325,12.8925653812873,1.97826750330489
33TXE3,88,88,87,87,-1,NA,8,23,NA,NA,NA,0.750184626518925,11.192530694576,2.05480254359441
33TXF1,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,0.903897808444115,9.24508846445073,2.19366080585405
33TXF2,81,81,95,95,14,NA,12,56,NA,NA,NA,0.842171343216985,16.0954726521052,2.47911821283597
33TXF3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,0.883072853088379,14.6474640425025,2.68426721757819
33TXF4,70,70,85,85,15,NA,8,34,NA,NA,NA,0.856910248877297,11.5608019798491,2.26352191475218
33TXH3,90,90,105,105,15,32,14,198,9,5,166,1.12603283729874,5.2353883226596,1.43334071070048
33TXJ1,NA,NA,NA,NA,NA,49,10,13,20,-10,-36,1.14516414584536,5.29587626865849,1.31018814783551
33TXJ2,122,122,120,120,-2,46,18,61,18,0,15,1.15071791249353,7.20601110911957,1.57045387151767
33TXJ3,NA,NA,NA,NA,NA,52,7,8,23,-16,-44,1.15860506614543,8.64377988456238,1.85290781318641
33TXJ4,NA,NA,NA,NA,NA,27,16,76,15,1,49,1.1482291251421,6.19226337223301,1.55500398763827
33TXK1,109,109,115,115,6,1,2,4,1,1,3,1.1186313448073,18.0261740919043,2.54705634366886
33TXK2,84,84,97,97,13,19,3,3,12,-9,-16,1.1420202515342,6.14333664288746,1.60748702490214
33TXK3,128,128,131,131,3,2,6,7,2,4,5,1.15248251246835,25.8124330347829,2.8119454933393
33TXK4,NA,NA,NA,NA,NA,24,1,1,18,-17,-23,1.16402243039547,7.32146110151247,1.80626516568344
33TXL1,114,114,117,117,3,21,17,88,17,0,67,1.08554221923093,62.1165414589396,3.82284391714127
33TXL2,130,130,133,133,3,45,13,98,18,-5,53,1.09673520995349,53.8692388929324,3.59171977532451
33TXL3,150,150,130,130,-20,18,5,8,15,-10,-10,1.12586903163365,40.3754933738867,3.47209180907706
33TXL4,138,138,129,129,-9,50,11,46,20,-9,-4,1.1383032568966,41.2163995447488,2.96830311900965
33TXM1,144,144,142,142,-2,650,10,16,15,-5,-634,1.08878852315032,55.8328835788398,3.70708546540122
33TXM2,126,126,136,136,10,51,16,41,21,-5,-10,1.11397965929725,43.4447374008219,3.44173934603138
33TXM3,154,154,158,158,4,609,12,43,17,-5,-566,1.11529446790318,69.3489119533585,3.77382312745086
33TXM4,134,134,136,136,2,18,7,13,5,2,-5,1.13829925825011,39.1927491984883,3.54703073521657
33TXN1,166,166,173,173,7,46,44,1898,19,25,1852,1.10646304217252,44.7591328093171,3.37377117619066
33TXN2,128,128,144,144,16,4,21,85,1,20,81,1.09718214242886,58.4847142269027,3.81845583261544
33TXN3,131,131,155,155,24,38,20,513,8,12,475,1.1165483377196599,109.099186278661,4.39660997839285
33TXN4,117,117,134,134,17,2,6,7,2,4,5,1.11915945593332,66.7454977379607,3.74424921802492
33TYE1,NA,NA,NA,NA,NA,NA,11,75,NA,NA,NA,0.771204652712327,25.5450868825884,3.02099274769517
33TYF2,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,0.799317507908262,9.18717309152549,2.07321587547629
33TYH1,123,123,143,143,20,31,6,17,13,-7,-14,1.11972620103743,10.3006678951607,2.01078826621378
33TYH2,NA,NA,NA,NA,NA,8,2,4,6,-4,-4,1.08541663487752,5.60282528817053,1.48406381849565
33TYJ1,NA,NA,NA,NA,NA,18,1,1,12,-11,-17,1.16379591423695,5.72257045352205,1.51818361329492
33TYJ2,119,119,135,135,16,44,6,12,20,-14,-32,1.1456281578902,4.17463866736752,1.0576127044739
33TYK1,113,113,95,95,-18,17,2,2,15,-13,-15,1.15945246199931,39.0886195682748,3.42681573115044
33TYK2,88,88,94,94,6,13,3,6,11,-8,-7,1.16770035801953,7.66227168912697,1.72779156725384
33TYL1,119,119,131,131,12,21,6,9,17,-11,-12,1.15380606284508,73.2939259975169,4.03575740106117
33TYL2,131,131,137,137,6,42,18,50,23,-5,8,1.16618049144745,21.5268352872478,2.67371491971435
33TYM1,140,140,143,143,3,106,12,81,12,0,-25,1.15476644400394,82.45173188274,3.83854320792502
33TYM2,132,132,130,130,-2,13,14,25,6,8,12,1.15429381697391,47.9914983614995,3.54031379043893
33TYN1,155,155,158,158,3,4,9,15,3,6,11,1.09376183964989,74.7171659464266,3.94351471601429
33TYN2,150,150,147,147,-3,10,12,46,7,5,36,1.13350515267284,32.2016186897474,2.97694477341696
33UUA2,153,153,154,154,1,8,34,1283,4,30,1275,0.958516540108146,62.8261103547735,3.99949704062726
33UUA4,171,171,177,177,6,6,31,982,4,27,976,0.960990557413615,127.288789479808,4.52926603927889
33UUB3,153,153,168,168,15,1740,47,16719,40,7,14979,0.912648790223258,26.8830851235349,3.16745502202275
33UUB4,143,143,133,133,-10,365,36,3152,27,9,2787,0.926018492380778,47.259397753217,3.74826083001639
33UUP1,131,131,135,135,4,16,27,253,7,20,237,0.852769463362094,68.2630649422086,3.97750608041823
33UUP2,145,145,156,156,11,329,53,4203,46,7,3874,0.846194147397686,40.7554435491369,3.40958079251806
33UUP3,139,139,143,143,4,94,39,872,25,14,778,0.922928118443751,35.9366526639593,3.27056943209477
33UUP4,136,136,145,145,9,624,48,3836,56,-8,3212,0.925200071711998,24.8361339150197,2.88823706395135
33UUQ1,159,159,166,166,7,59,21,172,17,4,113,0.935289153274225,26.6594586183473,2.95850133593825
33UUQ2,152,152,158,158,6,20,32,728,8,24,708,0.888236776600039,33.0336255545983,3.06572460770303
33UUQ3,165,165,152,152,-13,2,15,37,2,13,35,0.95253153457198,17.8487496466219,2.70091732384671
33UUQ4,159,159,137,137,-22,58,43,518,15,28,460,0.930910861769388,10.36787641327,2.08013504084907
33UUR1,155,155,165,165,10,13,26,223,11,15,210,0.992850612438723,12.4208876228843,2.27233306518364
33UUR2,159,159,162,162,3,35,18,148,10,8,113,0.961535792705441,20.3414467290151,2.72179230765863
33UUR3,160,160,172,172,12,5,17,55,3,14,50,1.02037795905858,11.6877272609719,2.14103235627265
33UUR4,160,160,157,157,-3,NA,16,64,NA,NA,NA,0.972826591697899,19.7541977855832,2.8238376434201
33UUS1,NA,NA,NA,NA,NA,2,50,3641,1,49,3639,0.975384759473371,43.3240821884965,3.53909659769549
33UUS2,146,146,158,158,12,4,37,720,3,34,716,0.994004491227784,21.6015376511295,2.86821637239212
33UUS3,143,143,157,157,14,10,24,277,6,18,267,1.00162795332612,40.1550486281744,3.47562125751657
33UUS4,142,142,151,151,9,3,39,801,3,36,798,1.01055035871618,13.5404758954266,2.41439566800566
33UUT1,147,147,154,154,7,1,34,1029,1,33,1028,0.958245317700883,52.4327260524608,3.63171656686649
33UUT2,158,158,173,173,15,3,38,1351,1,37,1348,0.970151511105624,63.880327040138,3.86139557563494
33UUT3,146,146,159,159,13,23,33,530,12,21,507,0.979016348258736,70.2974699874277,3.95760327038329
33UUT4,141,141,165,165,24,NA,35,354,NA,NA,NA,0.988703701231215,64.3310265353305,3.82483329750375
33UUU1,NA,NA,NA,NA,NA,1,19,210,1,18,209,0.971994360287984,56.3957647635205,3.89656078188556
33UUU2,NA,NA,NA,NA,NA,12,39,1187,8,31,1175,0.971513834430944,122.722391979176,4.11045603612316
33UUU3,154,154,157,157,3,71,35,591,20,15,520,0.975644303351333,67.8965523457615,3.98921661521466
33UUU4,160,160,167,167,7,263,50,13956,23,27,13693,0.987692270523463,46.5039245446575,3.56065234561136
33UUV1,150,150,157,157,7,47,39,1054,9,30,1007,0.969429602597487,83.7776683240289,4.11306088514429
33UUV2,163,163,159,159,-4,1,35,653,1,34,652,0.964530766612352,92.3253670990671,4.12679368492256
33UUV3,157,157,165,165,8,5,32,513,5,27,508,0.96171875,109.173559146089,4.33678345919395
33UUV4,149,149,165,165,16,12,30,1251,4,26,1239,0.972342305570035,67.521442157781,3.86535020408793
33UVA2,149,149,141,141,-8,1,28,387,1,27,386,0.980432921764897,78.1344452585415,3.9828137522685
33UVB1,165,165,170,170,5,2334,52,12390,45,7,10056,0.904406328116898,27.7719642660212,3.09333972422417
33UVB2,129,129,131,131,2,64,35,1591,17,18,1527,0.918749990463257,32.2903576858963,3.43878225982643
33UVP1,125,125,142,142,17,492,46,1167,33,13,675,0.969314008786533,14.7830782763646,2.46192849477298
33UVP2,137,137,154,154,17,936,49,1223,61,-12,287,0.965885411609303,22.8816043945963,2.74706425096167
33UVP3,137,137,138,138,1,217,39,816,25,14,599,0.944306376305493,12.3932295707949,2.33579474809955
33UVP4,136,136,148,148,12,2924,49,1431,60,-11,-1493,0.958889652382244,19.4606915866661,2.60288766450155
33UVQ1,162,162,175,175,13,8,15,28,4,11,20,0.989056535150813,20.7336821659823,2.84669421012711
33UVQ2,171,171,184,184,13,30,19,67,7,12,37,0.96241089366974,12.284227991068,2.29595784179674
33UVQ3,160,160,159,159,-1,3,6,24,2,4,21,1.02700450227067,22.8535394225054,2.9473204475724
33UVQ4,182,182,180,180,-2,32,25,228,12,13,196,0.967376879670403,28.1315614252213,3.03934942958465
33UVR1,158,158,167,167,9,2,23,169,1,22,167,1.06065065720502,21.9057825584484,2.81993514809815
33UVR2,152,152,162,162,10,3,30,274,2,28,271,1.03079819966512,19.1465656831674,2.73519547132318
33UVR3,150,150,162,162,12,5,32,709,3,29,704,1.07774062845159,27.3969171783882,3.07362494119987
33UVR4,156,156,159,159,3,16,39,826,9,30,810,1.08245100975037,30.9736258820569,2.93762627960274
33UVS1,154,154,161,161,7,NA,36,1435,NA,NA,NA,1.02887852648471,40.550377156056,3.3720515502575
33UVS2,160,160,163,163,3,1,40,597,1,39,596,1.03928254887382,8.59749892179437,1.99238525244394
33UVS3,164,164,170,170,6,5,37,900,3,34,895,1.06530748204114,51.1839987788493,3.56257227843061
33UVS4,159,159,159,159,0,3,31,195,2,29,192,1.06310161039791,20.685230744606,2.73354114369444
33UVT1,158,158,160,160,2,6,29,926,5,24,920,0.997995941535286,120.279662011824,4.30894254627364
33UVT2,144,144,171,171,27,NA,29,518,NA,NA,NA,1.00814394007392,74.8044050627716,3.94262016378894
33UVT3,148,148,165,165,17,19,26,260,12,14,241,1.04586862574863,74.916419642625,3.93181591456193
33UVT4,157,157,166,166,9,26,25,494,16,9,468,1.05020053883925,57.5225299068819,3.90484320271218
33UVU1,162,162,173,173,11,27,40,988,14,26,961,0.994276066019077,68.0086446522143,3.91422425235618
33UVU2,156,156,169,169,13,168,51,3317,32,19,3149,0.999353067498458,67.4031431234156,3.88411912638309
33UVU3,173,173,164,164,-9,13,21,213,4,17,200,1.03249158281269,89.1011104109352,4.15511024314467
33UVU4,175,175,177,177,2,28,33,342,21,12,314,1.03504839810458,78.0134475039022,3.85564723981623
33UVV1,151,151,173,173,22,6,29,431,4,25,425,0.988100956647824,125.069811483172,4.44754079748116
33UVV2,163,163,165,165,2,7,26,444,6,20,437,1.0025252332591,91.7342636483953,4.15194122437551
33UVV3,176,176,163,163,-13,567,22,119,17,5,-448,1.01257240461267,143.078075191672,4.66594225860581
33UVV4,175,175,169,169,-6,58,36,274,23,13,216,1.02858501763513,88.458262471212,4.10996551605847
33UWA2,139,139,141,141,2,3,7,8,3,4,5,1.01484370231628,42.6545882372373,3.75313484698473
33UWA4,161,161,157,157,-4,3,13,41,3,10,38,1.00889971186814,85.821833618283,3.99490304189182
33UWP1,140,140,153,153,13,19,31,396,6,25,377,0.935890154405074,16.8023703798725,2.41808852767748
33UWP2,135,135,144,144,9,20,34,432,11,23,412,0.956439427354119,12.4092239368116,2.2030396341717
33UWP3,137,137,150,150,13,6,42,1088,4,38,1082,0.970260981675033,27.8849687604438,3.01855502861734
33UWP4,141,141,148,148,7,36,43,2069,17,26,2033,0.987547365101901,16.4519776862141,2.49884938106754
33UWQ1,149,149,158,158,9,NA,21,111,NA,NA,NA,1.05019144883027,26.543432792767,3.05719842440683
33UWQ2,160,160,156,156,-4,1,17,70,1,16,69,0.969389216466384,25.547586680359,2.98447419223703
33UWQ3,146,146,163,163,17,16,13,24,5,8,8,1.09541426855942,20.1701459647669,2.8918983846213
33UWQ4,158,158,169,169,11,2,25,107,1,24,105,1.02342913877518,20.3003919025881,2.87348693475206
33UWR1,160,160,171,171,11,1,22,119,1,21,118,1.10894605055212,30.6444167044163,3.20235373414832
33UWR2,162,162,167,167,5,2,12,50,2,10,48,1.09729159579558,22.7166076848171,2.89489146381099
33UWR3,173,173,166,166,-7,37,34,113,16,18,76,1.10706327560751,31.8067391643233,2.80602099943297
33UWR4,165,165,167,167,2,NA,15,39,NA,NA,NA,1.106061757329,25.8565113435473,2.82307691886689
33UWS1,152,152,155,155,3,47,16,26,17,-1,-21,1.0910762312578,42.415621690073,3.49928068211348
33UWS2,160,160,160,160,0,41,24,170,21,3,129,1.11370319478652,11.0655937077855,2.12312548301959
33UWS3,159,159,162,162,3,1334,15,32,29,-14,-1302,1.11072534985012,68.7227243535928,3.76062338396495
33UWS4,158,158,164,164,6,79,33,123,27,6,44,1.12195856430951,16.7662479737406,2.53116399262498
33UWT1,151,151,155,155,4,2471,27,110,21,6,-2361,1.07130413809739,127.774026296951,4.23750969972243
33UWT2,155,155,153,153,-2,202,10,21,16,-6,-181,1.08468135282955,87.9488609784086,4.2391860541028
33UWT3,161,161,151,151,-10,10,15,42,7,8,32,1.07657383317533,126.672936626934,4.46037008753161
33UWT4,161,161,161,161,0,146,13,25,22,-9,-121,1.08863638301584,71.1313555063729,3.95264002128449
33UWU1,163,163,157,157,-6,2,15,26,2,13,24,1.06082702405525,127.668322947448,4.60505512025772
33UWU2,159,159,164,164,5,245,20,124,32,-12,-121,1.0615846219689,93.8034236140923,4.11538711326183
33UWU3,164,164,158,158,-6,117,21,77,30,-9,-40,1.05811234194823,99.8407995674795,4.3584316252892
33UWU4,157,157,158,158,1,387,18,83,22,-4,-304,1.07711623342414,115.67916237787,4.39163846027085
33UWV1,146,146,160,160,14,515,13,35,20,-7,-480,1.03140188753605,83.2367569974455,4.24185275827803
33UWV2,160,160,158,158,-2,7,21,54,7,14,47,1.0277567295113,101.112040516028,4.36784182425311
33UWV3,141,141,151,151,10,524,8,55,15,-7,-469,1.03698473591958,42.6025727072277,3.65701664376791
33UWV4,146,146,160,160,14,613,20,38,16,4,-575,1.05266206192248,83.8493045866423,4.17452064359458
33UXA1,NA,NA,NA,NA,NA,11,10,28,10,0,17,0.97395832836628,81.9522867268503,4.01496085479503
33UXA2,155,155,159,159,4,361,14,58,17,-3,-303,0.986386138613861,77.6723280442069,4.01287163348488
33UXA3,158,158,161,161,3,10,14,51,9,5,41,0.967361082975892,43.3180830126005,3.64684525019561
33UXA4,151,151,149,149,-2,308,15,94,20,-5,-214,0.993093954265447,95.9748857806755,3.79662868151921
33UXP1,148,148,165,165,17,1,28,539,1,27,538,1.02501153682477,53.0120283496114,3.61905678431934
33UXP2,163,163,171,171,8,95,60,3771,17,43,3676,1.04452681676143,56.2177100669762,3.68145840799369
33UXP3,174,174,158,158,-16,NA,23,73,NA,NA,NA,1.03018959981953,18.9996603089621,2.70613839752594
33UXP4,170,170,165,165,-5,67,32,527,11,21,460,1.08950186042146,117.057738587826,4.1166000628771
33UXQ1,148,148,156,156,8,6,34,283,5,29,277,1.02532704486403,13.4264670704434,2.33772903005389
33UXQ2,179,179,178,178,-1,14,25,239,6,19,225,1.01676355960757,31.2292810651613,3.17664432476154
33UXQ3,169,169,180,180,11,NA,33,418,NA,NA,NA,1.02108840747755,26.0647878803618,2.86140878573097
33UXQ4,178,178,176,176,-2,1,21,104,1,20,103,1.01059451723486,16.8194113268866,2.51888720623576
33UXR1,154,154,167,167,13,89,31,100,32,-1,11,1.05925544493837,10.2193647805,2.03300025492329
33UXR2,155,155,162,162,7,2,22,55,2,20,53,1.02253380079527,18.5045732300852,2.47104566402374
33UXR3,157,157,173,173,16,112,28,90,35,-7,-22,1.02788181346944,29.2611052057865,2.90944728422518
33UXR4,172,172,168,168,-4,28,20,56,8,12,28,1.01348140909652,16.7748072644259,2.46315354648264
33UXS1,164,164,164,164,0,46,29,130,21,8,84,1.08845006502592,59.8690491866493,3.86799815675794
33UXS2,141,141,167,167,26,46,26,55,22,4,9,1.07388595081268,41.4216502242305,3.22409196115577
33UXS3,163,163,163,163,0,26,26,87,9,17,61,1.03803490733241,65.9853855434306,3.9721927525108
33UXS4,159,159,158,158,-1,60,21,55,30,-9,-5,1.04896301381728,73.9238036232678,4.0710980444283
33UXT1,171,171,166,166,-5,6039,22,78,21,1,-5961,1.07067222693532,111.111909150664,4.49108582362527
33UXT2,160,160,164,164,4,20,14,28,12,2,8,1.07357637087504,102.450267347362,4.43770477909992
33UXT3,164,164,161,161,-3,8194,21,63,29,-8,-8131,1.03133800220042,76.6651013532053,4.19112230564753
33UXT4,166,166,165,165,-1,61,19,76,21,-2,15,1.01366474411704,87.8701283307158,4.20335893652329
33UXU1,165,165,163,163,-2,93,19,58,25,-6,-35,1.04959188539957,115.874756128398,4.44263855812854
33UXU2,157,157,158,158,1,76,31,429,31,0,353,1.06596150031457,142.133042962548,4.54137961900106
33UXU3,155,155,155,155,0,41,19,67,16,3,26,1.03260631859303,123.489079197131,4.46983922242503
33UXU4,143,143,154,154,11,20,18,67,14,4,47,1.04467128389445,115.592682719629,4.44786043855346
33UXV1,144,144,150,150,6,280,14,58,17,-3,-222,1.01299999475479,56.4151021094252,3.88603179144874
33UXV2,153,153,156,156,3,378,14,45,21,-7,-333,1.04162159739314,86.2270302674189,4.2869406309402
33UXV3,160,160,156,156,-4,723,14,38,21,-7,-685,1.02133467363164,94.6296757606454,4.30802942102424
33UXV4,163,163,153,153,-10,131,26,89,22,4,-42,1.04815865526296,77.3854891640995,4.22715215005637
33UYP1,146,146,149,149,3,NA,24,51,NA,NA,NA,1.04782202336695,19.4925986640912,2.71349320046735
33UYP2,148,148,152,152,4,3,2,2,3,-1,-1,1.07570347847877,82.6149683058908,4.22283345260334
33VUC2,134,134,156,156,22,2635,39,10706,35,4,8071,0.947111136118571,81.0945162643659,4.01920720781842
33VUC3,156,156,173,173,17,190,47,5573,33,14,5383,0.95777055860936,23.3430936559171,2.90331725946119
33VUC4,162,162,161,161,-1,464,49,13310,37,12,12846,0.936613254058055,31.7934499949025,3.23858351346328
33VUD1,155,155,164,164,9,87,42,11250,25,17,11163,0.999511923108782,31.1914433961397,3.24749425784066
33VUD2,156,156,166,166,10,110,42,3250,23,19,3140,0.991217943338247,31.3868640136044,3.29614231261898
33VUD3,142,142,149,149,7,44,40,1194,15,25,1150,1.00237519499184,59.9924272441648,3.64383588150031
33VUD4,145,145,149,149,4,81,38,1627,25,13,1546,0.993016431029414,64.1917012288465,3.7074921595217
33VUE3,149,149,167,167,18,73,34,2108,24,10,2035,0.998724300955886,93.9740667898892,4.07179836811406
33VUE4,141,141,152,152,11,43,41,2055,15,26,2012,1.00111235752365,42.8508885794257,3.46109442643569
33VUF3,138,138,156,156,18,61,33,579,17,16,518,1.0196727530597,32.5246159100177,3.23866376354761
33VUF4,136,136,153,153,17,51,34,1456,15,19,1405,1.0310946744785,63.9381661921132,3.73759426752497
33VUG3,124,124,132,132,8,424,35,980,28,7,556,0.886988975716837,16.9876542764996,2.57158584859654
33VUG4,134,134,149,149,15,222,35,728,25,10,506,0.947051385721079,22.7923795641535,2.89770586648919
33VUH3,127,127,133,133,6,450,31,912,27,4,462,0.906515808660409,21.8428503100589,2.7471802302057
33VUH4,124,124,134,134,10,632,27,829,28,-1,197,0.868244529552147,16.1093664656211,2.54911247361264
33VUJ3,NA,NA,NA,NA,NA,165,22,652,21,1,487,0.916267420441068,19.9461623142142,2.71488137564379
33VUJ4,149,149,143,143,-6,492,32,867,30,2,375,0.918135963877042,14.4822380847206,2.35842317635726
33VUK3,NA,NA,NA,NA,NA,324,21,632,21,0,308,0.949567608704861,10.7693085981456,2.09975065967225
33VUK4,NA,NA,NA,NA,NA,135,25,485,24,1,350,0.931561386020476,20.2916528644586,2.69530643283889
33VUL3,124,124,117,117,-7,121,27,402,18,9,281,0.955093502523524,12.1291810390464,2.09872984779605
33VUL4,131,131,134,134,3,62,25,509,15,10,447,0.960175960844167,9.98458456091525,2.04579300748975
33VVC1,146,146,149,149,3,245,44,2019,28,16,1774,0.947356527706362,75.2356154834392,3.97038267304162
33VVC2,160,160,164,164,4,234,49,7880,38,11,7646,0.943638215413908,37.4702833760215,3.41061945705508
33VVC3,146,146,153,153,7,197,42,3432,31,11,3235,0.941647470272082,60.0120034261544,3.84568896708369
33VVC4,172,172,178,178,6,68,47,3419,27,20,3351,0.947306920842427,31.3971737383091,3.24580195771591
33VVD1,145,145,149,149,4,120,44,3537,21,23,3417,0.97869319265539,35.9295683857018,3.41290052502911
33VVD2,151,151,153,153,2,110,43,2368,22,21,2258,0.961159335242377,66.7161628113156,3.89863949512927
33VVD3,135,135,153,153,18,139,39,2024,22,17,1885,0.947007578069514,50.7798841978971,3.66529880246962
33VVD4,142,142,151,151,9,136,41,3753,28,13,3617,0.93538827679374,44.1051835884973,3.5880658020501
33VVE1,152,152,166,166,14,171,48,4743,34,14,4572,1.01733598665954,37.5005277222863,3.34956255968146
33VVE2,141,141,160,160,19,141,47,3800,24,23,3659,0.989513534107847,42.0675673100041,3.42473614186299
33VVE3,155,155,163,163,8,102,41,1630,28,13,1528,1.00841384694196,44.5265265842681,3.41442453028892
33VVE4,137,137,161,161,24,285,45,5292,30,15,5007,0.989763251217929,38.2926006402294,3.3169657580986
33VVF1,144,144,162,162,18,77,40,2507,18,22,2430,1.01535893312264,29.9859557825912,3.20124963081923
33VVF2,141,141,155,155,14,23,38,1636,9,29,1613,1.04282306469485,62.4218434992351,3.88682456715779
33VVF3,145,145,167,167,22,166,42,1993,30,12,1827,1.00105520141073,36.22834415282,3.26836499362909
33VVF4,147,147,161,161,14,76,39,832,20,19,756,0.993272003157314,41.5816215038256,3.33407163352506
33VVG1,125,125,123,123,-2,170,26,370,26,0,200,0.912784084406766,21.8623041942336,2.88962346545859
33VVG2,135,135,146,146,11,87,27,729,13,14,642,0.982965160032799,20.803522437455,2.8909277209022
33VVG3,127,127,145,145,18,98,32,394,15,17,296,0.940530306642706,30.9581786123561,3.16722285648397
33VVG4,127,127,140,140,13,196,35,481,18,17,285,0.983342357528158,30.1099961047604,3.20201870098199
33VVH1,127,127,134,134,7,95,20,164,15,5,69,0.928091404779303,18.9634947270767,2.72161380919662
33VVH2,125,125,142,142,17,23,27,346,12,15,323,0.89602273062241,23.4552509807305,2.89287282253319
33VVH3,143,143,156,156,13,138,33,777,24,9,639,1.00216942631509,16.649597860319,2.62525977779466
33VVH4,NA,NA,NA,NA,NA,31,25,344,9,16,313,0.956172505686106,29.5656334930029,3.04328109461381
33VVJ1,126,126,108,108,-18,15,16,99,5,11,84,0.965122125720694,19.4788752430248,2.76135881103139
33VVJ2,123,123,109,109,-14,20,13,99,6,7,79,0.959542177709532,24.821343782977,2.93712031797427
33VVJ3,126,126,119,119,-7,40,18,267,8,10,227,1.035744288756,26.9317570292067,3.09362453254577
33VVJ4,123,123,109,109,-14,48,17,157,12,5,109,1.01948332715034,24.9462056138934,2.83488956959588
33VVK1,129,129,117,117,-12,26,21,161,8,13,135,0.965527342882524,12.3778613346818,2.29609563766803
33VVK2,131,131,130,130,-1,239,20,227,14,6,-12,0.966020672489138,18.5750857024343,2.68523593870498
33VVK3,133,133,132,132,-1,59,22,202,8,14,143,1.0090728361188,24.3305232338917,2.96305596424345
33VVK4,124,124,127,127,3,28,17,142,7,10,114,1.03587765642937,33.5623107572251,3.23568403095008
33VVL1,NA,NA,NA,NA,NA,31,20,94,3,17,63,0.95849868222805,18.2732973091675,2.12170586592944
33VVL2,139,139,145,145,6,55,30,1103,14,16,1048,0.963083963438156,14.4666632305262,2.39108075608766
33VVL3,NA,NA,NA,NA,NA,95,14,60,9,5,-35,0.969619357496276,19.2560685721809,2.70404663906967
33VVL4,NA,NA,NA,NA,NA,202,30,1491,22,8,1289,0.990269907496192,30.637822991241,3.17686082189715
33VWC1,143,143,140,140,-3,72,38,1080,10,28,1008,0.953302592176446,47.2408292995154,3.71443850859484
33VWC2,165,165,183,183,18,794,46,6611,37,9,5817,0.966053942308069,29.1796927766124,3.25692187146017
33VWC3,173,173,186,186,13,403,41,5605,32,9,5202,0.972125406448658,34.677580497815,3.43759757300968
33VWD1,134,134,146,146,12,175,43,2673,26,17,2498,0.964535981958563,41.5404522434606,3.58686050067484
33VWD2,139,139,146,146,7,27,37,1619,15,22,1592,0.936827635765076,32.478723197266,3.38568568386322
33VWD3,157,157,163,163,6,106,39,1422,12,27,1316,1.01173546992311,63.8038310856952,3.90235932825571
33VWD4,157,157,160,160,3,53,47,6530,25,22,6477,0.98203124354283,69.7759384692895,3.91677037470215
33VWE1,147,147,165,165,18,336,46,7550,30,16,7214,0.997675133212177,51.7002371478332,3.75134673985696
