"cell50x50","lon","lat"
"33UVS4",4648430.30509567,3084247.20880939
"33UVT1",4588298.2361222,3230568.58348483
"33UVT2",4591729.28134715,3180658.7097522
"33UVT3",4638184.79624621,3234000.81705741
"33UVT4",4641616.28767367,3184083.59063169
"33UVU1",4581385.77390206,3330382.29763848
"33UVU2",4584850.61477162,3280476.74375285
"33UVU3",4631273.72795555,3333830.00954568
"33UVU4",4634737.39524042,3283916.42995663
"33UVV1",4574405.80257336,3430183.28426363
"33UVV2",4577904.09913124,3380284.83128785
"33UVV3",4624298.18317793,3433646.20782796
"33UVV4",4627793.80261204,3383740.09310945
"33UWA2",4670679.63095159,3487005.78286834
"33UWA4",4720566.62003381,3490450.25592021
"33UWP1",4715084.80421201,2838073.61080143
"33UWP2",4718391.05343265,2788166.67216582
"33UWP3",4764983.33354385,2841479.86319626
"33UWP4",4768296.09317986,2791570.35963718
"33UWQ1",4708424.56708529,2937900.63487657
"33UWQ2",4711762.39424853,2887985.33038121
"33UWQ3",4758313.06328714,2941312.39745469
"33UWQ4",4761655.7188012,2891394.1694392
"33UWR1",4701701.5886199,3037739.9308647
"33UWR2",4705070.8800922,2987819.17089545
"33UWR3",4751582.85423364,3041157.20388194
"33UWR4",4754955.43249131,2991233.58937795
"33UWS1",4694915.83567841,3137585.39292456
"33UWS2",4698316.45470571,3087662.1312661
"33UWS3",4744793.12290279,3141008.2222191
"33UWS4",4748195.16770826,3091082.15169069
"33UWT1",4688068.27029203,3237431.45355047
"33UWT2",4691499.75899668,3187508.92805814
"33UWT3",4737944.48102149,3240860.20527887
"33UWT4",4741376.13046156,3190934.47725678
"33UWU1",4681158.60076185,3337271.34058892
"33UWU2",4684621.08034566,3287352.37989723
"33UWU3",4731036.86757109,3340706.04618102
"33UWU4",4734497.80668133,3290784.32662583
"33UWV1",4674187.85700232,3437098.47086571
"33UWV2",4677681.02434069,3387186.88607269
"33UWV3",4724071.15438804,3440539.81709442
"33UWV4",4727561.33833779,3390624.90249858
"33UXA1",4766929.26141184,3543787.24742859
"33UXA2",4770443.45614575,3493881.14997038
"33UXA3",4813275.95080353,3546754.37365401
"33UXA4",4817848.81939815,3496933.07396645
"33UXP1",4814869.82228408,2844902.36107254
"33UXP2",4818188.51479924,2794992.74543039
"33UXP3",4864740.42065137,2848341.16985137
"33UXP4",4868065.06607981,2798433.71221727
"33UXQ1",4808189.63183493,2944735.55949153
"33UXQ2",4811536.94669146,2894816.97548927
"33UXQ3",4866901.41241065,2948648.33722984
"33UXQ4",4871326.89145848,2898811.25303001
"33UXR1",4801452.56277465,3044581.44113436
"33UXR2",4804828.22349408,2994657.38445281
"33UXR3",4858141.87213818,3048351.87512628
"33UXR4",4862455.88613806,2998487.67720078
"33UXS1",4794658.94556292,3144433.81047926
"33UXS2",4798062.81267466,3094507.07370865
"33UXS3",4849323.64931606,3148049.80220307
"33UXS4",4853742.43395741,3098200.66464313
"33UXT1",4787809.52051275,3244286.83753274
"33UXT2",4791241.33830297,3194360.55346957
"33UXT3",4840427.5025245,3247745.51943381
"33UXT4",4844885.40008493,3197898.32026235
"33UXU1",4780904.44574521,3344134.13288738
"33UXU2",4784363.93376117,3294211.58192032
"33UXU3",4831453.51382696,3347432.86662148
"33UXU4",4835950.09103238,3297590.61328562
"33UXV1",4773944.3193211,3443969.85866418
"33UXV2",4777431.33573042,3394053.84217888
"33UXV3",4822402.86202147,3447105.00158211
"33UXV4",4826938.00383311,3397271.32795915
"33UYP1",4911249.52358695,2851609.00155798
"33UYP2",4916521.88208459,2801909.63298059
"33VUC2",4463626.62944947,3672753.69854373
"33VUC3",4503143.58321755,3725913.50923416
"33VUC4",4506748.80216805,3676064.97020941
"33VUD1",4441098.89390263,3821998.13270861
"33VUD2",4442545.258753,3772092.57049264
"33VUD3",4495881.76638499,3825581.2980096
"33VUD4",4499521.15161807,3775752.65969168
"33VUE3",4488551.56265599,3925205.299815
"33VUE4",4492225.11749179,3875399.24368237
"33VUF3",4481153.06670811,4024779.3585341
"33VUF4",4484860.83762759,3974998.81622505
"33VUG3",4465462.52655535,4123572.01954108
"33VUG4",4468206.11980836,4073753.64603963
"33VUH3",4460245.98393809,4223163.01883299
"33VUH4",4462877.98133763,4173366.50565825
"33VUJ3",4454948.53154812,4322705.56771705
"33VUJ4",4457603.04733317,4272942.94496869
"33VUK3",4449607.36096625,4422174.92221283
"33VUK4",4452283.53297944,4372449.79412988
"33VUL3",4444221.89426448,4521564.54102722
"33VUL4",4446919.86514956,4471880.30991116
"33VVC1",4553065.2766833,3729448.7815871
"33VVC2",4556663.88921881,3679590.00371675
"33VVC3",4602989.60174961,3732959.74768898
"33VVC4",4606580.42959729,3683092.9667452
"33VVD1",4545820.14123731,3829137.82096504
"33VVD2",4549451.04157301,3779298.37963038
"33VVD3",4595760.91087668,3832665.13859062
"33VVD4",4599382.97218331,3782817.21572536
"33VVE1",4538509.26946337,3928782.64968824
"33VVE2",4542172.68586168,3878966.16351036
"33VVE3",4588469.89290374,3932326.5503697
"33VVE4",4592123.0241965,3882501.65112265
"33VVF1",4531133.16190016,4028378.5681822
"33VVF2",4534829.53319734,3978587.20699509
"33VVF3",4581116.82369392,4031939.47279394
"33VVF4",4584800.95750473,3982139.75160704
"33VVG1",4523692.84411053,4127918.32460153
"33VVG2",4527421.12709791,4078155.73206298
"33VVG3",4573702.3520473,4131496.56218413
"33VVG4",4577417.16261359,4081725.20802198
"33VVH1",4516188.58941871,4227396.29049202
"33VVH2",4519948.70793273,4177665.55094876
"33VVH3",4566226.83646089,4230991.80561725
"33VVH4",4569972.24711637,4181252.30083488
"33VVJ1",4508619.99045884,4326806.70106525
"33VVJ2",4512412.20704458,4277110.33286335
"33VVJ3",4558690.48866656,4330419.68090961
"33VVJ4",4562466.28439801,4280714.42854748
"33VVK1",4500988.18610591,4426142.55049473
"33VVK2",4504811.95816238,4376484.22310674
"33VVK3",4551093.83359291,4429773.55542482
"33VVK4",4554899.77006883,4380106.22595379
"33VVL1",4493293.31633889,4525398.17977145
"33VVL2",4497148.50958656,4475781.01524354
"33VVL3",4543437.38955598,4529047.07291481
"33VVL4",4547273.09918741,4479420.8573469
"33VWC1",4652912.03756778,3736446.12308801
"33VWC2",4681448.68901591,3688302.33372162
"33VWC3",4727780.14951598,3741625.6545493
"33VWD1",4645700.20588408,3836163.32176221
"33VWD2",4649313.67746999,3786309.48195676
"33VWD3",4695634.57820131,3839632.12263085
"33VWD4",4699238.83489425,3789774.87027809
"33VWE1",4638429.31673643,3935836.78616522
"33VWE2",4642072.27119365,3886005.8505688
"33VWE3",4713354.33728389,3941033.93250315
"33VWE4",4716981.43629114,3891198.47064516
"33VWF1",4631099.65583306,4035462.01041667
"33VWF2",4634771.89575603,3985656.12248475
"33VWF3",4681078.31386269,4038945.93708146
"33VWF4",4684737.98681482,3989136.00493539
"33VWG1",4623711.544041,4135031.63092121
"33VWG2",4627412.9821883,4085253.99476815
"33VWG3",4673716.78744793,4138523.26469741
"33VWG4",4677404.37458105,4088741.78629662
"33VWH1",4616265.38864739,4234539.64149041
"33VWH2",4619995.65082406,4184793.71681239
"33VWH3",4666300.07701671,4238039.49222387
"33VWH4",4670015.26257372,4188289.53027753
"33VWJ1",4608761.65851929,4333980.54159482
"33VWJ2",4612520.67294529,4284268.73975687
"33VWJ3",4658829.29886832,4337488.97305387
"33VWJ4",4662571.52183855,4287772.98228403
"33VWK1",4601200.67097248,4433347.68717392
"33VWK2",4604988.20885182,4383673.67809512
"33VWK3",4651304.21906662,4436864.6138842
"33VWK4",4655073.54601719,4387186.30214816
"33VWL1",4593582.7013181,4532634.70794101
"33VWL2",4597398.73066769,4483001.70493379
"33VWL3",4643725.38083691,4536160.79461221
"33VWL4",4647521.55992468,4486523.27058316
"33VXD2",4747357.72214511,3818141.95030531
"33VXF1",4731048.31792707,4042390.95492068
"33VXF2",4734696.06669132,3992579.53689667
"33VXF3",4776930.10272911,4045545.34758015
"33VXF4",4782800.02227769,3995979.3544215
"33VXG1",4731874.52130921,4142374.9545725
"33VXG2",4736777.17964836,4092681.46761752
"33VXH1",4722257.77889102,4241740.02107506
"33VXH2",4727099.04836748,4192071.91689515
"33VXJ1",4712520.1258685,4341022.84780752
"33VXJ2",4717397.89769891,4291390.53857185
"33VXK1",4702708.86175486,4440228.52215484
"33VXK2",4707623.5245104,4390635.70907811
"33VXL1",4692825.38079863,4539350.62729395
"33VXL2",4697776.36214486,4489800.6699682
"33WUM3",4438793.05391624,4620866.96007753
"33WUM4",4441512.85686352,4571226.92936023
"33WUN3",4433320.65417725,4720074.09612052
"33WUN4",4436062.01685887,4670482.80033994
"33WUP4",4430568.56475291,4769639.38933922
"33WVM1",4485535.58098734,4624567.94265967
"33WVM2",4489422.37471976,4574994.24405754
"33WVM3",4535721.22747866,4628235.3024765
"33WVM4",4539586.75041287,4578652.23324656
"33WVN1",4477715.49670965,4723644.6944981
"33WVN2",4481633.23858494,4674118.24276329
"33WVN3",4527945.57640644,4727330.65481339
"33WVN4",4531840.79382154,4677794.83130509
"33WVP1",4469833.60149587,4822623.07419391
"33WVP2",4473782.0770746,4773146.64659356
"33WVP3",4520111.36386563,4826328.00367643
"33WVP4",4524035.93360072,4776841.99610994
"33WVQ2",4465869.16429946,4872073.12472386
"33WVQ3",4512218.37147874,4925220.97778146
"33WVQ4",4516172.32769362,4875787.98395223
"33WVR4",4508250.0421617,4974626.32746262
"33WWM1",4585908.23884122,4631836.70635716
"33WWM2",4589752.50794859,4582246.71922311
"33WWM3",4636093.25465274,4635371.89879032
"33WWM4",4639915.85524249,4585777.41647156
"33WWN1",4578178.01732903,4730946.13278957
"33WWN2",4582050.11778903,4681403.23841836
"33WWN3",4628408.22124854,4734490.78207578
"33WWN4",4632257.41176735,4684943.17627142
"33WWP1",4570391.69069204,4829957.77301017
"33WWP2",4574291.6753414,4780464.5682684
"33WWP3",4620670.41761204,4833512.33875193
"33WWP4",4624546.0307027,4784014.11133353
"33WWQ1",4562550.22942911,4928865.34482648
"33WWQ2",4566477.68621611,4879424.9935034
"33WWQ3",4612880.7690056,4932429.18272005
"33WWQ4",4616782.06938651,4882984.18775285
"33WWR1",4554653.60832435,5027662.40543594
"33WWR2",4558608.85107221,4978278.09628995
"33WWR3",4605039.15096126,5031237.07166975
"33WWR4",4608966.33697718,4981847.13653912
"33WWS3",4606673.35404074,5130463.26707675
"33WWS4",4601098.92990539,5080597.77110447
"33WXM1",4682956.721727,4638176.93857883
"33WXM2",4687856.58403778,4588877.79581796
"33WXN1",4672843.25822428,4737313.56562526
"33WXN2",4677833.15501731,4687643.97535091
"33WXP1",4662745.81599611,4836137.74812602
"33WXP2",4667803.27101346,4786739.64999733
"33WXQ1",4666998.19415267,4936519.41486337
"33WXQ2",4657560.22815015,4885477.32488195
"33WXR1",4654350.00872094,5034816.94233295
"33WXR2",4660684.902294,4985686.28537601
"33WXS2",4647993.94330617,5083908.00730568
"34SBK4",5035050.2075423,1911389.75048636
"34SCK4",5137660.6323894,1926042.9123428
"34SDH3",5256608.40561501,1792298.71045799
"34SDJ1",5193903.98378758,1883814.67003928
"34SDJ2",5200385.47343734,1834464.39109486
"34SDJ3",5243635.74331148,1891003.77752409
"34SDJ4",5250141.34220154,1841642.79722118
"34SDK2",5187383.33838377,1933181.27814321
"34SDK4",5237091.72650898,1940381.24258396
"34SEF3",5381799.27320971,1609593.39978941
"34SEG1",5319239.1134354,1700884.75401408
"34SEG3",5369028.5356316,1708176.07656685
"34SEG4",5375432.64617837,1658874.52740444
"34SEH1",5306369.71546636,1799534.25579243
"34SEH2",5312823.57784657,1750199.92984408
"34SEH3",5356108.16420916,1806837.29883093
"34SEH4",5362586.97871302,1757497.22832101
"34SEJ1",5293348.8593242,1898256.28053516
"34SEJ2",5299878.13957351,1848886.77191004
"34SEJ3",5343039.79022943,1905571.69340906
"34SEJ4",5349592.64074091,1856195.8775219
"34SEK2",5286781.93412806,1947642.36551081
"34SEK4",5336450.05454867,1954964.10599062
"34SFF1",5431614.85828844,1616948.92670083
"34SFF2",5437971.56301219,1567686.16028751
"34SFF3",5481398.81498138,1624380.43027352
"34SFF4",5487782.98170106,1575116.68135923
"34SFG1",5418790.41884105,1715538.97955514
"34SFG2",5425220.99379636,1666233.49157025
"34SFG3",5468521.51387676,1722972.37620844
"34SFG4",5474977.9545716,1673666.28714974
"34SFH1",5405820.17079531,1814207.2593017
"34SFH2",5412323.44134451,1764863.67091596
"34SFH3",5455501.4214682,1821643.67652312
"34SFH4",5462029.32907806,1772298.63743082
"34SFJ1",5392704.44837379,1912949.43676641
"34SFJ2",5399280.57423348,1863569.51984256
"34SFJ3",5442339.05637594,1920388.89151109
"34SFJ4",5448938.19856727,1871007.28844226
"34SFK2",5386092.25610689,1962345.83948515
"34SFK4",5435704.84032556,1969786.88542795
"34SGG1",5525455.25203127,1731477.90018482
"34SGG2",5524699.69069883,1681171.59154893
"34SGH1",5510775.18065452,1829893.26569257
"34SGH2",5518136.11903125,1780676.60358638
"34SGJ2",5503372.23993116,1879127.12209914
"34SGK2",5488441.3997841,1977643.4697849
"34TBK3",5029402.04490433,1960836.35953357
"34TBL4",5023719.4194395,2010299.22626048
"34TBM3",5006467.1960005,2158775.93567026
"34TBN3",4994797.2670495,2257825.43709798
"34TBN4",5000649.03768278,2208294.5815812
"34TBP3",4982993.03788372,2356919.75045355
"34TBP4",4988911.67430547,2307367.58316182
"34TBQ3",4971056.10382967,2456050.81169803
"34TBQ4",4977041.16536878,2406480.86438623
"34TBR3",4958987.50455841,2555211.30630194
"34TBR4",4965038.29259627,2505627.87608322
"34TCK3",5131123.55357292,1975411.6863731
"34TCL3",5117930.57975219,2074192.79711402
"34TCL4",5124546.80846081,2024795.32084981
"34TCM1",5054953.82286178,2165871.87903448
"34TCM2",5061628.84835737,2116464.4482205
"34TCM3",5104579.52355918,2173027.38173037
"34TCM4",5111274.74982959,2123603.9412677
"34TCN1",5041484.19785049,2264720.58330733
"34TCN2",5048238.91147769,2215290.79518205
"34TCN3",5091072.42897145,2271908.26043359
"34TCN4",5097845.43677456,2222462.27986899
"34TCP1",5027855.83656076,2363609.70989931
"34TCP2",5034689.89985481,2314160.86260187
"34TCP3",5077409.24431222,2370829.9114616
"34TCP4",5084260.21599567,2321364.30496148
"34TCQ1",5014069.98854398,2462532.6614368
"34TCQ2",5020982.42951751,2413067.44257286
"34TCQ3",5063592.09978567,2469785.96760404
"34TCQ4",5070519.73768374,2420304.03913485
"34TCR1",5000127.25056858,2561483.28422283
"34TCR2",5007118.39404053,2512004.83667591
"34TCR3",5049620.92993744,2568770.33063222
"34TCR4",5056625.63444145,2519274.96332776
"34TCS1",4986029.71151062,2660456.1015142
"34TCS2",4993097.64493196,2610967.25059587
"34TCS3",5035497.66503519,2667776.58006848
"34TCS4",5042578.17192638,2618271.01954944
"34TCT1",4971777.57081289,2759443.89222221
"34TCT2",4978922.777273,2709948.35027694
"34TCT3",5021223.16547979,2766798.2234689
"34TCT4",5028379.34938368,2717285.85548089
"34TDK1",5180823.61682304,1982563.44688531
"34TDK3",5230509.65935005,1989774.54277015
"34TDL1",5167587.12300841,2081371.46847512
"34TDL2",5174224.91938063,2031960.27928784
"34TDL3",5217230.47103928,2088604.91170669
"34TDL4",5223888.98025261,2039182.81826925
"34TDM1",5154196.46575916,2180233.55765034
"34TDM2",5160910.96188346,2130796.19854136
"34TDM3",5203800.13493288,2187489.48865825
"34TDM4",5210534.25107774,2138040.90074758
"34TDN1",5140651.93004617,2279141.84212867
"34TDN2",5147443.28002199,2229682.08372804
"34TDN3",5190219.22884083,2286421.05684806
"34TDN4",5197028.56753982,2236949.60672396
"34TDP1",5126954.96329497,2378091.31697611
"34TDP2",5133822.43326666,2328611.83661273
"34TDP3",5176489.04553225,2385393.95305264
"34TDP4",5183372.63131735,2335902.63832522
"34TDQ1",5113106.53448498,2477075.92531494
"34TDQ2",5120049.59320477,2427579.64672293
"34TDQ3",5162609.87773851,2484402.63283053
"34TDQ4",5169568.01064572,2434894.42901088
"34TDR1",5099107.81445502,2576089.12092138
"34TDR2",5106125.75013088,2526579.2872048
"34TDR3",5148583.98952908,2583439.36683907
"34TDR4",5155615.40103816,2533917.67429699
"34TDS1",5084959.69311698,2675124.44969867
"34TDS2",5092052.23415155,2625604.5406037
"34TDS3",5134411.69257743,2682499.56770187
"34TDS4",5141516.16081567,2632967.08492774
"34TDT1",5070662.96112627,2774176.20535631
"34TDT2",5077829.9404404,2724648.51817585
"34TDT3",5120093.71854788,2781576.50681534
"34TDT4",5127270.71917994,2732036.3251842
"34TEK1",5280177.24287968,1997044.30667185
"34TEK3",5329823.62164097,2004372.36542367
"34TEL1",5266856.65224721,2095892.46249639
"34TEL2",5273535.61132199,2046461.4481978
"34TEL3",5316461.51912419,2103233.53813811
"34TEL4",5323160.69071861,2053795.59204996
"34TEM1",5253387.09068659,2194795.07372073
"34TEM2",5260140.28608773,2145337.39894296
"34TEM3",5302953.41953022,2202149.76049601
"34TEM4",5309725.67262226,2152685.21910317
"34TEN1",5239770.35339194,2293745.10950042
"34TEN2",5246596.97618637,2244264.34031518
"34TEN3",5289301.57196171,2301113.47036976
"34TEN4",5296145.54299805,2251625.87027665
"34TEP1",5226007.11785718,2392736.82342149
"34TEP2",5232907.1030336,2343236.08827619
"34TEP3",5275506.3263007,2400119.52451928
"34TEP4",5282421.80583675,2350611.60878882
"34TEQ1",5212098.96422959,2491764.86973347
"34TEQ2",5219071.03948613,2442246.90726517
"34TEQ3",5261568.75190987,2499161.90315019
"34TEQ4",5268555.28032626,2449636.59492619
"34TER1",5198046.16716199,2590821.23063396
"34TER2",5205090.45534935,2541289.64426153
"34TER3",5247489.84158795,2598234.05531912
"34TER4",5254547.05400295,2548694.63850363
"34TES1",5183849.98869295,2689901.46729329
"34TES2",5190965.81263669,2640358.88419661
"34TES3",5233270.81912632,2697329.59842511
"34TES4",5240397.86875705,2647779.45641764
"34TET1",5169511.86110837,2788998.9636543
"34TET2",5176698.73471532,2739448.47704113
"34TET3",5218912.77462565,2796442.8936424
"34TET4",5226109.0565077,2746884.24623945
"34TFK1",5379444.35104438,2011758.14354665
"34TFK3",5429035.68540803,2019200.93972976
"34TFL1",5366041.07836699,2110627.68620889
"34TFL2",5372760.57465291,2061185.76544764
"34TFL3",5415592.00167111,2118074.80908839
"34TFL4",5422331.04457552,2068630.6300097
"34TFM1",5352495.78900948,2209552.70014036
"34TFM2",5359286.0757798,2160083.78603925
"34TFM3",5402009.62299279,2217003.51982065
"34TFM4",5408818.30847792,2167532.52504486
"34TFN1",5338808.85630245,2308525.79584243
"34TFN3",5388288.66695477,2315981.64765908
"34TFN4",5395166.45641318,2266486.95767
"34TFP1",5324982.20327237,2407541.78132059
"34TFP2",5331913.01317854,2358028.76269862
"34TFP3",5374431.01985304,2415002.74568546
"34TFP4",5381376.74635075,2365487.2418923
"34TFQ1",5311015.86988173,2506594.01646094
"34TFQ2",5318016.53813227,2457063.79851257
"34TFQ3",5360437.07693332,2514060.15562544
"34TFQ4",5367450.90343635,2464527.50184872
"34TFR1",5296911.90888421,2605676.75496224
"34TFR2",5303981.10475189,2556131.94463164
"34TFR3",5346308.40413092,2613148.75543774
"34TFR4",5353389.41986208,2563601.03424321
"34TFS1",5282670.53458768,2704783.35739129
"34TFS2",5289808.42988997,2655227.39609579
"34TFS3",5332045.1734827,2712261.70503042
"34TFS4",5339193.78304346,2662702.35642014
"34TFT1",5268292.99164907,2803907.42448214
"34TFT2",5275498.63519007,2754343.55672065
"34TFT3",5317649.21783399,2811392.9985929
"34TFT4",5324863.80610535,2761825.32098489
"34TGK1",5480913.60661435,2026923.9584783
"34TGL1",5465734.97750741,2125526.80050359
"34TGL2",5473344.75201911,2076218.75121514
"34TGM1",5450392.55497511,2224179.25988948
"34TGM2",5458084.18782986,2174847.19053678
"34TGN1",5434887.43905521,2322874.80035473
"34TGN2",5442660.113068,2273522.04408357
"34TGP1",5419221.15720576,2421606.96685954
"34TGP2",5427074.53579657,2372236.63391169
"34TGQ1",5403395.21164479,2520367.67640802
"34TGQ2",5411328.18366162,2470984.04291992
"34TGR1",5387410.57440107,2619150.43499252
"34TGR2",5395422.40925464,2569756.95366423
"34TGS1",5385670.57818177,2720708.67208168
"34TGS2",5394695.37343819,2671483.5168198
"34TGT1",5367486.59655573,2819154.92741685
"34TGT2",5376600.89017139,2769932.61140866
"34UCA1",4921359.12070803,3055287.98749645
"34UCA2",4927671.36641038,3005648.72377325
"34UCA3",4977500.93142356,3063898.22287933
"34UCA4",4984880.70511504,3014382.69965792
"34UCB1",4908506.29738611,3154563.47408693
"34UCB2",4914948.47745116,3104926.57214022
"34UCB3",4962631.02015722,3162921.91250712
"34UCB4",4970084.32384568,3113411.4484458
"34UCC1",4895528.65371235,3253828.81019127
"34UCC2",4902032.91060761,3204197.76929088
"34UCC3",4947614.52036323,3261930.70317088
"34UCC4",4955140.89710176,3212428.45125387
"34UCD1",4882427.3240824,3353077.85289385
"34UCD2",4888993.39412117,3303455.82934063
"34UCD3",4932452.70956059,3360918.2433007
"34UCD4",4940051.69957203,3311427.50701661
"34UCE1",4869203.14938238,3452303.83916701
"34UCE2",4875830.37589485,3402694.21389127
"34UCE3",4917146.30283437,3459878.62207012
"34UCE4",4924817.42235034,3410402.20798697
"34UCF1",4855856.92313022,3551499.05368111
"34UCF2",4862545.26984673,3501905.84078848
"34UCF4",4909439.52058339,3509346.45458482
"34UCU1",4957372.01058896,2858441.04764374
"34UCU2",4964593.98498835,2808942.06044988
"34UCU3",5006798.09283813,2865830.13074596
"34UCU4",5014029.27167211,2816313.58800818
"34UCV1",4934103.77588006,2956021.16984613
"34UEA3",5175012.46870683,3093826.19179796
"34UCV2",4940505.26092842,2906394.03123466
"34UCV3",4992223.65308729,2964865.56377503
"34UCV4",4999529.39230394,2915347.77565169
"34UDA1",5026893.45581094,3071367.37494807
"34UDA2",5034279.320086,3021836.32971006
"34UDA3",5076278.77890389,3078845.35491515
"34UDA4",5083670.42226528,3029301.18362457
"34UDB1",5012013.64949398,3170422.12835276
"34UDB2",5019471.79133682,3120896.09989512
"34UDB3",5061389.8848888,3177927.05568554
"34UDB4",5068852.01910512,3128387.46363477
"34UDC1",4996990.16272551,3269462.93940227
"34UDC2",5004519.81451892,3219944.66367295
"34UDC3",5046360.18152606,3276995.07180621
"34UDC4",5053892.52569084,3227463.34856233
"34UDD1",4981824.63950397,3368482.81369127
"34UDD2",4989425.29241721,3318975.97306542
"34UDD3",5031191.46216141,3376042.79584204
"34UDD4",5038793.26629841,3326521.70579949
"34UDE1",4966517.54718339,3467475.70340669
"34UDE2",4974188.62409925,3417983.07301611
"34UDE3",5015884.18342642,3475063.51564387
"34UDE4",5023554.90048075,3425556.87637797
"34UDF1",4951069.76117332,3566435.66453823
"34UDF2",4958811.22857655,3516960.10756147
"34UDF3",5000439.38033838,3574052.16965895
"34UDF4",5008178.85917839,3524562.28452307
"34UDG4",4992665.54834016,3623532.37441313
"34UDU1",5056219.254794,2873238.0791414
"34UDU2",5063459.32733452,2823706.27117799
"34UDU3",5105631.74387122,2880664.01048948
"34UDU4",5112880.76818812,2831119.4552839
"34UDV1",5041628.98376992,2972304.00129788
"34UDV2",5048942.34622156,2922770.93190646
"34UDV3",5091026.53992872,2979755.67019567
"34UDV4",5098347.15357875,2930209.8606119
"34UEA1",5125653.0346417,3086331.81544291
"34UEA2",5133049.874939,3036776.6697613
"34UEB1",5110755.42112531,3185435.70962612
"34UEB2",5118221.41973316,3135884.94699445
"34UEB3",5160107.17339579,3192947.62313099
"34UEB4",5167576.45707907,3143388.01626088
"34UEC1",5095720.71227095,3284526.47639203
"34UEC2",5103255.13390777,3234983.31362033
"34UEC3",5145067.62149665,3292056.52256495
"34UEC4",5152604.11135876,3242504.022423
"34UED1",5080549.19776432,3383597.28630936
"34UED2",5088151.91947852,3334064.57987694
"34UED3",5129894.35919745,3391145.74918494
"34UED4",5137497.42936943,3341604.0102605
"34UEE1",5065242.46422024,3482641.60667786
"34UEE2",5072912.86095402,3433123.15900683
"34UEE3",5114588.75974831,3490209.41499794
"34UEE4",5122258.12706301,3440681.24653179
"34UEF1",5049801.02910746,3581654.30410921
"34UEF2",5057538.56352232,3532152.35572001
"34UEF3",5099151.75671726,3589241.60711136
"34UEF4",5106886.6049752,3539729.74116177
"34UEG1",5034226.1570639,3680628.54174657
"34UEG2",5042030.28475725,3631146.75204128
"34UEG3",5083584.08031201,3688235.64771703
"34UEG4",5091384.12866396,3638743.587369
"34UEU1",5155032.14284472,2888107.35554405
"34UEU2",5162289.50589107,2838552.27959738
"34UEU3",5204416.14118435,2895567.47340207
"34UEU4",5211681.80328943,2846004.19158253
"34UEV1",5140412.10930646,2987220.31703792
"34UEV2",5147739.39648817,2937663.74757774
"34UEV3",5189782.439791,2994697.45685534
"34UEV4",5197116.38930623,2945132.19491675
"34UFA1",5224353.28988743,3101327.67874812
"34UFA2",5231759.99676252,3051757.43685674
"34UFA3",5280443.17381788,3109734.56173394
"34UFA4",5288863.28579328,3060309.52439316
"34UFB1",5209440.74451834,3200462.46219093
"34UFB2",5216913.53412145,3150896.17973738
"34UFB3",5263525.7547333,3208562.80874735
"34UFB4",5272003.51867205,3159150.51188851
"34UFC1",5194397.0413429,3299584.65450856
"34UFC2",5201935.38924423,3250025.45632525
"34UFC3",5246455.67674567,3307372.77733555
"34UFC4",5255009.8478298,3257970.47043443
"34UFD1",5179222.8848957,3398687.85290538
"34UFD2",5186826.23182621,3349139.00946758
"34UFD3",5229233.55782505,3406158.27358722
"34UFD4",5237863.44334338,3356768.94893399
"34UFE1",5163919.36693175,3497766.24042694
"34UFE2",5171587.33367731,3448230.55591516
"34UFE3",5211861.15995245,3504912.51227212
"34UFE4",5220566.33335,3455539.8141694
"34UFF1",5148487.17735604,3596813.03182977
"34UFF2",5156219.13093808,3547293.87578494
"34UFF3",5194339.53199172,3603627.93641367
"34UFF4",5203118.83463747,3554275.60962791
"34UFG1",5132927.37050543,3695822.50419976
"34UFG2",5140723.32540281,3646322.7890189
"34UFG3",5176670.07018631,3702297.37107759
"34UFG4",5185523.41486465,3652968.8129511
"34UFU1",5253780.30988414,2903043.91915616
"34UFU2",5261053.50490274,2853474.83154897
"34UFU4",5310401.38518387,2860963.82347525
"34UFV1",5239133.43482717,3002186.09991051
"34UFV2",5246473.67521396,2952614.69282713
"34UGU2",5358327.80287524,2868373.24531149
"34VCL3",4822327.29429048,4052718.88920387
"34VCM3",4797901.01722836,4149889.05160463
"34VCM4",4805040.72377939,4100445.44815844
"34VCQ3",4755092.58405768,4446227.92506558
"34VCR3",4740579.35836631,4544836.26871379
"34VCR4",4747849.78631558,4495544.11339106
"34VDH3",4969140.70018421,3771906.55078627
"34VDH4",4977016.08574284,3722460.27538162
"34VDR1",4789064.07835558,4552857.48386557
"34VDR2",4797482.03859489,4503724.98779748
"34VDR3",4838626.79146675,4560787.60006601
"34VEH1",5018518.6121976,3779558.29224021
"34VEH2",5026388.98672758,3730099.46074467
"34VEH3",5067886.92446119,3787185.99990715
"34VEH4",5075751.24701605,3737716.62067645
"34VEJ1",5002679.13497568,3878437.63730337
"34VEJ2",5010615.43496232,3829004.45655528
"34VEJ3",5052060.46724283,3886086.32680148
"34VEJ4",5059989.58984918,3836642.81160433
"34VEK4",5044099.65145927,3935515.59549066
"34VEM3",5003819.28932435,4182424.20957128
"34VEN1",4938022.3447688,4273324.80271511
"34VEN2",4946216.96063882,4224027.08936075
"34VEN3",4987486.99964587,4281062.29313768
"34VEN4",4995668.71333505,4231753.09198499
"34VEP1",4921537.6554222,4371858.91590233
"34VEP2",4929795.84739444,4322602.2327162
"34VEP3",4971030.83199882,4379620.14350073
