Forest,Agriculture,Other,Area_Total,forest_sp,agriculture_sp,generalist_sp,Sp_Total
398500000,721480000,1380020000,2500000000,25,29,72,126
363420000,1231180000,905400000,2500000000,31,28,75,134
286230000,1301070000,912700000,2500000000,30,27,77,134
443140000,1173540000,883320000,2500000000,21,20,66,107
932070000,543190000,1024740000,2500000000,30,23,73,126
858840000,549600000,1091560000,2500000000,17,21,54,92
606810000,682430000,1210760000,2500000000,36,30,80,146
303540000,1296320000,900140000,2500000000,32,29,72,133
220280000,1427780000,851940000,2500000000,35,37,86,158
666910000,1084110000,748980000,2500000000,31,28,72,131
582370000,136120000,1781510000,2500000000,29,18,59,106
1120680000,441330000,937990000,2500000000,27,27,67,121
5310000,35110000,1799620000,1840040000,13,30,64,107
58030000,57560000,2221560000,2337150000,15,26,63,104
37110000,112050000,2350840000,2500000000,19,27,69,115
27670000,84540000,2387790000,2500000000,10,21,54,85
119890000,190870000,2189240000,2500000000,10,19,47,76
32620000,163980000,2303400000,2500000000,18,25,63,106
23120000,113910000,2356180000,2493210000,13,26,58,97
112360000,353130000,2034510000,2500000000,17,28,57,102
36010000,117270000,2282530000,2435810000,17,29,70,116
70190000,171530000,2258280000,2500000000,16,27,61,104
173250000,328050000,1998700000,2500000000,19,30,53,102
184890000,326790000,1988320000,2500000000,20,31,56,107
10730000,71200000,2256140000,2338070000,20,30,68,118
185500000,543890000,1770610000,2500000000,16,22,59,97
35240000,442590000,2022170000,2500000000,13,18,50,81
86140000,386000000,2007460000,2479600000,15,22,58,95
39890000,143120000,2316990000,2500000000,16,20,54,90
134840000,317640000,2047520000,2500000000,15,20,51,86
121150000,308250000,2070600000,2500000000,16,21,53,90
28230000,101980000,2369790000,2500000000,16,27,57,100
106350000,117800000,2275850000,2500000000,17,21,50,88
33710000,159810000,2306480000,2500000000,19,24,61,104
41040000,161160000,2247530000,2449730000,19,28,65,112
64280000,106160000,2329560000,2500000000,18,29,63,110
365890000,1479860000,654250000,2500000000,25,34,82,141
239430000,421440000,1839130000,2500000000,18,28,66,112
70130000,664930000,1764940000,2500000000,15,25,64,104
53260000,288930000,2157810000,2500000000,16,25,55,96
25630000,615480000,1858890000,2500000000,18,24,67,109
131530000,2240000,2366230000,2500000000,22,27,65,114
279420000,1510530000,710050000,2500000000,32,32,90,154
177720000,1765650000,556630000,2500000000,22,30,63,115
350550000,1022860000,1126590000,2500000000,29,30,76,135
48390000,1637350000,814260000,2500000000,28,34,82,144
314940000,1306160000,878900000,2500000000,33,33,86,152
305690000,1269610000,924700000,2500000000,27,29,71,127
104330000,64350000,1905610000,2074290000,24,18,57,99
114180000,1325100000,1060720000,2500000000,29,31,80,140
20010000,2390150000,89840000,2500000000,25,30,69,124
98340000,1959360000,442300000,2500000000,25,32,77,134
484810000,1199410000,815780000,2500000000,25,24,55,104
461670000,762440000,1275890000,2500000000,29,25,69,123
316930000,922020000,1261050000,2500000000,27,34,75,136
182410000,1916400000,401190000,2500000000,27,29,81,137
225940000,778480000,1495580000,2500000000,31,30,70,131
136790000,750710000,1612500000,2500000000,27,27,71,125
243730000,1931720000,324550000,2500000000,22,22,61,105
177050000,1994850000,328100000,2500000000,28,29,67,124
244300000,1492620000,763080000,2500000000,31,26,71,128
486270000,918480000,1095250000,2500000000,26,29,67,122
115310000,1762410000,622280000,2500000000,24,34,66,124
16930000,2052630000,430440000,2500000000,23,32,68,123
58830000,457090000,1984080000,2500000000,27,31,78,136
498960000,1372050000,628990000,2500000000,31,26,67,124
580420000,709350000,1210230000,2500000000,23,26,57,106
333500000,1458870000,707630000,2500000000,22,25,56,103
310490000,1387510000,802000000,2500000000,18,33,65,116
729220000,196780000,1574000000,2500000000,32,22,66,120
73210000,1241440000,1185350000,2500000000,25,30,76,131
307800000,1374150000,818050000,2500000000,22,23,61,106
135390000,1658220000,706390000,2500000000,28,33,89,150
527380000,1449160000,523460000,2500000000,29,23,61,113
538780000,1018480000,942740000,2500000000,28,24,67,119
465950000,762500000,1271550000,2500000000,28,23,61,112
772010000,471320000,1256670000,2500000000,26,22,62,110
739550000,581680000,1178770000,2500000000,32,25,72,129
209990000,901850000,1388160000,2500000000,29,25,66,120
56430000,987090000,1456480000,2500000000,28,32,87,147
46080000,1244970000,1208950000,2500000000,30,29,77,136
457390000,956260000,1086350000,2500000000,35,30,81,146
378300000,508300000,1613400000,2500000000,36,27,86,149
201010000,1774140000,524850000,2500000000,36,40,81,157
626350000,1255410000,618240000,2500000000,31,37,81,149
363600000,386730000,1749670000,2500000000,37,32,79,148
568290000,406610000,1525100000,2500000000,37,31,81,149
143580000,2241420000,115000000,2500000000,27,31,77,135
147220000,1940430000,412350000,2500000000,31,32,76,139
770250000,1411350000,318400000,2500000000,30,28,64,122
383340000,1412210000,704450000,2500000000,34,33,79,146
46580000,2372500000,80920000,2500000000,22,31,70,123
103080000,2300680000,96240000,2500000000,26,31,75,132
119490000,2226540000,153970000,2500000000,29,33,78,140
256750000,1871490000,371760000,2500000000,29,29,79,137
1131830000,125560000,1242610000,2500000000,35,23,71,129
849210000,1068750000,582040000,2500000000,34,31,80,145
982080000,73350000,1444570000,2500000000,36,24,75,135
585080000,1475130000,439790000,2500000000,40,28,81,149
294280000,141930000,1803590000,2239800000,19,18,63,100
55750000,47410000,1576970000,1680130000,25,25,61,111
206050000,970110000,1323840000,2500000000,34,31,85,150
410630000,1336870000,752500000,2500000000,30,26,72,128
507360000,279410000,1713230000,2500000000,37,32,84,153
572850000,865400000,1061750000,2500000000,32,28,71,131
345510000,1177800000,976690000,2500000000,35,31,79,145
126200000,2127250000,246550000,2500000000,30,31,75,136
215360000,2062410000,222230000,2500000000,31,32,71,134
1226790000,681080000,592130000,2500000000,35,29,82,146
824830000,1161830000,513340000,2500000000,35,28,85,148
713600000,232730000,1553670000,2500000000,25,27,80,132
484210000,1076310000,939480000,2500000000,28,29,84,141
925920000,477670000,1096410000,2500000000,30,25,77,132
527230000,1293730000,679040000,2500000000,33,32,83,148
12350000,94040000,1891610000,1998000000,16,28,69,113
150350000,519740000,1824840000,2494930000,27,29,81,137
404410000,1610740000,484850000,2500000000,31,28,70,129
1179840000,563530000,756630000,2500000000,32,26,72,130
405160000,1218250000,876590000,2500000000,27,30,66,123
690450000,1197540000,612010000,2500000000,27,31,71,129
1091690000,611850000,796460000,2500000000,24,27,62,113
1170060000,519070000,810870000,2500000000,37,30,83,150
1165950000,632560000,701490000,2500000000,38,28,77,143
383700000,1356340000,759960000,2500000000,39,36,91,166
373670000,1367310000,759020000,2500000000,33,27,75,135
1174710000,66370000,1258920000,2500000000,31,26,74,131
631160000,1491310000,377530000,2500000000,35,32,90,157
1275870000,27680000,1196450000,2500000000,37,26,79,142
693310000,1299470000,507220000,2500000000,38,34,92,164
43680000,639190000,1817130000,2500000000,24,34,82,140
237000000,1144870000,1118130000,2500000000,26,37,87,150
4690000,88740000,2022620000,2116050000,17,30,75,122
263480000,1636930000,599590000,2500000000,27,31,83,141
40760000,926270000,1532970000,2500000000,19,38,85,142
487610000,954170000,1058220000,2500000000,25,21,63,109
179570000,1788640000,531790000,2500000000,26,33,72,131
131700000,1965880000,402420000,2500000000,31,37,87,155
196100000,1695170000,608730000,2500000000,33,34,78,145
499460000,1443880000,556660000,2500000000,35,33,82,150
1164500000,229800000,1105700000,2500000000,42,29,84,155
625470000,1248390000,626140000,2500000000,40,32,88,160
1044700000,457090000,998210000,2500000000,40,24,82,146
1237830000,364860000,897310000,2500000000,39,25,79,143
650180000,53060000,1487660000,2190900000,22,18,63,103
595070000,510110000,1361560000,2466740000,27,23,81,131
1710380000,455660000,333960000,2500000000,23,16,64,103
595790000,1609260000,294950000,2500000000,29,21,78,128
268400000,2860000,1473440000,1744700000,21,20,67,108
271530000,12310000,1603620000,1887460000,21,19,66,106
711380000,499790000,1288830000,2500000000,27,30,81,138
95670000,131240000,1948770000,2175680000,25,31,81,137
67030000,11850000,1508570000,1587450000,19,20,66,105
293760000,1712970000,493270000,2500000000,24,35,85,144
334950000,1135200000,1029850000,2500000000,25,23,79,127
102240000,1881020000,516740000,2500000000,26,36,78,140
40580000,625090000,1834330000,2500000000,26,40,91,157
144570000,1729910000,625520000,2500000000,27,27,76,130
122150000,1965140000,412710000,2500000000,23,31,81,135
172030000,1724640000,603330000,2500000000,27,28,82,137
86690000,1586510000,826800000,2500000000,28,35,85,148
135830000,1352160000,1012010000,2500000000,28,30,82,140
129650000,1703280000,667070000,2500000000,28,26,75,129
810760000,523760000,1165480000,2500000000,31,24,70,125
105690000,2070470000,323840000,2500000000,21,32,71,124
476550000,1254270000,769180000,2500000000,38,38,102,178
181910000,1949230000,368860000,2500000000,26,35,81,142
832090000,589140000,1078770000,2500000000,40,26,81,147
873500000,159330000,1467170000,2500000000,43,27,82,152
449870000,1535440000,514690000,2500000000,24,17,68,109
1371640000,761720000,366640000,2500000000,22,16,68,106
261140000,2068690000,170170000,2500000000,27,25,81,133
536380000,1595500000,368120000,2500000000,27,20,72,119
274950000,1777050000,448000000,2500000000,27,27,69,123
586180000,1239560000,674260000,2500000000,31,29,83,143
524930000,1607940000,367130000,2500000000,31,32,83,146
29850000,260420000,2209730000,2500000000,17,25,64,106
158680000,443870000,1897450000,2500000000,24,28,72,124
48050000,147670000,2044810000,2240530000,20,26,65,111
5370000,75550000,1704520000,1785440000,19,24,57,100
1890000,78430000,2264330000,2344650000,22,33,73,128
41330000,115520000,2343150000,2500000000,13,28,56,97
22110000,225070000,2252490000,2499670000,15,22,58,95
323120000,29270000,2147610000,2500000000,16,30,55,101
199420000,68520000,2232060000,2500000000,18,32,65,115
248470000,44640000,2206890000,2500000000,24,31,82,137
29600000,653710000,1816690000,2500000000,19,30,75,124
20640000,319350000,2157660000,2497650000,17,33,76,126
89290000,317310000,2092380000,2498980000,28,29,75,132
59970000,94990000,2345040000,2500000000,18,20,55,93
238490000,391710000,1869800000,2500000000,23,25,67,115
127850000,348440000,2023710000,2500000000,22,27,68,117
163000000,622920000,1714080000,2500000000,25,30,69,124
234730000,43550000,2221720000,2500000000,27,32,71,130
98800000,148360000,2252840000,2500000000,28,28,69,125
181070000,142980000,2175950000,2500000000,27,26,63,116
345770000,249810000,1904420000,2500000000,28,30,64,122
40370000,86040000,2373590000,2500000000,30,32,78,140
251040000,21230000,2226700000,2498970000,29,30,66,125
255310000,200550000,2044140000,2500000000,28,29,59,116
279510000,238040000,1982450000,2500000000,27,28,64,119
31280000,92960000,2133260000,2257500000,17,34,63,114
239010000,48330000,2212660000,2500000000,26,38,78,142
99170000,85770000,2315060000,2500000000,24,33,67,124
127920000,41760000,2330320000,2500000000,31,40,88,159
224000000,185240000,2090760000,2500000000,20,29,59,108
575620000,31050000,1893330000,2500000000,18,27,54,99
250110000,354660000,1895230000,2500000000,22,33,80,135
572300000,84040000,1843660000,2500000000,27,27,70,124
248590000,1450540000,800870000,2500000000,24,27,76,127
179460000,1777030000,543510000,2500000000,21,22,70,113
275310000,1923330000,301360000,2500000000,24,23,72,119
414640000,1735990000,349370000,2500000000,21,17,62,100
20580000,251810000,1733900000,2006290000,19,17,71,107
50220000,886460000,1563320000,2500000000,26,31,82,139
133680000,1431710000,934610000,2500000000,22,28,68,118
546400000,796600000,1157000000,2500000000,22,24,67,113
274340000,803340000,1422320000,2500000000,29,32,77,138
144350000,1518890000,836760000,2500000000,21,26,65,112
242580000,596450000,1660970000,2500000000,28,29,67,124
67990000,1693800000,738210000,2500000000,19,27,64,110
91710000,1563310000,844980000,2500000000,22,27,64,113
82590000,746650000,1670760000,2500000000,21,32,63,116
165690000,1306140000,1028170000,2500000000,24,29,68,121
111030000,300620000,2088350000,2500000000,29,30,72,131
84830000,1081890000,1333280000,2500000000,23,28,69,120
19100000,116490000,2364410000,2500000000,29,34,67,130
99950000,173440000,2226610000,2500000000,24,32,63,119
161150000,180450000,2158400000,2500000000,26,29,67,122
126330000,117510000,2256160000,2500000000,27,32,62,121
128390000,11990000,2359620000,2500000000,26,33,64,123
68440000,907180000,1524380000,2500000000,26,30,74,130
70810000,1202010000,1227180000,2500000000,21,32,75,128
617570000,208680000,1673750000,2500000000,28,29,64,121
32470000,520130000,1681270000,2233870000,26,31,77,134
152250000,1353300000,994450000,2500000000,24,26,79,129
220320000,1882950000,396730000,2500000000,24,18,64,106
137100000,1356850000,1006050000,2500000000,28,23,84,135
300490000,1704090000,495420000,2500000000,26,18,68,112
18270000,218650000,2263080000,2500000000,26,31,85,142
211880000,560130000,1727990000,2500000000,29,33,76,138
100990000,445880000,1760260000,2307130000,21,25,69,115
41860000,1828100000,630040000,2500000000,23,24,63,110
178840000,1710420000,610740000,2500000000,23,25,60,108
214450000,899940000,1385610000,2500000000,25,28,69,122
109590000,1481330000,909080000,2500000000,22,31,70,123
36860000,1559950000,903190000,2500000000,20,25,67,112
48890000,2257940000,193170000,2500000000,18,25,62,105
74690000,2035210000,390100000,2500000000,20,28,70,118
52700000,2089500000,357800000,2500000000,26,27,63,116
118870000,1742210000,638920000,2500000000,23,31,78,132
74940000,2000780000,424280000,2500000000,15,24,58,97
222060000,982270000,1295670000,2500000000,23,33,73,129
104700000,1307400000,1087900000,2500000000,33,37,81,151
160620000,1698020000,641360000,2500000000,30,25,74,129
158520000,968580000,1372900000,2500000000,31,24,73,128
137920000,1237830000,1124250000,2500000000,30,25,77,132
41770000,298870000,2127400000,2468040000,24,39,81,144
71800000,784060000,1644140000,2500000000,25,33,77,135
18020000,478440000,1784580000,2281040000,25,35,85,145
189150000,1187060000,1123790000,2500000000,30,26,72,128
353710000,1031730000,1114560000,2500000000,34,22,76,132
334790000,1120310000,1044900000,2500000000,29,22,74,125
284210000,15030000,2200760000,2500000000,23,28,66,117
317960000,16760000,2165280000,2500000000,22,32,72,126
243870000,5100000,2251030000,2500000000,26,31,62,119
92800000,1880000,2405320000,2500000000,17,26,53,96
121610000,10600000,2367790000,2500000000,23,29,61,113
357390000,18840000,2123770000,2500000000,28,28,63,119
13100000,1550000,2441400000,2456050000,17,26,58,101
86400000,1910000,2411690000,2500000000,16,27,59,102
263370000,42880000,2193750000,2500000000,27,33,66,126
366320000,337580000,1796100000,2500000000,26,32,67,125
305960000,765190000,1428850000,2500000000,24,33,66,123
493280000,381280000,1625440000,2500000000,25,35,81,141
163570000,14880000,2321550000,2500000000,27,35,70,132
557430000,297160000,1645410000,2500000000,23,31,72,126
209010000,49380000,2241610000,2500000000,24,31,59,114
156150000,1840000,2342010000,2500000000,19,31,73,123
363840000,75840000,2060320000,2500000000,22,29,62,113
163200000,79670000,2257130000,2500000000,13,34,67,114
8440000,8000000,2279000000,2295440000,13,29,67,109
0,3460000,2419160000,2422620000,11,31,64,106
498310000,1391960000,609730000,2500000000,31,26,75,132
87260000,927460000,1481540000,2496260000,29,28,84,141
432410000,1518100000,549490000,2500000000,29,35,78,142
721560000,1181000000,597440000,2500000000,33,28,76,137
787760000,788790000,923450000,2500000000,33,31,83,147
119500000,2124240000,256260000,2500000000,31,39,82,152
857570000,825600000,816830000,2500000000,37,21,74,132
799770000,56840000,1643390000,2500000000,41,24,76,141
588660000,1743570000,167770000,2500000000,23,16,65,104
335090000,1866830000,298080000,2500000000,18,14,62,94
753320000,1445200000,301480000,2500000000,28,16,69,113
494210000,1771290000,234500000,2500000000,22,15,63,100
524660000,1577950000,397390000,2500000000,31,28,81,140
789680000,1507410000,202910000,2500000000,24,19,71,114
571150000,1465850000,463000000,2500000000,32,30,75,137
1230000,270240000,1773730000,2045200000,27,37,92,156
377830000,1082940000,1039230000,2500000000,29,24,70,123
851910000,435350000,1212740000,2500000000,42,26,84,152
192080000,1950050000,357870000,2500000000,30,37,76,143
1308340000,266900000,924760000,2500000000,41,22,78,141
952400000,976260000,571340000,2500000000,41,22,77,140
827670000,38910000,1633420000,2500000000,40,24,77,141
726960000,1221090000,551950000,2500000000,36,22,82,140
851500000,75740000,1572760000,2500000000,40,19,76,135
154910000,2159130000,185960000,2500000000,26,18,75,119
166470000,2096320000,237210000,2500000000,22,13,70,105
422080000,1818480000,259440000,2500000000,32,20,80,132
156220000,1899420000,444360000,2500000000,24,18,74,116
1129760000,995940000,374300000,2500000000,30,19,70,119
478240000,1709850000,311910000,2500000000,23,15,66,104
1102720000,807920000,589360000,2500000000,33,23,77,133
1042150000,875510000,582340000,2500000000,33,16,70,119
697500000,834140000,968360000,2500000000,32,24,80,136
1129970000,1054290000,315740000,2500000000,27,18,68,113
769590000,624260000,1106150000,2500000000,32,22,75,129
661150000,1034520000,804330000,2500000000,33,16,76,125
561200000,1688760000,250040000,2500000000,32,26,80,138
266730000,1233270000,1000000000,2500000000,28,24,76,128
540120000,1150530000,809350000,2500000000,35,34,90,159
351710000,942120000,1206170000,2500000000,33,23,78,134
521550000,1484550000,493900000,2500000000,32,28,82,142
491790000,1602110000,406100000,2500000000,30,24,79,133
634110000,1666350000,199540000,2500000000,31,30,84,145
542570000,1675510000,281920000,2500000000,30,28,85,143
276920000,254530000,1941410000,2472860000,28,31,82,141
1251520000,417660000,830820000,2500000000,40,27,85,152
983580000,418360000,1098060000,2500000000,43,29,85,157
1117860000,806570000,575570000,2500000000,34,24,75,133
1451260000,699010000,349730000,2500000000,41,29,87,157
1131530000,448860000,919610000,2500000000,33,24,83,140
685130000,1407390000,407480000,2500000000,40,17,78,135
1271600000,164910000,1063490000,2500000000,40,24,77,141
499850000,1188240000,811910000,2500000000,29,32,90,151
675100000,949320000,875580000,2500000000,43,36,98,177
556010000,1516970000,427020000,2500000000,31,19,79,129
547050000,1647520000,305430000,2500000000,35,17,78,130
723070000,1268450000,508480000,2500000000,33,21,76,130
1471600000,361560000,666840000,2500000000,37,19,78,134
1011580000,532610000,955810000,2500000000,30,15,71,116
698740000,1029040000,772220000,2500000000,31,20,73,124
639620000,466590000,1393790000,2500000000,34,20,74,128
710520000,748850000,1040630000,2500000000,29,21,75,125
1194440000,300530000,1005030000,2500000000,34,22,78,134
1394060000,236240000,869700000,2500000000,34,17,75,126
791000000,502050000,1206950000,2500000000,34,18,76,128
661960000,214510000,1623530000,2500000000,33,20,71,124
322190000,1320190000,857620000,2500000000,29,25,85,139
461530000,856040000,1182430000,2500000000,35,29,83,147
466830000,915310000,1117860000,2500000000,30,26,84,140
347390000,690000000,1462610000,2500000000,34,29,84,147
1414640000,834220000,251140000,2500000000,32,30,91,153
750100000,1489740000,260160000,2500000000,30,28,76,134
704190000,1274380000,521430000,2500000000,32,26,92,150
427590000,1546770000,525640000,2500000000,30,24,76,130
24940000,420900000,1916540000,2362380000,32,33,91,156
18690000,479480000,1723290000,2221460000,21,36,89,146
705660000,1168600000,625740000,2500000000,35,34,91,160
1151010000,648730000,700260000,2500000000,37,27,87,151
142980000,724790000,1632230000,2500000000,27,40,95,162
906950000,501840000,1091210000,2500000000,37,21,81,139
930900000,436570000,1132530000,2500000000,40,30,79,149
797000000,494210000,1208790000,2500000000,37,23,82,142
1428620000,185730000,885650000,2500000000,42,24,78,144
598640000,1093220000,808140000,2500000000,37,25,85,147
1031490000,608620000,859890000,2500000000,37,26,81,144
841730000,414350000,1243920000,2500000000,37,28,91,156
1119000000,573430000,807570000,2500000000,36,21,82,139
512750000,629370000,1357880000,2500000000,31,24,90,145
341160000,940950000,1217890000,2500000000,33,24,88,145
535040000,418570000,1546390000,2500000000,33,23,88,144
365680000,389820000,1744500000,2500000000,29,22,75,126
764770000,1371370000,363860000,2500000000,32,26,88,146
822590000,805210000,872200000,2500000000,29,22,89,140
827590000,1166230000,506180000,2500000000,32,19,78,129
1132470000,213300000,1154230000,2500000000,32,19,82,133
684060000,1234460000,581480000,2500000000,30,29,85,144
74070000,1017520000,1408410000,2500000000,25,44,96,165
813500000,1239960000,446540000,2500000000,40,32,92,164
348420000,731130000,1420450000,2500000000,25,34,89,148
1204550000,559560000,735890000,2500000000,39,19,90,148
974390000,878890000,646720000,2500000000,34,26,89,149
1121080000,861760000,517160000,2500000000,48,20,92,160
1113230000,867100000,519670000,2500000000,40,25,82,147
412460000,900200000,1187340000,2500000000,32,29,89,150
844380000,824040000,831580000,2500000000,38,20,77,135
625400000,1261060000,613540000,2500000000,41,33,97,171
696810000,1372750000,430440000,2500000000,39,21,85,145
581700000,719750000,1198550000,2500000000,32,28,89,149
668570000,822040000,1009390000,2500000000,33,22,81,136
581990000,1267850000,650160000,2500000000,37,27,90,154
691320000,1033130000,775550000,2500000000,39,28,90,157
1069140000,1030120000,400740000,2500000000,30,19,83,132
788910000,781320000,929770000,2500000000,32,21,83,136
873450000,1160330000,466220000,2500000000,30,23,80,133
725310000,1288770000,485920000,2500000000,28,23,87,138
105270000,54640000,2012330000,2172240000,29,20,75,124
1088700000,811490000,599810000,2500000000,41,32,92,165
1177680000,717870000,604450000,2500000000,35,30,89,154
1182650000,266250000,1051100000,2500000000,46,22,84,152
1122500000,545770000,831730000,2500000000,45,25,82,152
1084700000,780220000,635080000,2500000000,43,25,92,160
1118820000,598190000,782990000,2500000000,43,24,89,156
1320280000,404490000,775230000,2500000000,45,26,83,154
1096980000,599850000,803170000,2500000000,46,23,81,150
982430000,918280000,599290000,2500000000,32,25,82,139
1078720000,745450000,675830000,2500000000,37,22,81,140
403720000,1217580000,878700000,2500000000,30,26,76,132
397580000,1367530000,734890000,2500000000,30,26,75,131
345130000,1932740000,222130000,2500000000,30,26,74,130
254060000,2117850000,128090000,2500000000,28,24,73,125
357080000,1041620000,1101300000,2500000000,30,39,90,159
412650000,969230000,1118120000,2500000000,29,24,71,124
581230000,1215880000,702890000,2500000000,30,27,80,137
527000000,1657840000,315160000,2500000000,28,23,71,122
63380000,713050000,1522450000,2298880000,19,23,66,108
292750000,1121130000,1086120000,2500000000,28,31,80,139
335080000,1196660000,968260000,2500000000,29,32,79,140
125620000,283230000,1832060000,2240910000,28,37,78,143
111680000,935580000,1452740000,2500000000,27,32,83,142
53760000,2148770000,297470000,2500000000,29,32,76,137
80530000,1478900000,940570000,2500000000,25,30,77,132
45670000,899370000,1517670000,2462710000,29,40,84,153
9450000,335180000,2115680000,2460310000,18,27,59,104
162070000,2035810000,302120000,2500000000,31,38,83,152
49310000,721000000,1479450000,2249760000,28,34,80,142
112570000,2108030000,279400000,2500000000,31,40,84,155
588180000,1571210000,340610000,2500000000,28,25,74,127
436710000,1811520000,251770000,2500000000,31,24,80,135
798960000,1148650000,552390000,2500000000,32,25,83,140
430230000,1820940000,248830000,2500000000,32,26,80,138
351160000,1592880000,555960000,2500000000,27,25,70,122
638260000,1519500000,342240000,2500000000,30,27,85,142
141090000,828340000,1526660000,2496090000,32,41,96,169
298590000,1753850000,447560000,2500000000,29,29,81,139
107860000,1820420000,571720000,2500000000,25,26,75,126
145440000,2112010000,242550000,2500000000,24,29,79,132
55830000,802280000,1627840000,2485950000,30,36,87,153
63180000,2062850000,373970000,2500000000,25,33,80,138
19350000,414310000,1552140000,1985800000,18,30,75,123
402680000,1918660000,178660000,2500000000,29,26,77,132
636840000,1672470000,190690000,2500000000,33,28,90,151
232160000,2074300000,193540000,2500000000,30,28,77,135
785700000,1412910000,301390000,2500000000,29,25,81,135
738790000,1431280000,329930000,2500000000,31,34,85,150
547500000,1700210000,252290000,2500000000,27,20,68,115
317550000,1916500000,265950000,2500000000,31,33,85,149
485860000,1806370000,207770000,2500000000,30,29,83,142
201650000,1555510000,742840000,2500000000,30,31,81,142
140740000,2025420000,333840000,2500000000,24,26,80,130
375320000,1069370000,1055310000,2500000000,31,26,73,130
476980000,939490000,1083530000,2500000000,34,25,78,137
59620000,1336750000,1103630000,2500000000,25,38,86,149
51250000,1557310000,891440000,2500000000,24,27,73,124
94560000,1310090000,1095350000,2500000000,28,39,86,153
23970000,124570000,2045710000,2194250000,25,36,84,145
34030000,1203980000,1261990000,2500000000,31,39,84,154
695660000,1363730000,440610000,2500000000,32,27,90,149
1118260000,1170420000,211320000,2500000000,29,23,78,130
985120000,1030260000,484620000,2500000000,32,23,82,137
882350000,826260000,791390000,2500000000,26,20,71,117
510540000,1246370000,743090000,2500000000,35,31,88,154
445990000,1624530000,429480000,2500000000,33,29,87,149
733190000,1028530000,738280000,2500000000,35,30,84,149
827950000,1089990000,582060000,2500000000,34,27,86,147
624160000,1186240000,689600000,2500000000,28,20,70,118
1369850000,394060000,736090000,2500000000,38,26,82,146
1131040000,677740000,691220000,2500000000,34,19,70,123
1172050000,697070000,630880000,2500000000,35,20,77,132
359000000,930410000,1210590000,2500000000,27,32,77,136
491460000,1219960000,788580000,2500000000,31,37,85,153
237610000,1268880000,993510000,2500000000,35,30,81,146
37020000,398510000,2064470000,2500000000,30,37,87,154
209280000,1236130000,1054590000,2500000000,31,40,91,162
699640000,533300000,1267060000,2500000000,37,37,85,159
285040000,1334940000,880020000,2500000000,28,42,85,155
13320000,362980000,2123700000,2500000000,23,37,83,143
75610000,438160000,1986230000,2500000000,30,38,86,154
35510000,126060000,2338430000,2500000000,27,35,86,148
245640000,908860000,1345500000,2500000000,37,42,96,175
3500000,170320000,2324500000,2498320000,21,36,82,139
685710000,806860000,1007430000,2500000000,33,27,82,142
967030000,633440000,899530000,2500000000,32,22,76,130
