"Forest","Agriculture","Urban","Grassland","Other","Area_Total","forest_sp","agriculture_sp","generalist_sp","Sp_Total"
902670000,960240000,17260000,17980000,601850000,2.5e+09,22,11,42,75
306960000,1560060000,13940000,284610000,334430000,2.5e+09,26,24,59,109
83550000,927110000,34210000,969640000,485490000,2.5e+09,29,25,72,126
106360000,1936770000,33960000,207110000,215800000,2.5e+09,29,31,79,139
105550000,1452780000,24520000,464250000,452900000,2.5e+09,31,30,77,138
221930000,150110000,7170000,6100000,1884600000,2269910000,18,10,33,61
378310000,291380000,266270000,9250000,1439510000,2384720000,23,16,56,95
393800000,1022140000,190390000,11680000,881990000,2.5e+09,24,13,49,86
717870000,615100000,41010000,10140000,1115880000,2.5e+09,23,10,44,77
790910000,449450000,187420000,14520000,1057700000,2.5e+09,26,18,56,100
395660000,676390000,137760000,9750000,1280440000,2.5e+09,20,12,53,85
939720000,490910000,44930000,28870000,995570000,2.5e+09,25,20,55,100
368620000,461670000,23690000,84030000,1561990000,2.5e+09,24,19,50,93
880200000,904580000,32810000,15950000,666460000,2.5e+09,24,16,48,88
1020590000,641400000,104260000,20620000,713130000,2.5e+09,29,18,54,101
959760000,1026110000,34220000,25420000,454490000,2.5e+09,22,15,45,82
330930000,781840000,37160000,28190000,1321880000,2.5e+09,24,19,58,101
426730000,772570000,23930000,208170000,1068600000,2.5e+09,25,19,61,105
231880000,1226180000,21870000,34830000,985240000,2.5e+09,26,19,54,99
300270000,1008810000,24740000,16590000,1149590000,2.5e+09,26,15,51,92
136740000,1328340000,16320000,81200000,937400000,2.5e+09,27,21,69,117
97310000,1087810000,11430000,191340000,1112110000,2.5e+09,27,24,66,117
658310000,631120000,18430000,38520000,1153620000,2.5e+09,29,20,67,116
289820000,1128300000,32400000,58280000,991200000,2.5e+09,26,21,58,105
278760000,1309910000,14390000,53810000,843130000,2.5e+09,25,22,59,106
936380000,973730000,14660000,6470000,568760000,2.5e+09,24,14,46,84
932320000,351770000,40870000,172930000,1002110000,2.5e+09,25,18,58,101
962640000,422910000,17520000,50010000,1046920000,2.5e+09,20,10,39,69
593010000,669810000,8110000,273350000,955720000,2.5e+09,29,29,76,134
86650000,1243240000,9950000,464260000,695900000,2.5e+09,31,22,73,126
138430000,1375380000,11360000,691490000,283340000,2.5e+09,27,23,65,115
324290000,883140000,7590000,252620000,1032360000,2.5e+09,28,23,70,121
663010000,186100000,4540000,337870000,1308480000,2.5e+09,26,18,60,104
887670000,241270000,21550000,295890000,1053620000,2.5e+09,29,17,61,107
9570000,28480000,3e+06,78790000,1720200000,1840040000,15,17,39,71
88650000,24020000,2800000,257130000,1964550000,2337150000,15,9,40,64
40170000,64350000,8810000,545610000,1841060000,2.5e+09,17,11,45,73
32590000,143050000,3040000,109030000,2212290000,2.5e+09,17,13,46,76
168700000,319410000,11830000,836180000,1163880000,2.5e+09,18,12,47,77
85680000,250090000,16430000,477660000,1670140000,2.5e+09,15,13,43,71
27190000,115700000,2390000,23680000,2324250000,2493210000,17,15,51,83
125210000,176200000,11700000,698600000,1488290000,2.5e+09,16,18,50,84
59540000,148750000,7580000,97180000,2122760000,2435810000,14,13,45,72
83130000,213150000,20830000,458070000,1724820000,2.5e+09,16,15,50,81
249280000,174700000,42650000,946390000,1086980000,2.5e+09,15,12,45,72
186730000,371930000,30640000,1065320000,845380000,2.5e+09,17,18,49,84
11450000,79630000,11290000,77760000,2157940000,2338070000,18,18,56,92
185020000,222810000,29250000,1902980000,159940000,2.5e+09,13,10,40,63
33070000,204340000,93150000,1099260000,1070180000,2.5e+09,14,13,43,70
96250000,261300000,24860000,832230000,1264960000,2479600000,17,14,45,76
111540000,91740000,74050000,2004100000,218570000,2.5e+09,15,12,45,72
194690000,186900000,20960000,1751400000,346050000,2.5e+09,16,13,46,75
225980000,165120000,22430000,1852520000,233950000,2.5e+09,14,10,42,66
66160000,70720000,33350000,1826770000,5.03e+08,2.5e+09,18,15,46,79
93020000,103460000,38200000,2055300000,210020000,2.5e+09,16,12,39,67
39980000,175990000,129700000,1931310000,223020000,2.5e+09,18,14,47,79
66270000,129390000,70730000,481710000,1701630000,2449730000,20,15,54,89
57760000,83090000,35880000,618560000,1704710000,2.5e+09,14,14,46,74
427510000,1482570000,22830000,64480000,502610000,2.5e+09,31,27,80,138
331760000,278140000,73720000,1108090000,708290000,2.5e+09,21,17,56,94
94130000,438020000,47510000,1095650000,824690000,2.5e+09,21,10,41,72
117750000,243400000,40320000,1722590000,375940000,2.5e+09,15,13,43,71
32940000,533740000,444530000,943570000,545220000,2.5e+09,19,16,51,86
147650000,0,2210000,279380000,2070760000,2.5e+09,18,16,53,87
577890000,1255140000,34650000,355410000,276910000,2.5e+09,30,32,77,139
159010000,1779690000,9710000,2.83e+08,268590000,2.5e+09,24,20,62,106
308990000,990360000,13390000,500240000,687020000,2.5e+09,32,30,80,142
49430000,1677780000,40800000,525660000,206330000,2.5e+09,30,29,78,137
347420000,1258790000,26480000,263550000,603760000,2.5e+09,36,31,92,159
386470000,1199360000,29100000,83130000,801940000,2.5e+09,29,25,72,126
132320000,42870000,117060000,39200000,1742840000,2074290000,20,17,57,94
117970000,1122780000,149450000,65290000,1044510000,2.5e+09,32,26,83,141
14980000,2381280000,28180000,38270000,37290000,2.5e+09,23,16,56,95
79960000,1949090000,4.5e+07,85190000,340760000,2.5e+09,30,23,74,127
597340000,1217810000,20650000,54580000,609620000,2.5e+09,23,16,60,99
495730000,836660000,7380000,314860000,845370000,2.5e+09,29,26,70,125
391010000,1080370000,10690000,416740000,601190000,2.5e+09,25,20,66,111
270240000,1802550000,59350000,180440000,187420000,2.5e+09,30,27,81,138
218760000,663520000,44120000,43240000,1530360000,2.5e+09,29,24,73,126
162640000,583640000,19030000,100140000,1634550000,2.5e+09,30,23,68,121
206750000,1913800000,44800000,100800000,233850000,2.5e+09,27,13,58,98
144930000,1989240000,126550000,64400000,174880000,2.5e+09,28,23,71,122
204330000,1515170000,10260000,303550000,466690000,2.5e+09,30,18,65,113
446810000,900080000,24050000,249420000,879640000,2.5e+09,26,16,63,105
2.46e+08,1700290000,19960000,147990000,385760000,2.5e+09,23,24,57,104
74790000,1985290000,56490000,93270000,290160000,2.5e+09,30,26,73,129
95100000,428510000,59720000,139280000,1777390000,2.5e+09,29,18,71,118
479700000,1153680000,13330000,347260000,506030000,2.5e+09,27,18,62,107
6.43e+08,684390000,5900000,225160000,941550000,2.5e+09,24,14,57,95
366020000,1394490000,5110000,253870000,480510000,2.5e+09,20,11,54,85
587690000,1228040000,10820000,315010000,358440000,2.5e+09,26,21,63,110
798820000,199300000,33920000,320520000,1147440000,2.5e+09,22,18,59,99
125380000,1131410000,156770000,189490000,896950000,2.5e+09,31,20,77,128
424860000,1273470000,33810000,507930000,259930000,2.5e+09,29,19,61,109
169180000,1389290000,219390000,516570000,205570000,2.5e+09,31,24,84,139
732110000,1314550000,11180000,134040000,308120000,2.5e+09,25,13,56,94
475490000,881890000,32260000,269110000,841250000,2.5e+09,27,15,63,105
637290000,661610000,16600000,320530000,863970000,2.5e+09,27,20,66,113
1009100000,289830000,3670000,618530000,578870000,2.5e+09,28,17,64,109
1031050000,465970000,4690000,273160000,725130000,2.5e+09,31,17,64,112
404490000,583170000,170520000,503700000,838120000,2.5e+09,29,20,71,120
64350000,830940000,324200000,114450000,1166060000,2.5e+09,34,24,85,143
80850000,1113790000,143980000,181250000,980130000,2.5e+09,28,19,77,124
536490000,688490000,104810000,309140000,861070000,2.5e+09,31,20,75,126
463330000,428390000,18300000,717750000,872230000,2.5e+09,28,27,73,128
103080000,1743410000,74820000,485700000,92990000,2.5e+09,27,30,70,127
579300000,880160000,94440000,378750000,567350000,2.5e+09,33,26,72,131
449190000,340460000,15920000,318750000,1375680000,2.5e+09,31,24,73,128
915490000,273480000,61770000,531530000,717730000,2.5e+09,30,22,70,122
159370000,2185960000,28820000,61870000,63980000,2.5e+09,26,27,68,121
142120000,1847340000,25440000,247590000,237510000,2.5e+09,25,30,72,127
977820000,1298490000,47690000,69670000,106330000,2.5e+09,27,26,69,122
434690000,1393530000,62050000,415730000,1.94e+08,2.5e+09,31,30,72,133
55150000,2375850000,17830000,26020000,25150000,2.5e+09,24,21,67,112
133050000,2230510000,41790000,30940000,63710000,2.5e+09,23,23,68,114
143210000,2192690000,41730000,30480000,91890000,2.5e+09,26,25,68,119
383530000,1736940000,112600000,89790000,177140000,2.5e+09,27,23,69,119
839510000,96120000,4320000,200740000,1359310000,2.5e+09,27,21,67,115
956870000,975960000,14180000,205340000,347650000,2.5e+09,28,27,71,126
820760000,115610000,3220000,437800000,1122610000,2.5e+09,27,19,67,113
696900000,1343060000,14700000,206460000,238880000,2.5e+09,31,25,72,128
280640000,283700000,16870000,67010000,1591580000,2239800000,24,18,53,95
58320000,47850000,13300000,70660000,1.49e+09,1680130000,24,18,57,99
437510000,776500000,655860000,324240000,305890000,2.5e+09,33,27,82,142
622660000,1291730000,14930000,356120000,214560000,2.5e+09,31,25,71,127
868580000,287810000,110100000,710050000,523460000,2.5e+09,32,28,78,138
703900000,725510000,7590000,464510000,598490000,2.5e+09,29,23,70,122
501120000,1002970000,48320000,318990000,628600000,2.5e+09,31,31,74,136
150420000,2086200000,55060000,122130000,86190000,2.5e+09,26,22,70,118
303870000,1960750000,26090000,38830000,170460000,2.5e+09,29,24,68,121
1168880000,554840000,11140000,196370000,568770000,2.5e+09,29,23,79,131
1049210000,999090000,11860000,101510000,338330000,2.5e+09,28,19,66,113
709120000,229390000,36320000,639190000,885980000,2.5e+09,32,23,73,128
593520000,1011830000,6450000,405280000,482920000,2.5e+09,29,21,74,124
1027430000,489380000,44520000,431330000,507340000,2.5e+09,30,23,72,125
686820000,1247940000,7900000,109560000,447780000,2.5e+09,30,21,73,124
15250000,89270000,34640000,4660000,1854180000,1.998e+09,23,17,50,90
174950000,495480000,153630000,63890000,1606980000,2494930000,26,23,68,117
536750000,1318270000,16620000,201940000,426420000,2.5e+09,32,25,72,129
1394690000,463320000,3330000,364200000,274460000,2.5e+09,25,20,63,108
527850000,1092820000,4710000,486960000,387660000,2.5e+09,28,23,66,117
868980000,894100000,8420000,408060000,320440000,2.5e+09,30,23,67,120
1156540000,439770000,2490000,423140000,478060000,2.5e+09,24,17,58,99
1122100000,428440000,30750000,298040000,620670000,2.5e+09,30,22,74,126
1368200000,537980000,15610000,213960000,364250000,2.5e+09,29,22,70,121
394660000,1167240000,39190000,142700000,756210000,2.5e+09,33,26,73,132
483180000,1254650000,5540000,270420000,486210000,2.5e+09,29,24,70,123
1521090000,202060000,139530000,305950000,331370000,2.5e+09,33,22,70,125
703080000,1359370000,91110000,52190000,294250000,2.5e+09,37,28,84,149
1461240000,61680000,98480000,553440000,325160000,2.5e+09,31,21,65,117
785680000,1205050000,33270000,141460000,334540000,2.5e+09,32,24,79,135
45480000,611760000,132320000,323010000,1387430000,2.5e+09,27,28,70,125
297240000,1115780000,176730000,237570000,672680000,2.5e+09,28,25,70,123
6830000,83910000,43910000,11300000,1970100000,2116050000,27,23,59,109
283020000,1612810000,129110000,381580000,93480000,2.5e+09,26,21,63,110
48540000,905470000,227950000,500810000,817230000,2.5e+09,31,30,80,141
645630000,832900000,19860000,224560000,777050000,2.5e+09,26,17,62,105
260690000,1646900000,11310000,14030000,567070000,2.5e+09,31,25,66,122
171150000,1840960000,49430000,36150000,402310000,2.5e+09,35,30,83,148
222340000,1590760000,33010000,83740000,570150000,2.5e+09,33,28,76,137
639090000,1333590000,11990000,31630000,483700000,2.5e+09,34,30,78,142
1273600000,181390000,20680000,877910000,146420000,2.5e+09,28,19,65,112
759080000,1106920000,78730000,33650000,521620000,2.5e+09,33,27,83,143
1066360000,449310000,31930000,814450000,137950000,2.5e+09,28,20,70,118
1437220000,305300000,4220000,173180000,580080000,2.5e+09,33,24,73,130
474780000,64510000,44660000,650000,1606300000,2190900000,26,19,56,101
536810000,499490000,220540000,207060000,1002840000,2466740000,33,25,71,129
626940000,497610000,74340000,9480000,1291630000,2.5e+09,27,18,56,101
556690000,1587300000,120800000,179790000,55420000,2.5e+09,28,20,67,115
263280000,1740000,39770000,660000,1439250000,1744700000,25,19,60,104
249130000,11390000,64390000,330000,1562220000,1887460000,20,18,53,91
868560000,469190000,427030000,106200000,629020000,2.5e+09,28,24,69,121
124150000,118150000,79590000,38090000,1815700000,2175680000,28,26,71,125
134070000,10370000,18450000,4170000,1420390000,1587450000,18,17,54,89
292300000,1659970000,144230000,297550000,105950000,2.5e+09,30,28,80,138
484060000,1109660000,69340000,239710000,597230000,2.5e+09,30,27,73,130
107100000,1830190000,157870000,387630000,17210000,2.5e+09,23,21,64,108
41810000,608100000,150890000,226200000,1.473e+09,2.5e+09,29,29,78,136
146690000,1710800000,108380000,524960000,9170000,2.5e+09,24,22,70,116
122810000,1940420000,155920000,269170000,11680000,2.5e+09,26,22,72,120
179490000,1739370000,87590000,4.66e+08,27550000,2.5e+09,24,18,66,108
91760000,1554270000,344830000,441150000,67990000,2.5e+09,30,28,82,140
141850000,1340220000,197460000,777910000,42560000,2.5e+09,29,25,76,130
131340000,1655790000,142580000,551810000,18480000,2.5e+09,26,25,73,124
1048150000,311990000,3830000,554740000,581290000,2.5e+09,29,16,62,107
130440000,1971240000,21030000,26530000,350760000,2.5e+09,33,26,66,125
548870000,1245710000,14010000,28330000,663080000,2.5e+09,33,25,80,138
181450000,1915610000,12800000,20690000,369450000,2.5e+09,30,23,69,122
838190000,567890000,114010000,717360000,262550000,2.5e+09,33,20,67,120
1027320000,141850000,14600000,478780000,837450000,2.5e+09,34,23,73,130
477980000,1449260000,242070000,233380000,97310000,2.5e+09,25,23,58,106
1215910000,737520000,66420000,104830000,375320000,2.5e+09,25,16,58,99
258990000,2033450000,139510000,56450000,11600000,2.5e+09,24,22,68,114
668630000,1570250000,52890000,107780000,100450000,2.5e+09,24,18,57,99
276380000,1748040000,117550000,335600000,22430000,2.5e+09,28,22,74,124
590890000,1233970000,102590000,542970000,29580000,2.5e+09,28,27,72,127
517110000,1589080000,145190000,189900000,58720000,2.5e+09,30,27,77,134
24740000,397660000,49300000,164700000,1863600000,2.5e+09,24,17,56,97
122420000,681520000,83560000,382530000,1229970000,2.5e+09,22,18,54,94
32180000,339550000,23850000,413090000,1431860000,2240530000,23,15,45,83
15360000,65020000,7170000,213030000,1484860000,1785440000,22,16,51,89
19470000,137360000,42730000,308490000,1836600000,2344650000,27,17,60,104
39010000,86620000,197480000,594250000,1582640000,2.5e+09,18,19,50,87
28440000,199220000,66490000,887320000,1318200000,2499670000,16,17,48,81
343600000,1770000,9070000,133160000,2012400000,2.5e+09,12,16,44,72
205810000,70210000,112730000,415200000,1696050000,2.5e+09,24,25,66,115
251290000,47160000,26380000,362150000,1813020000,2.5e+09,22,20,57,99
35330000,632450000,159170000,51590000,1621460000,2.5e+09,25,18,57,100
25450000,312910000,43600000,21090000,2094600000,2497650000,26,17,63,106
80320000,481030000,108150000,410380000,1419100000,2498980000,26,19,62,107
61820000,166480000,43940000,633900000,1593860000,2.5e+09,22,17,52,91
196740000,828050000,36920000,1206750000,231540000,2.5e+09,22,14,56,92
121820000,368040000,99610000,670330000,1240200000,2.5e+09,30,18,61,109
168850000,839830000,163110000,871350000,456860000,2.5e+09,25,19,65,109
256290000,12520000,15090000,1764150000,451950000,2.5e+09,21,19,57,97
135240000,68570000,222140000,1043860000,1030190000,2.5e+09,26,22,68,116
190250000,236680000,19540000,1619080000,434450000,2.5e+09,23,18,66,107
346070000,146770000,403740000,1112960000,490460000,2.5e+09,26,20,62,108
31830000,17750000,53760000,742320000,1654340000,2.5e+09,31,27,77,135
217060000,20470000,21240000,697360000,1542840000,2498970000,22,19,61,102
196220000,142730000,88450000,1583940000,488660000,2.5e+09,26,21,69,116
232460000,149730000,26760000,1847580000,243470000,2.5e+09,23,21,60,104
22290000,128890000,195230000,205090000,1.706e+09,2257500000,23,22,70,115
249730000,189050000,16900000,631880000,1412440000,2.5e+09,23,25,65,113
118950000,275020000,59430000,1025010000,1021590000,2.5e+09,23,21,69,113
165070000,53390000,40360000,845600000,1395580000,2.5e+09,24,24,69,117
231640000,1.57e+08,545880000,1117570000,447910000,2.5e+09,22,22,63,107
529380000,59880000,39280000,739360000,1132100000,2.5e+09,18,21,56,95
272820000,255550000,247330000,931650000,792650000,2.5e+09,22,20,61,103
480800000,180150000,59490000,1114660000,664900000,2.5e+09,21,21,58,100
241410000,1437030000,145850000,158180000,517530000,2.5e+09,29,20,57,106
189500000,1743080000,173640000,201560000,192220000,2.5e+09,25,19,62,106
289190000,1883750000,100990000,149870000,76200000,2.5e+09,26,15,53,94
443590000,1708900000,78400000,220880000,48230000,2.5e+09,22,14,52,88
20690000,234060000,66230000,10380000,1674930000,2006290000,24,18,53,95
81020000,807190000,108420000,867630000,635740000,2.5e+09,24,19,65,108
148310000,1259370000,159300000,927900000,5120000,2.5e+09,25,18,62,105
468300000,397840000,753430000,804410000,76020000,2.5e+09,26,21,63,110
270150000,616090000,231940000,488930000,892890000,2.5e+09,31,26,72,129
192330000,1451660000,88320000,759110000,8580000,2.5e+09,23,19,60,102
287400000,780810000,288860000,824800000,318130000,2.5e+09,28,23,70,121
74350000,1360080000,253520000,798840000,13210000,2.5e+09,21,18,61,100
112670000,1322400000,254180000,780070000,30680000,2.5e+09,28,22,65,115
69230000,876870000,227700000,1304690000,21510000,2.5e+09,22,19,59,100
174820000,1234590000,164490000,876410000,49690000,2.5e+09,25,18,64,107
107270000,356310000,291310000,1647940000,97170000,2.5e+09,27,23,71,121
81590000,969300000,917360000,466750000,6.5e+07,2.5e+09,29,22,67,118
22920000,93830000,213070000,680750000,1489430000,2.5e+09,32,25,73,130
94700000,111290000,450570000,1346490000,496950000,2.5e+09,25,20,70,115
130090000,145910000,6.25e+08,1035550000,563450000,2.5e+09,27,21,66,114
138670000,226980000,65010000,1367630000,701710000,2.5e+09,23,20,62,105
137380000,17590000,41900000,1419560000,883570000,2.5e+09,29,25,70,124
72880000,695710000,507090000,406720000,817600000,2.5e+09,28,29,74,131
96550000,1159340000,48940000,500800000,694370000,2.5e+09,27,26,71,124
544490000,176450000,13140000,1046420000,719500000,2.5e+09,23,17,54,94
43220000,440410000,116730000,251520000,1381990000,2233870000,28,27,75,130
160210000,1328430000,146280000,131290000,733790000,2.5e+09,25,21,58,104
246360000,1866660000,104420000,263650000,18910000,2.5e+09,21,16,52,89
136910000,1342230000,154390000,207710000,658760000,2.5e+09,27,25,66,118
308600000,1679690000,184300000,278310000,49100000,2.5e+09,25,21,64,110
19360000,215980000,49750000,218460000,1996450000,2.5e+09,25,18,64,107
195660000,362290000,348940000,464360000,1128750000,2.5e+09,28,25,70,123
89230000,360970000,183190000,304120000,1369620000,2307130000,27,21,70,118
47670000,1393130000,276240000,772330000,10630000,2.5e+09,22,17,60,99
179710000,1260380000,276860000,753490000,29560000,2.5e+09,26,20,65,111
172180000,582850000,1186620000,509930000,48420000,2.5e+09,25,21,67,113
114010000,1372130000,499110000,473970000,40780000,2.5e+09,28,22,65,115
39740000,1257560000,412760000,761640000,28300000,2.5e+09,24,19,61,104
54380000,2177850000,151290000,94640000,21840000,2.5e+09,21,18,65,104
88160000,1851680000,267850000,227660000,64650000,2.5e+09,25,19,67,111
57410000,1848760000,238690000,319840000,35300000,2.5e+09,28,22,69,119
116670000,1632300000,492980000,175140000,82910000,2.5e+09,27,23,71,121
78720000,1990880000,211960000,116100000,102340000,2.5e+09,23,16,61,100
239850000,816940000,64670000,500310000,878230000,2.5e+09,26,20,74,120
107510000,1338480000,93440000,776390000,184180000,2.5e+09,25,24,68,117
160740000,1683170000,158340000,472950000,24800000,2.5e+09,23,21,59,103
164850000,1023110000,69400000,1226840000,15800000,2.5e+09,25,19,68,112
146360000,1229350000,109150000,1000330000,14810000,2.5e+09,25,22,66,113
42400000,303720000,47650000,365090000,1709180000,2468040000,31,24,75,130
75480000,822390000,116380000,1267680000,218070000,2.5e+09,25,22,62,109
17900000,480040000,125630000,186570000,1470900000,2281040000,28,23,74,125
199450000,1215700000,150660000,923870000,10320000,2.5e+09,23,17,59,99
367630000,1047260000,70300000,999580000,15230000,2.5e+09,25,16,62,103
335340000,1117900000,162510000,865280000,18970000,2.5e+09,25,21,63,109
386850000,1830000,11390000,494370000,1605560000,2.5e+09,18,18,56,92
319150000,1600000,4600000,223350000,1951300000,2.5e+09,14,20,48,82
306480000,1920000,6440000,615340000,1569820000,2.5e+09,17,19,58,94
91360000,2880000,3510000,186050000,2216200000,2.5e+09,21,19,56,96
133030000,3450000,7320000,269450000,2086750000,2.5e+09,20,17,56,93
389670000,2990000,17350000,375530000,1714460000,2.5e+09,18,20,53,91
20100000,1990000,1800000,60390000,2371770000,2456050000,22,20,61,103
87980000,2620000,1780000,136250000,2271370000,2.5e+09,22,22,57,101
334490000,4900000,7100000,579030000,1574480000,2.5e+09,22,20,62,104
413290000,218660000,139600000,958100000,770350000,2.5e+09,26,23,66,115
369780000,587390000,92120000,648640000,802070000,2.5e+09,26,24,69,119
522470000,327900000,71790000,408600000,1169240000,2.5e+09,24,26,73,123
213540000,10140000,13560000,255330000,2007430000,2.5e+09,25,19,69,113
616180000,285580000,55510000,443400000,1099330000,2.5e+09,26,25,68,119
291150000,2840000,9720000,252740000,1943550000,2.5e+09,26,23,66,115
131490000,0,3490000,151890000,2213130000,2.5e+09,23,18,58,99
359220000,83220000,20500000,270890000,1766170000,2.5e+09,23,22,68,113
145390000,34300000,22210000,548360000,1749740000,2.5e+09,22,22,68,112
7750000,3280000,2230000,33920000,2248260000,2295440000,14,14,46,74
0,38070000,3070000,2.2e+08,2161480000,2422620000,17,16,52,85
711110000,1279340000,33400000,4710000,471440000,2.5e+09,27,18,68,113
129530000,739350000,41840000,185650000,1399890000,2496260000,32,20,78,130
493660000,1299530000,13120000,23510000,670180000,2.5e+09,34,25,75,134
807600000,1062060000,23650000,71580000,535110000,2.5e+09,32,20,73,125
994020000,711370000,11200000,26800000,756610000,2.5e+09,31,23,74,128
131970000,2088700000,48830000,30870000,199630000,2.5e+09,35,28,83,146
865650000,793500000,114710000,538730000,187410000,2.5e+09,32,23,69,124
949140000,55470000,12930000,607540000,874920000,2.5e+09,29,19,62,110
531340000,1722430000,37100000,82560000,126570000,2.5e+09,27,16,52,95
336210000,1866370000,44430000,241010000,11980000,2.5e+09,22,17,56,95
764230000,1392840000,112940000,184720000,45270000,2.5e+09,23,20,57,100
470920000,1731240000,90780000,113880000,93180000,2.5e+09,25,21,53,99
517270000,1550340000,170310000,236090000,25990000,2.5e+09,28,22,68,118
789830000,1481470000,36500000,154450000,37750000,2.5e+09,25,19,59,103
681520000,1301950000,65870000,16070000,434590000,2.5e+09,29,22,71,122
1840000,266140000,12480000,3240000,1761500000,2045200000,33,24,84,141
563220000,986670000,171650000,8070000,770390000,2.5e+09,26,19,68,113
1126160000,349890000,4110000,132750000,887090000,2.5e+09,33,22,70,125
2.44e+08,1854860000,55290000,10920000,334930000,2.5e+09,33,27,81,141
1721220000,197960000,11780000,130530000,438510000,2.5e+09,32,20,69,121
957550000,948090000,80160000,477100000,37100000,2.5e+09,33,23,67,123
931620000,26290000,11960000,707870000,822260000,2.5e+09,27,15,63,105
732680000,1200480000,69520000,435950000,61370000,2.5e+09,32,22,68,122
884480000,51110000,12670000,435330000,1116410000,2.5e+09,30,15,65,110
153900000,2138810000,98740000,77080000,31470000,2.5e+09,24,19,62,105
167320000,2098450000,51010000,164630000,18590000,2.5e+09,25,17,59,101
421940000,1754020000,144530000,127700000,51810000,2.5e+09,31,20,65,116
157450000,1767660000,496650000,27670000,50570000,2.5e+09,29,22,69,120
1137430000,977240000,55320000,289190000,40820000,2.5e+09,28,19,62,109
484850000,1692100000,80640000,215260000,27150000,2.5e+09,25,18,58,101
1105730000,789050000,73710000,439220000,92290000,2.5e+09,26,18,62,106
1036870000,868640000,44720000,337870000,211900000,2.5e+09,24,16,58,98
716470000,815380000,68290000,870900000,28960000,2.5e+09,24,22,63,109
1114930000,1010740000,89400000,236140000,48790000,2.5e+09,23,17,57,97
793600000,599960000,155520000,905490000,45430000,2.5e+09,28,19,63,110
654540000,1005430000,89090000,732270000,18670000,2.5e+09,26,19,64,109
565280000,1669170000,96820000,135630000,33100000,2.5e+09,29,25,73,127
277820000,1228390000,4.1e+07,916120000,36670000,2.5e+09,32,24,76,132
548580000,1160240000,49630000,627010000,114540000,2.5e+09,32,29,77,138
361210000,931060000,37930000,1148710000,21090000,2.5e+09,29,19,63,111
520100000,1472350000,149730000,314330000,43490000,2.5e+09,27,24,69,120
491950000,1589620000,163760000,190850000,63820000,2.5e+09,28,24,73,125
649440000,1607040000,145300000,55390000,42830000,2.5e+09,31,26,75,132
564230000,1668670000,57140000,193710000,16250000,2.5e+09,29,25,75,129
340400000,171910000,420840000,16590000,1523120000,2472860000,28,21,72,121
1495910000,280100000,39950000,214640000,469400000,2.5e+09,34,22,73,129
1034420000,410180000,28620000,693170000,333610000,2.5e+09,31,21,68,120
1328510000,614660000,238020000,16290000,302520000,2.5e+09,28,21,65,114
1674820000,557190000,57490000,41580000,168920000,2.5e+09,31,24,71,126
1425120000,315340000,181100000,9180000,569260000,2.5e+09,29,21,66,116
699210000,1373170000,84180000,204180000,139260000,2.5e+09,33,20,67,120
1284700000,154460000,29740000,529610000,501490000,2.5e+09,32,20,69,121
515710000,1155830000,84150000,71530000,672780000,2.5e+09,39,22,84,145
682640000,898420000,157970000,105470000,655500000,2.5e+09,38,25,91,154
564530000,1500100000,89600000,310650000,35120000,2.5e+09,28,20,63,111
541690000,1599820000,114280000,210490000,33720000,2.5e+09,30,22,69,121
731760000,1259680000,22700000,408540000,77320000,2.5e+09,27,18,68,113
