polygon_id,Forest_t0,Agriculture_t0,Other_t0,Area_Total_t0,forest_sp_t0,agriculture_sp_t0,generalist_sp_t0,Sp_Total_t0,Forest_t1,Agriculture_t1,Other_t1,Area_Total_t1,forest_sp_t1,agriculture_sp_t1,generalist_sp_t1,Sp_Total_t1,delta_Forest,delta_Agriculture,delta_Other,delta_Area_Total,delta_forest_sp,delta_agriculture_sp,delta_generalist_sp,delta_Sp_Total
1_572,966290000,993740000,539970000,2500000000,45,28,85,158,933110000,992900000,573990000,2500000000,48,27,89,164,-33180000,-840000,34020000,0,3,-1,4,6
1_573,945450000,242290000,1312260000,2500000000,36,22,75,133,944110000,269240000,1286650000,2500000000,35,21,72,128,-1340000,26950000,-25610000,0,-1,-1,-3,-5
1_574,540690000,1794640000,164670000,2500000000,23,20,77,120,517880000,1795080000,187040000,2500000000,24,16,76,116,-22810000,440000,22370000,0,1,-4,-1,-4
1_575,1071490000,1169080000,259430000,2500000000,27,20,80,127,1064310000,1190360000,245330000,2500000000,25,16,69,110,-7180000,21280000,-14100000,0,-2,-4,-11,-17
1_576,208420000,2096040000,195540000,2500000000,26,28,82,136,190850000,2074520000,234630000,2500000000,20,25,84,129,-17570000,-21520000,39090000,0,-6,-3,2,-7
1_577,935500000,470460000,1094040000,2500000000,32,19,67,118,935320000,478700000,1085980000,2500000000,31,16,65,112,-180000,8240000,-8060000,0,-1,-3,-2,-6
1_578,1063900000,86870000,1349230000,2500000000,43,20,73,136,1041540000,82170000,1376290000,2500000000,43,13,66,122,-22360000,-4700000,27060000,0,0,-7,-7,-14
1_579,397640000,1747120000,355240000,2500000000,34,31,93,158,396060000,1708930000,395010000,2500000000,33,30,90,153,-1580000,-38190000,39770000,0,-1,-1,-3,-5
1_580,1136500000,491590000,871910000,2500000000,37,24,86,147,1110260000,485770000,903970000,2500000000,41,24,88,153,-26240000,-5820000,32060000,0,4,0,2,6
1_581,194110000,1986570000,319320000,2500000000,24,28,75,127,183600000,1961030000,355370000,2500000000,26,24,80,130,-10510000,-25540000,36050000,0,2,-4,5,3
1_582,787970000,60590000,1651440000,2500000000,42,18,73,133,724880000,182280000,1592840000,2500000000,45,19,81,145,-63090000,121690000,-58600000,0,3,1,8,12
1_583,662560000,70860000,1766580000,2500000000,43,19,78,140,594390000,61630000,1843980000,2500000000,45,15,76,136,-68170000,-9230000,77400000,0,2,-4,-2,-4
1_584,413860000,11880000,2074260000,2500000000,40,17,69,126,402410000,27610000,2069980000,2500000000,43,20,72,135,-11450000,15730000,-4280000,0,3,3,3,9
1_585,1290410000,59780000,1149810000,2500000000,41,18,82,141,1270130000,78660000,1151210000,2500000000,47,20,86,153,-20280000,18880000,1400000,0,6,2,4,12
1_586,1322210000,644120000,533670000,2500000000,43,23,81,147,1301920000,503400000,694680000,2500000000,47,22,80,149,-20290000,-140720000,161010000,0,4,-1,-1,2
1_587,802090000,1107680000,590230000,2500000000,45,23,82,150,794460000,1120330000,585210000,2500000000,48,23,84,155,-7630000,12650000,-5020000,0,3,0,2,5
1_588,833730000,1194070000,472200000,2500000000,37,25,80,142,842490000,1061330000,596180000,2500000000,42,22,87,151,8760000,-132740000,123980000,0,5,-3,7,9
1_589,718900000,642860000,1138240000,2500000000,48,31,87,166,714450000,680780000,1104770000,2500000000,48,29,90,167,-4450000,37920000,-33470000,0,0,-2,3,1
1_590,633040000,239710000,1584250000,2457000000,21,23,67,111,629000000,238150000,1589850000,2457000000,35,21,75,131,-4040000,-1560000,5600000,0,14,-2,8,20
1_591,616460000,1637090000,246450000,2500000000,32,28,87,147,597670000,1616530000,285800000,2500000000,34,28,92,154,-18790000,-20560000,39350000,0,2,0,5,7
1_592,1559230000,279470000,661300000,2500000000,33,17,76,126,1550980000,281200000,667820000,2500000000,30,14,71,115,-8250000,1730000,6520000,0,-3,-3,-5,-11
1_593,285200000,1986480000,228320000,2500000000,18,25,75,118,243830000,1966070000,290100000,2500000000,27,26,87,140,-41370000,-20410000,61780000,0,9,1,12,22
1_594,1590510000,654800000,254690000,2500000000,27,20,70,117,1606910000,654120000,238970000,2500000000,33,16,65,114,16400000,-680000,-15720000,0,6,-4,-5,-3
1_595,1053170000,552140000,894690000,2500000000,45,26,90,161,1024410000,578300000,897290000,2500000000,45,23,88,156,-28760000,26160000,2600000,0,0,-3,-2,-5
1_596,52900000,1770730000,676370000,2500000000,23,23,78,124,34550000,1713660000,751790000,2500000000,25,23,75,123,-18350000,-57070000,75420000,0,2,0,-3,-1
1_597,1277210000,399820000,822970000,2500000000,44,24,83,151,1239530000,447660000,812810000,2500000000,46,22,87,155,-37680000,47840000,-10160000,0,2,-2,4,4
1_598,49690000,2154720000,295590000,2500000000,26,25,76,127,37280000,2119880000,342840000,2500000000,26,22,75,123,-12410000,-34840000,47250000,0,0,-3,-1,-4
1_599,759180000,39900000,1700920000,2500000000,41,17,72,130,690020000,57130000,1752850000,2500000000,46,14,75,135,-69160000,17230000,51930000,0,5,-3,3,5
1_600,1053810000,92010000,1354180000,2500000000,41,21,83,145,1031840000,98560000,1369600000,2500000000,46,18,84,148,-21970000,6550000,15420000,0,5,-3,1,3
1_601,479580000,2000000,2018420000,2500000000,36,17,64,117,400140000,8950000,2090910000,2500000000,42,15,68,125,-79440000,6950000,72490000,0,6,-2,4,8
1_602,789380000,105240000,1605380000,2500000000,40,15,72,127,783390000,121970000,1594640000,2500000000,45,18,84,147,-5990000,16730000,-10740000,0,5,3,12,20
1_603,485610000,1082000000,932390000,2500000000,39,30,83,152,480140000,921750000,1098110000,2500000000,40,30,90,160,-5470000,-160250000,165720000,0,1,0,7,8
1_604,909120000,226340000,1364540000,2500000000,46,23,75,144,878650000,236710000,1384640000,2500000000,49,21,82,152,-30470000,10370000,20100000,0,3,-2,7,8
1_605,802060000,192800000,1505140000,2500000000,46,28,84,158,798640000,60840000,1640520000,2500000000,47,27,85,159,-3420000,-131960000,135380000,0,1,-1,1,1
1_606,861340000,24890000,1613770000,2500000000,45,20,68,133,853310000,27900000,1618790000,2500000000,43,21,70,134,-8030000,3010000,5020000,0,-2,1,2,1
1_607,494860000,538850000,1466290000,2500000000,19,23,67,109,501390000,542470000,1456140000,2500000000,19,19,69,107,6530000,3620000,-10150000,0,0,-4,2,-2
1_608,1207500000,964320000,328180000,2500000000,22,19,63,104,1216750000,996140000,287110000,2500000000,24,15,64,103,9250000,31820000,-41070000,0,2,-4,1,-1
1_609,394610000,1067080000,1038310000,2500000000,19,26,74,119,409460000,1089130000,1001410000,2500000000,18,21,81,120,14850000,22050000,-36900000,0,-1,-5,7,1
1_610,1557750000,601810000,340440000,2500000000,26,26,80,132,1541900000,612110000,345990000,2500000000,37,29,91,157,-15850000,10300000,5550000,0,11,3,11,25
1_611,569700000,1305830000,624470000,2500000000,22,26,73,121,536460000,1284280000,679260000,2500000000,24,24,80,128,-33240000,-21550000,54790000,0,2,-2,7,7
1_612,1351520000,835750000,312730000,2500000000,30,20,70,120,1343560000,826630000,329810000,2500000000,33,20,76,129,-7960000,-9120000,17080000,0,3,0,6,9
1_613,886470000,1406740000,206790000,2500000000,18,23,72,113,893740000,1404890000,201370000,2500000000,24,16,67,107,7270000,-1850000,-5420000,0,6,-7,-5,-6
1_614,114490000,2142240000,243270000,2500000000,20,31,77,128,44820000,2109150000,346030000,2500000000,20,25,80,125,-69670000,-33090000,102760000,0,0,-6,3,-3
1_615,803950000,1406940000,289110000,2500000000,32,19,72,123,803680000,1391890000,304430000,2500000000,32,21,82,135,-270000,-15050000,15320000,0,0,2,10,12
1_616,35610000,2312270000,152120000,2500000000,16,26,65,107,18500000,2292360000,189140000,2500000000,16,24,76,116,-17110000,-19910000,37020000,0,0,-2,11,9
1_617,484980000,1650710000,364310000,2500000000,34,26,83,143,483710000,1619160000,397130000,2500000000,30,25,86,141,-1270000,-31550000,32820000,0,-4,-1,3,-2
1_618,1449110000,232330000,818560000,2500000000,45,20,74,139,1428450000,266610000,804940000,2500000000,46,19,73,138,-20660000,34280000,-13620000,0,1,-1,-1,-1
1_619,90820000,1850150000,559030000,2500000000,27,31,83,141,94710000,1807480000,597810000,2500000000,32,26,80,138,3890000,-42670000,38780000,0,5,-5,-3,-3
1_620,1405460000,492890000,601650000,2500000000,45,20,76,141,1412780000,471920000,615300000,2500000000,44,21,77,142,7320000,-20970000,13650000,0,-1,1,1,1
1_621,216260000,1934910000,348830000,2500000000,20,24,72,116,216350000,1928740000,354910000,2500000000,24,21,73,118,90000,-6170000,6080000,0,4,-3,1,2
1_622,564340000,81130000,1854530000,2500000000,40,18,74,132,551600000,83850000,1864550000,2500000000,44,17,78,139,-12740000,2720000,10020000,0,4,-1,4,7
1_623,1084080000,204220000,1211700000,2500000000,40,16,73,129,1087540000,200940000,1211520000,2500000000,45,17,77,139,3460000,-3280000,-180000,0,5,1,4,10
1_624,1522080000,409200000,568720000,2500000000,40,19,75,134,1528790000,402640000,568570000,2500000000,48,20,76,144,6710000,-6560000,-150000,0,8,1,1,10
1_625,935430000,158390000,1406180000,2500000000,46,24,75,145,986300000,3360000,1510340000,2500000000,45,23,79,147,50870000,-155030000,104160000,0,-1,-1,4,2
1_626,837530000,27260000,1635210000,2500000000,38,12,55,105,841060000,21000000,1637940000,2500000000,42,17,65,124,3530000,-6260000,2730000,0,4,5,10,19
1_627,1238390000,101830000,1159780000,2500000000,46,25,80,151,1280930000,11660000,1207410000,2500000000,46,28,77,151,42540000,-90170000,47630000,0,0,3,-3,0
1_628,852720000,69940000,1577340000,2500000000,41,17,63,121,850970000,74050000,1574980000,2500000000,45,16,73,134,-1750000,4110000,-2360000,0,4,-1,10,13
1_629,200090000,888320000,1326750000,2415160000,19,19,66,104,204720000,872360000,1338080000,2415160000,21,23,77,121,4630000,-15960000,11330000,0,2,4,11,17
1_630,561490000,1606090000,332420000,2500000000,21,22,74,117,575720000,1643750000,280530000,2500000000,25,20,72,117,14230000,37660000,-51890000,0,4,-2,-2,0
1_631,682090000,1413310000,404600000,2500000000,19,22,67,108,728890000,1435370000,335740000,2500000000,24,23,73,120,46800000,22060000,-68860000,0,5,1,6,12
1_632,1472740000,819490000,207770000,2500000000,28,16,68,112,1473480000,824930000,201590000,2500000000,32,14,64,110,740000,5440000,-6180000,0,4,-2,-4,-2
1_633,1292030000,918490000,289480000,2500000000,26,17,72,115,1292470000,924620000,282910000,2500000000,36,18,73,127,440000,6130000,-6570000,0,10,1,1,12
1_634,11460000,2318450000,170090000,2500000000,13,20,57,90,9930000,2292730000,197340000,2500000000,14,22,68,104,-1530000,-25720000,27250000,0,1,2,11,14
1_635,72590000,2212650000,214760000,2500000000,25,32,83,140,67570000,2184610000,247820000,2500000000,21,27,85,133,-5020000,-28040000,33060000,0,-4,-5,2,-7
1_636,807140000,1238870000,453990000,2500000000,42,26,82,150,828810000,1162140000,509050000,2500000000,43,19,76,138,21670000,-76730000,55060000,0,1,-7,-6,-12
1_637,104700000,2081430000,313870000,2500000000,17,14,59,90,116080000,2033440000,350480000,2500000000,19,18,62,99,11380000,-47990000,36610000,0,2,4,3,9
1_638,1172300000,82050000,1245650000,2500000000,42,16,76,134,1175420000,81250000,1243330000,2500000000,43,17,70,130,3120000,-800000,-2320000,0,1,1,-6,-4
1_639,1371270000,265140000,863590000,2500000000,45,21,82,148,1394590000,207740000,897670000,2500000000,48,19,73,140,23320000,-57400000,34080000,0,3,-2,-9,-8
1_640,1475620000,42920000,981460000,2500000000,43,17,69,129,1415590000,43110000,1041300000,2500000000,47,26,79,152,-60030000,190000,59840000,0,4,9,10,23
1_641,703450000,14270000,1782280000,2500000000,42,15,62,119,680840000,14600000,1804560000,2500000000,41,11,59,111,-22610000,330000,22280000,0,-1,-4,-3,-8
1_642,1035150000,343460000,1121390000,2500000000,35,20,71,126,1074340000,252850000,1172810000,2500000000,41,18,73,132,39190000,-90610000,51420000,0,6,-2,2,6
1_643,898490000,973760000,627750000,2500000000,35,20,74,129,969480000,745490000,785030000,2500000000,38,18,69,125,70990000,-228270000,157280000,0,3,-2,-5,-4
1_644,1120720000,1023250000,356030000,2500000000,37,24,69,130,1156350000,752920000,590730000,2500000000,40,20,72,132,35630000,-270330000,234700000,0,3,-4,3,2
1_645,1169780000,838360000,491860000,2500000000,35,19,67,121,1264620000,588790000,646590000,2500000000,37,17,68,122,94840000,-249570000,154730000,0,2,-2,1,1
1_646,255060000,1471790000,773150000,2500000000,31,29,77,137,276810000,1327810000,895380000,2500000000,36,35,84,155,21750000,-143980000,122230000,0,5,6,7,18
1_647,630120000,1133510000,736370000,2500000000,36,27,75,138,640730000,958310000,900960000,2500000000,40,31,85,156,10610000,-175200000,164590000,0,4,4,10,18
1_648,659260000,693590000,1147150000,2500000000,33,19,66,118,692870000,252330000,1554800000,2500000000,36,27,74,137,33610000,-441260000,407650000,0,3,8,8,19
1_649,768660000,735560000,995780000,2500000000,35,23,70,128,793160000,413980000,1292860000,2500000000,40,28,78,146,24500000,-321580000,297080000,0,5,5,8,18
1_650,213850000,1154890000,1131260000,2500000000,36,36,85,157,214440000,1127880000,1157680000,2500000000,37,43,93,173,590000,-27010000,26420000,0,1,7,8,16
1_651,260290000,1301050000,938660000,2500000000,29,33,80,142,283850000,1175320000,1040830000,2500000000,35,42,82,159,23560000,-125730000,102170000,0,6,9,2,17
1_652,244690000,1860950000,394360000,2500000000,30,29,74,133,255720000,1658200000,586080000,2500000000,34,34,78,146,11030000,-202750000,191720000,0,4,5,4,13
1_653,374290000,1137200000,988510000,2500000000,28,26,69,123,446520000,934250000,1119230000,2500000000,33,30,76,139,72230000,-202950000,130720000,0,5,4,7,16
1_654,256100000,713140000,1530760000,2500000000,35,33,87,155,263940000,715570000,1520490000,2500000000,41,44,90,175,7840000,2430000,-10270000,0,6,11,3,20
1_655,205380000,617290000,1677330000,2500000000,32,37,87,156,205840000,610980000,1683180000,2500000000,42,42,90,174,460000,-6310000,5850000,0,10,5,3,18
1_656,146680000,1822910000,530410000,2500000000,33,36,83,152,166910000,1707590000,625500000,2500000000,35,41,86,162,20230000,-115320000,95090000,0,2,5,3,10
1_657,336700000,1754690000,408610000,2500000000,31,33,81,145,365600000,1534670000,599730000,2500000000,34,37,80,151,28900000,-220020000,191120000,0,3,4,-1,6
1_658,14340000,442000000,2043660000,2500000000,25,37,82,144,15230000,436570000,2048200000,2500000000,35,43,94,172,890000,-5430000,4540000,0,10,6,12,28
1_659,21410000,684620000,1793970000,2500000000,28,40,78,146,22180000,601810000,1876010000,2500000000,36,41,85,162,770000,-82810000,82040000,0,8,1,7,16
1_660,979240000,809170000,711590000,2500000000,35,26,86,147,964370000,806040000,729590000,2500000000,36,29,88,153,-14870000,-3130000,18000000,0,1,3,2,6
1_661,1468660000,434310000,597030000,2500000000,39,20,77,136,1468510000,411360000,620130000,2500000000,41,19,71,131,-150000,-22950000,23100000,0,2,-1,-6,-5
1_662,1346700000,775110000,378190000,2500000000,39,28,83,150,1327370000,752710000,419920000,2500000000,40,24,77,141,-19330000,-22400000,41730000,0,1,-4,-6,-9
1_663,1054230000,1030350000,415420000,2500000000,43,31,87,161,1067810000,1002000000,430190000,2500000000,44,29,88,161,13580000,-28350000,14770000,0,1,-2,1,0
1_664,751020000,1047250000,701730000,2500000000,38,27,82,147,806860000,855670000,837470000,2500000000,37,25,87,149,55840000,-191580000,135740000,0,-1,-2,5,2
1_665,458810000,1247540000,793650000,2500000000,33,29,87,149,467430000,1280980000,751590000,2500000000,35,30,92,157,8620000,33440000,-42060000,0,2,1,5,8
1_666,845030000,967420000,687550000,2500000000,33,22,73,128,956170000,459100000,1084730000,2500000000,34,19,71,124,111140000,-508320000,397180000,0,1,-3,-2,-4
1_667,975840000,835210000,688950000,2500000000,33,27,83,143,922820000,792310000,784870000,2500000000,36,25,81,142,-53020000,-42900000,95920000,0,3,-2,-2,-1
1_668,1105220000,909850000,484930000,2500000000,37,24,74,135,1136900000,647150000,715950000,2500000000,39,18,73,130,31680000,-262700000,231020000,0,2,-6,-1,-5
1_669,622670000,1521290000,356040000,2500000000,35,25,80,140,683540000,1293670000,522790000,2500000000,40,26,80,146,60870000,-227620000,166750000,0,5,1,0,6
1_670,841310000,1085870000,572820000,2500000000,38,30,77,145,859130000,905500000,735370000,2500000000,39,34,85,158,17820000,-180370000,162550000,0,1,4,8,13
1_671,778450000,1093490000,628060000,2500000000,36,28,79,143,789370000,822960000,887670000,2500000000,39,30,88,157,10920000,-270530000,259610000,0,3,2,9,14
1_672,1432060000,515910000,552030000,2500000000,32,20,69,121,1288110000,140890000,1071000000,2500000000,39,20,67,126,-143950000,-375020000,518970000,0,7,0,-2,5
1_673,1233960000,308930000,957110000,2500000000,34,18,67,119,1264570000,62770000,1172660000,2500000000,41,18,74,133,30610000,-246160000,215550000,0,7,0,7,14
1_674,1270860000,760970000,468170000,2500000000,36,18,64,118,1222410000,375670000,901920000,2500000000,41,20,72,133,-48450000,-385300000,433750000,0,5,2,8,15
1_675,1109370000,798120000,592510000,2500000000,36,22,68,126,1125080000,523750000,851170000,2500000000,40,24,78,142,15710000,-274370000,258660000,0,4,2,10,16
1_676,293310000,1884650000,322040000,2500000000,31,29,77,137,318550000,1485600000,695850000,2500000000,34,32,81,147,25240000,-399050000,373810000,0,3,3,4,10
1_677,244440000,1787000000,468560000,2500000000,33,24,73,130,264370000,1628380000,607250000,2500000000,40,27,77,144,19930000,-158620000,138690000,0,7,3,4,14
1_678,339810000,1667660000,492530000,2500000000,36,30,77,143,354230000,1293010000,852760000,2500000000,38,30,80,148,14420000,-374650000,360230000,0,2,0,3,5
1_679,648670000,1368260000,483070000,2500000000,37,27,75,139,661100000,1125350000,713550000,2500000000,39,27,77,143,12430000,-242910000,230480000,0,2,0,2,4
1_680,230750000,1513510000,755740000,2500000000,32,34,79,145,269150000,1348830000,882020000,2500000000,36,36,82,154,38400000,-164680000,126280000,0,4,2,3,9
1_681,286230000,2028670000,185100000,2500000000,29,30,77,136,303880000,1820060000,376060000,2500000000,39,37,81,157,17650000,-208610000,190960000,0,10,7,4,21
1_682,206640000,1233890000,1059470000,2500000000,32,37,79,148,232610000,1069780000,1197610000,2500000000,39,36,81,156,25970000,-164110000,138140000,0,7,-1,2,8
1_683,169820000,1838430000,491750000,2500000000,30,39,76,145,212030000,1713210000,574760000,2500000000,35,37,83,155,42210000,-125220000,83010000,0,5,-2,7,10
1_684,112550000,521400000,1866050000,2500000000,31,38,79,148,127890000,505330000,1866780000,2500000000,34,38,83,155,15340000,-16070000,730000,0,3,0,4,7
1_685,23150000,294870000,2181980000,2500000000,28,38,80,146,28320000,298730000,2172950000,2500000000,34,40,89,163,5170000,3860000,-9030000,0,6,2,9,17
1_686,158280000,399440000,1942280000,2500000000,31,40,88,159,204620000,470980000,1824400000,2500000000,38,38,85,161,46340000,71540000,-117880000,0,7,-2,-3,2
1_687,29990000,659080000,1810930000,2500000000,35,41,84,160,35070000,631080000,1833850000,2500000000,39,44,91,174,5080000,-28000000,22920000,0,4,3,7,14
1_688,33090000,4960000,1469240000,1507290000,19,32,57,108,32010000,4790000,1470490000,1507290000,26,31,68,125,-1080000,-170000,1250000,0,7,-1,11,17
1_689,174560000,1808910000,516530000,2500000000,32,38,79,149,180130000,1746720000,573150000,2500000000,36,39,88,163,5570000,-62190000,56620000,0,4,1,9,14
1_690,29450000,961180000,1509370000,2500000000,36,41,84,161,39690000,967930000,1492380000,2500000000,33,39,88,160,10240000,6750000,-16990000,0,-3,-2,4,-1
1_691,967660000,934000000,598340000,2500000000,41,34,83,158,1029850000,810560000,659590000,2500000000,45,28,85,158,62190000,-123440000,61250000,0,4,-6,2,0
1_692,1346090000,539680000,614230000,2500000000,42,22,71,135,1351690000,405250000,743060000,2500000000,43,24,77,144,5600000,-134430000,128830000,0,1,2,6,9
1_693,1169920000,912170000,417910000,2500000000,40,17,60,117,1238160000,675910000,585930000,2500000000,41,20,74,135,68240000,-236260000,168020000,0,1,3,14,18
1_694,1057760000,815930000,626310000,2500000000,39,22,68,129,1080860000,450890000,968250000,2500000000,40,18,71,129,23100000,-365040000,341940000,0,1,-4,3,0
1_695,1275230000,919680000,305090000,2500000000,31,21,73,125,1300710000,713230000,486060000,2500000000,36,22,76,134,25480000,-206450000,180970000,0,5,1,3,9
1_696,1094300000,976420000,429280000,2500000000,36,27,84,147,1127600000,877270000,495130000,2500000000,37,28,91,156,33300000,-99150000,65850000,0,1,1,7,9
1_697,857340000,990300000,652360000,2500000000,38,28,85,151,883170000,812090000,804740000,2500000000,41,32,90,163,25830000,-178210000,152380000,0,3,4,5,12
1_698,904080000,1080010000,515910000,2500000000,35,21,74,130,1004760000,918320000,576920000,2500000000,39,25,83,147,100680000,-161690000,61010000,0,4,4,9,17
1_699,1191280000,631000000,677720000,2500000000,39,21,72,132,1211980000,368600000,919420000,2500000000,39,20,73,132,20700000,-262400000,241700000,0,0,-1,1,0
1_700,1378510000,766010000,355480000,2500000000,40,25,77,142,1407410000,542010000,550580000,2500000000,37,17,78,132,28900000,-224000000,195100000,0,-3,-8,1,-10
1_701,1063980000,992740000,443280000,2500000000,38,21,74,133,1085970000,742850000,671180000,2500000000,43,21,76,140,21990000,-249890000,227900000,0,5,0,2,7
1_702,541680000,1691070000,267250000,2500000000,39,25,85,149,566870000,1534910000,398220000,2500000000,40,24,84,148,25190000,-156160000,130970000,0,1,-1,-1,-1
1_703,947420000,1151850000,400730000,2500000000,36,18,66,120,955100000,922870000,622030000,2500000000,44,22,76,142,7680000,-228980000,221300000,0,8,4,10,22
1_704,1064460000,869980000,565560000,2500000000,31,18,62,111,1059450000,707110000,733440000,2500000000,38,19,69,126,-5010000,-162870000,167880000,0,7,1,7,15
1_705,966000000,1278350000,255650000,2500000000,41,24,74,139,974220000,963370000,562410000,2500000000,41,24,79,144,8220000,-314980000,306760000,0,0,0,5,5
1_706,983990000,908950000,607060000,2500000000,41,26,77,144,1001140000,600140000,898720000,2500000000,42,24,81,147,17150000,-308810000,291660000,0,1,-2,4,3
1_707,746580000,1463550000,289870000,2500000000,36,25,70,131,749020000,1307250000,443730000,2500000000,39,27,75,141,2440000,-156300000,153860000,0,3,2,5,10
1_708,977570000,1213720000,308710000,2500000000,36,22,75,133,984680000,1010610000,504710000,2500000000,39,22,74,135,7110000,-203110000,196000000,0,3,0,-1,2
1_709,520090000,1597020000,382890000,2500000000,39,36,79,154,532150000,1502560000,465290000,2500000000,41,27,84,152,12060000,-94460000,82400000,0,2,-9,5,-2
1_710,887370000,1267930000,344700000,2500000000,42,27,74,143,908530000,1112960000,478510000,2500000000,42,26,79,147,21160000,-154970000,133810000,0,0,-1,5,4
1_711,413780000,1277330000,808890000,2500000000,33,34,77,144,476110000,1209880000,814010000,2500000000,38,30,81,149,62330000,-67450000,5120000,0,5,-4,4,5
1_712,479550000,1432540000,587910000,2500000000,36,36,83,155,530840000,1250530000,718630000,2500000000,42,35,87,164,51290000,-182010000,130720000,0,6,-1,4,9
1_713,1177440000,895180000,427380000,2500000000,36,30,77,143,1231720000,754020000,514260000,2500000000,40,30,82,152,54280000,-141160000,86880000,0,4,0,5,9
1_714,835050000,1134070000,530880000,2500000000,36,32,82,150,887240000,1007720000,605040000,2500000000,42,31,92,165,52190000,-126350000,74160000,0,6,-1,10,15
1_715,142940000,942050000,1415010000,2500000000,34,38,84,156,160830000,942900000,1396270000,2500000000,39,38,85,162,17890000,850000,-18740000,0,5,0,1,6
1_716,219810000,1118490000,1161690000,2499990000,32,42,85,159,257620000,1150380000,1092000000,2500000000,39,39,86,164,37810000,31890000,-69690000,10000,7,-3,1,5
1_717,287800000,1417270000,794930000,2500000000,38,35,81,154,340200000,1237640000,922160000,2500000000,41,34,81,156,52400000,-179630000,127230000,0,3,-1,0,2
1_718,438130000,1034210000,1027660000,2500000000,38,41,91,170,456670000,738670000,1304660000,2500000000,42,37,86,165,18540000,-295540000,277000000,0,4,-4,-5,-5
1_719,132260000,1432780000,934960000,2500000000,37,35,81,153,147200000,1516480000,836320000,2500000000,37,37,80,154,14940000,83700000,-98640000,0,0,2,-1,1
1_720,141430000,694400000,1664170000,2500000000,30,32,77,139,152640000,1039260000,1308100000,2500000000,41,40,85,166,11210000,344860000,-356070000,0,11,8,8,27
1_721,28540000,538160000,1933300000,2500000000,35,35,80,150,31540000,505340000,1963120000,2500000000,35,39,84,158,3000000,-32820000,29820000,0,0,4,4,8
1_722,158360000,1146350000,1195290000,2500000000,37,37,84,158,172310000,980360000,1347330000,2500000000,40,37,89,166,13950000,-165990000,152040000,0,3,0,5,8
1_723,194500000,1885860000,419640000,2500000000,32,32,73,137,198830000,1818670000,482500000,2500000000,34,34,81,149,4330000,-67190000,62860000,0,2,2,8,12
1_724,49460000,1721830000,728710000,2500000000,30,32,76,138,90200000,1672980000,736820000,2500000000,34,34,87,155,40740000,-48850000,8110000,0,4,2,11,17
1_725,63860000,781160000,1654980000,2500000000,30,34,75,139,71080000,758850000,1670070000,2500000000,33,33,86,152,7220000,-22310000,15090000,0,3,-1,11,13
1_726,881520000,1019990000,598490000,2500000000,36,18,66,120,924050000,726400000,849550000,2500000000,41,19,73,133,42530000,-293590000,251060000,0,5,1,7,13
1_727,902030000,1108710000,489260000,2500000000,36,22,75,133,894270000,895140000,710590000,2500000000,39,26,83,148,-7760000,-213570000,221330000,0,3,4,8,15
1_728,755640000,1285760000,458600000,2500000000,38,27,75,140,794200000,1063030000,642770000,2500000000,41,28,83,152,38560000,-222730000,184170000,0,3,1,8,12
1_729,643510000,907530000,948960000,2500000000,37,26,71,134,674350000,822520000,1003130000,2500000000,40,25,80,145,30840000,-85010000,54170000,0,3,-1,9,11
1_730,919680000,1310580000,269740000,2500000000,34,18,63,115,990520000,1126850000,382630000,2500000000,36,18,70,124,70840000,-183730000,112890000,0,2,0,7,9
1_731,752510000,1198790000,548700000,2500000000,30,19,67,116,796390000,1030520000,673090000,2500000000,37,20,74,131,43880000,-168270000,124390000,0,7,1,7,15
1_732,513570000,1784010000,202420000,2500000000,31,23,75,129,556370000,1586080000,357550000,2500000000,33,20,75,128,42800000,-197930000,155130000,0,2,-3,0,-1
1_733,851290000,995160000,653550000,2500000000,34,20,72,126,923410000,705260000,871330000,2500000000,41,20,72,133,72120000,-289900000,217780000,0,7,0,0,7
1_734,950030000,1235890000,314080000,2500000000,41,24,78,143,987320000,972950000,539730000,2500000000,41,26,85,152,37290000,-262940000,225650000,0,0,2,7,9
1_735,980960000,1258630000,260410000,2500000000,38,31,82,151,1003420000,974470000,522110000,2500000000,42,30,88,160,22460000,-284160000,261700000,0,4,-1,6,9
1_736,1076710000,1035460000,387830000,2500000000,40,24,73,137,1110350000,680680000,708970000,2500000000,40,20,74,134,33640000,-354780000,321140000,0,0,-4,1,-3
1_737,1016560000,1022850000,460590000,2500000000,36,27,82,145,1104810000,694970000,700220000,2500000000,43,24,80,147,88250000,-327880000,239630000,0,7,-3,-2,2
1_738,389080000,1868290000,242630000,2500000000,35,29,77,141,397850000,1757560000,344590000,2500000000,41,29,83,153,8770000,-110730000,101960000,0,6,0,6,12
1_739,1171940000,879710000,448350000,2500000000,43,25,79,147,1170090000,648810000,681100000,2500000000,42,25,79,146,-1850000,-230900000,232750000,0,-1,0,0,-1
1_740,309900000,1938340000,251760000,2500000000,36,31,74,141,327990000,1832170000,339840000,2500000000,40,35,87,162,18090000,-106170000,88080000,0,4,4,13,21
1_741,1046930000,1165400000,287670000,2500000000,40,23,76,139,1052370000,896820000,550810000,2500000000,43,23,80,146,5440000,-268580000,263140000,0,3,0,4,7
1_742,372180000,1780540000,347280000,2500000000,35,35,80,150,387090000,1676860000,436050000,2500000000,39,27,86,152,14910000,-103680000,88770000,0,4,-8,6,2
