polygon_id,Forest_t0,Agriculture_t0,Other_t0,Area_Total_t0,forest_sp_t0,agriculture_sp_t0,generalist_sp_t0,Sp_Total_t0,Forest_t1,Agriculture_t1,Other_t1,Area_Total_t1,forest_sp_t1,agriculture_sp_t1,generalist_sp_t1,Sp_Total_t1,delta_Forest,delta_Agriculture,delta_Other,delta_Area_Total,delta_forest_sp,delta_agriculture_sp,delta_generalist_sp,delta_Sp_Total
1_1482,1018930000,941400000,539670000,2500000000,41,37,77,155,833890000,979740000,686370000,2500000000,46,28,85,159,-185040000,38340000,146700000,0,5,-9,8,4
1_1483,698640000,1452900000,348460000,2500000000,40,36,91,167,702810000,1424340000,372850000,2500000000,44,25,77,146,4170000,-28560000,24390000,0,4,-11,-14,-21
1_1484,712720000,276250000,1511030000,2500000000,39,28,80,147,592630000,359420000,1547950000,2500000000,48,34,88,170,-120090000,83170000,36920000,0,9,6,8,23
1_1485,1210520000,570140000,719340000,2500000000,38,32,81,151,1006910000,653540000,839550000,2500000000,45,32,82,159,-203610000,83400000,120210000,0,7,0,1,8
1_1486,151450000,44100000,2304450000,2500000000,31,33,68,132,155900000,30440000,2313660000,2500000000,42,34,83,159,4450000,-13660000,9210000,0,11,1,15,27
1_1487,861590000,399700000,1238710000,2500000000,41,38,97,176,875470000,378680000,1245850000,2500000000,45,36,96,177,13880000,-21020000,7140000,0,4,-2,-1,1
1_1488,932950000,306700000,1260350000,2500000000,42,36,94,172,905530000,309990000,1284480000,2500000000,46,36,99,181,-27420000,3290000,24130000,0,4,0,5,9
1_1489,877230000,402000000,1220770000,2500000000,41,37,93,171,880820000,400040000,1219140000,2500000000,46,37,102,185,3590000,-1960000,-1630000,0,5,0,9,14
1_1490,1240590000,771980000,487430000,2500000000,43,35,86,164,1288530000,777730000,433740000,2500000000,48,42,91,181,47940000,5750000,-53690000,0,5,7,5,17
1_1491,1201990000,929880000,368130000,2500000000,43,38,85,166,1209000000,924720000,366280000,2500000000,49,36,95,180,7010000,-5160000,-1850000,0,6,-2,10,14
1_1492,1156850000,150090000,1193060000,2500000000,46,40,102,188,1150070000,143100000,1206830000,2500000000,49,41,107,197,-6780000,-6990000,13770000,0,3,1,5,9
1_1493,662130000,209640000,1628230000,2500000000,45,41,101,187,666400000,204610000,1628990000,2500000000,48,42,106,196,4270000,-5030000,760000,0,3,1,5,9
1_1494,1618670000,419010000,462320000,2500000000,38,30,79,147,1604130000,425830000,470040000,2500000000,46,36,87,169,-14540000,6820000,7720000,0,8,6,8,22
1_1495,1793820000,394780000,311400000,2500000000,43,35,85,163,1780020000,388620000,331360000,2500000000,47,39,92,178,-13800000,-6160000,19960000,0,4,4,7,15
1_1496,1055200000,389270000,1055530000,2500000000,45,39,99,183,1150000000,382800000,967200000,2500000000,46,39,103,188,94800000,-6470000,-88330000,0,1,0,4,5
1_1497,1303000000,430390000,766610000,2500000000,44,39,96,179,1266550000,433050000,800400000,2500000000,46,42,105,193,-36450000,2660000,33790000,0,2,3,9,14
1_1498,1098850000,921600000,479550000,2500000000,38,32,80,150,1243760000,933410000,322830000,2500000000,46,33,88,167,144910000,11810000,-156720000,0,8,1,8,17
1_1499,1378610000,628570000,492820000,2500000000,40,31,74,145,1406270000,650310000,443420000,2500000000,42,37,88,167,27660000,21740000,-49400000,0,2,6,14,22
1_1500,482740000,70110000,1947150000,2500000000,40,36,88,164,516080000,66810000,1917110000,2500000000,46,39,99,184,33340000,-3300000,-30040000,0,6,3,11,20
1_1501,337280000,127190000,1903130000,2367600000,40,36,91,167,438540000,119520000,1809540000,2367600000,45,40,103,188,101260000,-7670000,-93590000,0,5,4,12,21
1_1502,1109290000,524120000,866590000,2500000000,41,35,84,160,1284010000,540650000,675340000,2500000000,49,40,102,191,174720000,16530000,-191250000,0,8,5,18,31
1_1503,798020000,1180520000,521460000,2500000000,37,30,74,141,667290000,1286900000,545810000,2500000000,45,30,82,157,-130730000,106380000,24350000,0,8,0,8,16
1_1504,710690000,1350150000,439160000,2500000000,40,33,77,150,662970000,1439590000,397440000,2500000000,40,26,78,144,-47720000,89440000,-41720000,0,0,-7,1,-6
1_1505,685300000,1468000000,346700000,2500000000,40,31,81,152,604440000,1437550000,458010000,2500000000,44,30,82,156,-80860000,-30450000,111310000,0,4,-1,1,4
1_1506,815680000,702340000,981980000,2500000000,40,38,93,171,689090000,770490000,1040420000,2500000000,48,37,92,177,-126590000,68150000,58440000,0,8,-1,-1,6
1_1507,394090000,141770000,1926450000,2462310000,42,36,93,171,370270000,152270000,1939770000,2462310000,44,38,86,168,-23820000,10500000,13320000,0,2,2,-7,-3
1_1508,401230000,245840000,1793260000,2440330000,39,40,90,169,423320000,214200000,1802810000,2440330000,35,36,90,161,22090000,-31640000,9550000,0,-4,-4,0,-8
1_1509,645290000,311460000,1543250000,2500000000,45,42,96,183,657460000,279850000,1562690000,2500000000,48,42,101,191,12170000,-31610000,19440000,0,3,0,5,8
1_1510,31250000,44950000,2150320000,2226520000,32,32,84,148,31430000,35150000,2159940000,2226520000,41,35,85,161,180000,-9800000,9620000,0,9,3,1,13
1_1511,62400000,10730000,2078470000,2151600000,34,31,70,135,64480000,8080000,2079040000,2151600000,40,29,66,135,2080000,-2650000,570000,0,6,-2,-4,0
1_1512,346870000,214930000,1938200000,2500000000,41,40,98,179,370980000,114900000,2014120000,2500000000,41,42,96,179,24110000,-100030000,75920000,0,0,2,-2,0
1_1513,770270000,320260000,1409470000,2500000000,41,34,87,162,801290000,214780000,1483930000,2500000000,48,40,89,177,31020000,-105480000,74460000,0,7,6,2,15
1_1514,1066260000,700450000,733290000,2500000000,45,39,93,177,1146920000,498970000,854110000,2500000000,46,41,92,179,80660000,-201480000,120820000,0,1,2,-1,2
1_1515,1455440000,590310000,454250000,2500000000,44,39,93,176,1460660000,563630000,475710000,2500000000,49,37,94,180,5220000,-26680000,21460000,0,5,-2,1,4
1_1516,281930000,21660000,1928830000,2232420000,42,35,94,171,282510000,18020000,1931890000,2232420000,44,35,94,173,580000,-3640000,3060000,0,2,0,0,2
1_1517,1347750000,892990000,259260000,2500000000,41,36,85,162,1330350000,894060000,275590000,2500000000,44,35,89,168,-17400000,1070000,16330000,0,3,-1,4,6
1_1518,1149560000,1107000000,243440000,2500000000,42,32,83,157,1146090000,1117030000,236880000,2500000000,44,35,86,165,-3470000,10030000,-6560000,0,2,3,3,8
1_1519,1777700000,190710000,531590000,2500000000,41,30,80,151,1884000000,157230000,458770000,2500000000,45,37,86,168,106300000,-33480000,-72820000,0,4,7,6,17
1_1520,1219970000,502050000,777980000,2500000000,41,35,85,161,1270770000,460380000,768850000,2500000000,49,42,93,184,50800000,-41670000,-9130000,0,8,7,8,23
1_1521,1482580000,500900000,516520000,2500000000,40,33,83,156,1623060000,491990000,384950000,2500000000,46,35,88,169,140480000,-8910000,-131570000,0,6,2,5,13
1_1522,1550290000,387440000,562270000,2500000000,38,31,81,150,1687920000,358880000,453200000,2500000000,44,36,89,169,137630000,-28560000,-109070000,0,6,5,8,19
1_1523,1176720000,396110000,927170000,2500000000,43,39,86,168,1554350000,423850000,521800000,2500000000,47,41,96,184,377630000,27740000,-405370000,0,4,2,10,16
1_1524,1445240000,426180000,628580000,2500000000,40,36,81,157,1525520000,438230000,536250000,2500000000,48,36,87,171,80280000,12050000,-92330000,0,8,0,6,14
1_1525,1445040000,18280000,1036680000,2500000000,38,24,72,134,1668680000,18300000,813020000,2500000000,43,20,71,134,223640000,20000,-223660000,0,5,-4,-1,0
1_1526,1572100000,18570000,909330000,2500000000,38,24,70,132,1661370000,19200000,819430000,2500000000,32,18,64,114,89270000,630000,-89900000,0,-6,-6,-6,-18
1_1527,1071120000,7470000,1421410000,2500000000,39,21,67,127,1251250000,7370000,1241380000,2500000000,35,20,60,115,180130000,-100000,-180030000,0,-4,-1,-7,-12
1_1528,794880000,0,1705120000,2500000000,30,28,64,122,794870000,0,1705130000,2500000000,17,14,46,77,-10000,0,10000,0,-13,-14,-18,-45
1_1529,1210260000,148130000,1141610000,2500000000,31,28,66,125,1203470000,146900000,1149630000,2500000000,33,21,69,123,-6790000,-1230000,8020000,0,2,-7,3,-2
1_1530,404730000,14670000,2080600000,2500000000,25,18,58,101,404730000,14670000,2080600000,2500000000,24,18,48,90,0,0,0,0,-1,0,-10,-11
1_1531,352140000,21930000,2125930000,2500000000,22,25,65,112,370090000,21930000,2107980000,2500000000,31,26,65,122,17950000,0,-17950000,0,9,1,0,10
1_1532,148620000,0,2351380000,2500000000,16,24,49,89,159380000,0,2340620000,2500000000,18,21,49,88,10760000,0,-10760000,0,2,-3,0,-1
1_1533,480260000,63220000,1956520000,2500000000,21,29,63,113,479480000,62940000,1957580000,2500000000,30,30,71,131,-780000,-280000,1060000,0,9,1,8,18
1_1534,127350000,13430000,2359220000,2500000000,10,22,47,79,127090000,13430000,2359480000,2500000000,11,20,39,70,-260000,0,260000,0,1,-2,-8,-9
1_1535,387090000,65370000,2047540000,2500000000,19,22,54,95,387000000,65830000,2047170000,2500000000,17,17,48,82,-90000,460000,-370000,0,-2,-5,-6,-13
1_1536,1688360000,10750000,800890000,2500000000,39,24,74,137,1765060000,11530000,723410000,2500000000,39,20,67,126,76700000,780000,-77480000,0,0,-4,-7,-11
1_1537,1842980000,49960000,607060000,2500000000,38,23,72,133,1855410000,53050000,591540000,2500000000,40,18,66,124,12430000,3090000,-15520000,0,2,-5,-6,-9
1_1538,1861100000,195150000,443750000,2500000000,39,26,77,142,1909370000,199790000,390840000,2500000000,44,30,74,148,48270000,4640000,-52910000,0,5,4,-3,6
1_1539,1905540000,155550000,438910000,2500000000,40,30,79,149,1948770000,163250000,387980000,2500000000,44,33,77,154,43230000,7700000,-50930000,0,4,3,-2,5
1_1540,1415610000,6080000,1078310000,2500000000,35,23,71,129,1581060000,6090000,912850000,2500000000,33,24,69,126,165450000,10000,-165460000,0,-2,1,-2,-3
1_1541,1587840000,19350000,892810000,2500000000,38,24,72,134,1710280000,20060000,769660000,2500000000,40,29,75,144,122440000,710000,-123150000,0,2,5,3,10
1_1542,1802860000,30120000,667020000,2500000000,37,24,73,134,1919420000,30270000,550310000,2500000000,34,18,61,113,116560000,150000,-116710000,0,-3,-6,-12,-21
1_1543,1477590000,470000,1021940000,2500000000,35,22,67,124,1644780000,470000,854750000,2500000000,29,13,45,87,167190000,0,-167190000,0,-6,-9,-22,-37
1_1544,1614960000,5420000,879620000,2500000000,36,22,69,127,1688960000,5100000,805940000,2500000000,39,18,68,125,74000000,-320000,-73680000,0,3,-4,-1,-2
1_1545,1708680000,0,791320000,2500000000,36,24,62,122,1758530000,0,741470000,2500000000,31,22,58,111,49850000,0,-49850000,0,-5,-2,-4,-11
1_1546,1675810000,1720000,822470000,2500000000,34,26,67,127,1691520000,1720000,806760000,2500000000,34,21,60,115,15710000,0,-15710000,0,0,-5,-7,-12
1_1547,743770000,0,1756230000,2500000000,32,26,67,125,745830000,0,1754170000,2500000000,18,20,49,87,2060000,0,-2060000,0,-14,-6,-18,-38
1_1548,1273920000,490000,1225590000,2500000000,32,23,59,114,1302990000,1120000,1195890000,2500000000,28,17,64,109,29070000,630000,-29700000,0,-4,-6,5,-5
1_1549,1298070000,820000,1201110000,2500000000,34,22,61,117,1476140000,820000,1023040000,2500000000,28,12,47,87,178070000,0,-178070000,0,-6,-10,-14,-30
1_1550,229370000,0,2270630000,2500000000,25,28,59,112,465920000,0,2034080000,2500000000,23,27,63,113,236550000,0,-236550000,0,-2,-1,4,1
1_1551,836070000,7250000,1656680000,2500000000,13,28,53,94,835890000,7250000,1656860000,2500000000,13,19,45,77,-180000,0,180000,0,0,-9,-8,-17
1_1552,881040000,1990000,1616970000,2500000000,18,25,57,100,1137950000,1930000,1360120000,2500000000,20,21,55,96,256910000,-60000,-256850000,0,2,-4,-2,-4
1_1553,459920000,1930000,2038150000,2500000000,10,20,39,69,459920000,1930000,2038150000,2500000000,17,21,43,81,0,0,0,0,7,1,4,12
1_1554,504560000,53940000,1713010000,2271510000,35,29,78,142,496670000,55660000,1719180000,2271510000,38,32,78,148,-7890000,1720000,6170000,0,3,3,0,6
1_1555,469480000,56170000,1569250000,2094900000,35,30,80,145,470950000,58840000,1565110000,2094900000,43,35,76,154,1470000,2670000,-4140000,0,8,5,-4,9
1_1556,472770000,22720000,2004510000,2500000000,34,30,86,150,491290000,24270000,1984440000,2500000000,41,32,86,159,18520000,1550000,-20070000,0,7,2,0,9
1_1557,1521060000,59400000,919540000,2500000000,38,30,79,147,1672710000,63460000,763830000,2500000000,40,26,75,141,151650000,4060000,-155710000,0,2,-4,-4,-6
1_1558,1389370000,2600000,1108030000,2500000000,33,23,61,117,1604750000,2380000,892870000,2500000000,34,10,50,94,215380000,-220000,-215160000,0,1,-13,-11,-23
1_1559,1205530000,7930000,1286540000,2500000000,34,22,63,119,1302700000,8600000,1188700000,2500000000,30,19,60,109,97170000,670000,-97840000,0,-4,-3,-3,-10
1_1560,1292880000,3840000,1203280000,2500000000,30,32,67,129,1584420000,5850000,909730000,2500000000,45,29,77,151,291540000,2010000,-293550000,0,15,-3,10,22
1_1561,1560310000,1650000,938040000,2500000000,34,26,66,126,1765180000,1310000,733510000,2500000000,44,29,76,149,204870000,-340000,-204530000,0,10,3,10,23
1_1562,451070000,0,2048930000,2500000000,15,26,59,100,621650000,0,1878350000,2500000000,22,22,53,97,170580000,0,-170580000,0,7,-4,-6,-3
1_1563,428230000,137730000,1737120000,2303080000,40,37,89,166,495850000,160930000,1646300000,2303080000,44,40,99,183,67620000,23200000,-90820000,0,4,3,10,17
1_1564,1486880000,60800000,952320000,2500000000,38,28,78,144,1622430000,59050000,818520000,2500000000,43,27,80,150,135550000,-1750000,-133800000,0,5,-1,2,6
1_1565,1704540000,17770000,777690000,2500000000,36,25,73,134,1763610000,13040000,723350000,2500000000,42,26,79,147,59070000,-4730000,-54340000,0,6,1,6,13
1_1566,1620160000,16400000,863440000,2500000000,39,25,77,141,1713870000,14540000,771590000,2500000000,44,28,78,150,93710000,-1860000,-91850000,0,5,3,1,9
1_1567,1302620000,369700000,827680000,2500000000,45,26,80,151,1377820000,353250000,768930000,2500000000,43,22,80,145,75200000,-16450000,-58750000,0,-2,-4,0,-6
1_1568,173300000,586690000,1740010000,2500000000,38,39,97,174,214810000,573480000,1711710000,2500000000,31,31,79,141,41510000,-13210000,-28300000,0,-7,-8,-18,-33
1_1569,1838600000,279560000,381840000,2500000000,37,21,70,128,1866070000,281230000,352700000,2500000000,41,21,76,138,27470000,1670000,-29140000,0,4,0,6,10
1_1570,816020000,1147490000,536490000,2500000000,26,20,66,112,797410000,1158150000,544440000,2500000000,34,22,79,135,-18610000,10660000,7950000,0,8,2,13,23
1_1571,1398640000,534560000,566800000,2500000000,37,25,79,141,1394870000,555150000,549980000,2500000000,40,22,83,145,-3770000,20590000,-16820000,0,3,-3,4,4
1_1572,904750000,753770000,841480000,2500000000,28,21,72,121,944680000,669720000,885600000,2500000000,34,26,76,136,39930000,-84050000,44120000,0,6,5,4,15
1_1573,1294550000,432290000,773160000,2500000000,41,21,84,146,1383720000,440390000,675890000,2500000000,39,20,77,136,89170000,8100000,-97270000,0,-2,-1,-7,-10
1_1574,92390000,680760000,1625830000,2398980000,38,42,111,191,100590000,650500000,1647890000,2398980000,26,34,82,142,8200000,-30260000,22060000,0,-12,-8,-29,-49
1_1575,901460000,794650000,803890000,2500000000,32,24,90,146,940180000,804260000,755560000,2500000000,35,25,83,143,38720000,9610000,-48330000,0,3,1,-7,-3
1_1576,179210000,691900000,1607440000,2478550000,28,41,89,158,198580000,696010000,1583960000,2478550000,21,33,76,130,19370000,4110000,-23480000,0,-7,-8,-13,-28
1_1577,1627990000,385290000,486720000,2500000000,42,26,89,157,1612470000,400360000,487170000,2500000000,44,23,83,150,-15520000,15070000,450000,0,2,-3,-6,-7
1_1578,688090000,1071880000,740030000,2500000000,36,29,96,161,678790000,1089260000,731950000,2500000000,35,29,94,158,-9300000,17380000,-8080000,0,-1,0,-2,-3
1_1579,1146430000,726910000,626660000,2500000000,38,37,96,171,1155960000,728540000,615500000,2500000000,43,29,100,172,9530000,1630000,-11160000,0,5,-8,4,1
1_1580,1424630000,637570000,437800000,2500000000,34,31,91,156,1422230000,652280000,425490000,2500000000,42,23,88,153,-2400000,14710000,-12310000,0,8,-8,-3,-3
1_1581,1486310000,391980000,621710000,2500000000,33,19,58,110,1441570000,395720000,662710000,2500000000,43,17,67,127,-44740000,3740000,41000000,0,10,-2,9,17
1_1582,625370000,1203680000,670950000,2500000000,37,24,90,151,636740000,1113610000,749650000,2500000000,40,25,81,146,11370000,-90070000,78700000,0,3,1,-9,-5
1_1583,1318660000,389220000,792120000,2500000000,41,24,77,142,1375380000,469430000,655190000,2500000000,43,20,70,133,56720000,80210000,-136930000,0,2,-4,-7,-9
1_1584,848700000,659260000,992040000,2500000000,38,23,83,144,899420000,775240000,825340000,2500000000,46,25,80,151,50720000,115980000,-166700000,0,8,2,-3,7
1_1585,1452630000,248700000,738030000,2439360000,33,13,56,102,1414400000,107660000,891020000,2413080000,35,12,57,104,-38230000,-141040000,152990000,-26280000,2,-1,1,2
1_1586,1551030000,360400000,494370000,2405800000,27,11,46,84,1444860000,122330000,827840000,2395030000,33,10,57,100,-106170000,-238070000,333470000,-10770000,6,-1,11,16
1_1587,1547850000,176790000,775360000,2500000000,30,13,54,97,1561920000,237240000,700840000,2500000000,38,11,54,103,14070000,60450000,-74520000,0,8,-2,0,6
1_1588,992550000,865870000,641580000,2500000000,36,25,83,144,1055950000,880360000,563690000,2500000000,40,23,80,143,63400000,14490000,-77890000,0,4,-2,-3,-1
1_1589,452590000,1034510000,1012900000,2500000000,39,45,113,197,394200000,1033970000,1071830000,2500000000,33,41,100,174,-58390000,-540000,58930000,0,-6,-4,-13,-23
1_1590,109370000,1983990000,406640000,2500000000,19,20,51,90,111000000,2009410000,379590000,2500000000,19,16,65,100,1630000,25420000,-27050000,0,0,-4,14,10
1_1591,549160000,1283590000,667250000,2500000000,35,31,90,156,538350000,1328860000,632790000,2500000000,36,30,92,158,-10810000,45270000,-34460000,0,1,-1,2,2
1_1592,357650000,1614160000,528190000,2500000000,25,27,80,132,334210000,1629120000,536670000,2500000000,29,27,85,141,-23440000,14960000,8480000,0,4,0,5,9
1_1593,136380000,1770960000,592660000,2500000000,24,21,66,111,159540000,1800420000,540040000,2500000000,31,22,79,132,23160000,29460000,-52620000,0,7,1,13,21
1_1594,941140000,1086940000,471920000,2500000000,26,20,70,116,929140000,1102540000,468320000,2500000000,32,21,78,131,-12000000,15600000,-3600000,0,6,1,8,15
1_1595,1109650000,867060000,523290000,2500000000,39,34,87,160,1100730000,909450000,489820000,2500000000,37,30,91,158,-8920000,42390000,-33470000,0,-2,-4,4,-2
1_1596,861150000,1239830000,399020000,2500000000,32,33,85,150,869390000,1218840000,411770000,2500000000,33,25,82,140,8240000,-20990000,12750000,0,1,-8,-3,-10
1_1597,662030000,1410800000,427170000,2500000000,30,32,90,152,659460000,1426690000,413850000,2500000000,39,32,92,163,-2570000,15890000,-13320000,0,9,0,2,11
1_1598,252310000,1857400000,390290000,2500000000,27,26,83,136,229460000,1846010000,424530000,2500000000,31,27,90,148,-22850000,-11390000,34240000,0,4,1,7,12
1_1599,442020000,1610620000,447360000,2500000000,39,39,105,183,460740000,1604110000,435150000,2500000000,32,29,90,151,18720000,-6510000,-12210000,0,-7,-10,-15,-32
1_1600,326310000,1800820000,372870000,2500000000,23,36,92,151,313830000,1827980000,358190000,2500000000,31,35,99,165,-12480000,27160000,-14680000,0,8,-1,7,14
1_1601,495840000,1683850000,320310000,2500000000,25,27,78,130,508950000,1664570000,326480000,2500000000,25,22,75,122,13110000,-19280000,6170000,0,0,-5,-3,-8
1_1602,257760000,1714880000,527360000,2500000000,18,24,69,111,243800000,1511030000,745170000,2500000000,24,24,80,128,-13960000,-203850000,217810000,0,6,0,11,17
1_1603,1029210000,811120000,659670000,2500000000,33,22,73,128,1072620000,880830000,546550000,2500000000,38,21,69,128,43410000,69710000,-113120000,0,5,-1,-4,0
