"cellID","Forest_t0","Agriculture_t0","Urban_t0","Grassland_t0","Other_t0","Area_Total_t0","forest_sp_t0","agriculture_sp_t0","generalist_sp_t0","Sp_Total_t0","Forest_t1","Agriculture_t1","Urban_t1","Grassland_t1","Other_t1","Area_Total_t1","forest_sp_t1","agriculture_sp_t1","generalist_sp_t1","Sp_Total_t1","deltaT","deltaS_F","deltaS_A","deltaS_O"
"size_1_1042",1141720000,998910000,185320000,85370000,88680000,2.5e+09,39,28,81,148,1141720000,998910000,185320000,85370000,88680000,2.5e+09,18,30,66,114,0.5,-21,2,-15
"size_1_1043",1045930000,724970000,201160000,353420000,174520000,2.5e+09,39,34,83,156,1045930000,724970000,201160000,353420000,174520000,2.5e+09,23,26,66,115,0.5,-16,-8,-17
"size_1_1044",596970000,1502470000,208720000,113530000,78310000,2.5e+09,39,31,86,156,596970000,1502470000,208720000,113530000,78310000,2.5e+09,20,30,69,119,0.5,-19,-1,-17
"size_1_1045",926920000,881280000,213580000,379250000,98970000,2.5e+09,36,37,82,155,926920000,881280000,213580000,379250000,98970000,2.5e+09,24,28,66,118,0.5,-12,-9,-16
"size_1_1046",1422860000,739120000,111730000,156040000,70250000,2.5e+09,40,28,80,148,1422860000,739120000,111730000,156040000,70250000,2.5e+09,19,29,66,114,0.5,-21,1,-14
"size_1_1047",1230820000,898100000,134860000,133770000,102450000,2.5e+09,39,31,81,151,1230820000,898100000,134860000,133770000,102450000,2.5e+09,18,28,63,109,0.5,-21,-3,-18
"size_1_1048",918880000,1105290000,111240000,295280000,69310000,2.5e+09,41,33,85,159,918880000,1105290000,111240000,295280000,69310000,2.5e+09,19,27,65,111,0.5,-22,-6,-20
"size_1_1049",885510000,1153930000,1.25e+08,215430000,120130000,2.5e+09,42,32,85,159,885510000,1153930000,1.25e+08,215430000,120130000,2.5e+09,20,30,70,120,0.5,-22,-2,-15
"size_1_1050",965230000,1187530000,58760000,202330000,86150000,2.5e+09,44,34,82,160,965230000,1187530000,58760000,202330000,86150000,2.5e+09,20,30,68,118,0.5,-24,-4,-14
"size_1_1051",1257440000,778310000,107340000,275900000,81010000,2.5e+09,39,31,86,156,1257440000,778310000,107340000,275900000,81010000,2.5e+09,22,31,72,125,0.5,-17,0,-14
"size_1_1052",1588450000,559260000,42820000,232750000,76720000,2.5e+09,43,35,84,162,1588450000,559260000,42820000,232750000,76720000,2.5e+09,22,29,67,118,0.5,-21,-6,-17
"size_1_1053",1199320000,1051280000,52600000,113710000,83090000,2.5e+09,39,31,85,155,1199320000,1051280000,52600000,113710000,83090000,2.5e+09,19,30,68,117,0.5,-20,-1,-17
"size_1_1054",773560000,1206140000,81570000,310600000,128130000,2.5e+09,38,29,76,143,773560000,1206140000,81570000,310600000,128130000,2.5e+09,19,33,68,120,0.5,-19,4,-8
"size_1_1055",741960000,1309430000,93160000,235090000,120360000,2.5e+09,42,33,82,157,741960000,1309430000,93160000,235090000,120360000,2.5e+09,20,31,68,119,0.5,-22,-2,-14
"size_1_1056",1087640000,1054870000,75120000,206860000,75510000,2.5e+09,36,29,73,138,1087640000,1054870000,75120000,206860000,75510000,2.5e+09,18,28,65,111,0.5,-18,-1,-8
"size_1_1057",1244340000,807730000,69250000,146590000,232090000,2.5e+09,38,29,76,143,1244340000,807730000,69250000,146590000,232090000,2.5e+09,20,32,69,121,0.5,-18,3,-7
"size_1_1058",1062840000,1021350000,88840000,209260000,117710000,2.5e+09,41,32,80,153,1062840000,1021350000,88840000,209260000,117710000,2.5e+09,20,33,67,120,0.5,-21,1,-13
"size_1_1059",455470000,392940000,31590000,197280000,1338260000,2415540000,41,35,78,154,455470000,392940000,31590000,197280000,1338260000,2415540000,19,32,70,121,0.5,-22,-3,-8
"size_1_1060",1103760000,1033810000,76800000,153510000,132120000,2.5e+09,38,33,77,148,1103760000,1033810000,76800000,153510000,132120000,2.5e+09,17,31,62,110,0.5,-21,-2,-15
"size_1_1061",446640000,1789840000,189860000,31900000,41760000,2.5e+09,38,30,76,144,446640000,1789840000,189860000,31900000,41760000,2.5e+09,25,30,73,128,0.5,-13,0,-3
"size_1_1062",361850000,1544410000,368850000,35060000,189830000,2.5e+09,42,32,87,161,361850000,1544410000,368850000,35060000,189830000,2.5e+09,25,27,82,134,0.5,-17,-5,-5
"size_1_1063",941890000,1266640000,165010000,61150000,65310000,2.5e+09,45,36,91,172,941890000,1266640000,165010000,61150000,65310000,2.5e+09,21,27,72,120,0.5,-24,-9,-19
"size_1_1064",307580000,1730770000,312790000,18630000,130230000,2.5e+09,43,34,90,167,307580000,1730770000,312790000,18630000,130230000,2.5e+09,25,28,81,134,0.5,-18,-6,-9
"size_1_1065",1045110000,1094210000,198050000,85360000,77270000,2.5e+09,38,29,78,145,1045110000,1094210000,198050000,85360000,77270000,2.5e+09,20,27,66,113,0.5,-18,-2,-12
"size_1_1066",326190000,1870520000,210360000,14100000,78830000,2.5e+09,47,36,93,176,326190000,1870520000,210360000,14100000,78830000,2.5e+09,26,30,83,139,0.5,-21,-6,-10
"size_1_1067",592680000,1480780000,253560000,95440000,77540000,2.5e+09,41,37,88,166,592680000,1480780000,253560000,95440000,77540000,2.5e+09,27,31,82,140,0.5,-14,-6,-6
"size_1_1068",786430000,1295070000,182830000,198010000,37660000,2.5e+09,45,39,90,174,786430000,1295070000,182830000,198010000,37660000,2.5e+09,26,30,81,137,0.5,-19,-9,-9
"size_1_1069",1045930000,904470000,97230000,322440000,129930000,2.5e+09,39,35,78,152,1045930000,904470000,97230000,322440000,129930000,2.5e+09,22,29,71,122,0.5,-17,-6,-7
"size_1_1070",921180000,1106970000,159680000,282980000,29190000,2.5e+09,40,31,81,152,921180000,1106970000,159680000,282980000,29190000,2.5e+09,23,31,68,122,0.5,-17,0,-13
"size_1_1071",602910000,1469760000,1.66e+08,161320000,100010000,2.5e+09,40,33,81,154,602910000,1469760000,1.66e+08,161320000,100010000,2.5e+09,28,30,71,129,0.5,-12,-3,-10
"size_1_1072",700630000,863180000,110900000,569810000,255480000,2.5e+09,40,39,91,170,700630000,863180000,110900000,569810000,255480000,2.5e+09,26,29,70,125,0.5,-14,-10,-21
"size_1_1073",513130000,1454970000,321090000,140850000,69960000,2.5e+09,43,32,85,160,513130000,1454970000,321090000,140850000,69960000,2.5e+09,21,30,70,121,0.5,-22,-2,-15
"size_1_1074",408770000,1834220000,170220000,50070000,36720000,2.5e+09,37,28,72,137,408770000,1834220000,170220000,50070000,36720000,2.5e+09,22,30,72,124,0.5,-15,2,0
"size_1_1075",754660000,1310440000,151290000,194950000,88660000,2.5e+09,41,34,85,160,754660000,1310440000,151290000,194950000,88660000,2.5e+09,21,32,70,123,0.5,-20,-2,-15
"size_1_1076",733390000,1418370000,165560000,113980000,68700000,2.5e+09,40,34,83,157,733390000,1418370000,165560000,113980000,68700000,2.5e+09,22,30,68,120,0.5,-18,-4,-15
"size_1_1077",472420000,1600660000,149970000,218070000,58880000,2.5e+09,43,36,90,169,472420000,1600660000,149970000,218070000,58880000,2.5e+09,21,32,73,126,0.5,-22,-4,-17
"size_1_1078",591120000,1523580000,141890000,196690000,46720000,2.5e+09,41,32,85,158,591120000,1523580000,141890000,196690000,46720000,2.5e+09,22,31,71,124,0.5,-19,-1,-14
"size_1_1079",437790000,1726200000,113660000,193850000,28500000,2.5e+09,39,34,87,160,437790000,1726200000,113660000,193850000,28500000,2.5e+09,18,33,69,120,0.5,-21,-1,-18
"size_1_1080",734250000,1350080000,133520000,212780000,69370000,2.5e+09,42,33,88,163,734250000,1350080000,133520000,212780000,69370000,2.5e+09,22,31,71,124,0.5,-20,-2,-17
"size_1_1081",818650000,1191460000,105200000,325710000,58980000,2.5e+09,41,35,85,161,818650000,1191460000,105200000,325710000,58980000,2.5e+09,21,32,70,123,0.5,-20,-3,-15
"size_1_1082",686500000,1294130000,315960000,104060000,99350000,2.5e+09,40,31,83,154,686500000,1294130000,315960000,104060000,99350000,2.5e+09,20,29,68,117,0.5,-20,-2,-15
"size_1_1083",489850000,1503870000,126820000,271950000,107510000,2.5e+09,38,33,82,153,489850000,1503870000,126820000,271950000,107510000,2.5e+09,20,30,65,115,0.5,-18,-3,-17
"size_1_1084",423180000,1797640000,108630000,69310000,101240000,2.5e+09,36,27,76,139,423180000,1797640000,108630000,69310000,101240000,2.5e+09,18,31,65,114,0.5,-18,4,-11
"size_1_1085",1381970000,733660000,53510000,162050000,168810000,2.5e+09,37,29,75,141,1381970000,733660000,53510000,162050000,168810000,2.5e+09,16,31,65,112,0.5,-21,2,-10
"size_1_1086",1146400000,1004440000,70420000,140590000,138150000,2.5e+09,39,30,81,150,1146400000,1004440000,70420000,140590000,138150000,2.5e+09,21,27,68,116,0.5,-18,-3,-13
"size_1_1087",1308090000,659170000,53330000,168930000,310480000,2.5e+09,42,32,83,157,1308090000,659170000,53330000,168930000,310480000,2.5e+09,19,29,70,118,0.5,-23,-3,-13
"size_1_1088",614750000,1577220000,66420000,112090000,129520000,2.5e+09,43,37,81,161,614750000,1577220000,66420000,112090000,129520000,2.5e+09,19,31,63,113,0.5,-24,-6,-18
"size_1_1089",531840000,1676900000,248480000,9730000,33050000,2.5e+09,36,30,77,143,531840000,1676900000,248480000,9730000,33050000,2.5e+09,22,23,70,115,0.5,-14,-7,-7
"size_1_1090",86830000,2162830000,201460000,7260000,41620000,2.5e+09,37,31,76,144,86830000,2162830000,201460000,7260000,41620000,2.5e+09,23,27,75,125,0.5,-14,-4,-1
"size_1_1091",156190000,482620000,181380000,15270000,1653830000,2489290000,38,29,63,130,156190000,482620000,181380000,15270000,1653830000,2489290000,15,28,69,112,0.5,-23,-1,6
"size_1_1092",891460000,677120000,109800000,46930000,774690000,2.5e+09,43,33,77,153,891460000,677120000,109800000,46930000,774690000,2.5e+09,23,33,75,131,0.5,-20,0,-2
"size_1_1093",823970000,1057310000,160410000,75110000,383200000,2.5e+09,45,36,78,159,823970000,1057310000,160410000,75110000,383200000,2.5e+09,18,30,72,120,0.5,-27,-6,-6
"size_1_1094",754140000,249480000,217420000,29530000,1249430000,2.5e+09,41,35,76,152,754140000,249480000,217420000,29530000,1249430000,2.5e+09,21,32,69,122,0.5,-20,-3,-7
"size_1_1095",68680000,223550000,37470000,26320000,1837520000,2193540000,43,36,73,152,68680000,223550000,37470000,26320000,1837520000,2193540000,19,32,74,125,0.5,-24,-4,1
"size_1_1096",1827970000,279210000,73780000,15630000,303410000,2.5e+09,36,29,74,139,1827970000,279210000,73780000,15630000,303410000,2.5e+09,17,27,68,112,0.5,-19,-2,-6
"size_1_1097",1723890000,416410000,30930000,10600000,318170000,2.5e+09,39,30,73,142,1723890000,416410000,30930000,10600000,318170000,2.5e+09,16,27,67,110,0.5,-23,-3,-6
"size_1_1098",512640000,1264250000,47170000,12470000,663470000,2.5e+09,41,31,74,146,512640000,1264250000,47170000,12470000,663470000,2.5e+09,19,35,74,128,0.5,-22,4,0
"size_1_1099",1606720000,559140000,64580000,28930000,240630000,2.5e+09,39,30,69,138,1606720000,559140000,64580000,28930000,240630000,2.5e+09,16,30,67,113,0.5,-23,0,-2
"size_1_1100",1678520000,327990000,24950000,8090000,460450000,2.5e+09,36,28,71,135,1678520000,327990000,24950000,8090000,460450000,2.5e+09,18,30,70,118,0.5,-18,2,-1
"size_1_1101",573350000,216250000,14810000,1690000,1693900000,2.5e+09,38,30,65,133,573350000,216250000,14810000,1690000,1693900000,2.5e+09,17,30,69,116,0.5,-21,0,4
"size_1_1102",2031290000,80010000,10580000,0,378120000,2.5e+09,35,23,63,121,2031290000,80010000,10580000,0,378120000,2.5e+09,16,22,56,94,0.5,-19,-1,-7
"size_1_1103",1849520000,206140000,26430000,2680000,415230000,2.5e+09,36,25,70,131,1849520000,206140000,26430000,2680000,415230000,2.5e+09,17,25,67,109,0.5,-19,0,-3
"size_1_1104",1584710000,13050000,18700000,490000,883050000,2.5e+09,34,24,66,124,1584710000,13050000,18700000,490000,883050000,2.5e+09,19,25,54,98,0.5,-15,1,-12
"size_1_1105",1941870000,21010000,3980000,0,533140000,2.5e+09,35,24,62,121,1941870000,21010000,3980000,0,533140000,2.5e+09,17,26,57,100,0.5,-18,2,-5
"size_1_1106",1341380000,15480000,10960000,690000,1131490000,2.5e+09,39,29,78,146,1341380000,15480000,10960000,690000,1131490000,2.5e+09,20,25,57,102,0.5,-19,-4,-21
"size_1_1107",674990000,11210000,1320000,21770000,1790710000,2.5e+09,32,27,62,121,674990000,11210000,1320000,21770000,1790710000,2.5e+09,16,21,44,81,0.5,-16,-6,-18
"size_1_1108",861590000,7660000,8210000,42390000,1580150000,2.5e+09,35,27,66,128,861590000,7660000,8210000,42390000,1580150000,2.5e+09,16,25,55,96,0.5,-19,-2,-11
"size_1_1109",1749780000,243850000,37110000,19590000,449670000,2.5e+09,39,30,74,143,1749780000,243850000,37110000,19590000,449670000,2.5e+09,15,29,69,113,0.5,-24,-1,-5
"size_1_1110",1553200000,602760000,92860000,112870000,138310000,2.5e+09,45,35,77,157,1553200000,602760000,92860000,112870000,138310000,2.5e+09,16,32,76,124,0.5,-29,-3,-1
"size_1_1111",1553780000,249390000,21170000,24470000,651190000,2.5e+09,38,31,74,143,1553780000,249390000,21170000,24470000,651190000,2.5e+09,16,28,71,115,0.5,-22,-3,-3
"size_1_1112",1215810000,384870000,79260000,67390000,752670000,2.5e+09,45,36,88,169,1215810000,384870000,79260000,67390000,752670000,2.5e+09,22,36,80,138,0.5,-23,0,-8
"size_1_1113",1927420000,211260000,53630000,9860000,297830000,2.5e+09,36,32,74,142,1927420000,211260000,53630000,9860000,297830000,2.5e+09,15,29,67,111,0.5,-21,-3,-7
"size_1_1114",1631100000,243060000,52330000,15620000,557890000,2.5e+09,39,33,76,148,1631100000,243060000,52330000,15620000,557890000,2.5e+09,15,29,71,115,0.5,-24,-4,-5
"size_1_1115",1811430000,360630000,50800000,35130000,242010000,2.5e+09,37,29,66,132,1811430000,360630000,50800000,35130000,242010000,2.5e+09,16,28,71,115,0.5,-21,-1,5
"size_1_1116",1738250000,237720000,58190000,16520000,449320000,2.5e+09,37,31,71,139,1738250000,237720000,58190000,16520000,449320000,2.5e+09,16,29,69,114,0.5,-21,-2,-2
"size_1_1117",1062820000,1111470000,64070000,90200000,171440000,2.5e+09,38,35,76,149,1062820000,1111470000,64070000,90200000,171440000,2.5e+09,21,32,74,127,0.5,-17,-3,-2
"size_1_1118",1484920000,648640000,56440000,61510000,248490000,2.5e+09,40,29,69,138,1484920000,648640000,56440000,61510000,248490000,2.5e+09,19,31,72,122,0.5,-21,2,3
"size_1_1119",692870000,518010000,39660000,20420000,1229040000,2.5e+09,41,33,78,152,692870000,518010000,39660000,20420000,1229040000,2.5e+09,21,32,72,125,0.5,-20,-1,-6
"size_1_1120",1257050000,374710000,56610000,42160000,769470000,2.5e+09,40,28,66,134,1257050000,374710000,56610000,42160000,769470000,2.5e+09,18,32,74,124,0.5,-22,4,8
"size_1_1121",676320000,294220000,81480000,6540000,1441440000,2.5e+09,38,29,74,141,676320000,294220000,81480000,6540000,1441440000,2.5e+09,20,31,73,124,0.5,-18,2,-1
"size_1_1122",396340000,230140000,19370000,3650000,1850500000,2.5e+09,37,30,71,138,396340000,230140000,19370000,3650000,1850500000,2.5e+09,18,26,72,116,0.5,-19,-4,1
"size_1_1123",1734910000,322920000,61900000,8520000,371750000,2.5e+09,38,29,75,142,1734910000,322920000,61900000,8520000,371750000,2.5e+09,21,31,75,127,0.5,-17,2,0
"size_1_1124",1494110000,291730000,25290000,8250000,680620000,2.5e+09,39,30,75,144,1494110000,291730000,25290000,8250000,680620000,2.5e+09,21,31,72,124,0.5,-18,1,-3
"size_1_1125",1821420000,60310000,14150000,8e+05,603320000,2.5e+09,37,23,62,122,1821420000,60310000,14150000,8e+05,603320000,2.5e+09,15,22,55,92,0.5,-22,-1,-7
"size_1_1126",1869170000,195800000,17960000,4950000,412120000,2.5e+09,35,28,69,132,1869170000,195800000,17960000,4950000,412120000,2.5e+09,15,26,67,108,0.5,-20,-2,-2
"size_1_1127",1876480000,14440000,10590000,530000,597960000,2.5e+09,34,24,66,124,1876480000,14440000,10590000,530000,597960000,2.5e+09,17,26,62,105,0.5,-17,2,-4
"size_1_1128",1930770000,40240000,27550000,1810000,499630000,2.5e+09,34,26,64,124,1930770000,40240000,27550000,1810000,499630000,2.5e+09,17,22,65,104,0.5,-17,-4,1
"size_1_1129",1802420000,26820000,23020000,2760000,644980000,2.5e+09,36,24,64,124,1802420000,26820000,23020000,2760000,644980000,2.5e+09,15,21,59,95,0.5,-21,-3,-5
"size_1_1130",1763600000,28360000,16710000,3360000,687970000,2.5e+09,35,25,62,122,1763600000,28360000,16710000,3360000,687970000,2.5e+09,18,26,59,103,0.5,-17,1,-3
"size_1_1131",1863240000,63130000,43140000,9600000,520890000,2.5e+09,38,30,72,140,1863240000,63130000,43140000,9600000,520890000,2.5e+09,18,30,68,116,0.5,-20,0,-4
"size_1_1132",1493640000,3090000,5220000,1500000,996550000,2.5e+09,34,26,63,123,1493640000,3090000,5220000,1500000,996550000,2.5e+09,13,21,44,78,0.5,-21,-5,-19
"size_1_1133",1658450000,930000,3790000,310000,836520000,2.5e+09,33,26,61,120,1658450000,930000,3790000,310000,836520000,2.5e+09,14,21,45,80,0.5,-19,-5,-16
"size_1_1134",1687400000,16970000,9840000,2520000,783270000,2.5e+09,33,26,64,123,1687400000,16970000,9840000,2520000,783270000,2.5e+09,14,21,50,85,0.5,-19,-5,-14
"size_1_1135",1717430000,280000,1510000,0,780780000,2.5e+09,33,26,61,120,1717430000,280000,1510000,0,780780000,2.5e+09,12,18,45,75,0.5,-21,-8,-16
"size_1_1136",1200820000,2760000,6940000,30950000,1258530000,2.5e+09,34,28,64,126,1200820000,2760000,6940000,30950000,1258530000,2.5e+09,14,21,46,81,0.5,-20,-7,-18
"size_1_1137",1587340000,8750000,12430000,4640000,886840000,2.5e+09,34,26,68,128,1587340000,8750000,12430000,4640000,886840000,2.5e+09,15,24,52,91,0.5,-19,-2,-16
"size_1_1138",1675540000,163180000,7600000,740000,652940000,2.5e+09,34,27,69,130,1675540000,163180000,7600000,740000,652940000,2.5e+09,14,23,59,96,0.5,-20,-4,-10
"size_1_1139",1704180000,23550000,10740000,2360000,759170000,2.5e+09,33,26,62,121,1704180000,23550000,10740000,2360000,759170000,2.5e+09,17,25,50,92,0.5,-16,-1,-12
"size_1_1140",1650980000,65240000,13610000,10070000,760100000,2.5e+09,35,27,74,136,1650980000,65240000,13610000,10070000,760100000,2.5e+09,21,27,57,105,0.5,-14,0,-17
"size_1_1141",2009820000,158960000,26680000,12120000,292420000,2.5e+09,38,30,72,140,2009820000,158960000,26680000,12120000,292420000,2.5e+09,14,25,62,101,0.5,-24,-5,-10
"size_1_1142",778870000,175930000,49010000,30700000,1465420000,2499930000,43,35,84,162,778870000,175930000,49010000,30700000,1465420000,2499930000,26,38,77,141,0.5,-17,3,-7
"size_1_1143",204290000,393420000,58350000,153520000,1688990000,2498570000,46,36,88,170,204290000,393420000,58350000,153520000,1688990000,2498570000,24,40,78,142,0.5,-22,4,-10
"size_1_1144",1973960000,264810000,40260000,22690000,198280000,2.5e+09,37,28,66,131,1973960000,264810000,40260000,22690000,198280000,2.5e+09,16,28,65,109,0.5,-21,0,-1
"size_1_1145",2.055e+09,122390000,18780000,17210000,286620000,2.5e+09,36,29,71,136,2.055e+09,122390000,18780000,17210000,286620000,2.5e+09,15,27,69,111,0.5,-21,-2,-2
"size_1_1146",1976500000,180640000,26300000,17320000,299240000,2.5e+09,41,32,81,154,1976500000,180640000,26300000,17320000,299240000,2.5e+09,17,33,73,123,0.5,-24,1,-8
"size_1_1147",1669970000,193220000,41200000,9880000,585730000,2.5e+09,42,34,78,154,1669970000,193220000,41200000,9880000,585730000,2.5e+09,17,33,70,120,0.5,-25,-1,-8
"size_1_1148",1009490000,1076010000,115390000,52470000,246640000,2.5e+09,42,31,71,144,1009490000,1076010000,115390000,52470000,246640000,2.5e+09,19,33,75,127,0.5,-23,2,4
"size_1_1149",1869470000,211590000,18140000,41740000,359060000,2.5e+09,38,30,65,133,1869470000,211590000,18140000,41740000,359060000,2.5e+09,17,29,69,115,0.5,-21,-1,4
"size_1_1150",818750000,477560000,18570000,21100000,1164020000,2.5e+09,43,32,84,159,818750000,477560000,18570000,21100000,1164020000,2.5e+09,20,35,74,129,0.5,-23,3,-10
"size_1_1151",1023020000,888930000,105450000,18490000,464110000,2.5e+09,43,30,75,148,1023020000,888930000,105450000,18490000,464110000,2.5e+09,22,34,73,129,0.5,-21,4,-2
"size_1_1152",1842220000,337160000,37770000,22790000,260060000,2.5e+09,37,30,70,137,1842220000,337160000,37770000,22790000,260060000,2.5e+09,16,30,69,115,0.5,-21,0,-1
"size_1_1153",1134200000,769820000,91350000,21340000,483290000,2.5e+09,39,28,72,139,1134200000,769820000,91350000,21340000,483290000,2.5e+09,22,29,74,125,0.5,-17,1,2
"size_1_1154",1499220000,499680000,47860000,18760000,434480000,2.5e+09,39,30,70,139,1499220000,499680000,47860000,18760000,434480000,2.5e+09,20,31,73,124,0.5,-19,1,3
"size_1_1155",1850240000,200880000,59920000,2100000,386860000,2.5e+09,37,30,71,138,1850240000,200880000,59920000,2100000,386860000,2.5e+09,18,31,72,121,0.5,-19,1,1
"size_1_1156",1837730000,220080000,27780000,2810000,411600000,2.5e+09,38,30,71,139,1837730000,220080000,27780000,2810000,411600000,2.5e+09,16,29,68,113,0.5,-22,-1,-3
"size_1_1157",1666110000,428600000,39960000,9080000,356250000,2.5e+09,38,30,71,139,1666110000,428600000,39960000,9080000,356250000,2.5e+09,19,32,68,119,0.5,-19,2,-3
"size_1_1158",1208750000,735010000,108830000,17060000,430350000,2.5e+09,41,33,77,151,1208750000,735010000,108830000,17060000,430350000,2.5e+09,23,34,74,131,0.5,-18,1,-3
"size_1_1159",1893960000,43760000,10850000,4910000,546520000,2.5e+09,37,24,69,130,1893960000,43760000,10850000,4910000,546520000,2.5e+09,17,28,57,102,0.5,-20,4,-12
"size_1_1160",1790190000,158690000,21080000,2070000,527970000,2.5e+09,38,31,67,136,1790190000,158690000,21080000,2070000,527970000,2.5e+09,19,28,66,113,0.5,-19,-3,-1
"size_1_1161",1818020000,154460000,44610000,5600000,477310000,2.5e+09,35,26,68,129,1818020000,154460000,44610000,5600000,477310000,2.5e+09,20,28,66,114,0.5,-15,2,-2
"size_1_1162",1763640000,38700000,5600000,590000,691470000,2.5e+09,37,27,69,133,1763640000,38700000,5600000,590000,691470000,2.5e+09,16,21,56,93,0.5,-21,-6,-13
"size_1_1163",1800840000,36250000,9200000,1100000,652610000,2.5e+09,40,30,72,142,1800840000,36250000,9200000,1100000,652610000,2.5e+09,18,28,62,108,0.5,-22,-2,-10
"size_1_1164",1868380000,102600000,17920000,3320000,507780000,2.5e+09,38,27,73,138,1868380000,102600000,17920000,3320000,507780000,2.5e+09,19,30,62,111,0.5,-19,3,-11
"size_1_1165",1908060000,223160000,25080000,2500000,341200000,2.5e+09,39,30,72,141,1908060000,223160000,25080000,2500000,341200000,2.5e+09,20,30,65,115,0.5,-19,0,-7
"size_1_1166",1805820000,27070000,4240000,820000,662050000,2.5e+09,34,26,63,123,1805820000,27070000,4240000,820000,662050000,2.5e+09,13,19,50,82,0.5,-21,-7,-13
"size_1_1167",1798940000,32660000,6100000,1760000,660540000,2.5e+09,38,27,65,130,1798940000,32660000,6100000,1760000,660540000,2.5e+09,16,22,55,93,0.5,-22,-5,-10
"size_1_1168",1888550000,56420000,6530000,3710000,544790000,2.5e+09,35,28,64,127,1888550000,56420000,6530000,3710000,544790000,2.5e+09,13,20,55,88,0.5,-22,-8,-9
"size_1_1169",1767690000,93450000,9740000,720000,628400000,2.5e+09,37,25,67,129,1767690000,93450000,9740000,720000,628400000,2.5e+09,16,20,61,97,0.5,-21,-5,-6
"size_1_1170",1447050000,39990000,7470000,16650000,988840000,2.5e+09,34,27,63,124,1447050000,39990000,7470000,16650000,988840000,2.5e+09,18,27,54,99,0.5,-16,0,-9
"size_1_1171",1735330000,47470000,3710000,4420000,709070000,2.5e+09,35,26,65,126,1735330000,47470000,3710000,4420000,709070000,2.5e+09,18,21,54,93,0.5,-17,-5,-11
"size_1_1172",1611180000,36330000,5880000,4370000,842240000,2.5e+09,37,27,67,131,1611180000,36330000,5880000,4370000,842240000,2.5e+09,11,18,40,69,0.5,-26,-9,-27
"size_1_1173",1962160000,71470000,3860000,3240000,459270000,2.5e+09,37,27,71,135,1962160000,71470000,3860000,3240000,459270000,2.5e+09,14,20,49,83,0.5,-23,-7,-22
"size_1_1174",109630000,81420000,5180000,32250000,2256160000,2484640000,40,33,76,149,109630000,81420000,5180000,32250000,2256160000,2484640000,18,34,74,126,0.5,-22,1,-2
"size_1_1175",1167480000,513680000,71030000,24070000,723740000,2.5e+09,38,29,72,139,1167480000,513680000,71030000,24070000,723740000,2.5e+09,21,32,71,124,0.5,-17,3,-1
"size_1_1176",1114620000,590400000,68030000,14220000,712730000,2.5e+09,40,31,81,152,1114620000,590400000,68030000,14220000,712730000,2.5e+09,22,34,78,134,0.5,-18,3,-3
"size_1_1177",925470000,314030000,648890000,17100000,594510000,2.5e+09,42,33,76,151,925470000,314030000,648890000,17100000,594510000,2.5e+09,19,32,69,120,0.5,-23,-1,-7
"size_1_1178",357170000,111220000,32300000,7590000,1921200000,2429480000,39,32,80,151,357170000,111220000,32300000,7590000,1921200000,2429480000,22,34,69,125,0.5,-17,2,-11
"size_1_1179",1490020000,5.43e+08,28820000,14680000,423480000,2.5e+09,42,32,76,150,1490020000,5.43e+08,28820000,14680000,423480000,2.5e+09,22,34,76,132,0.5,-20,2,0
"size_1_1180",1031920000,1069900000,128710000,43730000,225740000,2.5e+09,41,30,75,146,1031920000,1069900000,128710000,43730000,225740000,2.5e+09,22,33,75,130,0.5,-19,3,0
"size_1_1181",456260000,14490000,33770000,1470000,1722370000,2228360000,39,33,80,152,456260000,14490000,33770000,1470000,1722370000,2228360000,19,31,64,114,0.5,-20,-2,-16
"size_1_1182",1123560000,101460000,89820000,13050000,1172110000,2.5e+09,41,36,84,161,1123560000,101460000,89820000,13050000,1172110000,2.5e+09,23,37,79,139,0.5,-18,1,-5
"size_1_1183",891540000,93950000,13530000,320000,1500660000,2.5e+09,37,29,77,143,891540000,93950000,13530000,320000,1500660000,2.5e+09,22,36,69,127,0.5,-15,7,-8
"size_1_1184",522640000,45560000,25780000,5840000,1860710000,2460530000,37,31,78,146,522640000,45560000,25780000,5840000,1860710000,2460530000,20,32,70,122,0.5,-17,1,-8
"size_1_1185",1929070000,111940000,32600000,1200000,425190000,2.5e+09,39,28,74,141,1929070000,111940000,32600000,1200000,425190000,2.5e+09,20,33,63,116,0.5,-19,5,-11
"size_1_1186",1292110000,185460000,92090000,5980000,924360000,2.5e+09,44,35,87,166,1292110000,185460000,92090000,5980000,924360000,2.5e+09,24,36,72,132,0.5,-20,1,-15
"size_1_1187",1691890000,18800000,2190000,1990000,785130000,2.5e+09,37,27,67,131,1691890000,18800000,2190000,1990000,785130000,2.5e+09,12,15,42,69,0.5,-25,-12,-25
"size_1_1188",1872590000,110160000,15430000,2440000,499380000,2.5e+09,36,29,67,132,1872590000,110160000,15430000,2440000,499380000,2.5e+09,18,26,59,103,0.5,-18,-3,-8
"size_1_1189",772070000,102910000,2520000,0,1622500000,2.5e+09,31,19,53,103,772070000,102910000,2520000,0,1622500000,2.5e+09,12,20,45,77,0.5,-19,1,-8
"size_1_1190",778310000,74540000,1590000,0,1645560000,2.5e+09,33,22,60,115,778310000,74540000,1590000,0,1645560000,2.5e+09,14,21,45,80,0.5,-19,-1,-15
