"cellID","Forest_t0","Agriculture_t0","Urban_t0","Grassland_t0","Other_t0","Area_Total_t0","forest_sp_t0","agriculture_sp_t0","generalist_sp_t0","Sp_Total_t0","Forest_t1","Agriculture_t1","Urban_t1","Grassland_t1","Other_t1","Area_Total_t1","forest_sp_t1","agriculture_sp_t1","generalist_sp_t1","Sp_Total_t1","deltaT","deltaS_F","deltaS_A","deltaS_O"
"size_1_1191",314120000,120450000,6860000,0,2058570000,2.5e+09,30,24,53,107,314120000,120450000,6860000,0,2058570000,2.5e+09,9,21,42,72,0.5,-21,-3,-11
"size_1_1192",647960000,70510000,1280000,0,1780250000,2.5e+09,28,18,56,102,647960000,70510000,1280000,0,1780250000,2.5e+09,9,20,40,69,0.5,-19,2,-16
"size_1_1193",171540000,112860000,6450000,640000,2208510000,2.5e+09,34,22,55,111,171540000,112860000,6450000,640000,2208510000,2.5e+09,11,25,54,90,0.5,-23,3,-1
"size_1_1194",777570000,22560000,1470000,2680000,1695720000,2.5e+09,35,27,55,117,777570000,22560000,1470000,2680000,1695720000,2.5e+09,13,23,46,82,0.5,-22,-4,-9
"size_1_1195",499010000,13540000,310000,6210000,1980930000,2.5e+09,34,24,61,119,499010000,13540000,310000,6210000,1980930000,2.5e+09,16,22,46,84,0.5,-18,-2,-15
"size_1_1196",1118180000,5570000,1600000,58960000,1315690000,2.5e+09,32,25,62,119,1118180000,5570000,1600000,58960000,1315690000,2.5e+09,13,22,40,75,0.5,-19,-3,-22
"size_1_1197",1306910000,4370000,50000,6030000,1182640000,2.5e+09,33,26,65,124,1306910000,4370000,50000,6030000,1182640000,2.5e+09,18,25,52,95,0.5,-15,-1,-13
"size_1_1198",782120000,31470000,890000,0,1685520000,2.5e+09,24,14,42,80,782120000,31470000,890000,0,1685520000,2.5e+09,7,19,35,61,0.5,-17,5,-7
"size_1_1199",813150000,21290000,1410000,26770000,1637380000,2.5e+09,27,23,56,106,813150000,21290000,1410000,26770000,1637380000,2.5e+09,10,19,36,65,0.5,-17,-4,-20
"size_1_1200",501700000,6350000,1340000,59310000,1931300000,2.5e+09,29,24,60,113,501700000,6350000,1340000,59310000,1931300000,2.5e+09,11,25,42,78,0.5,-18,1,-18
"size_1_1201",317120000,46320000,0,0,2136560000,2.5e+09,28,18,54,100,317120000,46320000,0,0,2136560000,2.5e+09,11,23,42,76,0.5,-17,5,-12
"size_1_1202",776980000,144070000,11950000,0,1.567e+09,2.5e+09,39,25,67,131,776980000,144070000,11950000,0,1.567e+09,2.5e+09,19,28,50,97,0.5,-20,3,-17
"size_1_1203",640110000,29650000,16700000,0,1813540000,2.5e+09,39,29,74,142,640110000,29650000,16700000,0,1813540000,2.5e+09,18,23,46,87,0.5,-21,-6,-28
"size_1_1204",171440000,32040000,1880000,0,2116180000,2321540000,31,21,63,115,171440000,32040000,1880000,0,2116180000,2321540000,16,23,50,89,0.5,-15,2,-13
"size_1_1205",268210000,56210000,20800000,460000,2154320000,2.5e+09,32,23,64,119,268210000,56210000,20800000,460000,2154320000,2.5e+09,16,25,45,86,0.5,-16,2,-19
"size_1_1206",561970000,54830000,2380000,0,1880820000,2.5e+09,30,19,63,112,561970000,54830000,2380000,0,1880820000,2.5e+09,17,24,41,82,0.5,-13,5,-22
"size_1_1207",1459470000,8160000,560000,6690000,1025120000,2.5e+09,34,28,67,129,1459470000,8160000,560000,6690000,1025120000,2.5e+09,12,23,46,81,0.5,-22,-5,-21
"size_1_1208",1686400000,30700000,1390000,8380000,773130000,2.5e+09,33,25,61,119,1686400000,30700000,1390000,8380000,773130000,2.5e+09,15,18,49,82,0.5,-18,-7,-12
"size_1_1209",1369560000,27100000,5060000,4610000,1093670000,2.5e+09,36,26,67,129,1369560000,27100000,5060000,4610000,1093670000,2.5e+09,17,25,58,100,0.5,-19,-1,-9
"size_1_1210",1559760000,24210000,3730000,7110000,905190000,2.5e+09,36,27,68,131,1559760000,24210000,3730000,7110000,905190000,2.5e+09,18,19,51,88,0.5,-18,-8,-17
"size_1_1211",1270680000,3950000,4800000,23450000,1197120000,2.5e+09,35,28,65,128,1270680000,3950000,4800000,23450000,1197120000,2.5e+09,11,20,41,72,0.5,-24,-8,-24
"size_1_1212",1435920000,3330000,5410000,20920000,1034420000,2.5e+09,34,27,66,127,1435920000,3330000,5410000,20920000,1034420000,2.5e+09,12,23,47,82,0.5,-22,-4,-19
"size_1_1213",1828470000,6820000,910000,1120000,662680000,2.5e+09,35,29,67,131,1828470000,6820000,910000,1120000,662680000,2.5e+09,12,19,43,74,0.5,-23,-10,-24
"size_1_1214",1602790000,4980000,2560000,0,889670000,2.5e+09,35,27,68,130,1602790000,4980000,2560000,0,889670000,2.5e+09,13,24,50,87,0.5,-22,-3,-18
"size_1_1215",148930000,1660000,0,44510000,2304900000,2.5e+09,27,23,52,102,148930000,1660000,0,44510000,2304900000,2.5e+09,9,22,32,63,0.5,-18,-1,-20
"size_1_1216",355280000,460000,0,148810000,1995450000,2.5e+09,31,24,58,113,355280000,460000,0,148810000,1995450000,2.5e+09,11,24,46,81,0.5,-20,0,-12
"size_1_1217",1120690000,0,0,18720000,1360590000,2.5e+09,34,26,61,121,1120690000,0,0,18720000,1360590000,2.5e+09,11,21,34,66,0.5,-23,-5,-27
"size_1_1218",609670000,28740000,4800000,18540000,1838250000,2.5e+09,36,27,66,129,609670000,28740000,4800000,18540000,1838250000,2.5e+09,16,27,51,94,0.5,-20,0,-15
"size_1_1219",483770000,30130000,2650000,0,1983450000,2.5e+09,23,13,53,89,483770000,30130000,2650000,0,1983450000,2.5e+09,12,22,37,71,0.5,-11,9,-16
"size_1_1220",675400000,60090000,960000,0,1763550000,2.5e+09,28,22,56,106,675400000,60090000,960000,0,1763550000,2.5e+09,9,20,35,64,0.5,-19,-2,-21
"size_1_1221",622100000,48290000,13870000,5640000,1810100000,2.5e+09,30,21,56,107,622100000,48290000,13870000,5640000,1810100000,2.5e+09,14,23,43,80,0.5,-16,2,-13
"size_1_1222",453630000,37060000,1620000,0,2007690000,2.5e+09,29,18,57,104,453630000,37060000,1620000,0,2007690000,2.5e+09,11,22,33,66,0.5,-18,4,-24
"size_1_1223",761390000,127380000,15960000,0,1595270000,2.5e+09,27,25,56,108,761390000,127380000,15960000,0,1595270000,2.5e+09,14,26,47,87,0.5,-13,1,-9
"size_1_1224",1457570000,15980000,520000,970000,1024960000,2.5e+09,35,27,64,126,1457570000,15980000,520000,970000,1024960000,2.5e+09,14,22,44,80,0.5,-21,-5,-20
"size_1_1225",1592700000,19470000,4590000,850000,882390000,2.5e+09,37,27,67,131,1592700000,19470000,4590000,850000,882390000,2.5e+09,17,22,47,86,0.5,-20,-5,-20
"size_1_1226",1434560000,19040000,8740000,2390000,1035270000,2.5e+09,35,26,65,126,1434560000,19040000,8740000,2390000,1035270000,2.5e+09,13,17,49,79,0.5,-22,-9,-16
"size_1_1227",263040000,0,570000,67920000,2168470000,2.5e+09,25,22,54,101,263040000,0,570000,67920000,2168470000,2.5e+09,10,21,35,66,0.5,-15,-1,-19
"size_1_1228",1006040000,3e+05,0,23960000,1469700000,2.5e+09,33,25,64,122,1006040000,3e+05,0,23960000,1469700000,2.5e+09,9,17,27,53,0.5,-24,-8,-37
"size_1_1229",792240000,71800000,7970000,27210000,1600780000,2.5e+09,20,13,47,80,792240000,71800000,7970000,27210000,1600780000,2.5e+09,7,17,31,55,0.5,-13,4,-16
"size_1_1230",119170000,250490000,21460000,66120000,2042760000,2.5e+09,23,16,35,74,119170000,250490000,21460000,66120000,2042760000,2.5e+09,12,9,42,63,0.5,-11,-7,7
"size_1_1231",130900000,438690000,49720000,201530000,1679160000,2.5e+09,33,29,65,127,130900000,438690000,49720000,201530000,1679160000,2.5e+09,23,16,64,103,0.5,-10,-13,-1
"size_1_1232",477400000,681630000,53930000,299100000,987940000,2.5e+09,34,36,68,138,477400000,681630000,53930000,299100000,987940000,2.5e+09,16,11,48,75,0.5,-18,-25,-20
"size_1_1233",105220000,618700000,55360000,95120000,1625600000,2.5e+09,33,34,79,146,105220000,618700000,55360000,95120000,1625600000,2.5e+09,20,18,56,94,0.5,-13,-16,-23
"size_1_1234",1183190000,281070000,11270000,237090000,787380000,2.5e+09,32,37,70,139,1183190000,281070000,11270000,237090000,787380000,2.5e+09,14,11,58,83,0.5,-18,-26,-12
"size_1_1235",56870000,557200000,10180000,5340000,1870410000,2.5e+09,23,15,45,83,56870000,557200000,10180000,5340000,1870410000,2.5e+09,7,8,38,53,0.5,-16,-7,-7
"size_1_1236",24260000,893750000,38190000,0,1543800000,2.5e+09,19,16,31,66,24260000,893750000,38190000,0,1543800000,2.5e+09,11,9,34,54,0.5,-8,-7,3
"size_1_1237",330770000,1033690000,14810000,165320000,955410000,2.5e+09,29,21,47,97,330770000,1033690000,14810000,165320000,955410000,2.5e+09,13,12,35,60,0.5,-16,-9,-12
"size_1_1238",221650000,1157330000,28450000,131030000,961540000,2.5e+09,22,15,45,82,221650000,1157330000,28450000,131030000,961540000,2.5e+09,8,7,30,45,0.5,-14,-8,-15
"size_1_1239",461250000,886360000,50590000,131020000,970780000,2.5e+09,34,30,65,129,461250000,886360000,50590000,131020000,970780000,2.5e+09,20,15,59,94,0.5,-14,-15,-6
"size_1_1240",35260000,588260000,15310000,22680000,1838490000,2.5e+09,29,19,58,106,35260000,588260000,15310000,22680000,1838490000,2.5e+09,17,14,48,79,0.5,-12,-5,-10
"size_1_1241",1303310000,305530000,20620000,69660000,800880000,2.5e+09,32,29,55,116,1303310000,305530000,20620000,69660000,800880000,2.5e+09,11,7,40,58,0.5,-21,-22,-15
"size_1_1242",262930000,735460000,61660000,87710000,1352240000,2.5e+09,29,23,53,105,262930000,735460000,61660000,87710000,1352240000,2.5e+09,16,14,48,78,0.5,-13,-9,-5
"size_1_1243",616920000,513390000,16490000,123640000,1229560000,2.5e+09,30,29,72,131,616920000,513390000,16490000,123640000,1229560000,2.5e+09,14,19,46,79,0.5,-16,-10,-26
"size_1_1244",169070000,1400280000,103680000,387490000,439480000,2.5e+09,34,33,64,131,169070000,1400280000,103680000,387490000,439480000,2.5e+09,15,12,50,77,0.5,-19,-21,-14
"size_1_1245",451330000,878040000,14020000,368090000,788520000,2.5e+09,32,30,59,121,451330000,878040000,14020000,368090000,788520000,2.5e+09,16,9,38,63,0.5,-16,-21,-21
"size_1_1246",187880000,615780000,11790000,152610000,1531940000,2.5e+09,30,26,54,110,187880000,615780000,11790000,152610000,1531940000,2.5e+09,13,9,43,65,0.5,-17,-17,-11
"size_1_1247",0,47470000,540000,17550000,1991160000,2056720000,17,14,22,53,0,47470000,540000,17550000,1991160000,2056720000,4,4,28,36,0.5,-13,-10,6
"size_1_1248",50260000,439800000,12370000,62630000,1934940000,2.5e+09,22,19,35,76,50260000,439800000,12370000,62630000,1934940000,2.5e+09,7,5,33,45,0.5,-15,-14,-2
"size_1_1249",397970000,721050000,26160000,175570000,1179250000,2.5e+09,32,26,51,109,397970000,721050000,26160000,175570000,1179250000,2.5e+09,16,13,45,74,0.5,-16,-13,-6
"size_1_1250",530020000,640780000,24200000,292780000,1012220000,2.5e+09,30,23,53,106,530020000,640780000,24200000,292780000,1012220000,2.5e+09,15,8,43,66,0.5,-15,-15,-10
"size_1_1251",127700000,801320000,60600000,84530000,1425850000,2.5e+09,26,15,37,78,127700000,801320000,60600000,84530000,1425850000,2.5e+09,9,9,34,52,0.5,-17,-6,-3
"size_1_1252",83730000,239270000,20150000,137010000,2019840000,2.5e+09,28,18,33,79,83730000,239270000,20150000,137010000,2019840000,2.5e+09,10,5,41,56,0.5,-18,-13,8
"size_1_1253",725820000,541060000,35700000,219260000,978160000,2.5e+09,36,32,69,137,725820000,541060000,35700000,219260000,978160000,2.5e+09,21,16,61,98,0.5,-15,-16,-8
"size_1_1254",245250000,389020000,18580000,84840000,1762310000,2.5e+09,28,22,42,92,245250000,389020000,18580000,84840000,1762310000,2.5e+09,13,11,47,71,0.5,-15,-11,5
"size_1_1255",147220000,1008300000,44080000,37020000,1263380000,2.5e+09,33,25,49,107,147220000,1008300000,44080000,37020000,1263380000,2.5e+09,11,10,38,59,0.5,-22,-15,-11
"size_1_1256",306530000,505730000,55530000,74540000,1557670000,2.5e+09,24,18,35,77,306530000,505730000,55530000,74540000,1557670000,2.5e+09,12,7,37,56,0.5,-12,-11,2
"size_1_1257",6180000,1937490000,99890000,179900000,276540000,2.5e+09,22,27,47,96,6180000,1937490000,99890000,179900000,276540000,2.5e+09,13,9,41,63,0.5,-9,-18,-6
"size_1_1258",177070000,1199990000,62220000,88640000,972080000,2.5e+09,30,31,66,127,177070000,1199990000,62220000,88640000,972080000,2.5e+09,20,18,63,101,0.5,-10,-13,-3
"size_1_1259",374120000,405150000,55230000,51260000,1.565e+09,2450760000,28,25,50,103,374120000,405150000,55230000,51260000,1.565e+09,2450760000,19,21,58,98,0.5,-9,-4,8
"size_1_1260",382710000,485980000,46260000,55430000,1529620000,2.5e+09,24,22,36,82,382710000,485980000,46260000,55430000,1529620000,2.5e+09,11,9,31,51,0.5,-13,-13,-5
"size_1_1261",673700000,366980000,8630000,409420000,1041270000,2.5e+09,26,20,42,88,673700000,366980000,8630000,409420000,1041270000,2.5e+09,15,14,42,71,0.5,-11,-6,0
"size_1_1262",222490000,214280000,44190000,73620000,1945420000,2.5e+09,35,34,60,129,222490000,214280000,44190000,73620000,1945420000,2.5e+09,15,9,56,80,0.5,-20,-25,-4
"size_1_1263",830930000,1377630000,86230000,105780000,99430000,2.5e+09,30,23,66,119,830930000,1377630000,86230000,105780000,99430000,2.5e+09,20,19,54,93,0.5,-10,-4,-12
"size_1_1264",435160000,1712920000,85770000,78380000,187770000,2.5e+09,38,34,81,153,435160000,1712920000,85770000,78380000,187770000,2.5e+09,21,20,65,106,0.5,-17,-14,-16
"size_1_1265",6.36e+08,1498810000,91100000,81610000,192480000,2.5e+09,31,28,58,117,6.36e+08,1498810000,91100000,81610000,192480000,2.5e+09,21,20,58,99,0.5,-10,-8,0
"size_1_1266",1202170000,512060000,9360000,277100000,499310000,2.5e+09,29,31,64,124,1202170000,512060000,9360000,277100000,499310000,2.5e+09,17,16,48,81,0.5,-12,-15,-16
"size_1_1267",314840000,1889230000,1.62e+08,6e+06,127930000,2.5e+09,33,24,67,124,314840000,1889230000,1.62e+08,6e+06,127930000,2.5e+09,22,19,64,105,0.5,-11,-5,-3
"size_1_1268",358670000,1647110000,92910000,82170000,319140000,2.5e+09,38,28,76,142,358670000,1647110000,92910000,82170000,319140000,2.5e+09,24,24,75,123,0.5,-14,-4,-1
"size_1_1269",313360000,1796120000,142110000,21050000,227360000,2.5e+09,29,20,49,98,313360000,1796120000,142110000,21050000,227360000,2.5e+09,20,16,60,96,0.5,-9,-4,11
"size_1_1270",5910000,2268320000,127110000,55560000,43100000,2.5e+09,34,28,67,129,5910000,2268320000,127110000,55560000,43100000,2.5e+09,21,20,56,97,0.5,-13,-8,-11
"size_1_1271",249670000,1937590000,118290000,42860000,151590000,2.5e+09,34,26,72,132,249670000,1937590000,118290000,42860000,151590000,2.5e+09,22,20,68,110,0.5,-12,-6,-4
"size_1_1272",305390000,1789600000,122090000,151460000,131460000,2.5e+09,34,30,73,137,305390000,1789600000,122090000,151460000,131460000,2.5e+09,22,26,77,125,0.5,-12,-4,4
"size_1_1273",534780000,1635340000,111310000,72230000,146340000,2.5e+09,33,29,70,132,534780000,1635340000,111310000,72230000,146340000,2.5e+09,21,21,66,108,0.5,-12,-8,-4
"size_1_1274",337350000,1218090000,87280000,506850000,350430000,2.5e+09,39,30,68,137,337350000,1218090000,87280000,506850000,350430000,2.5e+09,20,27,75,122,0.5,-19,-3,7
"size_1_1275",489750000,1445250000,94510000,199450000,271040000,2.5e+09,34,27,69,130,489750000,1445250000,94510000,199450000,271040000,2.5e+09,20,24,66,110,0.5,-14,-3,-3
"size_1_1276",768790000,1053190000,308960000,146240000,222820000,2.5e+09,38,34,84,156,768790000,1053190000,308960000,146240000,222820000,2.5e+09,23,25,74,122,0.5,-15,-9,-10
"size_1_1277",181310000,1736630000,260750000,159370000,161940000,2.5e+09,39,33,79,151,181310000,1736630000,260750000,159370000,161940000,2.5e+09,22,27,83,132,0.5,-17,-6,4
"size_1_1278",451520000,1128250000,5.94e+08,119690000,206540000,2.5e+09,34,28,68,130,451520000,1128250000,5.94e+08,119690000,206540000,2.5e+09,20,25,71,116,0.5,-14,-3,3
"size_1_1279",444560000,1194570000,185360000,400330000,275180000,2.5e+09,37,27,69,133,444560000,1194570000,185360000,400330000,275180000,2.5e+09,21,28,76,125,0.5,-16,1,7
"size_1_1280",774510000,1548840000,69480000,4.9e+07,58170000,2.5e+09,27,26,54,107,774510000,1548840000,69480000,4.9e+07,58170000,2.5e+09,14,12,51,77,0.5,-13,-14,-3
"size_1_1281",1280690000,732240000,37850000,85980000,363240000,2.5e+09,29,23,56,108,1280690000,732240000,37850000,85980000,363240000,2.5e+09,15,15,47,77,0.5,-14,-8,-9
"size_1_1282",231790000,1889420000,203100000,31470000,144220000,2.5e+09,34,30,75,139,231790000,1889420000,203100000,31470000,144220000,2.5e+09,22,23,67,112,0.5,-12,-7,-8
"size_1_1283",104510000,1814790000,301320000,49090000,230290000,2.5e+09,34,29,74,137,104510000,1814790000,301320000,49090000,230290000,2.5e+09,22,24,74,120,0.5,-12,-5,0
"size_1_1284",15560000,2.048e+09,111940000,218610000,105890000,2.5e+09,37,32,81,150,15560000,2.048e+09,111940000,218610000,105890000,2.5e+09,21,25,71,117,0.5,-16,-7,-10
"size_1_1285",118690000,1832470000,182600000,148320000,217920000,2.5e+09,43,36,88,167,118690000,1832470000,182600000,148320000,217920000,2.5e+09,25,29,81,135,0.5,-18,-7,-7
"size_1_1286",5650000,2276610000,112360000,74410000,30970000,2.5e+09,33,28,62,123,5650000,2276610000,112360000,74410000,30970000,2.5e+09,19,19,61,99,0.5,-14,-9,-1
"size_1_1287",14020000,1961030000,118010000,255750000,151190000,2.5e+09,42,34,88,164,14020000,1961030000,118010000,255750000,151190000,2.5e+09,21,23,62,106,0.5,-21,-11,-26
"size_1_1288",268700000,1623180000,107860000,360990000,139270000,2.5e+09,36,30,77,143,268700000,1623180000,107860000,360990000,139270000,2.5e+09,22,28,79,129,0.5,-14,-2,2
"size_1_1289",254650000,1618250000,176400000,294900000,155800000,2.5e+09,37,32,83,152,254650000,1618250000,176400000,294900000,155800000,2.5e+09,24,30,81,135,0.5,-13,-2,-2
"size_1_1290",35840000,2.187e+09,99400000,154970000,22790000,2.5e+09,30,27,63,120,35840000,2.187e+09,99400000,154970000,22790000,2.5e+09,21,17,65,103,0.5,-9,-10,2
"size_1_1291",33570000,2154280000,108850000,173390000,29910000,2.5e+09,32,26,66,124,33570000,2154280000,108850000,173390000,29910000,2.5e+09,23,25,74,122,0.5,-9,-1,8
"size_1_1292",169700000,1829550000,153980000,218760000,128010000,2.5e+09,30,28,70,128,169700000,1829550000,153980000,218760000,128010000,2.5e+09,22,22,66,110,0.5,-8,-6,-4
"size_1_1293",106090000,1566320000,128980000,475880000,222730000,2.5e+09,38,35,83,156,106090000,1566320000,128980000,475880000,222730000,2.5e+09,24,29,80,133,0.5,-14,-6,-3
"size_1_1294",612460000,994960000,30560000,280590000,581430000,2.5e+09,38,40,83,161,612460000,994960000,30560000,280590000,581430000,2.5e+09,20,16,62,98,0.5,-18,-24,-21
"size_1_1295",744960000,832580000,36840000,284620000,6.01e+08,2.5e+09,41,43,96,180,744960000,832580000,36840000,284620000,6.01e+08,2.5e+09,26,31,86,143,0.5,-15,-12,-10
"size_1_1296",843330000,509850000,14850000,474020000,657950000,2.5e+09,29,32,63,124,843330000,509850000,14850000,474020000,657950000,2.5e+09,22,13,67,102,0.5,-7,-19,4
"size_1_1297",811520000,734850000,49750000,320840000,583040000,2.5e+09,38,40,95,173,811520000,734850000,49750000,320840000,583040000,2.5e+09,22,18,59,99,0.5,-16,-22,-36
"size_1_1298",737680000,1480700000,116800000,22330000,142490000,2.5e+09,26,25,50,101,737680000,1480700000,116800000,22330000,142490000,2.5e+09,16,17,53,86,0.5,-10,-8,3
"size_1_1299",479230000,1465210000,79910000,199020000,276630000,2.5e+09,40,33,86,159,479230000,1465210000,79910000,199020000,276630000,2.5e+09,25,27,81,133,0.5,-15,-6,-5
"size_1_1300",1794860000,312840000,32580000,3.19e+08,40720000,2.5e+09,28,25,61,114,1794860000,312840000,32580000,3.19e+08,40720000,2.5e+09,16,12,53,81,0.5,-12,-13,-8
"size_1_1301",1721180000,417870000,14300000,99510000,247140000,2.5e+09,26,24,59,109,1721180000,417870000,14300000,99510000,247140000,2.5e+09,18,13,59,90,0.5,-8,-11,0
"size_1_1302",220590000,1676420000,187930000,356580000,58480000,2.5e+09,27,27,61,115,220590000,1676420000,187930000,356580000,58480000,2.5e+09,20,19,60,99,0.5,-7,-8,-1
"size_1_1303",159970000,1895810000,99470000,301470000,43280000,2.5e+09,27,23,51,101,159970000,1895810000,99470000,301470000,43280000,2.5e+09,18,22,60,100,0.5,-9,-1,9
"size_1_1304",881870000,1021920000,105500000,404440000,86270000,2.5e+09,27,25,56,108,881870000,1021920000,105500000,404440000,86270000,2.5e+09,17,14,53,84,0.5,-10,-11,-3
"size_1_1305",1268350000,696540000,70590000,416210000,48310000,2.5e+09,29,20,58,107,1268350000,696540000,70590000,416210000,48310000,2.5e+09,12,11,50,73,0.5,-17,-9,-8
"size_1_1306",134790000,1684670000,146590000,429770000,104180000,2.5e+09,34,32,70,136,134790000,1684670000,146590000,429770000,104180000,2.5e+09,22,28,75,125,0.5,-12,-4,5
"size_1_1307",86870000,2003600000,170990000,192940000,45600000,2.5e+09,28,26,60,114,86870000,2003600000,170990000,192940000,45600000,2.5e+09,20,20,62,102,0.5,-8,-6,2
"size_1_1308",701340000,1279800000,107340000,364740000,46780000,2.5e+09,32,27,68,127,701340000,1279800000,107340000,364740000,46780000,2.5e+09,19,21,64,104,0.5,-13,-6,-4
"size_1_1309",1199140000,868670000,88090000,293640000,50460000,2.5e+09,32,23,55,110,1199140000,868670000,88090000,293640000,50460000,2.5e+09,17,17,57,91,0.5,-15,-6,2
"size_1_1310",91580000,1392620000,148540000,690170000,177090000,2.5e+09,35,31,77,143,91580000,1392620000,148540000,690170000,177090000,2.5e+09,24,30,83,137,0.5,-11,-1,6
"size_1_1311",60010000,1760910000,91750000,521270000,66060000,2.5e+09,34,29,65,128,60010000,1760910000,91750000,521270000,66060000,2.5e+09,22,27,80,129,0.5,-12,-2,15
"size_1_1312",722230000,1203200000,154620000,199340000,220610000,2.5e+09,32,28,65,125,722230000,1203200000,154620000,199340000,220610000,2.5e+09,22,26,66,114,0.5,-10,-2,1
"size_1_1313",271730000,1658860000,195610000,306760000,67040000,2.5e+09,32,24,64,120,271730000,1658860000,195610000,306760000,67040000,2.5e+09,22,25,69,116,0.5,-10,1,5
"size_1_1314",441530000,1274430000,88580000,16860000,678600000,2.5e+09,39,41,93,173,441530000,1274430000,88580000,16860000,678600000,2.5e+09,23,24,63,110,0.5,-16,-17,-30
