"cell50x50","occ_ebba1","SR_ebba1","occ_ebba2","SR_ebba2","deltaSR_birds","occ_m_b2000","SR_m_b2000","occ_m_a2015","SR_m_a2015","deltaSR_mammals","delta_occ_m","deltaT"
"37VCD3",NA,NA,113,113,NA,NA,NA,13,7,NA,NA,1.27316463742279
"37VCD4",NA,NA,128,128,NA,NA,NA,53,9,NA,NA,1.27318072766765
"37VCE3",NA,NA,107,107,NA,NA,NA,28,13,NA,NA,1.29869677316775
"37VCE4",NA,NA,112,112,NA,4,1,7,5,4,3,1.290088107683
"37VCF3",NA,NA,130,130,NA,NA,NA,NA,NA,NA,NA,1.36213678529818
"37VCF4",NA,NA,129,129,NA,NA,NA,29,13,NA,NA,1.29927898080725
"37VCG3",1,1,104,104,103,NA,NA,NA,NA,NA,NA,1.39896012777053
"37VCG4",NA,NA,113,113,NA,NA,NA,NA,NA,NA,NA,1.36603978114387
"37VCH3",1,1,125,125,124,NA,NA,4,3,NA,NA,1.42311000659548
"37VCH4",1,1,110,110,109,2,1,NA,NA,NA,NA,1.3965648440064
"37VCJ3",1,1,49,49,48,NA,NA,7,2,NA,NA,1.47502375604384
"37VCJ4",1,1,119,119,118,NA,NA,4,3,NA,NA,1.45159489230106
"37VCK3",1,1,106,106,105,NA,NA,1,1,NA,NA,1.53847913966989
"37VCK4",1,1,150,150,149,NA,NA,4,1,NA,NA,1.49987598627912
"37VCL3",1,1,1,NA,NA,NA,NA,2,1,NA,NA,1.54919448211978
"37VCL4",1,1,122,122,121,NA,NA,NA,NA,NA,NA,1.53564529732404
"37VDC1",154,154,184,184,30,1,1,117,25,24,116,1.29917632183939
"37VDC2",82,82,145,145,63,48,4,474,32,28,426,1.29654286082198
"37VDC3",61,61,173,173,112,11,5,108,15,10,97,1.26947180137107
"37VDC4",NA,NA,134,134,NA,16,1,148,23,22,132,1.2931020761791
"37VDD1",NA,NA,112,112,NA,NA,NA,2,2,NA,NA,1.29663912491365
"37VDD2",NA,NA,149,149,NA,NA,NA,37,15,NA,NA,1.28861007977415
"37VDD3",NA,NA,121,121,NA,NA,NA,23,7,NA,NA,1.2759469628334
"37VDD4",NA,NA,107,107,NA,NA,NA,8,5,NA,NA,1.28425618301738
"37VDE1",NA,NA,153,153,NA,214,6,42,18,12,-172,1.25585321711199
"37VDE2",1,1,107,107,106,NA,NA,9,6,NA,NA,1.27307162900861
"37VDE3",NA,NA,133,133,NA,NA,NA,3,2,NA,NA,1.27181052240197
"37VDE4",NA,NA,147,147,NA,3,1,136,20,19,133,1.25295800295743
"37VDF1",NA,NA,143,143,NA,NA,NA,2,2,NA,NA,1.34984257623747
"37VDF2",NA,NA,164,164,NA,1,1,16,11,10,15,1.30712021500003
"37VDF3",NA,NA,58,58,NA,NA,NA,2,2,NA,NA,1.31627968895487
"37VDF4",NA,NA,84,84,NA,NA,NA,NA,NA,NA,NA,1.28601928913232
"37VDG1",1,1,85,85,84,NA,NA,1,1,NA,NA,1.36128269650719
"37VDG2",NA,NA,86,86,NA,NA,NA,1,1,NA,NA,1.37313381042974
"37VDG3",1,1,157,157,156,7,1,NA,NA,NA,NA,1.3716597773812
"37VDG4",NA,NA,175,175,NA,6,3,4,3,0,-2,1.38178538244008
"37VDH1",1,1,3,3,2,NA,NA,NA,NA,NA,NA,1.40334493835126
"37VDH2",1,1,88,88,87,NA,NA,NA,NA,NA,NA,1.38472014123743
"37VDH3",1,1,103,103,102,NA,NA,NA,NA,NA,NA,1.39930659039947
"37VDH4",1,1,103,103,102,NA,NA,1,1,NA,NA,1.37813987416669
"37VDJ1",1,1,107,107,106,NA,NA,4,3,NA,NA,1.49143808771824
"37VDJ2",1,1,93,93,92,NA,NA,2,2,NA,NA,1.44756204650235
"37VDJ3",1,1,99,99,98,5,3,5,5,2,0,1.45132880297399
"37VDJ4",1,1,89,89,88,NA,NA,2,2,NA,NA,1.45454393720627
"37VDK1",1,1,130,130,129,NA,NA,NA,NA,NA,NA,1.53104137512855
"37VDK2",1,1,79,79,78,NA,NA,NA,NA,NA,NA,1.49523285239242
"37VDK3",1,1,116,116,115,NA,NA,NA,NA,NA,NA,1.50005348948122
"37VDK4",1,1,2,2,1,NA,NA,NA,NA,NA,NA,1.4776112201366
"37VDL1",1,1,92,92,91,NA,NA,NA,NA,NA,NA,1.55993147713415
"37VDL2",1,1,101,101,100,NA,NA,NA,NA,NA,NA,1.53933511414763
"37VDL3",1,1,96,96,95,NA,NA,1,1,NA,NA,1.534668451253
"37VDL4",1,1,128,128,127,NA,NA,NA,NA,NA,NA,1.54573433010867
"37VEC1",NA,NA,147,147,NA,1,1,96,20,19,95,1.28459711558258
"37VEC2",NA,NA,121,121,NA,2,2,21,11,9,19,1.29314191968817
"37VEC3",NA,NA,173,173,NA,NA,NA,13,7,NA,NA,1.2911717599293
"37VEC4",NA,NA,164,164,NA,2,1,147,24,23,145,1.29993719473118
"37VED1",NA,NA,131,131,NA,NA,NA,75,16,NA,NA,1.25394798625599
"37VED2",NA,NA,142,142,NA,NA,NA,28,13,NA,NA,1.26406850164587
"37VED3",NA,NA,145,145,NA,NA,NA,51,17,NA,NA,1.26636881503192
"37VED4",NA,NA,151,151,NA,NA,NA,31,11,NA,NA,1.28312815670614
"37VEE1",NA,NA,120,120,NA,NA,NA,1,1,NA,NA,1.28288136012312
"37VEE2",NA,NA,125,125,NA,NA,NA,39,15,NA,NA,1.27549414634705
"37VEE3",NA,NA,118,118,NA,NA,NA,13,7,NA,NA,1.26013472069443
"37VEE4",NA,NA,129,129,NA,3,1,11,9,8,8,1.28265005549746
"37VEF1",NA,NA,114,114,NA,1,1,7,3,2,6,1.29687786721564
"37VEF2",NA,NA,110,110,NA,NA,NA,NA,NA,NA,NA,1.26798994716628
"37VEF3",NA,NA,107,107,NA,NA,NA,2,1,NA,NA,1.26344777598526
"37VEF4",NA,NA,102,102,NA,3,1,1,1,0,-2,1.24444445601681
"37VEG1",2,2,104,104,102,NA,NA,1,1,NA,NA,1.36968320391395
"37VEG2",NA,NA,38,38,NA,51,3,1,1,-2,-50,1.34686357296746
"37VEG3",2,2,105,105,103,19,3,NA,NA,NA,NA,1.36329014376817
"37VEG4",NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,1.30380098334639
"37VEH1",1,1,88,88,87,NA,NA,NA,NA,NA,NA,1.39743455776498
"37VEH2",2,2,126,126,124,1,1,NA,NA,NA,NA,1.38215939663658
"37VEH3",1,1,123,123,122,NA,NA,NA,NA,NA,NA,1.39949901642338
"37VEH4",2,2,99,99,97,NA,NA,NA,NA,NA,NA,1.37963466801919
"37VEJ1",1,1,118,118,117,1,1,NA,NA,NA,NA,1.4355159363439
"37VEJ2",1,1,96,96,95,NA,NA,NA,NA,NA,NA,1.4121151668617
"37VEJ3",1,1,102,102,101,NA,NA,NA,NA,NA,NA,1.40958724607681
"37VEJ4",1,1,100,100,99,7,1,NA,NA,NA,NA,1.38366203120917
"37VEK1",1,1,90,90,89,NA,NA,NA,NA,NA,NA,1.46968974002445
"37VEK2",1,1,98,98,97,NA,NA,NA,NA,NA,NA,1.4619487478378
"37VEK3",1,1,75,75,74,25,2,NA,NA,NA,NA,1.4505252672825
"37VEK4",1,1,96,96,95,NA,NA,NA,NA,NA,NA,1.43189277635118
"37VEL1",1,1,82,82,81,NA,NA,NA,NA,NA,NA,1.53623690226472
"37VEL2",1,1,81,81,80,NA,NA,NA,NA,NA,NA,1.50640782849355
"37VEL3",1,1,73,73,72,3,3,NA,NA,NA,NA,1.50735629834826
"37VEL4",1,1,75,75,74,NA,NA,NA,NA,NA,NA,1.4847050056313
"37VFC1",NA,NA,158,158,NA,NA,NA,20,9,NA,NA,1.3112519127982
"37VFC2",NA,NA,181,181,NA,1,1,52,14,13,51,1.28660419540948
"37VFC3",NA,NA,173,173,NA,2,1,18,7,6,16,1.28707820980261
"37VFC4",NA,NA,148,148,NA,NA,NA,6,4,NA,NA,1.28990554964388
"37VFD1",NA,NA,170,170,NA,NA,NA,13,7,NA,NA,1.27801750247605
"37VFD2",NA,NA,163,163,NA,NA,NA,110,19,NA,NA,1.29995731344805
"37VFD3",NA,NA,172,172,NA,NA,NA,11,7,NA,NA,1.3067722790169
"37VFD4",NA,NA,160,160,NA,NA,NA,13,6,NA,NA,1.29156622471231
"37VFE1",NA,NA,166,166,NA,NA,NA,5,3,NA,NA,1.25505606718525
"37VFE2",NA,NA,176,176,NA,3,3,74,20,17,71,1.28371041284967
"37VFE3",NA,NA,108,108,NA,7,2,1,1,-1,-6,1.25641279785257
"37VFE4",NA,NA,81,81,NA,NA,NA,8,5,NA,NA,1.27851465881848
"37VFF1",NA,NA,79,79,NA,NA,NA,NA,NA,NA,NA,1.27532516004832
"37VFF2",NA,NA,81,81,NA,NA,NA,1,1,NA,NA,1.25537312293368
"37VFF3",NA,NA,118,118,NA,NA,NA,NA,NA,NA,NA,1.29328038497847
"37VFF4",NA,NA,91,91,NA,NA,NA,NA,NA,NA,NA,1.29595438229669
"37VFG1",1,1,100,100,99,NA,NA,NA,NA,NA,NA,1.32240105201769
"37VFG2",NA,NA,107,107,NA,2,1,1,1,0,-1,1.29291557199277
"37VFH1",1,1,86,86,85,NA,NA,NA,NA,NA,NA,1.38089863472971
"37VFH2",1,1,95,95,94,NA,NA,NA,NA,NA,NA,1.36247267762169
"37VFJ1",1,1,94,94,93,NA,NA,NA,NA,NA,NA,1.38570900266594
"37VFJ2",1,1,143,143,142,NA,NA,NA,NA,NA,NA,1.35914141504388
"37VFK1",1,1,60,60,59,NA,NA,NA,NA,NA,NA,1.44081188035461
"37VFK2",1,1,62,62,61,NA,NA,NA,NA,NA,NA,1.415144751966
"37VFL1",1,1,110,110,109,NA,NA,NA,NA,NA,NA,1.4687887782187
"37VFL2",1,1,115,115,114,NA,NA,NA,NA,NA,NA,1.49218429393502
"37WCM3",1,1,116,116,115,NA,NA,4,3,NA,NA,1.51918986247432
"37WCM4",1,1,87,87,86,NA,NA,NA,NA,NA,NA,1.53284631172816
"37WCN4",1,1,131,131,130,2,1,5,3,2,3,1.54623317056232
"37WCP3",1,1,80,80,79,NA,NA,8,4,NA,NA,1.48943059769289
"37WCQ4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46028685402334
"37WDM1",1,1,70,70,69,NA,NA,NA,NA,NA,NA,1.53037165386089
"37WDM2",1,1,80,80,79,NA,NA,3,3,NA,NA,1.52169421676433
"37WDM3",1,1,127,127,126,NA,NA,10,5,NA,NA,1.54043428075146
"37WDM4",1,1,111,111,110,NA,NA,1,1,NA,NA,1.53808428642721
"37WDN2",2,2,96,96,94,3,1,4,4,3,1,1.54522285357262
"37WDP1",1,1,21,21,20,25,2,1,1,-1,-24,1.48796453022373
"37WDP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48974905132006
"37WDP3",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1.48535098304646
"37WDP4",NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,1.4918560603604
"37WDQ1",NA,NA,57,57,NA,4,1,NA,NA,NA,NA,1.43020801092577
"37WDQ2",1,1,43,43,42,NA,NA,NA,NA,NA,NA,1.46659415763597
"37WDQ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41876967974739
"37WDQ4",1,1,52,52,51,NA,NA,NA,NA,NA,NA,1.46016309039506
"37WDR1",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1.42369371110782
"37WDR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42347847323344
"37WDR3",1,1,72,72,71,1,1,NA,NA,NA,NA,1.40046677374149
"37WDR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41574345354496
"37WDS1",NA,NA,60,60,NA,NA,NA,6,3,NA,NA,1.38950319896237
"37WDS2",1,1,67,67,66,54,4,NA,NA,NA,NA,1.39904461740344
"37WEM1",1,1,93,93,92,NA,NA,36,7,NA,NA,1.54543263508269
"37WEM2",1,1,73,73,72,NA,NA,3,2,NA,NA,1.53145909738541
"37WEM3",70,70,167,167,97,263,6,7,4,-2,-256,1.48893880844116
"37WEM4",2,2,119,119,117,39,4,5,3,-1,-34,1.50185951364763
"37WEN1",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1.48505449085905
"37WEN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49873054269198
"37WEN3",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1.47488562325929
"37WEN4",61,61,51,51,-10,NA,NA,NA,NA,NA,NA,1.48407407085653
"37WEP1",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1.48215232801589
"37WEP2",NA,NA,31,31,NA,NA,NA,NA,NA,NA,NA,1.48329125041211
"37WEP3",2,2,39,39,37,NA,NA,NA,NA,NA,NA,1.48882107133015
"37WEP4",2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1.48806133650872
"37WEQ1",1,1,30,30,29,NA,NA,NA,NA,NA,NA,1.50853503389018
"37WEQ2",1,1,47,47,46,NA,NA,NA,NA,NA,NA,1.50786674630193
"37WEQ3",2,2,29,29,27,12,3,NA,NA,NA,NA,1.49715985771766
"37WEQ4",1,1,71,71,70,NA,NA,NA,NA,NA,NA,1.49651231832143
"37WER1",50,50,1,NA,NA,NA,NA,NA,NA,NA,NA,1.43073346787556
"37WER2",1,1,1,NA,NA,1,1,NA,NA,NA,NA,1.48265204140464
"37WER4",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1.49892282382158
"37WFM1",2,2,24,24,22,NA,NA,NA,NA,NA,NA,1.50374579827628
"37WFM2",1,1,113,113,112,17,1,1,1,0,-16,1.46286198616989
"37WFN1",1,1,2,2,1,NA,NA,NA,NA,NA,NA,1.48819619672442
"37WFN2",1,1,1,NA,NA,NA,NA,4,3,NA,NA,1.47526237083206
"37WFP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5223755320268
"37WFP2",5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1.52571263202166
"37WFQ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48541661351919
"37WFQ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49212122410536
"37XDK2",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"37XDK4",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"38SKG3",NA,NA,77,77,NA,NA,NA,NA,NA,NA,NA,1.42916853978084
"38SKG4",NA,NA,78,78,NA,NA,NA,1,1,NA,NA,1.33777574292657
"38SKH3",NA,NA,133,133,NA,49,10,2,2,-8,-47,1.52616093094284
"38SKH4",NA,NA,83,83,NA,NA,NA,1,1,NA,NA,1.49466859593111
"38SKJ3",NA,NA,58,58,NA,NA,NA,1,1,NA,NA,1.53135743336371
"38SKJ4",NA,NA,86,86,NA,NA,NA,NA,NA,NA,NA,1.52890611108328
"38SKK4",NA,NA,51,51,NA,4,1,NA,NA,NA,NA,1.52784090082754
"38SLG1",NA,NA,39,39,NA,NA,NA,NA,NA,NA,NA,1.41427040791166
"38SLG2",NA,NA,60,60,NA,NA,NA,NA,NA,NA,NA,1.37122570353446
"38SLG3",NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,1.37234339618043
"38SLG4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39805405747657
"38SLH1",NA,NA,76,76,NA,14,4,1,1,-3,-13,1.48170505560838
"38SLH2",NA,NA,114,114,NA,NA,NA,2,1,NA,NA,1.44501176437774
"38SLH3",NA,NA,127,127,NA,56,8,1,1,-7,-55,1.42003136338859
"38SLH4",NA,NA,71,71,NA,NA,NA,2,2,NA,NA,1.39126173381148
"38SLJ1",NA,NA,36,36,NA,NA,NA,NA,NA,NA,NA,1.49892425179482
"38SLJ2",NA,NA,94,94,NA,NA,NA,NA,NA,NA,NA,1.48779490165062
"38SLJ3",NA,NA,84,84,NA,NA,NA,NA,NA,NA,NA,1.45699528130618
"38SLJ4",NA,NA,130,130,NA,NA,NA,NA,NA,NA,NA,1.41277972954551
"38SLK2",NA,NA,56,56,NA,4,1,NA,NA,NA,NA,1.52497106790543
"38SLK4",NA,NA,156,156,NA,NA,NA,19,10,NA,NA,1.49959397277022
"38SMF1",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1.36398804652226
"38SMG1",NA,NA,83,83,NA,NA,NA,NA,NA,NA,NA,1.31274105452157
"38SMG2",NA,NA,79,79,NA,NA,NA,NA,NA,NA,NA,1.40009730060895
"38SMG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33459513063555
"38SMG4",NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,1.40188401664784
"38SMH1",NA,NA,14,14,NA,NA,NA,3,2,NA,NA,1.38887531965371
"38SMH2",NA,NA,53,53,NA,NA,NA,NA,NA,NA,NA,1.36169402043622
"38SMH4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35291474515742
"38SMJ1",NA,NA,139,139,NA,1,1,5,2,1,4,1.4086801168787
"38SMJ2",NA,NA,91,91,NA,NA,NA,NA,NA,NA,NA,1.3904171624741
"38SMJ3",NA,NA,142,142,NA,NA,NA,NA,NA,NA,NA,1.36098480224609
"38SMK2",15,15,156,156,141,8,3,47,6,3,39,1.42999807425908
"38SMK4",45,45,203,203,158,1,1,54,15,14,53,1.36768739906369
"38SNH3",NA,NA,54,54,NA,NA,NA,NA,NA,NA,NA,1.35210859934489
"38SNJ1",1,1,154,154,153,1,1,184,9,8,183,1.3379919482516
"38SNJ2",3,3,125,125,122,NA,NA,NA,NA,NA,NA,1.32795896777859
"38SNJ3",2,2,154,154,152,NA,NA,104,27,NA,NA,1.30772087379516
"38SNJ4",7,7,176,176,169,8,1,161,18,17,153,1.30749703329298
"38SNK2",9,9,165,165,156,13,5,22,7,2,9,1.34325316052448
"38SNK4",3,3,133,133,130,1,1,91,6,5,90,1.30524647514058
"38SPH1",NA,NA,52,52,NA,NA,NA,NA,NA,NA,NA,1.42373737692833
"38SPJ1",2,2,138,138,136,NA,NA,9,4,NA,NA,1.29551603190311
"38SPJ2",4,4,153,153,149,3,1,300,29,28,297,1.34145626834795
"38SPJ3",2,2,50,50,48,1,1,NA,NA,NA,NA,1.3396767171224
"38SPJ4",NA,NA,37,37,NA,NA,NA,NA,NA,NA,NA,1.39221834016326
"38SPK2",1,1,80,80,79,9,5,NA,NA,NA,NA,1.28753963171267
"38SPK4",1,1,56,56,55,NA,NA,NA,NA,NA,NA,1.32216959529453
"38SQJ1",1,1,59,59,58,NA,NA,NA,NA,NA,NA,1.41389108958997
"38SQK2",1,1,126,126,125,NA,NA,92,3,NA,NA,1.38140067729083
"38TKK3",NA,NA,89,89,NA,NA,NA,5,3,NA,NA,1.52705755283141
"38TKL3",2,2,132,132,130,5,4,1,1,-3,-4,1.51508595517431
"38TKL4",NA,NA,97,97,NA,NA,NA,1,1,NA,NA,1.51737144210122
"38TKM3",NA,NA,123,123,NA,33,21,10,9,-12,-23,1.60670993235204
"38TKM4",NA,NA,99,99,NA,142,31,70,23,-8,-72,1.54718212501423
"38TKN3",2,2,86,86,84,4,4,28,11,7,24,1.58306051527599
"38TKN4",1,1,101,101,100,25,19,121,22,3,96,1.60649095992653
"38TKP3",NA,NA,128,128,NA,NA,NA,3,2,NA,NA,1.57974229459687
"38TKP4",50,49,109,109,60,13,3,42,3,0,29,1.56799815485085
"38TKQ3",NA,NA,107,107,NA,NA,NA,1,1,NA,NA,1.59777427704866
"38TKQ4",NA,NA,128,128,NA,NA,NA,NA,NA,NA,NA,1.59472586362417
"38TKR3",66,66,83,83,17,NA,NA,NA,NA,NA,NA,1.66138202704272
"38TKR4",1,1,84,84,83,NA,NA,NA,NA,NA,NA,1.62346592744191
"38TLK1",NA,NA,107,107,NA,NA,NA,NA,NA,NA,NA,1.50338288748039
"38TLK3",NA,NA,143,143,NA,NA,NA,2,1,NA,NA,1.50007152057194
"38TLL1",2,2,154,154,152,5,5,33,16,11,28,1.50227762749118
"38TLL2",NA,NA,103,103,NA,NA,NA,2,2,NA,NA,1.49930638159541
"38TLL3",50,50,182,182,132,130,22,79,19,-3,-51,1.51812524232384
"38TLL4",5,5,156,156,151,2,1,5,4,3,3,1.49221720967604
"38TLM1",1,1,133,133,132,89,31,256,24,-7,167,1.57905352115631
"38TLM2",1,1,94,94,93,97,33,40,16,-17,-57,1.52682845827974
"38TLM3",1,1,82,82,81,102,26,208,29,3,106,1.56036582807215
"38TLM4",14,14,175,175,161,188,41,23,17,-24,-165,1.5245228224954
"38TLN1",2,2,108,108,106,40,17,121,24,7,81,1.55529155548606
"38TLN2",2,2,90,90,88,69,19,17,11,-8,-52,1.59437463386274
"38TLN3",2,2,65,65,63,5,5,28,8,3,23,1.53562748043523
"38TLN4",2,2,100,100,98,84,29,14,12,-17,-70,1.55770619216357
"38TLP1",1,1,92,92,91,8,3,175,21,18,167,1.56482446711996
"38TLP2",1,1,106,106,105,NA,NA,68,6,NA,NA,1.54741906127112
"38TLP3",1,1,120,120,119,NA,NA,5,5,NA,NA,1.54609506202467
"38TLP4",1,1,116,116,115,42,11,12,5,-6,-30,1.52994769002184
"38TLQ1",NA,NA,103,103,NA,7,3,NA,NA,NA,NA,1.5892305945208
"38TLQ2",1,1,112,112,111,NA,NA,2,2,NA,NA,1.57942405725137
"38TLQ3",1,1,102,102,101,6,4,11,6,2,5,1.54256085504459
"38TLQ4",NA,NA,101,101,NA,2,2,1,1,-1,-1,1.55112026676987
"38TLR1",2,2,107,107,105,NA,NA,NA,NA,NA,NA,1.61394589015416
"38TLR2",NA,NA,92,92,NA,5,1,NA,NA,NA,NA,1.59598616519606
"38TLR3",2,2,136,136,134,4,3,46,11,8,42,1.56660274712436
"38TLR4",1,1,95,95,94,NA,NA,NA,NA,NA,NA,1.54522128221465
"38TLS1",62,62,93,93,31,2,1,15,6,5,13,1.69131503419248
"38TLS2",72,72,114,114,42,NA,NA,15,9,NA,NA,1.68195399998119
"38TLS3",61,61,94,94,33,7,2,9,5,3,2,1.65317917972631
"38TLS4",82,82,128,128,46,17,1,18,7,6,1,1.64110064506531
"38TLT1",66,66,82,82,16,1,1,18,7,6,17,1.66829370910471
"38TLT2",73,73,80,80,7,1,1,12,4,3,11,1.71127165535282
"38TLT3",82,82,89,89,7,NA,NA,1,1,NA,NA,1.65396002747796
"38TLT4",82,82,77,77,-5,3,1,2,2,1,-1,1.66634131089235
"38TMK1",11,11,127,127,116,6,3,4,3,0,-2,1.43717636794641
"38TMK3",14,14,162,162,148,NA,NA,43,9,NA,NA,1.37668731367191
"38TML1",2,2,164,164,162,72,23,2,2,-21,-70,1.46230256044955
"38TML2",8,8,141,141,133,2,1,3,3,2,1,1.43563182793912
"38TML3",2,2,156,156,154,60,20,17,12,-8,-43,1.40408300579368
"38TML4",3,3,126,126,123,2,1,118,16,15,116,1.38071160252605
"38TMM1",1,1,119,119,118,55,24,37,13,-11,-18,1.51725075033403
"38TMM2",NA,NA,128,128,NA,125,33,61,26,-7,-64,1.49629930582913
"38TMM3",11,11,125,125,114,77,28,23,16,-12,-54,1.48332869788496
"38TMM4",30,30,138,138,108,247,42,273,49,7,26,1.44211678690725
"38TMN1",1,1,128,128,127,36,6,3,3,-3,-33,1.50264626988049
"38TMN2",2,2,108,108,106,50,17,36,10,-7,-14,1.49950560690327
"38TMN3",NA,NA,103,103,NA,28,10,11,3,-7,-17,1.49974742571513
"38TMN4",54,53,104,104,51,200,23,345,21,-2,145,1.47888428663101
"38TMP1",NA,NA,116,116,NA,NA,NA,NA,NA,NA,NA,1.51375344016335
"38TMP2",NA,NA,84,84,NA,60,6,1,1,-5,-59,1.52107436440208
"38TMP3",1,1,117,117,116,NA,NA,1,1,NA,NA,1.50840909553297
"38TMP4",1,1,125,125,124,3,2,3,3,1,0,1.52637737158573
"38TMQ1",1,1,77,77,76,NA,NA,1,1,NA,NA,1.51889398997415
"38TMQ2",NA,NA,95,95,NA,NA,NA,NA,NA,NA,NA,1.50155184774688
"38TMQ3",1,1,108,108,107,34,2,NA,NA,NA,NA,1.53163456772313
"38TMQ4",1,1,92,92,91,NA,NA,2,1,NA,NA,1.49443980708267
"38TMR1",1,1,103,103,102,NA,NA,2,2,NA,NA,1.59184313904155
"38TMR2",NA,NA,75,75,NA,NA,NA,NA,NA,NA,NA,1.53951231837273
"38TMR3",NA,NA,57,57,NA,NA,NA,NA,NA,NA,NA,1.59437325795492
"38TMR4",2,2,115,115,113,NA,NA,NA,NA,NA,NA,1.55609343210856
"38TMS1",NA,NA,53,53,NA,NA,NA,9,5,NA,NA,1.64070496587696
"38TMS2",66,66,94,94,28,3,1,21,8,7,18,1.59134070078532
"38TMS3",1,1,77,77,76,NA,NA,4,2,NA,NA,1.61219009486112
"38TMS4",NA,NA,79,79,NA,1,1,8,7,6,7,1.58972106196664
"38TMT1",52,52,83,83,31,NA,NA,NA,NA,NA,NA,1.63802326917648
"38TMT2",68,68,86,86,18,NA,NA,3,3,NA,NA,1.64587636427446
"38TMT3",61,61,78,78,17,NA,NA,1,1,NA,NA,1.62824101448059
"38TMT4",2,2,63,63,61,NA,NA,4,3,NA,NA,1.64625300602479
"38TNK1",14,14,136,136,122,NA,NA,4,4,NA,NA,1.36176950087795
"38TNK3",4,4,163,163,159,NA,NA,NA,NA,NA,NA,1.31520922116886
"38TNL1",41,41,192,192,151,59,27,181,21,-6,122,1.37668488861678
"38TNL2",4,4,129,129,125,1,1,100,10,9,99,1.37512986319406
"38TNL3",1,1,166,166,165,43,19,217,26,7,174,1.36379244833282
"38TNL4",2,2,144,144,142,NA,NA,1,1,NA,NA,1.33840183011529
"38TNM1",2,2,121,121,119,32,18,105,12,-6,73,1.46048825350022
"38TNM2",1,1,136,136,135,59,25,17,7,-18,-42,1.41836631143248
"38TNM3",2,2,109,109,107,11,8,96,5,-3,85,1.4479325526424
"38TNM4",2,2,146,146,144,72,24,142,26,2,70,1.39804634903416
"38TNN1",NA,NA,98,98,NA,NA,NA,9,6,NA,NA,1.48708843549093
"38TNN2",1,1,92,92,91,16,11,17,11,0,1,1.46023873321035
"38TNN3",NA,NA,100,100,NA,NA,NA,23,17,NA,NA,1.46407523319639
"38TNN4",1,1,110,110,109,NA,NA,24,18,NA,NA,1.43667847505928
"38TNP1",1,1,66,66,65,NA,NA,3,1,NA,NA,1.50040864077481
"38TNP2",NA,NA,84,84,NA,NA,NA,20,8,NA,NA,1.50983706965591
"38TNP3",NA,NA,84,84,NA,11,6,NA,NA,NA,NA,1.4963866667314
"38TNP4",2,2,89,89,87,19,3,3,3,0,-16,1.49290179628314
"38TNQ1",3,3,104,104,101,NA,NA,1,1,NA,NA,1.5387029243238
"38TNQ2",NA,NA,70,70,NA,NA,NA,NA,NA,NA,NA,1.48666661580404
"38TNQ3",2,2,105,105,103,1,1,3,1,0,2,1.53620028924085
"38TNQ4",1,1,82,82,81,22,7,NA,NA,NA,NA,1.5194398244222
"38TNR1",NA,NA,60,60,NA,NA,NA,6,5,NA,NA,1.6017090728484
"38TNR2",3,3,107,107,104,1,1,5,1,0,4,1.56254292170207
"38TNR3",NA,NA,60,60,NA,NA,NA,63,13,NA,NA,1.56185715266636
"38TNR4",2,2,89,89,87,NA,NA,12,8,NA,NA,1.57585939764977
"38TNS1",2,2,29,29,27,NA,NA,1,1,NA,NA,1.60222754695199
"38TNS2",1,1,96,96,95,NA,NA,2,2,NA,NA,1.58453210917386
"38TNS3",1,1,34,34,33,NA,NA,NA,NA,NA,NA,1.60991877138972
"38TNS4",NA,NA,39,39,NA,NA,NA,12,6,NA,NA,1.56874888449004
