polygon_id,Forest_t0,Agriculture_t0,Urban_t0,Grassland_t0,Other_t0,Area_Total_t0,forest_sp_t0,agriculture_sp_t0,generalist_sp_t0,Sp_Total_t0,Forest_t1,Agriculture_t1,Urban_t1,Grassland_t1,Other_t1,Area_Total_t1,forest_sp_t1,agriculture_sp_t1,generalist_sp_t1,Sp_Total_t1,delta_Forest,delta_Agriculture,delta_Urban,delta_Grassland,delta_Other,delta_Area_Total,delta_forest_sp,delta_agriculture_sp,delta_generalist_sp,delta_Sp_Total
1_1184,473020000,43130000,22320000,5840000,1916220000,2460530000,36,30,83,149,522640000,45560000,25780000,5840000,1860710000,2460530000,41,36,86,163,49620000,2430000,3460000,0,-55510000,0,5,6,3,14
1_1185,1739860000,94600000,30620000,1200000,633720000,2500000000,38,30,76,144,1929070000,111940000,32600000,1200000,425190000,2500000000,44,33,78,155,189210000,17340000,1980000,0,-208530000,0,6,3,2,11
1_1186,1234750000,180650000,87910000,5580000,991110000,2500000000,43,37,89,169,1292110000,185460000,92090000,5980000,924360000,2500000000,45,37,91,173,57360000,4810000,4180000,400000,-66750000,0,2,0,2,4
1_1187,1524840000,18740000,1870000,3510000,951040000,2500000000,38,23,73,134,1691890000,18800000,2190000,1990000,785130000,2500000000,28,17,54,99,167050000,60000,320000,-1520000,-165910000,0,-10,-6,-19,-35
1_1188,1784670000,105810000,14900000,2450000,592170000,2500000000,38,24,73,135,1872590000,110160000,15430000,2440000,499380000,2500000000,41,27,74,142,87920000,4350000,530000,-10000,-92790000,0,3,3,1,7
1_1189,773040000,105850000,2520000,0,1618590000,2500000000,33,21,52,106,772070000,102910000,2520000,0,1622500000,2500000000,34,19,57,110,-970000,-2940000,0,0,3910000,0,1,-2,5,4
1_1190,769470000,80910000,1140000,0,1648480000,2500000000,36,21,61,118,778310000,74540000,1590000,0,1645560000,2500000000,33,18,63,114,8840000,-6370000,450000,0,-2920000,0,-3,-3,2,-4
1_1191,315160000,120480000,6860000,0,2057500000,2500000000,20,27,64,111,314120000,120450000,6860000,0,2058570000,2500000000,22,24,56,102,-1040000,-30000,0,0,1070000,0,2,-3,-8,-9
1_1192,648070000,70510000,1280000,0,1780140000,2500000000,26,20,56,102,647960000,70510000,1280000,0,1780250000,2500000000,25,20,55,100,-110000,0,0,0,110000,0,-1,0,-1,-2
1_1193,171640000,112140000,6450000,640000,2209130000,2500000000,21,27,67,115,171540000,112860000,6450000,640000,2208510000,2500000000,29,28,68,125,-100000,720000,0,0,-620000,0,8,1,1,10
1_1194,764820000,22700000,1470000,2900000,1708110000,2500000000,32,26,62,120,777570000,22560000,1470000,2680000,1695720000,2500000000,29,22,64,115,12750000,-140000,0,-220000,-12390000,0,-3,-4,2,-5
1_1195,511310000,13540000,310000,6240000,1968600000,2500000000,33,22,67,122,499010000,13540000,310000,6210000,1980930000,2500000000,34,22,62,118,-12300000,0,0,-30000,12330000,0,1,0,-5,-4
1_1196,1052880000,5260000,1600000,58930000,1381330000,2500000000,34,26,62,122,1118180000,5570000,1600000,58960000,1315690000,2500000000,31,23,57,111,65300000,310000,0,30000,-65640000,0,-3,-3,-5,-11
1_1197,1220820000,4500000,50000,6120000,1268510000,2500000000,35,26,66,127,1306910000,4370000,50000,6030000,1182640000,2500000000,38,27,66,131,86090000,-130000,0,-90000,-85870000,0,3,1,0,4
1_1198,787050000,31470000,890000,0,1680590000,2500000000,24,11,44,79,782120000,31470000,890000,0,1685520000,2500000000,23,17,50,90,-4930000,0,0,0,4930000,0,-1,6,6,11
1_1199,821970000,21260000,1410000,26450000,1628910000,2500000000,30,21,58,109,813150000,21290000,1410000,26770000,1637380000,2500000000,26,17,53,96,-8820000,30000,0,320000,8470000,0,-4,-4,-5,-13
1_1200,499160000,6270000,1340000,59200000,1934030000,2500000000,33,23,60,116,501700000,6350000,1340000,59310000,1931300000,2500000000,26,23,66,115,2540000,80000,0,110000,-2730000,0,-7,0,6,-1
1_1201,317080000,46520000,0,0,2136400000,2500000000,21,22,61,104,317120000,46320000,0,0,2136560000,2500000000,26,22,61,109,40000,-200000,0,0,160000,0,5,0,0,5
1_1202,784940000,143330000,11880000,0,1559850000,2500000000,30,30,74,134,776980000,144070000,11950000,0,1567000000,2500000000,32,27,74,133,-7960000,740000,70000,0,7150000,0,2,-3,0,-1
1_1203,643610000,29570000,16630000,0,1810190000,2500000000,36,34,75,145,640110000,29650000,16700000,0,1813540000,2500000000,32,26,64,122,-3500000,80000,70000,0,3350000,0,-4,-8,-11,-23
1_1204,171270000,32040000,1850000,0,2116380000,2321540000,26,25,68,119,171440000,32040000,1880000,0,2116180000,2321540000,31,27,66,124,170000,0,30000,0,-200000,0,5,2,-2,5
1_1205,268340000,56470000,20420000,460000,2154310000,2500000000,23,30,70,123,268210000,56210000,20800000,460000,2154320000,2500000000,29,28,63,120,-130000,-260000,380000,0,10000,0,6,-2,-7,-3
1_1206,562980000,54830000,1990000,0,1880200000,2500000000,28,23,65,116,561970000,54830000,2380000,0,1880820000,2500000000,28,23,66,117,-1010000,0,390000,0,620000,0,0,0,1,1
1_1207,1356410000,8100000,560000,6750000,1128180000,2500000000,38,26,68,132,1459470000,8160000,560000,6690000,1025120000,2500000000,31,22,65,118,103060000,60000,0,-60000,-103060000,0,-7,-4,-3,-14
1_1208,1413540000,30410000,1390000,8340000,1046320000,2500000000,37,21,64,122,1686400000,30700000,1390000,8380000,773130000,2500000000,36,22,57,115,272860000,290000,0,40000,-273190000,0,-1,1,-7,-7
1_1209,1274440000,23140000,4200000,9340000,1188880000,2500000000,38,21,73,132,1369560000,27100000,5060000,4610000,1093670000,2500000000,42,24,69,135,95120000,3960000,860000,-4730000,-95210000,0,4,3,-4,3
1_1210,1429480000,24440000,3730000,7080000,1035270000,2500000000,38,23,73,134,1559760000,24210000,3730000,7110000,905190000,2500000000,39,21,65,125,130280000,-230000,0,30000,-130080000,0,1,-2,-8,-9
1_1211,1258690000,3950000,4610000,23600000,1209150000,2500000000,35,28,68,131,1270680000,3950000,4800000,23450000,1197120000,2500000000,32,19,56,107,11990000,0,190000,-150000,-12030000,0,-3,-9,-12,-24
1_1212,1426130000,3350000,2470000,20980000,1047070000,2500000000,36,28,66,130,1435920000,3330000,5410000,20920000,1034420000,2500000000,36,21,62,119,9790000,-20000,2940000,-60000,-12650000,0,0,-7,-4,-11
1_1213,1690200000,6840000,910000,1130000,800920000,2500000000,38,25,71,134,1828470000,6820000,910000,1120000,662680000,2500000000,38,15,55,108,138270000,-20000,0,-10000,-138240000,0,0,-10,-16,-26
1_1214,1399610000,4280000,2340000,0,1093770000,2500000000,39,23,71,133,1602790000,4980000,2560000,0,889670000,2500000000,37,20,66,123,203180000,700000,220000,0,-204100000,0,-2,-3,-5,-10
1_1215,148460000,1660000,0,44620000,2305260000,2500000000,21,26,58,105,148930000,1660000,0,44510000,2304900000,2500000000,17,21,50,88,470000,0,0,-110000,-360000,0,-4,-5,-8,-17
1_1216,354140000,470000,0,148960000,1996430000,2500000000,25,28,63,116,355280000,460000,0,148810000,1995450000,2500000000,29,25,64,118,1140000,-10000,0,-150000,-980000,0,4,-3,1,2
1_1217,1105960000,0,0,18660000,1375380000,2500000000,31,30,63,124,1120690000,0,0,18720000,1360590000,2500000000,28,14,58,100,14730000,0,0,60000,-14790000,0,-3,-16,-5,-24
1_1218,611390000,28410000,4800000,18480000,1836920000,2500000000,30,29,74,133,609670000,28740000,4800000,18540000,1838250000,2500000000,32,28,69,129,-1720000,330000,0,60000,1330000,0,2,-1,-5,-4
1_1219,483610000,30130000,2650000,0,1983610000,2500000000,21,19,53,93,483770000,30130000,2650000,0,1983450000,2500000000,24,21,57,102,160000,0,0,0,-160000,0,3,2,4,9
1_1220,675420000,60090000,960000,0,1763530000,2500000000,29,21,60,110,675400000,60090000,960000,0,1763550000,2500000000,24,20,49,93,-20000,0,0,0,20000,0,-5,-1,-11,-17
1_1221,622240000,48290000,13810000,5820000,1809840000,2500000000,25,26,60,111,622100000,48290000,13870000,5640000,1810100000,2500000000,23,26,65,114,-140000,0,60000,-180000,260000,0,-2,0,5,3
1_1222,453710000,37060000,1620000,0,2007610000,2500000000,20,27,61,108,453630000,37060000,1620000,0,2007690000,2500000000,21,18,52,91,-80000,0,0,0,80000,0,1,-9,-9,-17
1_1223,762160000,127330000,15400000,0,1595110000,2500000000,24,27,61,112,761390000,127380000,15960000,0,1595270000,2500000000,28,23,71,122,-770000,50000,560000,0,160000,0,4,-4,10,10
1_1224,1234010000,16100000,0,1490000,1248400000,2500000000,37,22,70,129,1457570000,15980000,520000,970000,1024960000,2500000000,33,21,57,111,223560000,-120000,520000,-520000,-223440000,0,-4,-1,-13,-18
1_1225,1414330000,19920000,4290000,850000,1060610000,2500000000,38,23,73,134,1592700000,19470000,4590000,850000,882390000,2500000000,38,17,63,118,178370000,-450000,300000,0,-178220000,0,0,-6,-10,-16
1_1226,1359360000,19000000,8330000,2390000,1110920000,2500000000,38,22,69,129,1434560000,19040000,8740000,2390000,1035270000,2500000000,35,17,59,111,75200000,40000,410000,0,-75650000,0,-3,-5,-10,-18
1_1227,259890000,0,620000,67930000,2171560000,2500000000,26,23,55,104,263040000,0,570000,67920000,2168470000,2500000000,24,20,56,100,3150000,0,-50000,-10000,-3090000,0,-2,-3,1,-4
1_1228,982890000,300000,0,25850000,1490960000,2500000000,33,30,62,125,1006040000,300000,0,23960000,1469700000,2500000000,28,14,46,88,23150000,0,0,-1890000,-21260000,0,-5,-16,-16,-37
1_1229,795250000,71440000,7240000,27060000,1599010000,2500000000,12,17,51,80,792240000,71800000,7970000,27210000,1600780000,2500000000,21,15,46,82,-3010000,360000,730000,150000,1770000,0,9,-2,-5,2
1_1230,34950000,283470000,6790000,68270000,2106520000,2500000000,12,16,50,78,119170000,250490000,21460000,66120000,2042760000,2500000000,15,16,54,85,84220000,-32980000,14670000,-2150000,-63760000,0,3,0,4,7
1_1231,100620000,493410000,30310000,196300000,1679360000,2500000000,25,30,75,130,130900000,438690000,49720000,201530000,1679160000,2500000000,24,28,76,128,30280000,-54720000,19410000,5230000,-200000,0,-1,-2,1,-2
1_1232,422240000,724990000,45620000,340550000,966600000,2500000000,29,27,85,141,477400000,681630000,53930000,299100000,987940000,2500000000,24,21,61,106,55160000,-43360000,8310000,-41450000,21340000,0,-5,-6,-24,-35
1_1233,39840000,691870000,37510000,141610000,1589170000,2500000000,25,35,90,150,105220000,618700000,55360000,95120000,1625600000,2500000000,15,28,71,114,65380000,-73170000,17850000,-46490000,36430000,0,-10,-7,-19,-36
1_1234,1196180000,286930000,9530000,250500000,756860000,2500000000,40,25,77,142,1183190000,281070000,11270000,237090000,787380000,2500000000,29,22,69,120,-12990000,-5860000,1740000,-13410000,30520000,0,-11,-3,-8,-22
1_1235,56600000,570090000,6030000,14170000,1853110000,2500000000,11,21,55,87,56870000,557200000,10180000,5340000,1870410000,2500000000,8,15,49,72,270000,-12890000,4150000,-8830000,17300000,0,-3,-6,-6,-15
1_1236,11900000,922240000,27500000,0,1538360000,2500000000,7,17,46,70,24260000,893750000,38190000,0,1543800000,2500000000,5,18,49,72,12360000,-28490000,10690000,0,5440000,0,-2,1,3,2
1_1237,377580000,1116990000,7580000,152720000,845130000,2500000000,24,20,57,101,330770000,1033690000,14810000,165320000,955410000,2500000000,17,14,59,90,-46810000,-83300000,7230000,12600000,110280000,0,-7,-6,2,-11
1_1238,298880000,1203720000,23020000,170350000,804030000,2500000000,16,16,54,86,221650000,1157330000,28450000,131030000,961540000,2500000000,15,11,44,70,-77230000,-46390000,5430000,-39320000,157510000,0,-1,-5,-10,-16
1_1239,181920000,937670000,38540000,162050000,1179820000,2500000000,22,32,78,132,461250000,886360000,50590000,131020000,970780000,2500000000,19,25,69,113,279330000,-51310000,12050000,-31030000,-209040000,0,-3,-7,-9,-19
1_1240,30660000,595930000,12060000,25380000,1835970000,2500000000,16,28,66,110,35260000,588260000,15310000,22680000,1838490000,2500000000,13,25,62,100,4600000,-7670000,3250000,-2700000,2520000,0,-3,-3,-4,-10
1_1241,883700000,359880000,8690000,44290000,1203440000,2500000000,25,25,70,120,1303310000,305530000,20620000,69660000,800880000,2500000000,21,16,53,90,419610000,-54350000,11930000,25370000,-402560000,0,-4,-9,-17,-30
1_1242,229470000,769150000,41080000,83630000,1376670000,2500000000,23,24,62,109,262930000,735460000,61660000,87710000,1352240000,2500000000,23,19,68,110,33460000,-33690000,20580000,4080000,-24430000,0,0,-5,6,1
1_1243,376250000,558220000,8230000,137390000,1419910000,2500000000,25,28,82,135,616920000,513390000,16490000,123640000,1229560000,2500000000,16,20,67,103,240670000,-44830000,8260000,-13750000,-190350000,0,-9,-8,-15,-32
1_1244,149010000,1422780000,85480000,429570000,413160000,2500000000,31,25,79,135,169070000,1400280000,103680000,387490000,439480000,2500000000,26,22,62,110,20060000,-22500000,18200000,-42080000,26320000,0,-5,-3,-17,-25
1_1245,408950000,905840000,11550000,389900000,783760000,2500000000,30,24,70,124,451330000,878040000,14020000,368090000,788520000,2500000000,27,14,54,95,42380000,-27800000,2470000,-21810000,4760000,0,-3,-10,-16,-29
1_1246,163610000,616830000,8930000,197970000,1512660000,2500000000,24,24,66,114,187880000,615780000,11790000,152610000,1531940000,2500000000,24,14,58,96,24270000,-1050000,2860000,-45360000,19280000,0,0,-10,-8,-18
1_1247,0,51800000,260000,72420000,1932240000,2056720000,11,14,32,57,0,47470000,540000,17550000,1991160000,2056720000,7,9,35,51,0,-4330000,280000,-54870000,58920000,0,-4,-5,3,-6
1_1248,44010000,457430000,6030000,87560000,1904970000,2500000000,15,19,46,80,50260000,439800000,12370000,62630000,1934940000,2500000000,11,11,43,65,6250000,-17630000,6340000,-24930000,29970000,0,-4,-8,-3,-15
1_1249,366990000,732820000,14510000,210270000,1175410000,2500000000,23,27,63,113,397970000,721050000,26160000,175570000,1179250000,2500000000,23,21,65,109,30980000,-11770000,11650000,-34700000,3840000,0,0,-6,2,-4
1_1250,561910000,683870000,12000000,380290000,861930000,2500000000,28,20,62,110,530020000,640780000,24200000,292780000,1012220000,2500000000,23,16,60,99,-31890000,-43090000,12200000,-87510000,150290000,0,-5,-4,-2,-11
1_1251,138940000,812830000,39490000,79800000,1428940000,2500000000,13,18,51,82,127700000,801320000,60600000,84530000,1425850000,2500000000,10,14,49,73,-11240000,-11510000,21110000,4730000,-3090000,0,-3,-4,-2,-9
1_1252,77020000,250160000,7440000,175020000,1990360000,2500000000,19,14,50,83,83730000,239270000,20150000,137010000,2019840000,2500000000,13,13,48,74,6710000,-10890000,12710000,-38010000,29480000,0,-6,-1,-2,-9
1_1253,558970000,564710000,18100000,238410000,1119810000,2500000000,34,28,79,141,725820000,541060000,35700000,219260000,978160000,2500000000,32,26,79,137,166850000,-23650000,17600000,-19150000,-141650000,0,-2,-2,0,-4
1_1254,289440000,408200000,10710000,96660000,1694990000,2500000000,21,20,55,96,245250000,389020000,18580000,84840000,1762310000,2500000000,24,19,61,104,-44190000,-19180000,7870000,-11820000,67320000,0,3,-1,6,8
1_1255,107520000,1027640000,27280000,38710000,1298850000,2500000000,22,29,60,111,147220000,1008300000,44080000,37020000,1263380000,2500000000,14,18,49,81,39700000,-19340000,16800000,-1690000,-35470000,0,-8,-11,-11,-30
1_1256,279290000,538380000,24020000,118540000,1539770000,2500000000,14,19,48,81,306530000,505730000,55530000,74540000,1557670000,2500000000,14,16,51,81,27240000,-32650000,31510000,-44000000,17900000,0,0,-3,3,0
1_1257,6150000,1977790000,74390000,181170000,260500000,2500000000,19,21,59,99,6180000,1937490000,99890000,179900000,276540000,2500000000,15,18,52,85,30000,-40300000,25500000,-1270000,16040000,0,-4,-3,-7,-14
1_1258,141420000,1224570000,41220000,90040000,1002750000,2500000000,25,30,76,131,177070000,1199990000,62220000,88640000,972080000,2500000000,27,27,81,135,35650000,-24580000,21000000,-1400000,-30670000,0,2,-3,5,4
1_1259,366770000,464700000,47970000,54550000,1516770000,2450760000,21,23,62,106,374120000,405150000,55230000,51260000,1565000000,2450760000,23,24,74,121,7350000,-59550000,7260000,-3290000,48230000,0,2,1,12,15
1_1260,327970000,513490000,32300000,53930000,1572310000,2500000000,14,19,53,86,382710000,485980000,46260000,55430000,1529620000,2500000000,15,13,47,75,54740000,-27510000,13960000,1500000,-42690000,0,1,-6,-6,-11
1_1261,672140000,353890000,7650000,381610000,1084710000,2500000000,21,20,51,92,673700000,366980000,8630000,409420000,1041270000,2500000000,20,19,64,103,1560000,13090000,980000,27810000,-43440000,0,-1,-1,13,11
1_1262,268580000,284550000,30910000,70400000,1845560000,2500000000,36,27,70,133,222490000,214280000,44190000,73620000,1945420000,2500000000,25,23,64,112,-46090000,-70270000,13280000,3220000,99860000,0,-11,-4,-6,-21
1_1263,700540000,1495230000,70870000,173370000,59990000,2500000000,23,22,77,122,830930000,1377630000,86230000,105780000,99430000,2500000000,23,23,72,118,130390000,-117600000,15360000,-67590000,39440000,0,0,1,-5,-4
1_1264,447160000,1736750000,78950000,91040000,146100000,2500000000,33,29,92,154,435160000,1712920000,85770000,78380000,187770000,2500000000,28,21,83,132,-12000000,-23830000,6820000,-12660000,41670000,0,-5,-8,-9,-22
1_1265,673110000,1516710000,78630000,80100000,151450000,2500000000,26,22,71,119,636000000,1498810000,91100000,81610000,192480000,2500000000,25,22,79,126,-37110000,-17900000,12470000,1510000,41030000,0,-1,0,8,7
1_1266,1198400000,502580000,5360000,303310000,490350000,2500000000,37,19,71,127,1202170000,512060000,9360000,277100000,499310000,2500000000,41,17,63,121,3770000,9480000,4000000,-26210000,8960000,0,4,-2,-8,-6
1_1267,333800000,1914430000,143990000,5630000,102150000,2500000000,30,22,76,128,314840000,1889230000,162000000,6000000,127930000,2500000000,30,19,83,132,-18960000,-25200000,18010000,370000,25780000,0,0,-3,7,4
1_1268,363420000,1666190000,85760000,78440000,306190000,2500000000,26,29,89,144,358670000,1647110000,92910000,82170000,319140000,2500000000,32,29,89,150,-4750000,-19080000,7150000,3730000,12950000,0,6,0,0,6
1_1269,340460000,1805110000,132360000,20290000,201780000,2500000000,21,17,64,102,313360000,1796120000,142110000,21050000,227360000,2500000000,26,20,75,121,-27100000,-8990000,9750000,760000,25580000,0,5,3,11,19
1_1270,7500000,2273400000,122380000,54990000,41730000,2500000000,22,28,81,131,5910000,2268320000,127110000,55560000,43100000,2500000000,18,28,73,119,-1590000,-5080000,4730000,570000,1370000,0,-4,0,-8,-12
1_1271,260860000,1939780000,114450000,49450000,135460000,2500000000,30,26,80,136,249670000,1937590000,118290000,42860000,151590000,2500000000,29,25,86,140,-11190000,-2190000,3840000,-6590000,16130000,0,-1,-1,6,4
1_1272,286440000,1823370000,119760000,154230000,116200000,2500000000,26,29,84,139,305390000,1789600000,122090000,151460000,131460000,2500000000,32,29,92,153,18950000,-33770000,2330000,-2770000,15260000,0,6,0,8,14
1_1273,501870000,1672630000,105610000,79940000,139950000,2500000000,29,24,82,135,534780000,1635340000,111310000,72230000,146340000,2500000000,30,26,79,135,32910000,-37290000,5700000,-7710000,6390000,0,1,2,-3,0
1_1274,284460000,1311750000,79640000,523380000,300770000,2500000000,25,33,83,141,337350000,1218090000,87280000,506850000,350430000,2500000000,27,31,91,149,52890000,-93660000,7640000,-16530000,49660000,0,2,-2,8,8
