Natural,Human_dominated,Area_Total,natural_sp,human_dominated_sp,Sp_Total
472840000,2027160000,2500000000,6,72,78
343270000,2156730000,2500000000,11,80,91
1836440000,613290000,2449730000,21,83,104
1853580000,646420000,2500000000,17,72,89
964680000,1535320000,2500000000,19,134,153
1188070000,1311930000,2500000000,20,89,109
947110000,1552890000,2500000000,12,75,87
535120000,1964880000,2500000000,6,79,85
583480000,1916520000,2500000000,22,78,100
2435280000,64720000,2500000000,24,78,102
1345490000,1154510000,2500000000,18,137,155
699700000,1800300000,2500000000,13,106,119
1396180000,1103820000,2500000000,20,135,155
752730000,1747270000,2500000000,20,130,150
1226050000,1273950000,2500000000,26,151,177
1286650000,1213350000,2500000000,19,122,141
1892890000,181400000,2074290000,11,95,106
1308130000,1191870000,2500000000,22,136,158
87550000,2412450000,2500000000,11,96,107
513530000,1986470000,2500000000,19,125,144
1258770000,1241230000,2500000000,11,102,113
1692790000,807210000,2500000000,17,121,138
1360100000,1139900000,2500000000,13,111,124
771600000,1728400000,2500000000,20,134,154
1845850000,654150000,2500000000,17,126,143
1993390000,506610000,2500000000,19,119,138
547420000,1952580000,2500000000,11,102,113
394410000,2105590000,2500000000,13,125,138
1007080000,1492920000,2500000000,15,114,129
1610700000,889300000,2500000000,14,109,123
831070000,1668930000,2500000000,12,106,118
492760000,2007240000,2500000000,18,127,145
2022500000,477500000,2500000000,19,116,135
1390810000,1109190000,2500000000,15,107,122
1868760000,631240000,2500000000,10,100,110
1165530000,1334470000,2500000000,10,89,99
1357670000,1142330000,2500000000,11,115,126
2209120000,290880000,2500000000,16,103,119
1149990000,1350010000,2500000000,22,120,142
1218180000,1281820000,2500000000,13,110,123
843630000,1656370000,2500000000,21,134,155
1255000000,1245000000,2500000000,13,96,109
1645130000,854870000,2500000000,14,108,122
1900960000,599040000,2500000000,14,115,129
2251890000,248110000,2500000000,17,110,127
2122380000,377620000,2500000000,18,110,128
1811090000,688910000,2500000000,18,119,137
1339720000,1160280000,2500000000,23,135,158
1261150000,1238850000,2500000000,17,124,141
1753420000,746580000,2500000000,19,124,143
1811250000,688750000,2500000000,17,131,148
329360000,2170640000,2500000000,13,131,144
1456620000,1043380000,2500000000,19,132,151
2121830000,378170000,2500000000,17,131,148
2171740000,328260000,2500000000,17,125,142
290790000,2209210000,2500000000,13,125,138
597630000,1902370000,2500000000,13,130,143
1143390000,1356610000,2500000000,14,126,140
974700000,1525300000,2500000000,17,135,152
99810000,2400190000,2500000000,11,118,129
228040000,2271960000,2500000000,13,118,131
252440000,2247560000,2500000000,13,123,136
634040000,1865960000,2500000000,15,122,137
2375540000,124460000,2500000000,20,118,138
1459490000,1040510000,2500000000,17,129,146
2300830000,199170000,2500000000,16,118,134
1136230000,1363770000,2500000000,20,130,150
1945410000,294390000,2239800000,12,100,112
1583190000,96940000,1680130000,15,99,114
936160000,1563840000,2500000000,21,141,162
1180730000,1319270000,2500000000,16,129,145
1827190000,672810000,2500000000,22,137,159
1788180000,711820000,2500000000,16,127,143
1475620000,1024380000,2500000000,20,135,155
367500000,2132500000,2500000000,13,125,138
537400000,1962600000,2500000000,17,122,139
1926620000,573380000,2500000000,18,136,154
1511720000,988280000,2500000000,14,121,135
1905060000,594940000,2500000000,20,130,150
1538440000,961560000,2500000000,15,130,145
1764640000,735360000,2500000000,16,131,147
1307760000,1192240000,2500000000,15,131,146
1875410000,122590000,1998000000,10,95,105
1825160000,669770000,2494930000,18,116,134
1276270000,1223730000,2500000000,18,128,146
2076140000,423860000,2500000000,13,113,126
1415780000,1084220000,2500000000,13,122,135
1654040000,845960000,2500000000,16,122,138
2083610000,416390000,2500000000,13,103,116
2042990000,457010000,2500000000,18,131,149
1938070000,561930000,2500000000,15,129,144
1321080000,1178920000,2500000000,18,136,154
1298140000,1201860000,2500000000,16,129,145
1903480000,596520000,2500000000,17,130,147
1038190000,1461810000,2500000000,23,150,173
1921200000,578800000,2500000000,19,119,138
1225670000,1274330000,2500000000,21,137,158
1464960000,1035040000,2500000000,15,127,142
1009050000,1490950000,2500000000,19,122,141
1983170000,132880000,2116050000,15,111,126
436390000,2063610000,2500000000,10,117,127
881230000,1618770000,2500000000,21,138,159
1760470000,739530000,2500000000,16,106,122
1066210000,1433790000,2500000000,16,122,138
631580000,1868420000,2500000000,24,140,164
1048140000,1451860000,2500000000,21,135,156
1292510000,1207490000,2500000000,24,138,162
1972980000,527020000,2500000000,16,116,132
1311990000,1188010000,2500000000,22,143,165
1719790000,780210000,2500000000,20,119,139
2240110000,259890000,2500000000,25,129,154
2112140000,78760000,2190900000,11,107,118
1660730000,806010000,2466740000,16,131,147
1999300000,500700000,2500000000,8,109,117
753520000,1746480000,2500000000,13,119,132
1702530000,42170000,1744700000,11,110,121
1818100000,69360000,1887460000,8,97,105
1506150000,993850000,2500000000,15,123,138
1952880000,222800000,2175680000,14,127,141
1554460000,32990000,1587450000,6,98,104
439770000,2060230000,2500000000,17,140,157
1106750000,1393250000,2500000000,15,134,149
200320000,2299680000,2500000000,11,114,125
1523610000,976390000,2500000000,15,140,155
234910000,2265090000,2500000000,13,122,135
209810000,2290190000,2500000000,12,125,137
236620000,2263380000,2500000000,11,115,126
204880000,2295120000,2500000000,16,140,156
241170000,2258830000,2500000000,17,129,146
197540000,2302460000,2500000000,15,126,141
2251490000,248510000,2500000000,13,112,125
822430000,1677570000,2500000000,18,121,139
1372780000,1127220000,2500000000,24,135,159
797690000,1702310000,2500000000,20,115,135
1493510000,1006490000,2500000000,23,119,142
2317500000,182500000,2500000000,25,128,153
620890000,1879110000,2500000000,10,112,122
1629250000,870750000,2500000000,8,107,115
301250000,2198750000,2500000000,7,127,134
799220000,1700780000,2500000000,7,111,118
331740000,2168260000,2500000000,15,129,144
719800000,1780200000,2500000000,15,129,144
634030000,1865970000,2500000000,17,139,156
1898960000,601040000,2500000000,16,95,111
1343590000,1156410000,2500000000,13,98,111
1469770000,770760000,2240530000,12,88,100
1510470000,274970000,1785440000,15,89,104
1883580000,461070000,2344650000,20,99,119
1722330000,777670000,2500000000,21,80,101
1404670000,1095000000,2499670000,15,79,94
2379390000,120610000,2500000000,16,68,84
1975310000,524690000,2500000000,27,105,132
2152840000,347160000,2500000000,23,92,115
1699150000,800850000,2500000000,13,101,114
2147030000,350620000,2497650000,16,106,122
1553160000,945820000,2498980000,19,103,122
1755110000,744890000,2500000000,14,91,105
534260000,1965740000,2500000000,12,94,106
1410020000,1089980000,2500000000,18,109,127
638920000,1861080000,2500000000,19,107,126
875830000,1624170000,2500000000,14,101,115
1333680000,1166320000,2500000000,19,113,132
1016710000,1483290000,2500000000,13,111,124
1253270000,1246730000,2500000000,14,111,125
1732700000,767300000,2500000000,32,122,154
2097340000,401630000,2498970000,13,106,119
931920000,1568080000,2500000000,17,117,134
909410000,1590590000,2500000000,12,109,121
1742310000,515190000,2257500000,18,114,132
1772390000,727610000,2500000000,26,103,129
1246130000,1253870000,2500000000,18,110,128
1930390000,569610000,2500000000,26,107,133
756500000,1743500000,2500000000,16,106,122
1881500000,618500000,2500000000,10,99,109
1373830000,1126170000,2500000000,14,106,120
1710990000,789010000,2500000000,11,104,115
817580000,1682420000,2500000000,16,108,124
461120000,2038880000,2500000000,13,110,123
514780000,1985220000,2500000000,10,100,110
588760000,1911240000,2500000000,7,95,102
1709030000,297260000,2006290000,18,92,110
720870000,1779130000,2500000000,16,110,126
424320000,2075680000,2500000000,11,111,122
545900000,1954100000,2500000000,15,113,128
1181720000,1318280000,2500000000,29,117,146
231540000,2268460000,2500000000,13,104,117
615670000,1884330000,2500000000,22,119,141
91800000,2408200000,2500000000,12,105,117
169140000,2330860000,2500000000,17,115,132
85240000,2414760000,2500000000,10,107,117
287080000,2212920000,2500000000,15,109,124
218880000,2281120000,2500000000,19,118,137
134430000,2365570000,2500000000,18,117,135
1521200000,978800000,2500000000,22,126,148
777680000,1722320000,2500000000,17,116,133
817590000,1682410000,2500000000,18,115,133
1119600000,1380400000,2500000000,13,108,121
1462730000,1037270000,2500000000,21,120,141
903090000,1596910000,2500000000,24,126,150
923250000,1576750000,2500000000,28,115,143
1883560000,616440000,2500000000,10,99,109
1438270000,795600000,2233870000,30,118,148
950190000,1549810000,2500000000,17,106,123
352980000,2147020000,2500000000,7,97,104
856410000,1643590000,2500000000,16,120,136
413470000,2086530000,2500000000,11,116,127
2026790000,473210000,2500000000,17,105,122
1327940000,1172060000,2500000000,20,118,138
1453650000,853480000,2307130000,21,114,135
54290000,2445710000,2500000000,12,101,113
203760000,2296240000,2500000000,17,109,126
228290000,2271710000,2500000000,16,114,130
146110000,2353890000,2500000000,17,115,132
57350000,2442650000,2500000000,14,105,119
70940000,2429060000,2500000000,14,104,118
140270000,2359730000,2500000000,16,110,126
80930000,2419070000,2500000000,16,119,135
193760000,2306240000,2500000000,16,122,138
185010000,2314990000,2500000000,10,106,116
1150740000,1349260000,2500000000,24,114,138
312260000,2187740000,2500000000,13,121,134
243800000,2256200000,2500000000,9,110,119
223270000,2276730000,2500000000,14,116,130
191520000,2308480000,2500000000,13,116,129
1761050000,706990000,2468040000,20,127,147
316850000,2183150000,2500000000,13,115,128
1489760000,791280000,2281040000,14,127,141
246490000,2253510000,2500000000,8,108,116
416730000,2083270000,2500000000,9,113,122
390630000,2109370000,2500000000,11,117,128
2383990000,116010000,2500000000,19,89,108
2390850000,109150000,2500000000,17,81,98
2437160000,62840000,2500000000,21,89,110
2409730000,90270000,2500000000,27,85,112
2454130000,45870000,2500000000,18,93,111
2434750000,65250000,2500000000,19,87,106
2442770000,13280000,2456050000,33,85,118
2468250000,31750000,2500000000,27,90,117
2376650000,123350000,2500000000,16,106,122
1650090000,849910000,2500000000,22,111,133
1427760000,1072240000,2500000000,21,116,137
1794490000,705510000,2500000000,30,110,140
2414440000,85560000,2500000000,19,109,128
1776590000,723410000,2500000000,23,114,137
2398030000,101970000,2500000000,21,114,135
2426760000,73240000,2500000000,27,87,114
2226640000,273360000,2500000000,24,106,130
1987290000,512710000,2500000000,33,96,129
2266190000,29250000,2295440000,20,68,88
2202790000,219830000,2422620000,25,70,95
1347020000,1152980000,2500000000,12,118,130
1754530000,741730000,2496260000,22,126,148
1350050000,1149950000,2500000000,21,128,149
1490610000,1009390000,2500000000,19,125,144
1885330000,614670000,2500000000,17,129,146
436730000,2063270000,2500000000,25,136,161
1376260000,1123740000,2500000000,23,123,146
2372710000,127290000,2500000000,20,113,133
818790000,1681210000,2500000000,8,104,112
556700000,1943300000,2500000000,7,103,110
844110000,1655890000,2500000000,10,105,115
632990000,1867010000,2500000000,9,107,116
579710000,1920290000,2500000000,13,124,137
871170000,1628830000,2500000000,11,110,121
1240860000,1259140000,2500000000,16,122,138
1763800000,281400000,2045200000,24,130,154
1405610000,1094390000,2500000000,13,115,128
2155210000,344790000,2500000000,22,124,146
605670000,1894330000,2500000000,19,138,157
2265030000,234970000,2500000000,21,123,144
1146400000,1353600000,2500000000,19,124,143
2415500000,84500000,2500000000,19,109,128
987660000,1512340000,2500000000,16,129,145
2420990000,79010000,2500000000,20,113,133
401920000,2098080000,2500000000,13,108,121
368220000,2131780000,2500000000,9,108,117
595640000,1904360000,2500000000,17,116,133
281280000,2218720000,2500000000,18,119,137
1215940000,1284060000,2500000000,13,115,128
652480000,1847520000,2500000000,11,108,119
1355480000,1144520000,2500000000,13,111,124
1490440000,1009560000,2500000000,9,107,116
817490000,1682510000,2500000000,12,115,127
1193580000,1306420000,2500000000,9,106,115
918530000,1581470000,2500000000,12,117,129
810500000,1689500000,2500000000,14,115,129
655640000,1844360000,2500000000,15,131,146
407460000,2092540000,2500000000,19,133,152
764530000,1735470000,2500000000,19,137,156
557390000,1942610000,2500000000,13,116,129
638020000,1861980000,2500000000,12,125,137
586330000,1913670000,2500000000,13,128,141
773010000,1726990000,2500000000,16,134,150
699410000,1800590000,2500000000,17,130,147
1855070000,617790000,2472860000,16,122,138
2159540000,340460000,2500000000,22,130,152
1992880000,507120000,2500000000,18,123,141
1729310000,770690000,2500000000,13,120,133
1904450000,595550000,2500000000,16,132,148
2027320000,472680000,2500000000,16,118,134
1028630000,1471370000,2500000000,15,125,140
2249070000,250930000,2500000000,20,125,145
1365140000,1134860000,2500000000,21,145,166
1511300000,988700000,2500000000,26,152,178
764840000,1735160000,2500000000,13,117,130
721050000,1778950000,2500000000,17,121,138
976240000,1523760000,2500000000,13,121,134
1860570000,639430000,2500000000,11,117,128
1151460000,1348540000,2500000000,13,108,121
1021330000,1478670000,2500000000,12,119,131
1095860000,1404140000,2500000000,16,121,137
929390000,1570610000,2500000000,14,116,130
1538650000,961350000,2500000000,13,112,125
1590010000,909990000,2500000000,14,113,127
1002580000,1497420000,2500000000,16,120,136
1358420000,1141580000,2500000000,16,124,140
425980000,2074020000,2500000000,16,126,142
640500000,1859500000,2500000000,17,128,145
546820000,1953180000,2500000000,17,126,143
466990000,2033010000,2500000000,15,118,133
1726570000,773430000,2500000000,15,132,147
941750000,1558250000,2500000000,14,129,143
893830000,1606170000,2500000000,15,132,147
510920000,1989080000,2500000000,18,130,148
1929760000,432620000,2362380000,19,128,147
1647390000,574070000,2221460000,19,137,156
1361760000,1138240000,2500000000,23,135,158
1792930000,707070000,2500000000,15,121,136
1576190000,923810000,2500000000,22,140,162
1286350000,1213650000,2500000000,13,126,139
1793070000,706930000,2500000000,23,132,155
1124050000,1375950000,2500000000,19,131,150
2202680000,297320000,2500000000,17,122,139
723440000,1776560000,2500000000,16,131,147
1259110000,1240890000,2500000000,18,126,144
1052870000,1447130000,2500000000,28,144,172
1266620000,1233380000,2500000000,22,136,158
624830000,1875170000,2500000000,15,128,143
451220000,2048780000,2500000000,14,123,137
623070000,1876930000,2500000000,13,123,136
462450000,2037550000,2500000000,19,131,150
864430000,1635570000,2500000000,13,120,133
898070000,1601930000,2500000000,15,130,145
904980000,1595020000,2500000000,14,121,135
1232540000,1267460000,2500000000,10,117,127
1047290000,1452710000,2500000000,15,119,134
1319230000,1180770000,2500000000,21,143,164
1217480000,1282520000,2500000000,18,131,149
1324010000,1175990000,2500000000,25,141,166
1579000000,921000000,2500000000,21,127,148
1475210000,1024790000,2500000000,18,126,144
1458280000,1041720000,2500000000,26,141,167
1714920000,785080000,2500000000,20,127,147
519360000,1980640000,2500000000,24,137,161
993280000,1506720000,2500000000,17,130,147
881080000,1618920000,2500000000,28,152,180
856940000,1643060000,2500000000,19,135,154
702350000,1797650000,2500000000,21,136,157
744760000,1755240000,2500000000,19,139,158
712480000,1787520000,2500000000,21,133,154
870880000,1629120000,2500000000,27,148,175
1111100000,1388900000,2500000000,11,111,122
887400000,1612600000,2500000000,15,124,139
936360000,1563640000,2500000000,18,120,138
834230000,1665770000,2500000000,22,136,158
1973170000,199070000,2172240000,13,107,120
1724830000,775170000,2500000000,22,129,151
1695960000,804040000,2500000000,19,127,146
1999090000,500910000,2500000000,24,128,152
1952890000,547110000,2500000000,22,132,154
1389080000,1110920000,2500000000,26,135,161
1464150000,1035850000,2500000000,26,127,153
1610740000,889260000,2500000000,25,136,161
1420660000,1079340000,2500000000,30,135,165
1093680000,1406320000,2500000000,18,128,146
1223140000,1276860000,2500000000,23,134,157
460790000,2039210000,2500000000,11,109,120
462590000,2037410000,2500000000,10,122,132
394040000,2105960000,2500000000,12,111,123
292710000,2207290000,2500000000,11,116,127
525680000,1974320000,2500000000,15,134,149
464990000,2035010000,2500000000,7,111,118
651270000,1848730000,2500000000,15,128,143
602550000,1897450000,2500000000,11,111,122
1409720000,889160000,2298880000,11,100,111
801980000,1698020000,2500000000,13,114,127
363810000,2136190000,2500000000,18,117,135
1491480000,749430000,2240910000,17,112,129
1278450000,1221550000,2500000000,17,116,133
104920000,2395080000,2500000000,17,117,134
330820000,2169180000,2500000000,21,113,134
1455590000,1007120000,2462710000,19,124,143
2060590000,399720000,2460310000,13,100,113
300300000,2199700000,2500000000,23,130,153
1501640000,748120000,2249760000,19,120,139
185070000,2314930000,2500000000,16,116,132
619040000,1880960000,2500000000,16,128,144
501870000,1998130000,2500000000,12,129,141
879840000,1620160000,2500000000,18,133,151
557030000,1942970000,2500000000,16,123,139
413420000,2086580000,2500000000,10,111,121
726970000,1773030000,2500000000,18,127,145
1351410000,1144680000,2496090000,22,141,163
384550000,2115450000,2500000000,10,117,127
142590000,2357410000,2500000000,12,114,126
238010000,2261990000,2500000000,12,127,139
1456550000,1029400000,2485950000,19,134,153
94090000,2405910000,2500000000,17,136,153
1399800000,586000000,1985800000,15,108,123
513230000,1986770000,2500000000,17,131,148
784700000,1715300000,2500000000,18,124,142
330800000,2169200000,2500000000,15,125,140
880710000,1619290000,2500000000,17,128,145
829100000,1670900000,2500000000,16,133,149
590100000,1909900000,2500000000,12,119,131
436410000,2063590000,2500000000,17,125,142
586450000,1913550000,2500000000,16,122,138
323630000,2176370000,2500000000,16,132,148
181530000,2318470000,2500000000,14,123,137
484660000,2015340000,2500000000,18,126,144
526210000,1973790000,2500000000,18,130,148
654080000,1845920000,2500000000,22,141,163
114560000,2385440000,2500000000,16,125,141
679610000,1820390000,2500000000,27,144,171
1649580000,544670000,2194250000,17,130,147
1062020000,1437980000,2500000000,28,142,170
917610000,1582390000,2500000000,19,139,158
1155870000,1344130000,2500000000,16,121,137
1119230000,1380770000,2500000000,15,118,133
941920000,1558080000,2500000000,11,112,123
643900000,1856100000,2500000000,22,132,154
640920000,1859080000,2500000000,22,137,159
815280000,1684720000,2500000000,19,133,152
943420000,1556580000,2500000000,19,135,154
779830000,1720170000,2500000000,16,118,134
1478020000,1021980000,2500000000,18,125,143
1336530000,1163470000,2500000000,14,112,126
1327560000,1172440000,2500000000,17,119,136
644920000,1855080000,2500000000,19,132,151
852860000,1647140000,2500000000,22,145,167
452270000,2047730000,2500000000,22,139,161
310220000,2189780000,2500000000,24,142,166
485170000,2014830000,2500000000,25,146,171
1022290000,1477710000,2500000000,25,150,175
498890000,2001110000,2500000000,22,146,168
2009380000,490620000,2500000000,19,129,148
989160000,1510840000,2500000000,21,137,158
883470000,1616530000,2500000000,22,139,161
1165240000,1334760000,2500000000,27,151,178
2009150000,489170000,2498320000,22,135,157
874150000,1625850000,2500000000,15,124,139
1062290000,1437710000,2500000000,17,119,136
2290670000,91810000,2382480000,20,111,131
2312030000,115920000,2427950000,26,108,134
1465990000,13580000,1479570000,18,81,99
2365590000,134410000,2500000000,26,111,137
1890840000,609160000,2500000000,36,131,167
2388070000,111930000,2500000000,24,112,136
2428860000,71140000,2500000000,27,110,137
2474320000,25680000,2500000000,28,101,129
1672840000,827160000,2500000000,26,123,149
2374030000,125970000,2500000000,26,113,139
2471210000,28790000,2500000000,24,95,119
2468720000,31280000,2500000000,24,106,130
1754250000,8560000,1762810000,25,92,117
2121050000,378950000,2500000000,17,116,133
2048670000,451330000,2500000000,25,134,159
1859920000,640080000,2500000000,14,122,136
2366420000,133580000,2500000000,18,111,129
1990260000,509740000,2500000000,22,130,152
2100560000,399440000,2500000000,23,127,150
2396520000,103480000,2500000000,19,118,137
1954200000,545800000,2500000000,17,126,143
2369660000,130340000,2500000000,21,113,134
1728330000,171490000,1899820000,13,106,119
2398220000,101780000,2500000000,20,110,130
2374940000,125060000,2500000000,18,107,125
1098880000,1401120000,2500000000,27,125,152
1495760000,1004240000,2500000000,23,122,145
2288870000,211130000,2500000000,24,117,141
2393420000,106580000,2500000000,21,109,130
2344520000,155480000,2500000000,23,108,131
2188470000,311530000,2500000000,21,110,131
991260000,1508740000,2500000000,32,140,172
1967310000,532690000,2500000000,31,135,166
1319840000,1180160000,2500000000,28,127,155
2097780000,402220000,2500000000,23,127,150
1338320000,1161680000,2500000000,21,125,146
1213590000,1286410000,2500000000,24,118,142
926800000,1573200000,2500000000,24,139,163
1134650000,1365350000,2500000000,31,133,164
2229210000,270790000,2500000000,14,114,128
961780000,1538220000,2500000000,11,105,116
1636640000,863360000,2500000000,9,101,110
500710000,1999290000,2500000000,12,117,129
2219510000,280490000,2500000000,10,102,112
2409280000,90720000,2500000000,22,100,122
888550000,1611450000,2500000000,21,132,153
1726720000,773280000,2500000000,22,131,153
345910000,2154090000,2500000000,15,115,130
2012860000,487140000,2500000000,26,119,145
2351280000,148720000,2500000000,23,113,136
2319060000,180940000,2500000000,23,112,135
2372680000,127320000,2500000000,26,127,153
1366680000,1133320000,2500000000,26,123,149
958460000,1541540000,2500000000,28,127,155
893900000,1606100000,2500000000,23,128,151
1236920000,1263080000,2500000000,33,134,167
2153210000,303790000,2457000000,18,113,131
1216190000,1283810000,2500000000,20,134,154
2393780000,106220000,2500000000,10,105,115
664340000,1835660000,2500000000,15,125,140
2340350000,159650000,2500000000,10,104,114
1697550000,802450000,2500000000,26,130,156
99000000,2401000000,2500000000,13,110,123
1974700000,525300000,2500000000,28,127,155
73950000,2426050000,2500000000,14,109,123
2148450000,351550000,2500000000,21,114,135
2344290000,155710000,2500000000,23,125,148
2347170000,152830000,2500000000,19,106,125
2326770000,173230000,2500000000,21,126,147
1000210000,1499790000,2500000000,24,136,160
1545750000,954250000,2500000000,27,125,152
1015790000,1484210000,2500000000,26,133,159
2226950000,273050000,2500000000,24,110,134
1899020000,600980000,2500000000,8,99,107
1483350000,1016650000,2500000000,6,97,103
1412410000,1087590000,2500000000,12,108,120
1895340000,604660000,2500000000,22,135,157
1136130000,1363870000,2500000000,12,116,128
1669880000,830120000,2500000000,16,113,129
1026430000,1473570000,2500000000,10,97,107
151860000,2348140000,2500000000,13,112,125
1567700000,932300000,2500000000,19,116,135
81650000,2418350000,2500000000,14,102,116
1058710000,1441290000,2500000000,18,123,141
2267860000,232140000,2500000000,22,116,138
380420000,2119580000,2500000000,19,119,138
1921920000,578080000,2500000000,20,122,142
452160000,2047840000,2500000000,11,107,118
2292970000,207030000,2500000000,21,118,139
2097780000,402220000,2500000000,24,115,139
1990500000,509500000,2500000000,23,121,144
1422370000,1077630000,2500000000,26,121,147
2249580000,250420000,2500000000,20,104,124
1887810000,612190000,2500000000,24,127,151
2174620000,325380000,2500000000,21,113,134
1567430000,847730000,2415160000,12,109,121
822940000,1677060000,2500000000,14,103,117
1145610000,1354390000,2500000000,13,107,120
1996380000,503620000,2500000000,9,101,110
1571970000,928030000,2500000000,16,111,127
63310000,2436690000,2500000000,12,92,104
315270000,2184730000,2500000000,15,118,133
1110920000,1389080000,2500000000,20,118,138
201770000,2298230000,2500000000,6,93,99
2230190000,269810000,2500000000,23,107,130
2219930000,280070000,2500000000,26,114,140
1785660000,714340000,2500000000,26,126,152
2243760000,256240000,2500000000,19,92,111
1163290000,1336710000,2500000000,17,115,132
1055800000,1444200000,2500000000,15,110,125
1215130000,1284870000,2500000000,17,115,132
1334210000,1165790000,2500000000,13,109,122
340490000,2159510000,2500000000,17,138,155
731720000,1768280000,2500000000,21,135,156
766880000,1733120000,2500000000,17,120,137
842990000,1657010000,2500000000,16,130,146
635940000,1864060000,2500000000,24,149,173
403310000,2096690000,2500000000,18,141,159
361590000,2138410000,2500000000,16,130,146
494010000,2005990000,2500000000,15,124,139
551100000,1948900000,2500000000,25,150,175
419190000,2080810000,2500000000,25,149,174
272200000,2227800000,2500000000,24,138,162
543610000,1956390000,2500000000,19,132,151
1451840000,1048160000,2500000000,26,146,172
991940000,1508060000,2500000000,22,140,162
1080440000,1419560000,2500000000,19,134,153
1615760000,884240000,2500000000,16,115,131
1403290000,1096710000,2500000000,18,123,141
1176010000,1323990000,2500000000,24,137,161
912510000,1587490000,2500000000,21,128,149
529680000,1970320000,2500000000,18,139,157
992110000,1507890000,2500000000,12,112,124
975740000,1524260000,2500000000,15,127,142
1176690000,1323310000,2500000000,14,116,130
756060000,1743940000,2500000000,19,127,146
876230000,1623770000,2500000000,23,135,158
851150000,1648850000,2500000000,21,136,157
1527940000,972060000,2500000000,16,110,126
1344590000,1155410000,2500000000,17,116,133
1345790000,1154210000,2500000000,16,117,133
1166300000,1333700000,2500000000,19,123,142
346500000,2153500000,2500000000,16,131,147
293690000,2206310000,2500000000,21,123,144
387810000,2112190000,2500000000,20,128,148
740000000,1760000000,2500000000,20,123,143
372060000,2127940000,2500000000,19,135,154
331170000,2168830000,2500000000,21,136,157
268870000,2231130000,2500000000,22,134,156
338870000,2161130000,2500000000,19,136,155
481450000,2018550000,2500000000,21,134,155
1896300000,603700000,2500000000,22,141,163
589430000,1910570000,2500000000,23,138,161
1473670000,1026330000,2500000000,26,148,174
1483090000,24200000,1507290000,16,109,125
