"cell50x50","Area_F","Area_A","Area_G","Area_U","Area_O","Spcs_F","Spcs_A","Spcs_O"
"29TNH3",613.599977547537,1157.70745382655,131.67052617554,28.8200320311666,569.832539400758,17,16,51
"29TPE1",513.786640180965,782.010196191529,138.619987818015,35.0804405957716,1031.49432819022,23,19,56
"29TPE3",502.296313865225,801.864868141194,284.78020560631,13.0965456589986,898.068748753306,33,29,71
"29TPF1",360.687554728394,1220.40434942866,115.46221366771,19.6052888230813,784.828572165401,22,20,51
"29TPF2",414.032750470328,1000.03180053029,96.7907540398617,20.8190682142084,969.330641141749,21,23,55
"29TPF3",232.612831770368,1375.70377451187,201.025892092129,10.847436751506,679.875538121683,28,29,63
"29TPF4",119.194443127421,1143.49836388302,228.247854481707,9.01646200830287,1000.16050261858,30,30,77
"29TPG1",416.270738825869,718.491973325821,501.111229609328,2.47803896833799,862.666071857196,23,27,67
"29TPG2",371.398059909021,1245.72601675326,131.710967923255,18.7490338925133,733.451458021295,28,26,70
"29TPG4",280.045036819817,1332.37347617309,135.792982494897,11.6436635777962,740.278255468334,27,25,72
"29TPH2",439.552076402948,1167.55771498982,79.8633719691555,8.18039772693406,805.868694323527,19,18,61
"29TPH4",981.589525333768,503.707140718494,153.197031003072,26.0337425687954,835.5776480519,27,21,68
"29TPJ2",822.250328300208,516.961631054063,341.114863758064,9.91190606829744,810.766051590554,16,19,50
"29TQE1",672.987785417201,742.966251449075,232.262809092704,4.24051586480487,1078.45476363574,33,27,73
"29TQF1",350.670171125461,1280.43280711256,266.92893198572,5.38436063401472,656.304793509857,29,27,66
"29TQF2",242.950866366753,1479.82150059172,581.702547546894,3.28459936503046,338.005181324452,32,35,80
"29TQG2",680.65562892835,1025.41698506498,84.4413043564157,1.74157080287245,680.695436260987,28,26,67
"29TQH1",514.132268290337,110.910976389896,460.945142368164,3.36274757981566,1118.69060981424,27,18,56
"29TQH2",1077.67043712762,392.970122004942,221.444310301101,15.5516470614945,589.499957423138,24,25,62
"29UMA2",0,36.9884652884857,70.5835846895962,2.59725301057163,2391.48290423983,12,27,59
"29UMA4",61.5765991396225,59.6262091216254,257.182806199667,2.79622242376114,2120.77051742641,14,23,59
"29UMT1",37.8239818749075,120.22871586757,515.335582571911,8.68727602651782,1819.57135853475,17,24,65
"29UMT2",27.1170727985992,92.526437754633,221.653460372843,2.03004875262907,2158.31997038098,9,18,50
"29UMT4",121.325047092084,175.598899359162,960.818345790842,9.92134776499404,1234.30721301785,9,16,44
"29UMU3",30.9778978491276,164.064440038088,589.157225235336,8.61768696991472,1709.11819257485,17,22,59
"29UMV2",26.70903590295,105.572340497167,64.782348631969,1.96038750852502,2302.61942124423,12,23,54
"29UMV4",105.432499118262,356.838507397996,519.758835436145,30.7291701063892,1489.18056258129,16,25,53
"29UNA1",34.6397750898731,109.491940624497,170.721051836215,3.84112415532635,2183.25118505257,15,26,65
"29UNA2",66.0657996067269,170.513251432635,510.783465584227,17.1657635670438,1737.42405216696,14,24,57
"29UNA3",175.167947827279,355.301458681645,834.702188928023,28.6390589017161,1107.82805747403,17,27,49
"29UNA4",183.517845553622,355.363072473995,1156.82317880133,13.6727860205334,792.27525807628,18,28,52
"29UNB4",23.2346442312394,164.396067673864,213.884265742717,15.5429009437108,4586.52076392627,18,27,64
"29UNT1",179.580675893482,531.487549528703,1561.22539614877,46.8306916078204,182.794937132183,15,20,55
"29UNT2",33.3964970180562,443.110613593566,851.302184268074,73.2812288560686,1100.88029666761,12,16,46
"29UNT3",216.541650962746,516.565518425761,1398.31467229541,23.3837882952777,2848.48815075909,14,20,54
"29UNU2",43.9842728750022,153.606614501931,1983.22300059357,68.3547444295,252.800105908723,15,17,50
"29UNU3",136.549082680207,328.555681595422,1636.77789078893,21.6038520987268,378.151996132527,14,17,47
"29UNU4",121.19591719251,310.298964602747,1775.75553324039,25.783612894802,268.593398550213,15,18,49
"29UNV4",31.2370820079635,99.0351832249929,1771.51771327673,35.3270599325487,564.526417722129,15,24,53
"29UPA2",101.1326382504,113.322688615129,2057.80986536603,24.7781431903469,203.976859082623,15,18,46
"29UPA4",24.6532218318962,151.043266284039,1769.93816657855,87.9875277971306,218.178028560727,17,21,56
"29UPB2",49.6751066698831,171.116413120054,443.433914948584,41.4556278819577,1795.32920576261,17,25,61
"29UPB4",68.5822521497392,96.9103528201463,576.369424665524,13.1295972208348,1282.79148846924,16,26,60
"30STF3",482.068184677926,2062.09922540219,115.350144564042,14.7013913631401,726.384193313742,22,33,77
"29UPU3",227.534597740888,432.368481776357,985.386131571469,56.1596350020482,866.926423006986,16,25,62
"29UPU4",71.9908889292069,698.818236224049,914.492309527932,25.7387582982067,961.630267494021,14,22,60
"29UPV2",53.1490817159778,294.573884470394,1646.41744428169,39.9041036661807,466.977524374778,15,22,51
"29UPV4",25.9024340206889,616.702822127611,925.959773527906,385.839791286281,509.092786975967,16,20,63
"29VPC3",75.2453666678138,1.20273307355422,167.299176537117,0.53675690885891,1468.04008567187,20,24,61
"30SUK2",302.544057837108,1472.6651043222,305.918488172266,23.7105989921692,395.246328371983,29,30,83
"30STH3",221.961470032702,2121.48960720444,337.64233128752,6.02452621667944,376.727067486639,19,28,56
"30STJ3",419.364011777893,1162.42630037091,570.589155680326,6.13344012667226,740.493412695805,26,28,69
"30STJ4",42.6874918844234,1929.27150165403,705.672932670213,19.8551105242688,284.364215823505,25,31,75
"30STK4",336.753256810743,1496.24859376091,220.642430422579,11.5393969974175,750.170324562051,30,31,79
"30SUF1",306.117633429686,1229.26824131168,44.5928008637898,11.5164889730814,908.618132600488,24,27,63
"30SUF2",105.444227961552,70.8934005043117,5.78335659828772,75.9202422980042,2242.01125655548,21,17,51
"30SUF3",128.957017202449,1335.27998468321,61.9849746136357,98.9848382139061,875.812751952163,26,28,71
"30SUG3",22.1677947921126,2373.74578189506,23.5912319969945,21.0628889897217,60.4711959416632,22,28,63
"30SUG4",95.2507127243031,1983.67149473556,149.619966867907,18.6041991934081,253.908995733256,22,29,71
"30SUH2",488.989712160306,1187.85928347379,25.5717978735843,14.1247104642336,783.568064153631,22,22,50
"30SUJ1",486.359323957878,752.841629763779,244.324388181459,2.59803077267716,1013.98851605185,26,23,62
"30SUJ2",304.062514399981,938.904749663949,486.563730238691,5.69383088577192,764.894508904895,24,31,68
"30SUK4",180.895594143239,1927.36974146145,84.5002310395619,39.925836576709,268.322326293136,24,27,74
"30SVF1",227.659357807819,759.388796227689,23.2636606557443,24.3586553806617,1466.95447847429,28,29,62
"30SVF3",129.544779067765,744.230475411209,3.09577580221877,7.77427942615066,1617.27906868902,24,25,63
"30SVG1",231.363763523961,1943.20476961208,32.6993057340366,25.1043071723715,269.229260940179,19,20,55
"30SVG2",168.382573552179,1995.02890290979,58.937882360041,77.7410675953251,201.549441314999,25,28,61
"30SVG3",279.264435529023,1449.42960487643,13.4983451407056,6.94826320664639,752.811468485148,28,24,64
"30SVG4",488.166439316052,951.586609833758,4.56900135898672,9.43663025777651,1048.19261896005,23,27,60
"30SVH3",104.719685206104,1753.23847110083,77.0764755276487,13.5279517295718,553.391773732219,21,31,62
"30SVK4",17.1805204037691,2041.12744637062,16.0855857314548,31.6734738845848,395.868653799477,20,30,62
"30SWF1",81.2072004458856,460.416357222793,0,37.3485432793531,1922.9522637577,24,29,70
"30SWG1",486.557875711337,1365.83412357766,3.72292079453426,5.32556851624553,640.511600332371,28,24,59
"30SWG2",583.756447570813,697.644848857542,2.33928627763145,4.16094325127636,1214.04976045195,21,24,50
"30SWG3",340.87000120228,1447.38600720768,12.6122796344739,3.66323512666645,697.069845054197,19,23,50
"30SWH1",309.561379426391,1365.72133688797,120.895972510564,4.4496088688532,701.326047530611,15,30,59
"30TTN3",642.245274529213,178.999600946734,429.065695303973,23.4234843864924,934.332343637581,30,20,61
"30SXG3",64.7689917778685,1237.61935441762,3.55403167302476,102.419825916187,1091.73481622013,22,28,67
"30SXH2",313.055096058081,1351.40576300821,0,19.9585191133725,816.597085758804,19,21,54
"30SXH4",124.895687820647,1679.14428875862,40.3412673523337,157.214487498177,498.51773386174,25,32,81
"30SXJ1",518.991949283519,1459.77310925771,13.8263803282598,5.06668652777842,503.343950812659,26,21,57
"30SXJ3",543.7778210187,980.565984536365,0,19.4508551132323,956.317119103492,25,22,61
"30SXJ4",468.213665169297,751.63443808154,5.38531322511672,8.05308391704145,1266.83272140712,26,21,55
"30SXK2",743.714358161622,511.381389073347,98.7962604199282,3.26500487836136,1143.85663285787,24,20,57
"30SXK4",751.915652758984,586.31642589932,30.669104229059,2.30939051643677,1128.87388321995,30,23,65
"30SYH1",259.195212702923,1089.02421677164,40.9103597719141,115.819738107926,1558.89583185403,26,23,59
"30SYJ1",72.0935909319748,1109.62002703738,0.696941218787216,246.219376294398,1470.37671448789,25,29,80
"30SYJ2",68.2526177077226,1375.65924717338,6.41393343116495,94.0677038157654,1437.45809335409,27,27,70
"30SYK2",492.135143245566,1056.35903405513,0.886173830551843,70.4458410242055,1195.52815348909,32,28,73
"30TTK3",431.231929200141,534.681795904946,720.365894058284,4.6493203494509,1039.98426771732,33,25,79
"30TTL4",213.243279882236,1891.28601707233,420.165217029528,45.6829004892199,75.3882339082289,33,38,76
"30TTN4",572.857198131859,1148.99844315732,116.8822144406,36.1444191441684,422.228913945148,28,34,75
"30TUK1",339.68302426872,414.667118680918,518.269196822715,1.92113769036961,1225.56639748024,34,30,72
"30TUK3",570.008008704528,424.957772904682,565.867129065993,42.8322237610992,897.326626863075,34,29,74
"30TUL1",150.316498447895,2238.422792429,55.0261309462924,14.3836395111058,41.9166131358244,24,30,73
"30TUL2",150.20595107273,1925.29389334236,161.603287983152,5.4348872952757,257.579814175548,28,31,70
"30TUL3",779.830504836201,1400.33437695421,62.7412074236371,14.7819598642077,243.300109764959,27,28,61
"30TUL4",384.573241369393,1429.51552580669,347.275559593514,29.4539205697434,310.186912062975,31,31,72
"30TUM1",53.0448615638871,2372.6053795803,48.6551479309964,6.44023746140644,19.3306663833869,19,29,65
"30TUM2",110.281128837457,2297.96647351103,23.8001786307753,12.2634128285718,55.822418135252,23,29,70
"30TUM3",105.803005360734,2247.80371206455,18.2758789954189,18.4550542796877,110.680554765829,26,32,74
"30TUM4",236.935405472397,1893.97023358585,44.8428350062239,58.2608464575868,267.026391093665,26,27,72
"30TUN1",1114.58000391423,123.727199605747,218.68757645521,0.497695895437437,1042.6330852698,33,21,66
"30TUN2",845.161529655076,1068.91676803491,151.5093413132,9.35672957324804,425.133957524919,30,29,75
"30TUN3",1006.44088511422,79.0066098801428,305.544650405819,4.78797774377582,1105.21656734185,33,22,69
"30TUN4",588.851769905958,1466.32631137609,129.908118074354,3.2250578695955,312.711166763,36,26,76
"30TUP2",302.099990248066,138.418532599328,238.454937936826,7.11701789217024,1814.04325280918,18,17,62
"30TUP4",68.9218446601586,50.1186435389802,106.727327909622,5.86293565927692,2269.37417025509,24,25,59
"30TVK1",220.245754214277,995.167191429645,344.224822673954,549.708556934341,392.2934635083,31,28,78
"30TVL1",407.369404759098,1335.79339379479,249.229447925676,5.23582912408761,504.003300456137,27,26,68
"30TVL2",523.492862960126,272.258096497859,814.186190152074,78.4094558192985,813.280355382548,34,29,77
"30TVL3",571.295055887509,851.985360911136,213.867338230818,5.2658050697744,859.510783657354,29,28,66
"30TVL4",339.216817882205,1170.80468687438,115.348450191296,28.6579382206371,847.912641024767,32,31,74
"30TVM1",115.378848219187,2140.61557872414,13.0598782558514,31.1565693146454,201.412787064708,27,29,70
"30TVM2",209.045732048927,2064.94500149297,30.3002337201531,9.25729873841733,188.122246083171,28,29,66
"30TVM3",1264.86871283671,661.211234478124,133.273476424159,4.6883118526984,437.874391507861,32,27,77
"30TVM4",818.222003463213,1174.21825324251,102.83517661531,2.00076183328596,404.7013624672,32,26,79
"30TVN1",701.165713019579,202.266997282196,518.159869267947,25.5720431111201,1054.46603460112,23,25,74
"30TVN2",482.631984745462,1097.54058889989,176.939512876345,2.67758376258645,741.849963724184,25,27,79
"30TVN3",935.485810719753,488.78586134904,416.867527847761,30.7382441317578,630.084234228024,28,23,72
"30TVN4",528.10564251552,1292.2034547592,27.9511562593505,3.46403218598788,650.192868840638,30,30,78
"30TVT1",14.3038944460509,106.746669477696,7.66457809565704,31.4645861823012,2341.43902224548,15,26,64
"30TVT3",158.754268434738,539.529601352317,53.611542403254,133.680470567342,1616.38899884508,24,27,76
"30TWK1",384.025543189401,1639.8853271497,35.3177279669248,11.8256653959151,430.870308638202,28,26,65
"30TWK3",1159.92771063239,559.866245788991,70.2669765490451,0.537528932376885,711.041280900246,29,24,67
"30TWL1",384.707758984227,1251.84310902545,286.380724124825,1.93110394439402,577.061638476341,24,28,61
"30TWL2",696.868680526616,1186.84078459417,165.606848330495,7.35610151567205,445.268109606282,24,29,66
"30TWL4",1100.57608070416,610.097305317584,173.41053590148,1.22435542826945,616.318623550661,21,25,56
"30TWM1",1136.7549942478,546.150054898371,112.650230034171,7.5352323173869,698.825607453299,34,28,78
"30TWM2",1175.8395543976,618.653361319031,140.145143588265,6.70912897070036,560.630345339488,35,26,72
"30TWM3",389.1982993129,1344.24169247582,69.500051812135,25.5921846475221,673.091378327808,36,34,85
"30TWM4",361.364567470932,1368.12467969334,126.586596273802,0.696788687517981,644.897838546106,30,25,71
"30TWN1",1160.10528366956,62.2227972493129,529.824480753348,85.7840452238967,664.025049064856,30,25,70
"30TWN2",630.292078563736,1491.43908268101,6.49005741035307,57.0667164625063,316.629196573498,32,30,85
"30TWN3",1272.75908163562,31.0069726136173,569.104862034781,63.7957263180332,564.963962963428,33,24,75
"30TWN4",693.637383590099,1299.79865606445,124.515097171927,10.8399505012574,372.848508655277,35,32,86
"30TWS3",43.6981058842264,634.25959199021,308.823174272921,116.959622810857,1397.88150381445,22,30,77
"30TWT1",239.99870655857,1122.64170380746,240.944327939809,144.839333878054,753.540793936519,23,34,82
"30TWT2",6.36056146777337,102.744468654705,16.0059199376832,46.3753613119814,2330.46393371274,16,27,70
"30TWT3",264.643768264542,1666.02046374203,390.411023390072,104.774525322623,75.7689233095006,24,28,78
"30TWT4",40.1940951078536,921.667124398585,541.186913550989,188.159727544269,810.411700668898,18,35,80
"30TXK3",486.680735970948,941.368673827467,150.24869158033,9.02845920652969,912.780212040088,22,19,58
"30TXL3",204.052652743666,1749.3341643599,3.93193803764808,7.71456197260067,535.032247052017,23,30,65
"30TXM1",123.998260322389,1974.68498711529,0.786374132252447,22.4564562324243,379.092056363319,28,36,81
"30TXM2",184.108283223822,1729.5029594804,41.380812833816,16.3154082835276,529.728158516122,30,32,71
"30TXM3",505.830453478697,1440.26700869475,2.46863099147349,5.5245572591443,545.985523719036,32,31,76
"30TXN1",1150.31530042626,236.08130683278,731.098526076113,14.4832104162286,369.018265670397,37,27,80
"30TXN2",628.883933803023,1239.41210563677,17.430010416593,48.5272991324333,566.768990913508,36,30,82
"30TXN3",1026.18791809459,469.510361718889,805.577373938045,25.8007729302782,173.020461062537,37,22,79
"30TXN4",1247.4346656411,379.807667649773,148.206215631551,0.617152620670038,724.039472940277,36,23,73
"30TXP1",666.874872855432,55.4534586643622,0.647006787503778,39.2583810756138,1738.76604073765,21,16,60
"30TXP2",576.533992870723,492.771327988003,216.170385413907,175.816987501305,1039.71216545809,26,20,78
"30TXP3",1705.06978507229,474.435677650534,10.6907791909,46.8443266968112,263.048911451324,22,14,61
"30TXP4",613.207827430418,1585.15462687137,184.11265646402,89.0302551586393,28.6282439441242,26,18,74
"30TXQ1",239.291615880862,2.46877114312562,0.846151399861605,29.356476214022,2229.0216100166,20,18,63
"30TXQ2",272.317261513278,11.4871557475718,1.24427596919106,70.3264777786785,2145.64938968856,20,17,63
"30TXQ3",716.540297728903,483.556450974125,130.785899449331,359.967309672436,809.222199682836,25,28,76
"30TXR1",88.8680054029644,122.820600209137,47.3604356751013,54.1091484509985,2187.86698651176,24,28,76
"30TXR2",74.6082929655619,7.54544177023295,21.6010668092421,15.1307011751373,2382.15967507801,18,18,63
"30TXR3",292.837034376688,1705.83868436051,305.289501489956,102.85479031287,93.2292621765546,23,32,80
"30TXR4",328.647425274239,1160.99129968536,223.683706598501,47.6791097635643,739.125740186528,24,21,74
"30TXS1",101.420909153279,1890.59563834713,389.866792502355,107.154390718918,11.9845691059523,24,32,73
"30TXS2",44.4641317904118,613.141166336644,242.328025170713,131.501151798328,1469.6157031117,25,37,86
"30TXS3",147.767146463438,1716.48785924205,549.301597200295,77.6213006481571,8.92873899479314,24,24,72
"30TXS4",106.72570967345,1992.97969749373,252.470705107011,134.397550084958,13.5472571223246,22,28,76
"30TXT1",171.814254079712,1707.19325167785,531.707433530848,73.4597760910882,16.8619052436725,24,25,77
"30TXT2",79.6212200645739,1597.18236393567,464.598130580571,281.018412909495,78.5661070095864,25,32,81
"30TXT3",137.305321360301,1346.54574145697,824.618293276163,156.068590228226,35.585509921928,25,26,78
"30TXT4",125.150103596495,1703.8649592964,554.112460590923,97.6276319155667,19.3403842589668,25,23,71
"30TYK1",894.822118824697,574.520943136887,185.031925675544,0.945869185276403,1075.59265490763,28,22,63
"30TYL1",119.68771052819,2096.84944748442,0,13.508793411524,329.676279594282,18,29,64
"30TYM1",436.832113627628,1201.54709927315,29.2926747722865,7.66407053165498,710.08111142701,35,35,96
"30TYM2",167.152959845895,1947.34392739,4.96720622695938,6.73907538206713,346.74882106193,23,33,74
"30TYN1",744.90734154058,497.109095442096,622.973607576293,101.642957537846,241.409487655239,37,24,78
"30TYN2",816.351218613725,139.137204186822,452.026719582051,6.73790323565653,882.88428084469,38,25,76
"30TYQ1",305.967128174329,1214.06149142497,173.433093231122,79.0430000520575,71.8319549988624,21,15,65
"30TYQ2",1083.04618775768,584.254628442802,85.9803639241821,35.5938611732875,147.508600748325,22,14,65
"30TYR1",167.176141945171,1399.28608383501,26.9164227827025,59.0530605491209,5.58811584923488,24,22,77
"30TYR2",367.265951877582,1106.56121507576,68.8350189238769,21.221313259687,187.710172956819,25,18,68
"30TYS1",329.299717626061,2060.33652521769,393.034504356239,135.018162263711,20.1162920617124,24,24,65
"30TYT1",630.623718341533,1239.5337186176,570.719343467658,87.0838569090554,25.9150885485619,28,26,78
"30TYT2",580.615491810671,1753.76526851904,227.542405701453,124.066968976024,60.5299441737763,27,28,79
"30UUA2",44.6299482419485,345.049896847811,415.283761354513,48.5467793404491,4831.25667938467,16,23,59
"30UUA3",156.152879963013,474.122267419568,680.491317666454,66.9980262003467,1123.229722865,20,25,67
"30UUB4",55.0546778127513,134.91431984705,650.612711241161,12.8802663333394,1647.54930697682,17,24,60
"30UUC3",27.3460411833749,123.326260803303,837.920970371049,9.8561351058155,4278.90801331451,16,22,52
"30UUC4",14.2913496501014,117.470110408469,940.189424435782,31.8515714656373,4276.56180687189,19,30,68
"30UUF1",32.0480998404735,89.8461165971672,441.221045459732,177.015754194928,1404.95247996711,12,25,52
"30UUF2",21.5330966823874,216.534989327834,788.306370319821,48.3897639401339,1177.03647891231,14,19,54
"30UUG1",278.439568955749,24.0603456920753,231.134482510312,0,1396.23608386555,14,27,51
"30UUG3",190.294075734829,62.0113030561768,633.072696144294,89.8915052809522,1525.7667113278,16,29,61
"30UUG4",258.458181026399,47.4394088720564,526.641142260099,26.7954025773344,1641.67627878245,21,28,77
"30UUU3",25.5415587542098,632.367586771219,46.7332885233885,143.00684903419,1653.33316799464,18,28,70
"30UUU4",20.3852800090184,298.074997631868,16.5132712573054,34.2807150151657,2131.76477719309,16,30,71
"30UVA1",144.377678830635,446.825397805632,880.935036487306,161.976448903447,3369.41706930847,24,27,70
"30UVB1",55.7011315689724,91.6341346004216,683.772200344989,36.0922628786801,1634.44399716789,16,18,50
"30UVB2",229.424396883322,377.417018379319,1763.40952543925,18.6931761615202,112.696560437024,20,23,62
"30UVB3",125.257456047575,362.643427859289,700.332910843238,81.272022300417,1232.42825635621,20,25,63
"30UVB4",177.177424269092,602.771532666482,1166.31518729676,119.037349260341,436.622905368748,21,27,64
"30UVC1",232.667132441668,42.1737172258973,1887.77401798319,5.00669807992125,334.025395956257,24,29,65
"30UVC2",88.6776380596852,138.89412520876,1052.14738505567,169.880036902531,1052.04784791563,25,25,64
"30UVC3",180.977243234282,151.136204007774,1978.13840249506,16.3140304510499,175.353431638893,24,23,58
"30UVC4",344.023736417276,250.069681442371,1272.69472074281,373.417350607433,261.765413468594,25,27,59
"30UVD1",256.656079469815,134.139835521861,1769.16845644324,68.4456087019246,5275.89438401165,27,28,73
"30UVD2",235.854232179519,29.7119596140901,805.786353983061,13.2086333024782,1417.06637536346,26,27,61
"30UVD3",265.586032490001,204.022071357003,1647.73428649885,82.9247146643506,301.668386428097,25,26,54
"30UVD4",266.829559514691,237.85426023662,1815.77878560783,14.2139221467146,167.292289579715,24,25,59
"30UVE4",29.0841038228396,109.100226557887,242.218229475976,172.384529126543,1949.15253771779,14,31,58
"30UVF1",244.930235676104,48.8427141245435,995.467666516322,10.4911800870733,1201.9070166168,23,34,73
"30UVF3",101.795803597065,93.5940100932044,1285.42210543938,52.7642079659765,968.369036897551,21,30,62
"30UVF4",112.515744104016,39.9040709583335,922.82021119706,26.3571912940052,1400.3551845812,28,36,83
"30UVG1",234.5884383312,196.565363211326,1403.79799826732,472.162982038306,194.514904186537,18,26,54
"30UVG2",569.620530099798,25.1923806822288,1533.22162604866,11.4366042686214,362.169088701531,16,24,51
"30UVG3",229.387700124682,399.024711893534,1115.01771808849,165.914413493809,592.589868724423,19,30,75
"30UVG4",584.953561689174,83.9288121454382,1360.4987854942,22.7838058587415,449.773628370009,25,23,65
"30UVU1",243.472192993405,1446.08149033916,143.186733287413,118.670297827775,550.231229938243,21,25,71
"30UVU2",189.162323608801,1800.60554049346,198.230250193079,141.682620198257,171.93226771705,18,20,66
"30UVU3",282.287296473977,1890.84410509211,139.376801905167,76.2779912154901,113.137889619635,21,21,67
"30UVU4",406.355124954863,1740.1383818277,213.698759985694,66.0934261635384,75.6789637230998,18,15,58
"30UVV4",22.7941989478618,265.646978829928,7.33594961771797,50.0576534972913,2156.11223689705,17,15,67
"30UWB2",46.4137740951058,901.022444485774,806.144448630198,83.8792353204924,664.46448713122,22,28,77
"30UWB3",133.44979611169,1415.2327486355,821.004406868382,123.525917039313,8.43081802838825,20,25,63
"30UXB3",650.661178073707,973.342997967168,469.877705147746,807.406573134438,80.4389366177866,18,22,61
"30UWB4",283.536457191455,772.620670781138,362.570316068062,205.398448100603,877.514726806539,25,29,72
"30UWC1",144.815636645887,1549.31529939118,735.15659436332,63.4843721580499,9.14740326328753,19,23,60
"30UWC2",235.067410518843,577.087705777903,1117.25700769341,257.821649189493,314.737107071723,25,26,62
"30UWC3",64.4214596278376,1690.2769593422,537.688258061887,206.990768380853,2.26948281754434,16,24,59
"30UWC4",94.7383170626661,1577.99318087096,595.284701644233,214.012245762175,19.6185357144899,19,24,59
"30UWD1",76.7677973815738,753.196300641851,1494.38923506535,166.365063300014,11.2170760597736,18,29,58
"30UWD2",164.995602955707,1291.37726502543,867.401473984448,139.244901649818,38.9495532315203,21,26,63
"30UWD3",116.50065563454,312.732194012815,1773.03168013045,238.197256436649,61.1767796932573,26,27,67
"30UWD4",91.0665428200993,1094.33138602332,392.843288390082,872.413299656055,50.9729769135128,20,25,64
"30UWE1",45.2821437892153,151.322480950536,1723.21277911943,278.897746089077,2805.14111344934,26,29,62
"30UWE3",96.7901494603094,196.407160546156,1470.61503825724,427.921155434817,309.889728830503,21,29,58
