"Forest","Agriculture","Other","Area_Total","natural_sp","human_dominated_sp","Sp_Total"
32590000,143050000,2324360000,2.5e+09,19,46,65
168700000,319410000,2011890000,2.5e+09,19,46,65
85680000,250090000,2164230000,2.5e+09,19,41,60
27190000,115700000,2350320000,2493210000,20,51,71
125210000,176200000,2198590000,2.5e+09,22,49,71
59540000,148750000,2227520000,2435810000,18,40,58
83130000,213150000,2203720000,2.5e+09,20,48,68
249280000,174700000,2076020000,2.5e+09,18,39,57
186730000,371930000,1941340000,2.5e+09,23,48,71
11450000,79630000,2246990000,2338070000,22,58,80
185020000,222810000,2092170000,2.5e+09,15,36,51
33070000,204340000,2262590000,2.5e+09,18,41,59
96250000,261300000,2122050000,2479600000,19,45,64
111540000,91740000,2296720000,2.5e+09,18,43,61
194690000,186900000,2118410000,2.5e+09,21,40,61
225980000,165120000,2108900000,2.5e+09,17,36,53
66160000,70720000,2363120000,2.5e+09,21,44,65
93020000,103460000,2303520000,2.5e+09,16,38,54
39980000,175990000,2284030000,2.5e+09,17,48,65
66270000,129390000,2254070000,2449730000,21,56,77
57760000,83090000,2359150000,2.5e+09,15,46,61
427510000,1482570000,589920000,2.5e+09,42,82,124
331760000,278140000,1890100000,2.5e+09,25,54,79
94130000,438020000,1967850000,2.5e+09,19,40,59
117750000,243400000,2138850000,2.5e+09,18,39,57
32940000,533740000,1933320000,2.5e+09,24,50,74
147650000,0,2352350000,2.5e+09,19,56,75
577890000,1255140000,666970000,2.5e+09,43,81,124
159010000,1779690000,561300000,2.5e+09,37,57,94
308990000,990360000,1200650000,2.5e+09,40,83,123
49430000,1677780000,772790000,2.5e+09,43,80,123
347420000,1258790000,893790000,2.5e+09,48,92,140
386470000,1199360000,914170000,2.5e+09,36,75,111
132320000,42870000,1899100000,2074290000,26,56,82
117970000,1122780000,1259250000,2.5e+09,49,85,134
14980000,2381280000,103740000,2.5e+09,28,56,84
79960000,1949090000,470950000,2.5e+09,39,73,112
597340000,1217810000,684850000,2.5e+09,29,58,87
495730000,836660000,1167610000,2.5e+09,35,74,109
391010000,1080370000,1028620000,2.5e+09,34,65,99
270240000,1802550000,427210000,2.5e+09,41,83,124
218760000,663520000,1617720000,2.5e+09,37,73,110
162640000,583640000,1753720000,2.5e+09,36,67,103
206750000,1913800000,379450000,2.5e+09,27,61,88
144930000,1989240000,365830000,2.5e+09,37,73,110
204330000,1515170000,780500000,2.5e+09,34,66,100
446810000,900080000,1153110000,2.5e+09,29,61,90
2.46e+08,1700290000,553710000,2.5e+09,29,66,95
74790000,1985290000,439920000,2.5e+09,38,77,115
95100000,428510000,1976390000,2.5e+09,37,67,104
479700000,1153680000,866620000,2.5e+09,31,63,94
6.43e+08,684390000,1172610000,2.5e+09,26,53,79
366020000,1394490000,739490000,2.5e+09,21,51,72
587690000,1228040000,684270000,2.5e+09,33,62,95
798820000,199300000,1501880000,2.5e+09,26,51,77
125380000,1131410000,1243210000,2.5e+09,44,74,118
424860000,1273470000,801670000,2.5e+09,32,65,97
169180000,1389290000,941530000,2.5e+09,49,79,128
732110000,1314550000,453340000,2.5e+09,25,55,80
475490000,881890000,1142620000,2.5e+09,29,60,89
637290000,661610000,1201100000,2.5e+09,33,67,100
1009100000,289830000,1201070000,2.5e+09,31,60,91
1031050000,465970000,1002980000,2.5e+09,32,62,94
404490000,583170000,1512340000,2.5e+09,36,72,108
64350000,830940000,1604710000,2.5e+09,46,88,134
80850000,1113790000,1305360000,2.5e+09,40,71,111
536490000,688490000,1275020000,2.5e+09,38,73,111
463330000,428390000,1608280000,2.5e+09,37,69,106
103080000,1743410000,653510000,2.5e+09,42,73,115
579300000,880160000,1040540000,2.5e+09,38,75,113
449190000,340460000,1710350000,2.5e+09,36,71,107
915490000,273480000,1311030000,2.5e+09,34,68,102
159370000,2185960000,154670000,2.5e+09,36,73,109
142120000,1847340000,510540000,2.5e+09,39,72,111
977820000,1298490000,223690000,2.5e+09,37,74,111
434690000,1393530000,671780000,2.5e+09,39,77,116
55150000,2375850000,6.9e+07,2.5e+09,34,65,99
133050000,2230510000,136440000,2.5e+09,36,67,103
143210000,2192690000,164100000,2.5e+09,36,73,109
383530000,1736940000,379530000,2.5e+09,37,71,108
839510000,96120000,1564370000,2.5e+09,32,59,91
956870000,975960000,567170000,2.5e+09,37,71,108
820760000,115610000,1563630000,2.5e+09,31,60,91
696900000,1343060000,460040000,2.5e+09,38,72,110
280640000,283700000,1675460000,2239800000,28,52,80
58320000,47850000,1573960000,1680130000,27,59,86
437510000,776500000,1285990000,2.5e+09,45,81,126
622660000,1291730000,585610000,2.5e+09,37,73,110
868580000,287810000,1343610000,2.5e+09,38,80,118
703900000,725510000,1070590000,2.5e+09,36,68,104
501120000,1002970000,995910000,2.5e+09,39,77,116
150420000,2086200000,263380000,2.5e+09,35,68,103
303870000,1960750000,235380000,2.5e+09,36,70,106
1168880000,554840000,776280000,2.5e+09,39,71,110
1049210000,999090000,451700000,2.5e+09,31,64,95
709120000,229390000,1561490000,2.5e+09,36,71,107
593520000,1011830000,894650000,2.5e+09,35,70,105
1027430000,489380000,983190000,2.5e+09,36,70,106
686820000,1247940000,565240000,2.5e+09,37,67,104
15250000,89270000,1893480000,1.998e+09,31,47,78
174950000,495480000,1824500000,2494930000,33,71,104
536750000,1318270000,644980000,2.5e+09,38,75,113
1394690000,463320000,641990000,2.5e+09,32,57,89
527850000,1092820000,879330000,2.5e+09,34,67,101
868980000,894100000,736920000,2.5e+09,35,68,103
1156540000,439770000,903690000,2.5e+09,25,58,83
1122100000,428440000,949460000,2.5e+09,37,70,107
1368200000,537980000,593820000,2.5e+09,33,69,102
394660000,1167240000,938100000,2.5e+09,36,77,113
483180000,1254650000,762170000,2.5e+09,36,69,105
1521090000,202060000,776850000,2.5e+09,37,69,106
703080000,1359370000,437550000,2.5e+09,43,88,131
1461240000,61680000,977080000,2.5e+09,35,67,102
785680000,1205050000,509270000,2.5e+09,38,78,116
45480000,611760000,1842760000,2.5e+09,32,79,111
297240000,1115780000,1086980000,2.5e+09,36,74,110
6830000,83910000,2025310000,2116050000,34,61,95
283020000,1612810000,604170000,2.5e+09,30,63,93
48540000,905470000,1545990000,2.5e+09,40,88,128
645630000,832900000,1021470000,2.5e+09,28,59,87
260690000,1646900000,592410000,2.5e+09,36,69,105
171150000,1840960000,487890000,2.5e+09,45,87,132
222340000,1590760000,686900000,2.5e+09,40,80,120
639090000,1333590000,527320000,2.5e+09,42,82,124
1273600000,181390000,1045010000,2.5e+09,35,59,94
759080000,1106920000,6.34e+08,2.5e+09,44,83,127
1066360000,449310000,984330000,2.5e+09,35,61,96
1437220000,305300000,757480000,2.5e+09,36,72,108
474780000,64510000,1651610000,2190900000,29,57,86
536810000,499490000,1430440000,2466740000,36,80,116
626940000,497610000,1375450000,2.5e+09,28,59,87
556690000,1587300000,356010000,2.5e+09,32,67,99
263280000,1740000,1479680000,1744700000,28,62,90
249130000,11390000,1626940000,1887460000,25,52,77
868560000,469190000,1162250000,2.5e+09,35,72,107
124150000,118150000,1933380000,2175680000,34,74,108
134070000,10370000,1443010000,1587450000,25,49,74
292300000,1659970000,547730000,2.5e+09,37,85,122
484060000,1109660000,906280000,2.5e+09,36,76,112
107100000,1830190000,562710000,2.5e+09,27,64,91
41810000,608100000,1850090000,2.5e+09,38,81,119
146690000,1710800000,642510000,2.5e+09,32,68,100
122810000,1940420000,436770000,2.5e+09,34,68,102
179490000,1739370000,581140000,2.5e+09,31,61,92
91760000,1554270000,853970000,2.5e+09,39,86,125
141850000,1340220000,1017930000,2.5e+09,35,79,114
131340000,1655790000,712870000,2.5e+09,35,73,108
1048150000,311990000,1139860000,2.5e+09,29,60,89
130440000,1971240000,398320000,2.5e+09,36,77,113
548870000,1245710000,705420000,2.5e+09,43,75,118
181450000,1915610000,402940000,2.5e+09,36,70,106
838190000,567890000,1093920000,2.5e+09,35,67,102
1027320000,141850000,1330830000,2.5e+09,38,70,108
477980000,1449260000,572760000,2.5e+09,32,59,91
1215910000,737520000,546570000,2.5e+09,28,56,84
258990000,2033450000,207560000,2.5e+09,34,63,97
668630000,1570250000,261120000,2.5e+09,28,56,84
276380000,1748040000,475580000,2.5e+09,34,72,106
590890000,1233970000,675140000,2.5e+09,39,73,112
517110000,1589080000,393810000,2.5e+09,41,76,117
24740000,397660000,2077600000,2.5e+09,26,60,86
122420000,681520000,1696060000,2.5e+09,23,58,81
32180000,339550000,1868800000,2240530000,19,50,69
15360000,65020000,1705060000,1785440000,24,51,75
19470000,137360000,2187820000,2344650000,26,65,91
39010000,86620000,2374370000,2.5e+09,22,53,75
28440000,199220000,2272010000,2499670000,24,44,68
343600000,1770000,2154630000,2.5e+09,18,40,58
205810000,70210000,2223980000,2.5e+09,28,71,99
251290000,47160000,2201550000,2.5e+09,25,60,85
35330000,632450000,1832220000,2.5e+09,29,58,87
25450000,312910000,2159290000,2497650000,33,60,93
80320000,481030000,1937630000,2498980000,27,66,93
61820000,166480000,2271700000,2.5e+09,21,54,75
196740000,828050000,1475210000,2.5e+09,17,58,75
121820000,368040000,2010140000,2.5e+09,27,64,91
168850000,839830000,1491320000,2.5e+09,25,69,94
256290000,12520000,2231190000,2.5e+09,22,59,81
135240000,68570000,2296190000,2.5e+09,28,73,101
190250000,236680000,2073070000,2.5e+09,27,63,90
346070000,146770000,2007160000,2.5e+09,25,67,92
31830000,17750000,2450420000,2.5e+09,34,84,118
217060000,20470000,2261440000,2498970000,24,60,84
196220000,142730000,2161050000,2.5e+09,28,70,98
232460000,149730000,2117810000,2.5e+09,25,61,86
22290000,128890000,2106320000,2257500000,33,67,100
249730000,189050000,2061220000,2.5e+09,24,74,98
118950000,275020000,2106030000,2.5e+09,27,69,96
165070000,53390000,2281540000,2.5e+09,28,73,101
231640000,1.57e+08,2111360000,2.5e+09,25,67,92
529380000,59880000,1910740000,2.5e+09,22,56,78
272820000,255550000,1971630000,2.5e+09,24,62,86
480800000,180150000,1839050000,2.5e+09,25,58,83
241410000,1437030000,821560000,2.5e+09,32,62,94
189500000,1743080000,567420000,2.5e+09,31,60,91
289190000,1883750000,327060000,2.5e+09,28,53,81
443590000,1708900000,347510000,2.5e+09,24,51,75
20690000,234060000,1751540000,2006290000,27,56,83
81020000,807190000,1611790000,2.5e+09,29,64,93
148310000,1259370000,1092320000,2.5e+09,24,64,88
468300000,397840000,1633860000,2.5e+09,29,66,95
270150000,616090000,1613760000,2.5e+09,33,79,112
192330000,1451660000,856010000,2.5e+09,24,62,86
287400000,780810000,1431790000,2.5e+09,30,73,103
74350000,1360080000,1065570000,2.5e+09,26,61,87
112670000,1322400000,1064930000,2.5e+09,29,71,100
69230000,876870000,1553900000,2.5e+09,23,64,87
174820000,1234590000,1090590000,2.5e+09,26,66,92
107270000,356310000,2036420000,2.5e+09,31,73,104
81590000,969300000,1449110000,2.5e+09,31,72,103
22920000,93830000,2383250000,2.5e+09,34,83,117
94700000,111290000,2294010000,2.5e+09,30,70,100
130090000,145910000,2.224e+09,2.5e+09,28,70,98
138670000,226980000,2134350000,2.5e+09,26,62,88
137380000,17590000,2345030000,2.5e+09,32,75,107
72880000,695710000,1731410000,2.5e+09,35,80,115
96550000,1159340000,1244110000,2.5e+09,30,78,108
544490000,176450000,1779060000,2.5e+09,24,53,77
43220000,440410000,1750240000,2233870000,32,82,114
160210000,1328430000,1011360000,2.5e+09,28,62,90
246360000,1866660000,386980000,2.5e+09,27,48,75
136910000,1342230000,1020860000,2.5e+09,34,69,103
308600000,1679690000,511710000,2.5e+09,29,64,93
19360000,215980000,2264660000,2.5e+09,29,64,93
195660000,362290000,1942050000,2.5e+09,32,77,109
89230000,360970000,1856930000,2307130000,30,74,104
47670000,1393130000,1059200000,2.5e+09,25,60,85
179710000,1260380000,1059910000,2.5e+09,29,70,99
172180000,582850000,1744970000,2.5e+09,31,71,102
114010000,1372130000,1013860000,2.5e+09,29,70,99
39740000,1257560000,1202700000,2.5e+09,31,62,93
54380000,2177850000,267770000,2.5e+09,28,64,92
88160000,1851680000,560160000,2.5e+09,30,71,101
57410000,1848760000,593830000,2.5e+09,30,76,106
116670000,1632300000,751030000,2.5e+09,31,76,107
78720000,1990880000,430400000,2.5e+09,29,60,89
239850000,816940000,1443210000,2.5e+09,29,74,103
107510000,1338480000,1054010000,2.5e+09,34,65,99
160740000,1683170000,656090000,2.5e+09,29,59,88
164850000,1023110000,1312040000,2.5e+09,31,64,95
146360000,1229350000,1124290000,2.5e+09,31,67,98
42400000,303720000,2121920000,2468040000,36,78,114
75480000,822390000,1602130000,2.5e+09,32,61,93
17900000,480040000,1783100000,2281040000,36,73,109
199450000,1215700000,1084850000,2.5e+09,27,55,82
367630000,1047260000,1085110000,2.5e+09,30,56,86
335340000,1117900000,1046760000,2.5e+09,30,62,92
386850000,1830000,2111320000,2.5e+09,20,58,78
319150000,1600000,2179250000,2.5e+09,19,49,68
306480000,1920000,2191600000,2.5e+09,23,55,78
91360000,2880000,2405760000,2.5e+09,22,58,80
133030000,3450000,2363520000,2.5e+09,20,54,74
389670000,2990000,2107340000,2.5e+09,20,53,73
20100000,1990000,2433960000,2456050000,22,67,89
87980000,2620000,2409400000,2.5e+09,24,61,85
334490000,4900000,2160610000,2.5e+09,22,67,89
413290000,218660000,1868050000,2.5e+09,27,71,98
369780000,587390000,1542830000,2.5e+09,28,74,102
522470000,327900000,1649630000,2.5e+09,31,76,107
213540000,10140000,2276320000,2.5e+09,30,65,95
616180000,285580000,1598240000,2.5e+09,31,70,101
291150000,2840000,2206010000,2.5e+09,28,69,97
131490000,0,2368510000,2.5e+09,23,60,83
359220000,83220000,2057560000,2.5e+09,26,69,95
145390000,34300000,2320310000,2.5e+09,26,74,100
7750000,3280000,2284410000,2295440000,18,42,60
0,38070000,2384550000,2422620000,20,57,77
711110000,1279340000,509550000,2.5e+09,34,63,97
129530000,739350000,1627380000,2496260000,41,73,114
493660000,1299530000,706810000,2.5e+09,40,78,118
807600000,1062060000,630340000,2.5e+09,34,75,109
994020000,711370000,794610000,2.5e+09,40,71,111
131970000,2088700000,279330000,2.5e+09,45,85,130
865650000,793500000,840850000,2.5e+09,34,70,104
949140000,55470000,1495390000,2.5e+09,28,60,88
531340000,1722430000,246230000,2.5e+09,29,52,81
336210000,1866370000,297420000,2.5e+09,27,53,80
764230000,1392840000,342930000,2.5e+09,30,56,86
470920000,1731240000,297840000,2.5e+09,29,56,85
517270000,1550340000,432390000,2.5e+09,34,67,101
789830000,1481470000,228700000,2.5e+09,30,56,86
681520000,1301950000,516530000,2.5e+09,35,73,108
1840000,266140000,1777220000,2045200000,45,81,126
563220000,986670000,950110000,2.5e+09,33,64,97
1126160000,349890000,1023950000,2.5e+09,37,68,105
2.44e+08,1854860000,401140000,2.5e+09,46,81,127
1721220000,197960000,580820000,2.5e+09,35,64,99
957550000,948090000,594360000,2.5e+09,36,68,104
931620000,26290000,1542090000,2.5e+09,28,55,83
732680000,1200480000,566840000,2.5e+09,32,72,104
884480000,51110000,1564410000,2.5e+09,29,58,87
153900000,2138810000,207290000,2.5e+09,29,62,91
167320000,2098450000,234230000,2.5e+09,30,55,85
421940000,1754020000,324040000,2.5e+09,32,67,99
157450000,1767660000,574890000,2.5e+09,33,71,104
1137430000,977240000,385330000,2.5e+09,29,64,93
484850000,1692100000,323050000,2.5e+09,30,56,86
1105730000,789050000,605220000,2.5e+09,29,61,90
1036870000,868640000,594490000,2.5e+09,27,54,81
716470000,815380000,968150000,2.5e+09,32,59,91
1114930000,1010740000,374330000,2.5e+09,27,53,80
793600000,599960000,1106440000,2.5e+09,31,62,93
654540000,1005430000,840030000,2.5e+09,32,61,93
565280000,1669170000,265550000,2.5e+09,35,75,110
277820000,1228390000,993790000,2.5e+09,41,73,114
548580000,1160240000,791180000,2.5e+09,38,83,121
361210000,931060000,1207730000,2.5e+09,29,65,94
520100000,1472350000,507550000,2.5e+09,34,70,104
491950000,1589620000,418430000,2.5e+09,35,74,109
649440000,1607040000,243520000,2.5e+09,39,76,115
564230000,1668670000,267100000,2.5e+09,37,76,113
340400000,171910000,1960550000,2472860000,40,72,112
1495910000,280100000,723990000,2.5e+09,40,67,107
1034420000,410180000,1055400000,2.5e+09,29,70,99
1328510000,614660000,556830000,2.5e+09,34,61,95
1674820000,557190000,267990000,2.5e+09,37,68,105
1425120000,315340000,759540000,2.5e+09,33,64,97
699210000,1373170000,427620000,2.5e+09,32,71,103
1284700000,154460000,1060840000,2.5e+09,33,65,98
515710000,1155830000,828460000,2.5e+09,45,82,127
682640000,898420000,918940000,2.5e+09,46,86,132
564530000,1500100000,435370000,2.5e+09,33,61,94
541690000,1599820000,358490000,2.5e+09,31,71,102
731760000,1259680000,508560000,2.5e+09,33,63,96
1481660000,350130000,668210000,2.5e+09,29,58,87
1013620000,537770000,948610000,2.5e+09,25,60,85
700850000,1025500000,773650000,2.5e+09,29,64,93
639070000,467750000,1393180000,2.5e+09,30,64,94
7.03e+08,737600000,1059400000,2.5e+09,28,60,88
1211450000,313360000,975190000,2.5e+09,28,61,89
1410360000,250770000,838870000,2.5e+09,28,62,90
804090000,519320000,1176590000,2.5e+09,30,63,93
670770000,223410000,1605820000,2.5e+09,29,67,96
339740000,1327600000,832660000,2.5e+09,36,71,107
458270000,8.59e+08,1182730000,2.5e+09,33,75,108
472460000,935810000,1091730000,2.5e+09,34,75,109
353230000,697750000,1449020000,2.5e+09,30,69,99
1450670000,812020000,237310000,2.5e+09,36,78,114
772680000,1444500000,282820000,2.5e+09,33,76,109
715870000,1274080000,510050000,2.5e+09,38,77,115
433540000,1533630000,532830000,2.5e+09,39,75,114
43270000,382630000,1936480000,2362380000,41,75,116
18990000,461990000,1740480000,2221460000,39,85,124
748800000,1132880000,618320000,2.5e+09,36,84,120
1215140000,620990000,663870000,2.5e+09,30,67,97
181810000,675690000,1642500000,2.5e+09,45,85,130
911590000,516830000,1071580000,2.5e+09,31,65,96
961840000,449860000,1088300000,2.5e+09,32,75,107
827450000,493930000,1178620000,2.5e+09,32,71,103
1486890000,184370000,828740000,2.5e+09,33,58,91
609670000,1065450000,824880000,2.5e+09,34,74,108
1054540000,604890000,840570000,2.5e+09,33,70,103
858520000,401040000,1240440000,2.5e+09,40,90,130
1132360000,562260000,805380000,2.5e+09,39,79,118
527640000,643190000,1329170000,2.5e+09,34,76,110
342880000,953820000,1203300000,2.5e+09,31,72,103
546480000,417540000,1535980000,2.5e+09,30,72,102
372200000,387170000,1740630000,2.5e+09,35,79,114
767680000,1359990000,372330000,2.5e+09,34,63,97
830650000,802460000,866890000,2.5e+09,35,75,110
824530000,1164690000,510780000,2.5e+09,30,68,98
1133620000,216710000,1149670000,2.5e+09,28,64,92
685490000,1198510000,6.16e+08,2.5e+09,34,68,102
74270000,993400000,1432330000,2.5e+09,47,93,140
835800000,1209310000,454890000,2.5e+09,34,71,105
330160000,666530000,1503310000,2.5e+09,43,90,133
1241600000,546590000,711810000,2.5e+09,34,71,105
998590000,845720000,655690000,2.5e+09,37,69,106
1133300000,848930000,517770000,2.5e+09,40,79,119
1144530000,867030000,488440000,2.5e+09,32,72,104
414870000,871720000,1213410000,2.5e+09,35,89,124
849420000,788760000,861820000,2.5e+09,34,70,104
612710000,1217910000,669380000,2.5e+09,43,98,141
691430000,1321580000,486990000,2.5e+09,39,75,114
593710000,706560000,1199730000,2.5e+09,37,82,119
668950000,804020000,1027030000,2.5e+09,36,85,121
583440000,1240690000,675870000,2.5e+09,39,76,115
693850000,1020110000,786040000,2.5e+09,43,93,136
1069750000,1034570000,395680000,2.5e+09,28,61,89
790170000,780640000,929190000,2.5e+09,33,69,102
873390000,1148750000,477860000,2.5e+09,31,71,102
712680000,1262280000,525040000,2.5e+09,38,85,123
94730000,35600000,2041910000,2172240000,29,59,88
1120260000,799420000,580320000,2.5e+09,34,73,107
1151500000,661670000,686830000,2.5e+09,36,77,113
1195970000,261440000,1042590000,2.5e+09,35,69,104
1156930000,546160000,796910000,2.5e+09,35,72,107
1087380000,762680000,649940000,2.5e+09,38,81,119
1126870000,563680000,809450000,2.5e+09,36,70,106
1324310000,398270000,777420000,2.5e+09,41,76,117
1097080000,576280000,826640000,2.5e+09,42,78,120
973480000,914980000,611540000,2.5e+09,34,73,107
1092550000,743160000,664290000,2.5e+09,41,77,118
418530000,1222930000,858540000,2.5e+09,28,61,89
403310000,1364070000,732620000,2.5e+09,33,66,99
345260000,1926680000,228060000,2.5e+09,27,65,92
252770000,2112530000,134700000,2.5e+09,30,65,95
357620000,1020320000,1122060000,2.5e+09,36,80,116
431130000,980800000,1088070000,2.5e+09,27,56,83
584670000,1194500000,720830000,2.5e+09,37,71,108
527480000,1634260000,338260000,2.5e+09,29,61,90
63180000,705630000,1530070000,2298880000,28,52,80
296090000,1129620000,1074290000,2.5e+09,32,60,92
278910000,839480000,1381610000,2.5e+09,33,73,106
88480000,202570000,1949860000,2240910000,31,65,96
99760000,787050000,1613190000,2.5e+09,33,71,104
60450000,1960910000,478640000,2.5e+09,31,74,105
64570000,1210400000,1225030000,2.5e+09,36,72,108
61970000,782360000,1618380000,2462710000,36,78,114
9980000,298230000,2152100000,2460310000,29,60,89
191190000,1912840000,395970000,2.5e+09,37,84,121
60010000,615100000,1574650000,2249760000,31,76,107
115500000,1807610000,576890000,2.5e+09,30,73,103
582400000,1559040000,358560000,2.5e+09,36,73,109
426660000,1762880000,310460000,2.5e+09,35,73,108
795090000,1102670000,602240000,2.5e+09,39,79,118
437150000,1800920000,261930000,2.5e+09,33,72,105
349980000,1591790000,558230000,2.5e+09,29,58,87
641890000,1501060000,357050000,2.5e+09,38,70,108
137940000,831840000,1526310000,2496090000,42,85,127
300600000,1767600000,431800000,2.5e+09,31,62,93
109600000,1778680000,611720000,2.5e+09,33,61,94
145330000,2086380000,268290000,2.5e+09,38,67,105
58510000,793100000,1634340000,2485950000,41,77,118
64990000,2020230000,414780000,2.5e+09,37,83,120
24440000,345990000,1615370000,1985800000,30,69,99
406470000,1901560000,191970000,2.5e+09,34,79,113
649260000,1655660000,195080000,2.5e+09,34,72,106
217830000,2061840000,220330000,2.5e+09,34,68,102
788380000,1402180000,309440000,2.5e+09,36,72,108
743540000,1417980000,338480000,2.5e+09,38,74,112
552540000,1692020000,255440000,2.5e+09,30,63,93
324070000,1895270000,280660000,2.5e+09,33,71,104
504120000,1791320000,204560000,2.5e+09,32,67,99
216930000,1508320000,774750000,2.5e+09,40,75,115
142190000,2024170000,333640000,2.5e+09,36,68,104
388770000,1069500000,1041730000,2.5e+09,38,70,108
478330000,952950000,1068720000,2.5e+09,38,72,110
61750000,1315680000,1122570000,2.5e+09,40,92,132
51660000,1524720000,923620000,2.5e+09,37,72,109
97840000,1262810000,1139350000,2.5e+09,41,99,140
26330000,102840000,2065080000,2194250000,42,76,118
49590000,1145740000,1304670000,2.5e+09,45,97,142
701700000,1348660000,449640000,2.5e+09,38,83,121
1110530000,1166090000,223380000,2.5e+09,31,69,100
1038580000,1035250000,426170000,2.5e+09,34,62,96
884940000,840260000,774800000,2.5e+09,28,58,86
536950000,1263930000,699120000,2.5e+09,37,79,116
464810000,1630430000,404760000,2.5e+09,43,78,121
743180000,1054930000,701890000,2.5e+09,38,75,113
885510000,1119740000,494750000,2.5e+09,42,75,117
629750000,1170110000,700140000,2.5e+09,33,66,99
1359770000,402180000,738050000,2.5e+09,36,69,105
1115020000,673160000,711820000,2.5e+09,32,57,89
1155170000,692010000,652820000,2.5e+09,34,63,97
358030000,924580000,1217390000,2.5e+09,35,85,120
487090000,1186940000,825970000,2.5e+09,41,93,134
240360000,1247180000,1012460000,2.5e+09,44,83,127
40010000,337890000,2122100000,2.5e+09,47,96,143
210600000,1143490000,1145910000,2.5e+09,46,93,139
7e+08,525300000,1274700000,2.5e+09,46,94,140
282880000,1295390000,921730000,2.5e+09,42,94,136
14670000,355860000,2129470000,2.5e+09,39,80,119
72780000,407990000,2019230000,2.5e+09,40,88,128
36720000,134710000,2328570000,2.5e+09,41,91,132
241260000,917970000,1340770000,2.5e+09,47,101,148
4460000,178220000,2315640000,2498320000,39,87,126
729790000,810290000,959920000,2.5e+09,34,69,103
975380000,623670000,900950000,2.5e+09,35,65,100
108100000,282300000,1992080000,2382480000,22,70,92
32610000,129250000,2266090000,2427950000,29,68,97
0,15670000,1463900000,1479570000,23,48,71
759080000,261390000,1479530000,2.5e+09,25,76,101
